      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   5.5388    0.0  4.2695   6.808   True
     average  egalitarian   4.0493    0.0    2.78  5.3185   True
     average majoritarian   1.7815 0.0006  0.5123  3.0507   True
     average      maximin   3.0285    0.0  1.7593  4.2977   True
     average     optimist   3.5823    0.0   2.313  4.8515   True
     average  utilitarian   -2.327    0.0 -3.5962 -1.0578   True
     average         veto   4.5783    0.0   3.309  5.8475   True
    baseline  egalitarian  -1.4895  0.009 -2.7587 -0.2203   True
    baseline majoritarian  -3.7572    0.0 -5.0265  -2.488   True
    baseline      maximin  -2.5102    0.0 -3.7795  -1.241   True
    baseline     optimist  -1.9565 0.0001 -3.2257 -0.6873   True
    baseline  utilitarian  -7.8657    0.0  -9.135 -6.5965   True
    baseline         veto  -0.9605 0.2969 -2.2297  0.3087  False
 egalitarian majoritarian  -2.2677    0.0  -3.537 -0.9985   True
 egalitarian      maximin  -1.0207 0.2231   -2.29  0.2485  False
 egalitarian     optimist   -0.467 0.9537 -1.7362  0.8022  False
 egalitarian  utilitarian  -6.3762    0.0 -7.6455  -5.107   True
 egalitarian         veto    0.529 0.9123 -0.7402  1.7982  False
majoritarian      maximin    1.247 0.0583 -0.0222  2.5162  False
majoritarian     optimist   1.8008 0.0005  0.5315    3.07   True
majoritarian  utilitarian  -4.1085    0.0 -5.3777 -2.8393   True
majoritarian         veto   2.7967    0.0  1.5275   4.066   True
     maximin     optimist   0.5538 0.8906 -0.7155   1.823  False
     maximin  utilitarian  -5.3555    0.0 -6.6247 -4.0863   True
     maximin         veto   1.5497 0.0053  0.2805   2.819   True
    optimist  utilitarian  -5.9092    0.0 -7.1785   -4.64   True
    optimist         veto    0.996 0.2518 -0.2732  2.2652  False
 utilitarian         veto   6.9052    0.0   5.636  8.1745   True
----------------------------------------------------------------
