      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0774    0.0  0.0589  0.0959   True
     average  egalitarian  -0.0107 0.6549 -0.0292  0.0078  False
     average majoritarian   0.0442    0.0  0.0257  0.0627   True
     average      maximin  -0.0168 0.1053 -0.0353  0.0017  False
     average     optimist   0.0182 0.0576 -0.0003  0.0367  False
     average  utilitarian   0.0153 0.1949 -0.0032  0.0338  False
     average         veto  -0.0137 0.3209 -0.0322  0.0048  False
    baseline  egalitarian   -0.088    0.0 -0.1065 -0.0695   True
    baseline majoritarian  -0.0332    0.0 -0.0517 -0.0147   True
    baseline      maximin  -0.0942    0.0 -0.1127 -0.0757   True
    baseline     optimist  -0.0592    0.0 -0.0777 -0.0407   True
    baseline  utilitarian  -0.0621    0.0 -0.0806 -0.0436   True
    baseline         veto  -0.0911    0.0 -0.1096 -0.0726   True
 egalitarian majoritarian   0.0549    0.0  0.0364  0.0734   True
 egalitarian      maximin  -0.0062 0.9728 -0.0247  0.0123  False
 egalitarian     optimist   0.0289 0.0001  0.0104  0.0474   True
 egalitarian  utilitarian   0.0259 0.0006  0.0074  0.0444   True
 egalitarian         veto  -0.0031 0.9997 -0.0216  0.0154  False
majoritarian      maximin   -0.061    0.0 -0.0795 -0.0425   True
majoritarian     optimist   -0.026 0.0005 -0.0445 -0.0075   True
majoritarian  utilitarian  -0.0289 0.0001 -0.0474 -0.0104   True
majoritarian         veto  -0.0579    0.0 -0.0764 -0.0394   True
     maximin     optimist    0.035    0.0  0.0165  0.0535   True
     maximin  utilitarian   0.0321    0.0  0.0136  0.0506   True
     maximin         veto   0.0031 0.9996 -0.0154  0.0216  False
    optimist  utilitarian  -0.0029 0.9997 -0.0214  0.0156  False
    optimist         veto  -0.0319    0.0 -0.0504 -0.0134   True
 utilitarian         veto   -0.029 0.0001 -0.0475 -0.0105   True
----------------------------------------------------------------
