,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
37,1,1,11,0,2,0,0.9999999999999996,9.999999999999996,2,-1.2,5,2
38,2,1,11,0,2,0,1.0,10.0,1,0.0,5,2
123,0,2,22,0,4,0,1.0000000000000002,10.000000000000002,0,-1.0,6,4
124,1,2,22,0,4,0,0.9999999999999988,9.999999999999988,0,-1.0,6,4
258,1,3,34,0,7,0,1.599999999999998,15.99999999999998,4,-1.2,8,7
259,2,3,34,0,5,0,0.4000000000000006,4.000000000000005,0,-1.0,7,5
297,1,4,10,0,2,0,0.9999999999999996,9.999999999999996,0,-1.0,8,2
298,2,4,10,0,1,0,0.4000000000000002,4.000000000000002,0,-1.0,9,1
497,2,5,50,0,11,1,2.399999999999999,23.99999999999999,0,1.0,14,11
498,3,5,50,0,8,1,0.6000000000000006,6.000000000000006,0,1.0,12,8
559,0,6,16,0,3,0,1.0000000000000002,10.000000000000002,1,0.0,9,3
560,2,6,16,0,2,0,0.4000000000000001,4.000000000000001,3,-1.2,7,2
598,1,7,10,0,1,0,0.4000000000000001,4.000000000000001,0,-1.0,11,1
599,2,7,10,1,1,0,0.4000000000000001,10.0,0,0.0,9,2
661,1,8,16,0,3,0,1.0,10.0,0,-1.0,9,3
662,3,8,16,0,2,0,0.4000000000000002,4.000000000000002,0,-1.0,9,2
747,0,9,22,0,4,0,1.0000000000000004,10.000000000000004,1,0.0,6,4
748,2,9,22,1,3,0,0.4000000000000004,10.000000000000004,0,0.0,6,4
882,2,10,34,0,6,1,0.9999999999999988,9.999999999999988,0,-1.0,7,6
883,3,10,34,0,5,0,0.4000000000000004,4.000000000000004,0,-1.0,8,5
969,1,11,22,0,4,0,1.0,9.999999999999998,4,-1.2,6,4
970,2,11,22,0,4,0,1.0,10.0,0,-1.0,6,4
1148,1,12,45,0,9,1,1.6999999999999984,16.999999999999982,1,0.0,7,9
1149,3,12,45,0,8,2,1.1000000000000003,11.000000000000004,1,-1.2,6,8
1211,2,13,16,0,3,0,1.0,10.0,0,-1.0,8,3
1212,3,13,16,0,2,2,0.4000000000000002,4.000000000000002,0,-1.0,9,2
1411,2,14,50,0,8,2,0.6000000000000006,6.000000000000006,0,1.0,10,8
1412,3,14,50,0,9,2,1.2000000000000002,12.000000000000002,0,1.0,10,9
1611,2,15,50,1,8,2,0.5999999999999998,11.999999999999996,0,2.0,8,9
1612,3,15,50,0,7,0,5.828670879282072e-16,5.828670879282072e-15,0,1.0,8,7
1811,2,16,50,1,8,0,0.6000000000000001,12.000000000000002,0,2.0,7,9
1812,3,16,50,0,8,3,0.6000000000000005,6.000000000000005,0,1.0,8,8
1922,1,17,28,0,6,0,1.5999999999999992,15.999999999999991,2,-1.2,7,6
1923,2,17,28,1,4,1,0.4000000000000002,10.000000000000002,0,0.0,8,5
2122,2,18,50,0,11,0,2.399999999999998,23.99999999999998,0,1.0,11,11
2123,3,18,50,0,8,1,0.6000000000000004,6.000000000000004,1,2.0,12,8
2322,2,19,50,0,10,1,1.7999999999999976,17.999999999999975,0,1.0,9,10
2323,3,19,50,0,7,1,3.6082248300317592e-16,3.608224830031759e-15,0,1.0,9,7
2385,1,20,16,0,2,0,0.4000000000000001,4.000000000000001,0,-1.0,8,2
2386,2,20,16,1,3,0,0.9999999999999996,15.999999999999996,0,0.0,7,4
2496,1,21,28,0,4,0,0.4000000000000001,4.000000000000001,2,-1.2,11,4
2497,2,21,28,0,6,0,1.5999999999999988,15.999999999999988,0,-1.0,10,6
2534,0,22,10,1,1,0,0.4000000000000002,10.000000000000002,0,-1.0,9,2
2535,1,22,10,0,2,0,1.0,10.0,0,-1.0,11,2
2734,2,23,50,0,8,2,0.5999999999999982,5.999999999999981,0,1.0,7,8
2735,3,23,50,0,8,2,0.6000000000000009,6.000000000000008,0,1.0,7,8
2845,1,24,28,0,4,0,0.3999999999999993,3.999999999999993,2,-1.2,10,4
2846,2,24,28,0,4,2,0.4000000000000001,4.000000000000001,4,-1.2,9,4
2932,1,25,22,0,6,0,2.199999999999999,21.999999999999982,0,-1.0,6,6
2933,2,25,22,0,4,0,1.0,10.0,0,-1.0,6,4
2971,1,26,10,0,2,0,0.9999999999999996,9.999999999999996,4,-1.2,8,2
2972,2,26,10,0,2,0,1.0,10.0,0,-1.0,8,2
3008,3,27,9,1,0,0,0.0,5.000000000000001,3,-1.2,10,1
3009,0,27,10,0,2,0,1.0,10.0,1,0.0,9,2
3070,0,28,16,0,3,0,1.0,10.0,0,-1.0,8,3
3071,2,28,16,0,3,0,1.0,10.0,1,0.0,8,3
3253,1,29,46,1,8,0,0.999999999999997,15.99999999999997,4,-1.2,7,9
3254,2,29,46,1,7,0,0.4000000000000007,10.000000000000004,0,0.0,7,8
3316,1,30,16,0,3,0,1.0,9.999999999999998,4,-1.2,8,3
3317,2,30,16,0,3,0,1.0,10.0,0,-1.0,8,3
3379,1,31,16,0,4,0,1.5999999999999992,15.999999999999991,1,0.0,7,4
3380,3,31,16,0,2,1,0.4000000000000002,4.000000000000002,4,-1.2,8,2
3579,2,32,50,0,9,2,1.2,11.999999999999998,0,1.0,10,9
3580,3,32,50,0,8,1,0.6000000000000005,6.000000000000005,0,1.0,10,8
3779,2,33,50,0,8,0,0.6000000000000002,6.000000000000002,0,1.0,10,8
3780,3,33,50,0,7,0,4.718447854656915e-16,4.718447854656915e-15,0,1.0,8,7
3816,3,34,9,1,0,0,0.0,5.000000000000001,0,-1.0,11,1
3817,2,34,10,0,2,0,0.9999999999999996,9.999999999999996,0,-1.0,11,2
3903,1,35,22,1,3,0,0.4000000000000002,10.000000000000002,0,0.0,6,4
3904,2,35,22,1,3,0,0.4000000000000003,10.000000000000004,0,0.0,6,4
3990,1,36,22,1,4,1,0.9999999999999996,15.999999999999996,0,0.0,6,5
3991,3,36,22,0,3,1,0.4000000000000003,4.000000000000004,1,-1.2,6,3
4053,1,37,16,0,2,0,0.4000000000000001,4.000000000000001,0,-1.0,9,2
4054,2,37,16,0,3,0,0.9999999999999996,9.999999999999996,0,-1.0,8,3
4140,1,38,22,0,4,0,1.0,10.0,0,-1.0,6,4
4141,2,38,22,1,5,0,1.5999999999999992,21.999999999999996,0,0.0,6,6
4227,1,39,22,0,4,0,1.0,9.999999999999998,1,-1.2,6,4
4228,3,39,22,0,3,0,0.4000000000000004,4.000000000000004,3,-1.2,6,3
4266,2,40,10,0,2,0,0.9999999999999996,9.999999999999996,0,-1.0,12,2
4267,3,40,10,1,1,0,0.4000000000000001,10.0,0,0.0,9,2
4353,1,41,22,0,4,0,0.9999999999999996,9.999999999999996,2,-1.2,6,4
4354,2,41,22,0,3,0,0.4000000000000002,4.000000000000002,3,-1.2,6,3
4416,1,42,16,1,2,0,0.4000000000000002,10.000000000000002,0,0.0,10,3
4417,2,42,16,0,2,0,0.4000000000000001,4.000000000000001,0,-1.0,8,2
4616,2,43,50,0,9,1,1.2000000000000002,12.000000000000002,1,2.0,8,9
4617,3,43,50,0,8,1,0.6000000000000006,6.000000000000006,0,1.0,8,8
4816,2,44,50,0,10,2,1.799999999999998,17.99999999999998,1,2.0,9,10
4817,3,44,50,0,8,0,0.6000000000000006,6.000000000000006,1,2.0,10,8
4854,0,45,10,0,2,0,1.0,10.0,1,0.0,10,2
4855,2,45,10,0,1,0,0.4000000000000001,4.000000000000001,3,-1.2,11,1
4892,0,46,10,0,1,1,0.4000000000000002,4.000000000000002,0,-1.0,11,1
4893,2,46,10,0,1,0,0.4000000000000002,4.000000000000002,0,-1.0,10,1
5047,2,47,39,1,6,0,0.5000000000000007,11.000000000000004,0,0.0,10,7
5048,3,47,39,0,6,3,0.5000000000000003,5.000000000000003,1,0.0,10,6
5110,1,48,16,1,2,0,0.4000000000000002,10.000000000000002,0,0.0,9,3
5111,2,48,16,0,3,0,1.0,10.0,0,-1.0,8,3
5197,2,49,22,0,3,0,0.4000000000000002,4.000000000000002,0,-1.0,6,3
5198,3,49,22,0,3,0,0.4000000000000004,4.000000000000004,3,-1.2,6,3
5260,2,50,16,0,2,0,0.4000000000000003,4.000000000000004,0,-1.0,7,2
5261,3,50,16,0,2,0,0.4000000000000002,4.000000000000002,0,-1.0,9,2
5299,2,51,10,0,2,0,1.0,10.0,0,-1.0,9,2
5300,3,51,10,0,1,0,0.4000000000000001,4.000000000000001,0,-1.0,10,1
5386,2,52,22,0,4,0,1.0,10.0,0,-1.0,6,4
5387,3,52,22,0,3,1,0.4000000000000004,4.000000000000004,4,-1.2,6,3
5449,2,53,16,0,2,1,0.4000000000000001,4.000000000000001,0,-1.0,8,2
5450,3,53,16,0,2,1,0.4000000000000001,4.000000000000001,4,-1.2,8,2
5536,1,54,22,0,3,0,0.4000000000000001,4.000000000000001,1,-1.2,6,3
5537,2,54,22,0,3,0,0.4000000000000006,4.000000000000005,0,-1.0,6,3
5575,1,55,10,1,1,0,0.4000000000000001,10.0,2,-1.2,11,2
5576,2,55,10,1,2,0,1.0,16.0,0,0.0,10,3
5613,1,56,10,0,1,1,0.4000000000000002,4.000000000000002,2,-1.2,13,1
5614,2,56,10,0,2,0,0.9999999999999996,9.999999999999996,4,-1.2,11,2
5651,0,57,10,0,2,0,1.0,10.0,1,0.0,11,2
5652,2,57,10,0,1,0,0.4000000000000002,4.000000000000002,0,-1.0,11,1
5851,2,58,50,0,8,2,0.6000000000000001,6.000000000000001,0,1.0,8,8
5852,3,58,50,0,8,3,0.6000000000000002,6.000000000000002,0,1.0,8,8
5890,1,59,10,0,1,0,0.4000000000000001,4.000000000000001,0,-1.0,11,1
5891,2,59,10,0,2,0,1.0,9.999999999999998,0,-1.0,10,2
5929,1,60,10,0,1,0,0.4000000000000001,4.000000000000001,0,-1.0,10,1
5930,2,60,10,0,2,0,1.0,10.0,1,0.0,8,2
6060,2,61,33,0,7,0,1.6999999999999993,16.999999999999993,0,-1.0,7,7
6061,3,61,33,0,5,2,0.5000000000000002,5.000000000000002,0,-1.0,7,5
6122,0,62,16,0,2,0,0.4000000000000003,4.000000000000004,0,-1.0,9,2
6123,1,62,16,0,2,0,0.4000000000000001,4.000000000000001,1,-1.2,9,2
6161,2,63,10,0,2,0,1.0,10.0,0,-1.0,9,2
6162,3,63,10,0,1,0,0.4000000000000002,4.000000000000002,2,-1.2,11,1
6272,2,64,28,0,4,0,0.4000000000000004,4.000000000000004,0,-1.0,9,4
6273,3,64,28,0,4,0,0.4000000000000002,4.000000000000002,1,-1.2,10,4
6335,1,65,16,0,2,0,0.4000000000000002,4.000000000000002,0,-1.0,8,2
6336,2,65,16,0,2,0,0.4000000000000001,4.000000000000001,0,-1.0,8,2
