day,baseline,maximin
1,0.0,0.0
2,0.003,0.033
3,0.01,0.1355
4,0.054,0.226
5,0.106,0.36
6,0.1945,0.5355
7,0.3825,0.83
8,0.744,0.997
9,0.972,1.156
10,1.1049414161996944,1.3166935050993023
11,1.1527541169789892,1.4240472356414386
12,1.246450880181715,1.6092324208266238
13,1.425894378194208,1.8293075684380031
14,1.7166382737081203,1.9887278582930756
15,1.928449744463373,2.1540526033279654
16,2.1304649548924357,2.3456495828367103
17,2.1665510062456628,2.4880810488676994
18,2.30117973629424,2.65554231227652
19,2.473976405274115,2.8545887961859355
20,2.69882026370576,3.035160905840286
21,2.8979875086745315,3.184984984984985
22,3.1012006861063464,3.404471544715447
23,3.150943396226415,3.53319783197832
24,3.2941680960548885,3.7161246612466123
25,3.493138936535163,3.8794037940379402
26,3.70926243567753,4.0426829268292686
27,3.9058721934369602,4.197923875432526
28,4.091482649842272,4.441013460015835
29,4.150368033648791,4.567695961995249
30,4.290220820189274,4.7498020585906575
31,4.517350157728707,4.930324623911322
32,4.697160883280757,5.074425969912906
33,4.876464323748669,5.2270531400966185
34,5.085638998682477,5.479108635097493
35,5.154150197628459,5.609099350046425
36,5.30961791831357,5.779015784586815
37,5.507246376811594,5.93686165273909
38,5.7101449275362315,6.093779015784587
39,5.878016085790884,6.288759689922481
40,6.081666666666667,6.547960308710033
41,6.173622704507513,6.6890848952590956
42,6.357262103505843,6.843439911797134
43,6.544240400667779,7.002205071664829
44,6.734557595993322,7.169790518191841
45,6.872231686541737,7.339861751152074
46,7.065979381443299,7.602564102564102
47,7.142268041237114,7.757692307692308
48,7.31340206185567,7.926923076923077
49,7.511340206185567,8.066666666666666
50,7.705154639175258,8.205128205128204
