day,baseline,maximin
1,7.468234117058529,7.48024012006003
2,7.788500000000001,7.764500000000001
3,8.1415,8.6875
4,8.6415,8.8425
5,9.0065,8.8865
6,9.110500000000002,8.9965
7,8.797500000000001,9.1125
8,8.2205,9.1415
9,8.4945,9.3225
10,9.089568541780448,9.51278118609407
11,9.223375204806118,9.675357873210634
12,9.157291097760787,9.791922290388548
13,9.264882577826324,9.933026584867076
14,9.52976515565265,10.031186094069527
15,9.698525395958491,10.19171779141104
16,10.339678762641283,10.505291005291003
17,10.196311719214751,10.448148148148146
18,10.135038667459844,10.498941798941797
19,10.148720999405114,10.657671957671957
20,10.19452706722189,10.673544973544972
21,10.505434782608694,10.642401700318809
22,11.36817262306136,10.807545106615635
23,11.193526635198916,10.880262438490975
24,11.039109912339848,10.854565336249312
25,10.92515171948752,10.95024603608529
26,10.884018880647332,10.878622197922358
27,11.303009097270813,11.006685236768798
28,11.979198767334355,11.454173963806184
29,11.806625577812014,11.3928779918272
30,11.60169491525423,11.35610040863981
31,11.493836671802766,11.35785172212492
32,11.242681047765787,11.20198482194979
33,11.95073891625615,11.36666666666666
34,12.522163120567368,11.919274092615764
35,12.325354609929068,11.925531914893611
36,12.091312056737578,11.819148936170206
37,11.974290780141834,11.78785982478097
38,11.745567375886516,11.745306633291607
39,12.375358166189102,12.128886010362685
40,12.732179226069235,12.570365358592683
41,12.550916496945,12.366035182679287
42,12.320773930753552,12.275372124492547
43,12.084521384928705,12.27807848443842
44,11.897148676171069,12.029093369418122
45,12.612938596491214,12.603693181818171
46,13.237470167064425,13.181475903614446
47,13.060859188544137,13.039909638554207
48,12.726730310262514,12.884789156626493
49,12.521479713603803,12.85165662650601
50,12.18735083532218,12.777861445783119
