,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms
0,0,1,2,0,0,0,0.7000000000000001,7,0,0,1
0,1,1,2,0,0,0,0.7000000000000001,7,2,-0.1,1
0,2,1,2,0,0,0,0.7000000000000001,7,0,0,1
0,3,1,2,1,0,0,0.7000000000000001,13,0,0.8,1
0,0,1,3,1,1,0,1.2000000000000002,18,0,0.8,1
0,1,1,3,0,0,0,0.6000000000000001,6,0,0,2
0,2,1,3,0,0,0,0.6000000000000001,6,0,0,2
0,3,1,3,0,0,1,0.6000000000000001,6,2,0.325,2
0,0,1,4,0,2,0,1.7000000000000002,17,1,0.68,2
0,1,1,4,1,0,0,0.5000000000000001,11,0,0.8,3
0,2,1,4,1,0,0,0.5000000000000001,11,0,0.8,3
0,3,1,4,0,0,1,0.5000000000000001,5,0,0,3
0,0,1,5,0,2,0,1.6,16,0,0,3
0,1,1,5,1,0,0,0.40000000000000013,10,3,-0.1,4
0,2,1,5,0,1,0,1.0,10,1,0.8,4
0,3,1,5,0,0,1,0.40000000000000013,4,0,0,4
0,0,1,6,1,2,0,1.5,21,0,0.8,4
0,1,1,6,1,0,0,0.30000000000000016,9,3,-0.1,5
0,2,1,6,0,1,0,0.9,9,0,0,5
0,3,1,6,0,0,1,0.30000000000000016,3,0,0,4
0,0,1,7,0,3,0,2.0,20,1,0.6000000000000001,5
0,1,1,7,1,0,0,0.20000000000000015,8,3,-0.1,6
0,2,1,7,0,1,0,0.8,8,0,0,5
0,3,1,7,0,0,1,0.20000000000000015,2,0,0,5
0,0,1,8,0,3,0,1.9,18,0,0,6
0,1,1,8,0,1,0,0.7000000000000002,7,1,0.8,7
0,2,1,8,1,1,0,0.7000000000000001,13,0,0.8,5
0,3,1,8,0,0,1,0.10000000000000014,1,0,0,5
0,0,1,9,0,3,0,1.7999999999999998,17,3,-0.1,7
0,1,1,9,0,1,0,0.6000000000000002,6,0,0,7
0,2,1,9,0,2,0,1.2,11,1,0.5900000000000001,6
0,3,1,9,0,0,1,1.3877787807814457e-16,0,0,0,6
0,0,1,10,0,3,0,1.6999999999999997,16,0,0,8
0,1,1,10,1,1,0,0.5000000000000002,11,0,0.8,8
0,2,1,10,0,2,0,1.0999999999999999,10,0,0,7
