,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
150,2,1,39,1,11,2,3.5999999999999988,41.99999999999998,0,0.8,28,12
151,3,1,39,0,5,2,0.0,0.0,1,-1.1,26,5
323,3,2,43,1,6,4,0.0999999999999993,6.999999999999993,0,0.0,27,7
324,0,2,44,2,6,7,0.0,11.999999999999988,0,-1.0,24,8
523,2,3,50,0,15,0,4.800000000000001,48.00000000000001,3,0.9,20,15
524,3,3,50,0,12,1,3.0,30.0,4,0.9,24,12
723,2,4,50,0,12,3,2.9999999999999973,29.99999999999997,1,1.8,24,12
724,3,4,50,0,15,1,4.800000000000003,48.00000000000003,0,1.0,21,15
920,3,5,49,0,7,3,0.0999999999999987,0.999999999999987,0,0.0,26,7
921,0,5,50,0,7,1,0.0,0.0,4,-0.1,22,7
1069,3,6,37,0,9,3,2.4999999999999987,24.999999999999982,3,0.5,22,9
1070,0,6,38,0,5,4,0.0,0.0,4,-1.1,20,5
1153,2,7,21,0,5,1,1.6999999999999995,16.999999999999996,1,0.8,16,5
1154,3,7,21,1,2,1,0.0,5.000000000000001,0,-1.0,16,3
1353,2,8,50,1,10,2,1.7999999999999972,23.99999999999997,1,1.8,19,11
1354,3,8,50,0,13,0,3.5999999999999983,35.99999999999998,0,1.0,17,13
1553,2,9,50,0,10,2,1.7999999999999985,17.999999999999982,1,1.8,27,10
1554,3,9,50,0,12,2,2.9999999999999973,29.99999999999997,0,1.0,34,12
1706,3,10,38,0,6,3,0.5999999999999994,5.999999999999994,0,0.0,22,6
1707,0,10,39,0,5,2,0.0,0.0,4,-1.1,23,5
1790,2,11,21,0,4,1,1.0999999999999996,10.999999999999996,4,-0.1,15,4
1791,3,11,21,1,2,1,0.0,5.000000000000002,0,-1.0,16,3
1915,3,12,31,0,5,2,0.6999999999999993,6.999999999999993,4,-0.1,21,5
1916,0,12,32,0,4,1,0.0,0.0,3,-1.1,16,4
2088,3,13,43,1,13,1,4.3,48.99999999999999,0,0.8,20,14
2089,0,13,44,0,6,4,0.0,0.0,4,-1.1,18,6
2194,0,14,27,0,9,1,3.4999999999999987,34.999999999999986,0,0.0,21,9
2195,1,14,27,0,3,1,0.0,0.0,3,-1.1,20,3
2394,2,15,50,1,11,3,2.399999999999997,29.999999999999968,0,1.8,25,12
2395,3,15,50,0,15,0,4.8000000000000025,48.00000000000002,0,1.0,23,15
2523,3,16,32,0,7,3,1.799999999999998,17.99999999999998,0,0.0,18,7
2524,0,16,33,0,4,2,0.0,0.0,4,-1.1,20,4
2629,0,17,27,0,9,1,3.4999999999999987,34.999999999999986,0,0.0,16,9
2630,1,17,27,1,3,2,0.0,5.000000000000001,0,-0.1999999999999999,13,4
2829,2,18,50,0,10,3,1.7999999999999976,17.999999999999975,1,1.4,16,10
2830,3,18,50,0,17,0,6.000000000000003,60.00000000000002,1,1.8,17,17
3005,2,19,44,2,11,2,2.999999999999998,41.99999999999997,0,0.8,27,13
3006,3,19,44,0,6,3,0.0,0.0,4,-1.1,29,6
3178,3,20,43,0,7,2,0.7000000000000005,7.000000000000004,2,-0.1,23,7
3179,0,20,44,0,6,0,0.0,0.0,4,-1.1,20,6
3235,3,21,14,0,4,1,1.7999999999999994,17.999999999999993,0,0.0,8,4
3236,0,21,15,0,1,1,0.0,0.0,4,-1.1,9,1
3317,0,22,21,0,4,0,1.0999999999999988,10.999999999999988,4,-0.1,12,4
3318,1,22,21,0,2,1,0.0,0.0,0,-1.0,15,2
3490,3,23,43,0,8,4,1.2999999999999985,12.999999999999984,3,-0.1,24,8
3491,0,23,44,0,6,1,0.0,0.0,4,-1.1,24,6
3690,2,24,50,0,11,2,2.399999999999997,23.99999999999997,1,1.8,23,11
3691,3,24,50,0,14,1,4.200000000000003,42.00000000000003,2,0.9,25,14
3748,0,25,15,0,2,0,0.4999999999999998,4.999999999999997,0,0.0,12,2
3749,1,25,15,0,1,0,0.0,0.0,1,-1.1,9,1
3901,3,26,38,0,6,5,0.5999999999999984,5.999999999999984,3,-0.1,26,6
3902,0,26,39,0,5,4,0.0,0.0,4,-1.1,21,5
4101,2,27,50,1,10,3,1.7999999999999976,23.99999999999997,0,0.6,22,11
4102,3,27,50,1,15,1,4.800000000000002,54.00000000000001,0,1.8,21,16
4301,2,28,50,1,12,2,2.999999999999997,35.999999999999964,0,1.8,27,13
4302,3,28,50,0,8,2,0.6000000000000002,6.000000000000002,0,1.0,19,8
4498,3,29,49,0,12,3,3.099999999999997,30.999999999999968,0,0.0,24,12
4499,0,29,50,1,7,6,0.0,5.999999999999993,4,-0.1,28,8
4671,3,30,43,0,8,8,1.299999999999998,12.99999999999998,4,0.5,19,8
4672,0,30,44,0,6,2,0.0,0.0,4,-1.1,20,6
4871,2,31,50,1,14,1,4.199999999999998,47.99999999999998,0,1.0,27,15
4872,3,31,50,1,8,3,0.5999999999999986,11.999999999999986,0,1.8,22,9
5071,2,32,50,0,15,1,4.8000000000000025,48.00000000000002,4,1.5,20,15
5072,3,32,50,0,10,6,1.7999999999999972,17.99999999999997,4,0.9,22,10
5271,2,33,50,2,9,3,1.1999999999999966,23.999999999999968,0,2.2,27,11
5272,3,33,50,1,7,1,0.0,5.999999999999997,0,0.8,27,8
5448,3,34,44,0,7,3,0.6000000000000001,6.000000000000001,4,0.5,28,7
5449,0,34,45,0,6,1,0.0,0.0,4,-1.1,29,6
5621,3,35,43,0,8,3,1.2999999999999967,12.999999999999966,3,-0.1,20,8
5622,0,35,44,0,6,3,0.0,0.0,4,-1.1,20,6
5818,3,36,49,1,8,5,0.6999999999999975,12.999999999999975,0,0.8,28,9
5819,0,36,50,1,7,6,0.0,5.999999999999997,4,-0.1,30,8
6018,2,37,50,0,11,2,2.399999999999998,23.99999999999998,1,0.9,27,11
6019,3,37,50,0,9,2,1.1999999999999995,11.999999999999996,1,0.9,30,9
6147,3,38,32,0,4,3,1.3877787807814454e-16,1.3877787807814457e-15,0,0.0,18,4
6148,0,38,33,0,4,1,0.0,0.0,4,-1.1,22,4
6347,2,39,50,0,13,0,3.599999999999997,35.99999999999997,2,0.9,20,13
6348,3,39,50,0,9,4,1.1999999999999975,11.999999999999975,0,1.0,22,9
6476,3,40,32,0,5,3,0.5999999999999984,5.999999999999984,2,-0.1,19,5
6477,0,40,33,0,4,2,0.0,0.0,4,-1.1,18,4
6676,2,41,50,1,9,2,1.199999999999997,17.99999999999997,1,1.4,24,10
6677,3,41,50,1,13,0,3.599999999999999,41.99999999999999,0,1.8,24,14
6876,2,42,50,0,10,5,1.7999999999999972,17.99999999999997,0,1.0,33,10
6877,3,42,50,1,11,3,2.3999999999999986,29.999999999999982,1,1.8,33,12
7076,2,43,50,0,9,3,1.199999999999999,11.99999999999999,0,1.0,28,9
7077,3,43,50,0,11,2,2.3999999999999977,23.99999999999997,0,1.0,25,11
7276,2,44,50,1,11,4,2.399999999999997,29.99999999999997,0,1.0,28,12
7277,3,44,50,0,10,3,1.7999999999999985,17.999999999999982,0,1.0,29,10
7476,2,45,50,0,12,1,2.999999999999997,29.999999999999968,1,1.8,24,12
7477,3,45,50,0,16,0,5.400000000000001,54.00000000000001,1,0.9,22,16
7577,3,46,25,0,6,1,1.9,19.0,1,0.8,16,6
7578,0,46,26,1,3,3,0.0,5.9999999999999885,4,-1.1,18,4
7730,3,47,38,0,9,2,2.399999999999997,23.99999999999997,1,0.8,22,9
7731,0,47,39,0,5,4,0.0,0.0,4,-1.1,27,5
7930,2,48,50,0,10,4,1.7999999999999967,17.999999999999964,1,1.8,26,10
7931,3,48,50,0,12,3,2.999999999999998,29.99999999999997,1,1.8,23,12
8130,2,49,50,1,9,2,1.199999999999998,17.99999999999998,0,0.6,18,10
8131,3,49,50,0,16,0,5.4,53.99999999999999,1,1.8,22,16
8330,2,50,50,1,9,2,1.1999999999999993,17.999999999999993,0,1.8,27,10
8331,3,50,50,0,10,2,1.7999999999999967,17.999999999999964,3,0.9,27,10
8482,2,51,38,1,12,1,4.1999999999999975,47.99999999999997,1,0.8,19,13
8483,3,51,38,1,5,2,0.0,5.999999999999997,0,-0.1999999999999999,24,6
8682,2,52,50,1,10,2,1.799999999999998,23.99999999999998,0,1.8,28,11
8683,3,52,50,0,12,4,2.999999999999998,29.99999999999997,4,0.9,33,12
8742,2,53,15,1,2,1,0.5000000000000001,11.0,0,0.0,11,3
8743,3,53,15,1,1,0,0.0,5.000000000000002,0,-0.1999999999999999,10,2
8826,2,54,21,1,6,1,2.2999999999999985,28.999999999999982,0,0.8,12,7
8827,3,54,21,0,2,1,0.0,0.0,4,-1.1,11,2
9026,2,55,50,0,10,4,1.7999999999999976,17.999999999999975,3,0.9,28,10
9027,3,55,50,0,9,1,1.2000000000000006,12.000000000000004,0,1.0,24,9
9226,2,56,50,1,10,4,1.7999999999999976,23.99999999999997,0,0.6,21,11
9227,3,56,50,0,16,2,5.400000000000002,54.00000000000002,0,1.0,22,16
9426,2,57,50,1,12,4,2.9999999999999973,35.99999999999997,0,1.8,28,13
9427,3,57,50,0,11,4,2.3999999999999986,23.999999999999982,0,1.0,25,11
9626,2,58,50,0,14,2,4.199999999999998,41.99999999999998,1,1.8,28,14
9627,3,58,50,0,15,2,4.800000000000003,48.00000000000003,4,1.5,24,15
9732,0,59,27,1,8,0,2.899999999999998,34.99999999999998,0,0.8,14,9
9733,1,59,27,0,3,1,0.0,0.0,2,-1.1,19,3
9929,3,60,49,0,7,4,0.0999999999999975,0.999999999999976,3,-0.1,22,7
9930,0,60,50,0,7,2,0.0,0.0,4,-0.1,24,7
10129,2,61,50,0,8,4,0.5999999999999991,5.99999999999999,2,1.1,30,8
10130,3,61,50,0,10,2,1.7999999999999994,17.999999999999993,0,1.0,34,10
10329,2,62,50,0,11,5,2.3999999999999977,23.99999999999997,0,1.0,25,11
10330,3,62,50,0,7,1,5.828670879282072e-16,5.828670879282072e-15,1,0.9,23,7
10506,3,63,44,0,7,4,0.599999999999998,5.99999999999998,1,-0.1,25,7
10507,0,63,45,0,6,3,0.0,0.0,4,-1.1,24,6
10610,2,64,26,0,5,1,1.1999999999999995,11.999999999999996,0,0.0,18,5
10611,3,64,26,1,3,2,0.0,5.999999999999997,0,-1.0,17,4
10735,3,65,31,0,5,2,0.7000000000000003,7.000000000000003,0,0.0,18,5
10736,0,65,32,0,4,2,0.0,0.0,4,-1.1,20,4
10860,3,66,31,0,5,3,0.6999999999999996,6.999999999999996,0,0.0,22,5
10861,0,66,32,0,4,1,0.0,0.0,4,-1.1,20,4
11060,2,67,50,0,10,1,1.799999999999998,17.99999999999998,0,1.0,20,10
11061,3,67,50,1,15,0,4.8,53.99999999999999,0,1.8,20,16
11257,3,68,49,0,8,4,0.6999999999999994,6.999999999999994,1,0.8,29,8
11258,0,68,50,0,7,0,0.0,0.0,4,-0.1,30,7
11291,0,69,9,1,2,0,1.0999999999999994,16.999999999999993,0,0.8,5,3
11292,1,69,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,4,1
11447,2,70,39,0,10,3,2.899999999999998,28.99999999999998,0,0.0,25,10
11448,3,70,39,0,5,2,0.0,0.0,4,-1.1,27,5
11627,2,71,45,2,11,2,2.899999999999999,40.99999999999999,0,0.8,28,13
11628,3,71,45,0,6,1,0.0,0.0,1,-1.1,25,6
