agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,optimist,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
1,optimist,1,28,0,3,0,0.0,0.0,135.0,10,-1.1,20,3
2,optimist,1,10,0,0,0,0.0,0.0,36.0,8,-1.1,7,0
3,optimist,1,10,0,0,0,0.0,0.0,36.0,18,-1.1,7,0
4,optimist,1,100,0,15,0,0.0,0.0,663.0,2,-1.1,22,15
5,optimist,1,10,0,0,0,0.0,0.0,36.0,18,-1.1,6,0
6,optimist,1,22,0,2,0,0.0,0.0,90.0,14,-1.1,14,2
7,optimist,1,10,0,0,0,0.0,0.0,36.0,3,-1.1,7,0
8,optimist,1,16,0,1,0,0.0,0.0,63.0,8,-1.1,9,1
9,optimist,1,46,0,6,0,0.0,0.0,216.0,20,-1.1,24,6
10,optimist,1,22,0,2,0,0.0,0.0,102.0,17,-1.1,16,2
11,optimist,1,16,1,1,0,0.0,5.000000000000001,62.0,0,-0.1999999999999999,8,2
12,optimist,1,10,0,0,0,0.0,0.0,36.0,18,-1.1,6,0
13,optimist,1,16,1,1,0,0.0,5.000000000000001,86.0,0,-0.1999999999999999,8,2
14,optimist,1,16,0,1,0,0.0,0.0,75.0,16,-1.1,10,1
15,optimist,1,16,0,1,0,0.0,0.0,87.0,0,-1.0,8,1
16,optimist,1,10,0,0,0,0.0,0.0,36.0,9,-1.1,8,0
17,optimist,1,10,0,0,0,0.0,0.0,36.0,15,-1.1,7,0
18,optimist,1,28,0,3,0,0.0,0.0,123.0,7,-1.1,17,3
19,optimist,1,16,0,1,0,0.0,0.0,75.0,18,-1.1,8,1
0,optimist,2,51,1,7,0,0.0,5.000000000000005,284.0,0,-0.1999999999999999,23,8
1,optimist,2,9,0,0,0,0.0,0.0,36.0,19,-1.1,6,0
2,optimist,2,15,0,1,0,0.0,0.0,63.0,8,-1.1,11,1
3,optimist,2,21,0,2,0,0.0,0.0,90.0,4,-1.1,17,2
4,optimist,2,32,0,4,0,0.0,0.0,264.0,0,-1.0,17,4
5,optimist,2,27,0,3,0,0.0,0.0,147.0,0,-1.0,21,3
6,optimist,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
7,optimist,2,15,0,1,0,0.0,0.0,69.0,3,-1.1,12,1
8,optimist,2,21,0,2,0,0.0,0.0,96.0,0,-1.0,15,2
9,optimist,2,15,0,1,0,0.0,0.0,57.0,19,-1.1,11,1
10,optimist,2,9,0,0,0,0.0,0.0,36.0,18,-1.1,6,0
11,optimist,2,21,0,2,0,0.0,0.0,90.0,13,-1.1,17,2
12,optimist,2,21,0,2,0,0.0,0.0,96.0,12,-1.1,16,2
13,optimist,2,15,1,1,0,0.0,5.000000000000002,80.0,0,-0.1999999999999999,11,2
14,optimist,2,9,0,0,0,0.0,0.0,36.0,2,-1.1,6,0
15,optimist,2,15,0,1,0,0.0,0.0,75.0,3,-1.1,10,1
16,optimist,2,15,0,1,0,0.0,0.0,57.0,8,-1.1,11,1
17,optimist,2,9,0,0,0,0.0,0.0,36.0,3,-1.1,4,0
18,optimist,2,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
19,optimist,2,9,0,0,0,0.0,0.0,36.0,18,-1.1,6,0
0,optimist,3,21,1,2,0,0.0,5.000000000000002,101.0,0,-0.1999999999999999,12,3
1,optimist,3,15,0,1,0,0.0,0.0,69.0,10,-1.1,12,1
2,optimist,3,15,0,1,0,0.0,0.0,57.0,8,-1.1,9,1
3,optimist,3,15,0,1,0,0.0,0.0,69.0,17,-1.1,12,1
4,optimist,3,21,1,2,0,0.0,5.000000000000002,125.0,0,-0.1999999999999999,13,3
5,optimist,3,27,0,3,0,0.0,0.0,135.0,15,-1.1,17,3
6,optimist,3,15,0,1,0,0.0,0.0,69.0,10,-1.1,9,1
7,optimist,3,45,1,6,0,0.0,5.000000000000003,317.0,0,-0.1999999999999999,25,7
8,optimist,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
9,optimist,3,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
10,optimist,3,9,0,0,0,0.0,0.0,36.0,17,-1.1,7,0
11,optimist,3,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
12,optimist,3,9,0,0,0,0.0,0.0,36.0,12,-1.1,6,0
13,optimist,3,21,0,2,0,0.0,0.0,126.0,11,-1.1,14,2
14,optimist,3,9,0,0,0,0.0,0.0,36.0,2,-1.1,7,0
15,optimist,3,15,0,1,0,0.0,0.0,75.0,3,-1.1,11,1
16,optimist,3,9,0,0,0,0.0,0.0,36.0,8,-1.1,6,0
17,optimist,3,33,0,4,0,0.0,0.0,162.0,6,-1.1,22,4
18,optimist,3,33,0,4,0,0.0,0.0,144.0,13,-1.1,21,4
19,optimist,3,45,0,6,0,0.0,0.0,270.0,12,-1.1,29,6
0,optimist,4,15,1,1,0,0.0,5.000000000000002,86.0,0,-0.1999999999999999,10,2
1,optimist,4,33,0,4,0,0.0,0.0,144.0,8,-1.1,21,4
2,optimist,4,21,0,2,0,0.0,0.0,132.0,8,-1.1,12,2
3,optimist,4,9,0,0,0,0.0,0.0,36.0,9,-1.1,6,0
4,optimist,4,27,0,3,0,0.0,0.0,117.0,20,-1.1,16,3
5,optimist,4,15,0,1,0,0.0,0.0,87.0,10,-1.1,8,1
6,optimist,4,27,0,3,0,0.0,0.0,135.0,20,-1.1,17,3
7,optimist,4,15,1,1,0,0.0,5.000000000000002,68.0,0,-0.1999999999999999,10,2
8,optimist,4,9,0,0,0,0.0,0.0,36.0,13,-1.1,7,0
9,optimist,4,9,0,0,0,0.0,0.0,36.0,20,-1.1,6,0
10,optimist,4,33,0,4,0,0.0,0.0,174.0,0,-1.0,19,4
11,optimist,4,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
12,optimist,4,9,0,0,0,0.0,0.0,36.0,4,-1.1,5,0
13,optimist,4,9,0,0,0,0.0,0.0,36.0,0,-1.0,7,0
14,optimist,4,15,0,1,0,0.0,0.0,63.0,2,-1.1,12,1
15,optimist,4,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
16,optimist,4,9,0,0,0,0.0,0.0,36.0,9,-1.1,7,0
17,optimist,4,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
18,optimist,4,9,0,0,0,0.0,0.0,36.0,2,-1.1,6,0
19,optimist,4,9,0,0,0,0.0,0.0,36.0,18,-1.1,7,0
0,optimist,5,9,0,0,0,0.0,0.0,36.0,6,-1.1,8,0
1,optimist,5,21,1,2,0,0.0,5.000000000000002,125.0,0,-0.1999999999999999,15,3
2,optimist,5,21,0,2,0,0.0,0.0,84.0,20,-1.1,14,2
3,optimist,5,9,0,0,0,0.0,0.0,36.0,9,-1.1,7,0
4,optimist,5,33,0,4,0,0.0,0.0,216.0,20,-1.1,21,4
5,optimist,5,9,0,0,0,0.0,0.0,36.0,6,-1.1,7,0
6,optimist,5,15,1,1,0,0.0,5.000000000000001,86.0,0,-0.1999999999999999,9,2
7,optimist,5,9,0,0,0,0.0,0.0,36.0,3,-1.1,7,0
8,optimist,5,21,0,2,0,0.0,0.0,90.0,0,-1.0,16,2
9,optimist,5,21,0,2,0,0.0,0.0,114.0,19,-1.1,14,2
10,optimist,5,68,0,10,0,0.0,0.0,582.0,0,-1.0,28,10
11,optimist,5,9,0,0,0,0.0,0.0,36.0,1,-1.1,8,0
12,optimist,5,15,0,1,0,0.0,0.0,69.0,0,-1.0,11,1
13,optimist,5,15,1,1,0,0.0,5.000000000000001,62.0,0,-0.1999999999999999,10,2
14,optimist,5,9,0,0,0,0.0,0.0,36.0,2,-1.1,7,0
15,optimist,5,15,1,1,0,0.0,5.000000000000002,68.0,0,-0.1999999999999999,10,2
16,optimist,5,15,0,1,0,0.0,0.0,69.0,8,-1.1,10,1
17,optimist,5,39,0,5,0,0.0,0.0,201.0,11,-1.1,29,5
18,optimist,5,27,1,3,0,0.0,5.000000000000002,116.0,0,-0.1999999999999999,18,4
19,optimist,5,15,0,1,0,0.0,0.0,69.0,18,-1.1,10,1
0,optimist,6,27,0,3,0,0.0,0.0,171.0,15,-1.1,16,3
1,optimist,6,33,1,4,0,0.0,5.000000000000005,173.0,0,-0.1999999999999999,19,5
2,optimist,6,9,0,0,0,0.0,0.0,36.0,2,-1.1,6,0
3,optimist,6,33,0,4,0,0.0,0.0,150.0,4,-1.1,20,4
4,optimist,6,45,0,6,0,0.0,0.0,216.0,2,-1.1,22,6
5,optimist,6,15,0,1,0,0.0,0.0,57.0,10,-1.1,10,1
6,optimist,6,15,1,1,0,0.0,5.000000000000002,74.0,0,-0.1999999999999999,11,2
7,optimist,6,9,0,0,0,0.0,0.0,36.0,10,-1.1,6,0
8,optimist,6,27,0,3,0,0.0,0.0,129.0,13,-1.1,16,3
9,optimist,6,21,0,2,0,0.0,0.0,108.0,10,-1.1,14,2
10,optimist,6,15,0,1,0,0.0,0.0,69.0,13,-1.1,11,1
11,optimist,6,15,1,1,0,0.0,5.000000000000002,68.0,0,-0.1999999999999999,10,2
12,optimist,6,9,0,0,0,0.0,0.0,36.0,4,-1.1,6,0
13,optimist,6,27,0,3,0,0.0,0.0,123.0,0,-1.0,14,3
14,optimist,6,9,0,0,0,0.0,0.0,36.0,3,-1.1,7,0
15,optimist,6,15,0,1,0,0.0,0.0,81.0,3,-1.1,9,1
16,optimist,6,9,0,0,0,0.0,0.0,36.0,8,-1.1,7,0
17,optimist,6,15,0,1,0,0.0,0.0,75.0,11,-1.1,10,1
18,optimist,6,21,0,2,0,0.0,0.0,108.0,13,-1.1,11,2
19,optimist,6,9,0,0,0,0.0,0.0,36.0,18,-1.1,7,0
0,optimist,7,15,0,1,0,0.0,0.0,75.0,6,-1.1,9,1
1,optimist,7,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
2,optimist,7,9,0,0,0,0.0,0.0,36.0,8,-1.1,6,0
3,optimist,7,15,0,1,0,0.0,0.0,57.0,1,-1.1,8,1
4,optimist,7,21,0,2,0,0.0,0.0,90.0,2,-1.1,12,2
5,optimist,7,69,0,10,0,0.0,0.0,414.0,13,-1.1,25,10
6,optimist,7,15,0,1,0,0.0,0.0,57.0,11,-1.1,8,1
7,optimist,7,15,0,1,0,0.0,0.0,69.0,0,-1.0,8,1
8,optimist,7,27,1,3,0,0.0,5.000000000000003,164.0,0,-0.1999999999999999,15,4
9,optimist,7,9,0,0,0,0.0,0.0,36.0,20,-1.1,6,0
10,optimist,7,33,0,4,0,0.0,0.0,210.0,18,-1.1,18,4
11,optimist,7,9,0,0,0,0.0,0.0,36.0,1,-1.1,4,0
12,optimist,7,9,0,0,0,0.0,0.0,36.0,5,-1.1,6,0
13,optimist,7,15,0,1,0,0.0,0.0,63.0,5,-1.1,9,1
14,optimist,7,15,0,1,0,0.0,0.0,69.0,5,-1.1,9,1
15,optimist,7,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
16,optimist,7,15,0,1,0,0.0,0.0,81.0,9,-1.1,7,1
17,optimist,7,15,1,1,0,0.0,5.000000000000002,68.0,0,-0.1999999999999999,8,2
18,optimist,7,27,0,3,0,0.0,0.0,135.0,13,-1.1,14,3
19,optimist,7,15,0,1,0,0.0,0.0,69.0,18,-1.1,9,1
0,optimist,8,15,0,1,0,0.0,0.0,63.0,6,-1.1,12,1
1,optimist,8,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
2,optimist,8,27,1,3,0,0.0,5.000000000000003,140.0,0,-0.1999999999999999,20,4
3,optimist,8,15,0,1,0,0.0,0.0,75.0,4,-1.1,11,1
4,optimist,8,128,0,20,0,0.0,0.0,1212.0,0,-1.0,19,20
5,optimist,8,21,0,2,0,0.0,0.0,114.0,10,-1.1,16,2
6,optimist,8,15,1,1,0,0.0,5.000000000000002,74.0,0,-0.1999999999999999,12,2
7,optimist,8,21,0,2,0,0.0,0.0,96.0,5,-1.1,14,2
8,optimist,8,21,0,2,0,0.0,0.0,102.0,0,-1.0,12,2
9,optimist,8,9,0,0,0,0.0,0.0,36.0,20,-1.1,7,0
10,optimist,8,15,0,1,0,0.0,0.0,69.0,19,-1.1,14,1
11,optimist,8,9,0,0,0,0.0,0.0,36.0,10,-1.1,4,0
12,optimist,8,21,0,2,0,0.0,0.0,84.0,13,-1.1,12,2
13,optimist,8,21,0,2,0,0.0,0.0,102.0,0,-1.0,15,2
14,optimist,8,9,0,0,0,0.0,0.0,36.0,6,-1.1,6,0
15,optimist,8,15,0,1,0,0.0,0.0,63.0,3,-1.1,12,1
16,optimist,8,9,0,0,0,0.0,0.0,36.0,8,-1.1,6,0
17,optimist,8,15,0,1,0,0.0,0.0,63.0,1,-1.1,10,1
18,optimist,8,21,0,2,0,0.0,0.0,114.0,1,-1.1,16,2
19,optimist,8,15,0,1,0,0.0,0.0,57.0,18,-1.1,12,1
0,optimist,9,21,0,2,0,0.0,0.0,96.0,6,-1.1,15,2
1,optimist,9,15,0,1,0,0.0,0.0,69.0,10,-1.1,12,1
2,optimist,9,51,0,7,0,0.0,0.0,297.0,0,-1.0,22,7
3,optimist,9,15,0,1,0,0.0,0.0,63.0,9,-1.1,11,1
4,optimist,9,15,0,1,0,0.0,0.0,99.0,1,-1.1,10,1
5,optimist,9,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
6,optimist,9,39,1,5,0,0.0,5.000000000000005,218.0,0,-0.1999999999999999,19,6
7,optimist,9,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
8,optimist,9,9,0,0,0,0.0,0.0,36.0,12,-1.1,6,0
9,optimist,9,9,0,0,0,0.0,0.0,36.0,19,-1.1,6,0
10,optimist,9,21,0,2,0,0.0,0.0,126.0,17,-1.1,16,2
11,optimist,9,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
12,optimist,9,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
13,optimist,9,15,1,1,0,0.0,5.000000000000001,62.0,0,-0.1999999999999999,9,2
14,optimist,9,15,0,1,0,0.0,0.0,69.0,16,-1.1,11,1
15,optimist,9,15,0,1,0,0.0,0.0,81.0,3,-1.1,12,1
16,optimist,9,9,0,0,0,0.0,0.0,36.0,9,-1.1,6,0
17,optimist,9,9,0,0,0,0.0,0.0,36.0,0,-1.0,6,0
18,optimist,9,15,0,1,0,0.0,0.0,63.0,0,-1.0,11,1
19,optimist,9,15,0,1,0,0.0,0.0,69.0,6,-1.1,13,1
0,optimist,10,51,0,7,0,0.0,0.0,309.0,11,-1.1,30,7
1,optimist,10,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
2,optimist,10,33,1,4,0,0.0,5.000000000000005,179.0,0,-0.1999999999999999,21,5
3,optimist,10,15,0,1,0,0.0,0.0,75.0,17,-1.1,11,1
4,optimist,10,21,0,2,0,0.0,0.0,96.0,2,-1.1,14,2
5,optimist,10,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
6,optimist,10,45,0,6,0,0.0,0.0,240.0,15,-1.1,28,6
7,optimist,10,15,0,1,1,0.0,0.0,81.0,0,-1.0,11,1
8,optimist,10,15,0,1,0,0.0,0.0,75.0,0,-1.0,10,1
9,optimist,10,27,1,3,0,0.0,5.000000000000002,158.0,0,-0.1999999999999999,18,4
10,optimist,10,9,0,0,0,0.0,0.0,36.0,5,-1.1,5,0
11,optimist,10,15,1,1,0,0.0,5.000000000000002,74.0,0,-0.1999999999999999,11,2
12,optimist,10,15,0,1,0,0.0,0.0,63.0,12,-1.1,10,1
13,optimist,10,33,0,4,0,0.0,0.0,156.0,3,-1.1,21,4
14,optimist,10,9,0,0,0,0.0,0.0,36.0,2,-1.1,7,0
15,optimist,10,15,0,1,0,0.0,0.0,57.0,8,-1.1,11,1
16,optimist,10,15,0,1,0,0.0,0.0,75.0,11,-1.1,11,1
17,optimist,10,21,1,2,0,0.0,5.000000000000002,101.0,0,-0.1999999999999999,15,3
18,optimist,10,15,1,1,0,0.0,5.000000000000002,74.0,0,-0.1999999999999999,10,2
19,optimist,10,21,0,2,0,0.0,0.0,102.0,18,-1.1,14,2
0,optimist,11,21,1,2,0,0.0,5.000000000000003,125.0,0,-0.1999999999999999,15,3
1,optimist,11,27,0,3,0,0.0,0.0,171.0,10,-1.1,15,3
