      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0192 0.0001 -0.0314 -0.0069   True
     average  egalitarian  -0.0666    0.0 -0.0789 -0.0544   True
     average majoritarian   -0.037    0.0 -0.0492 -0.0248   True
     average      maximin  -0.0258    0.0  -0.038 -0.0136   True
     average     optimist  -0.0244    0.0 -0.0369 -0.0119   True
     average  utilitarian  -0.0302    0.0 -0.0424  -0.018   True
     average         veto  -0.0293    0.0 -0.0416 -0.0171   True
    baseline  egalitarian  -0.0475    0.0 -0.0597 -0.0353   True
    baseline majoritarian  -0.0179 0.0003 -0.0301 -0.0056   True
    baseline      maximin  -0.0066 0.7192 -0.0189  0.0056  False
    baseline     optimist  -0.0053 0.9062 -0.0178  0.0072  False
    baseline  utilitarian  -0.0111   0.11 -0.0233  0.0012  False
    baseline         veto  -0.0102  0.182 -0.0224   0.002  False
 egalitarian majoritarian   0.0296    0.0  0.0174  0.0419   True
 egalitarian      maximin   0.0408    0.0  0.0286  0.0531   True
 egalitarian     optimist   0.0422    0.0  0.0297  0.0547   True
 egalitarian  utilitarian   0.0364    0.0  0.0242  0.0487   True
 egalitarian         veto   0.0373    0.0  0.0251  0.0495   True
majoritarian      maximin   0.0112    0.1  -0.001  0.0234  False
majoritarian     optimist   0.0126 0.0472  0.0001  0.0251   True
majoritarian  utilitarian   0.0068 0.6953 -0.0054   0.019  False
majoritarian         veto   0.0077 0.5517 -0.0046  0.0199  False
     maximin     optimist   0.0014    1.0 -0.0111  0.0139  False
     maximin  utilitarian  -0.0044 0.9587 -0.0166  0.0078  False
     maximin         veto  -0.0035 0.9878 -0.0158  0.0087  False
    optimist  utilitarian  -0.0058 0.8575 -0.0183  0.0067  False
    optimist         veto  -0.0049 0.9339 -0.0174  0.0076  False
 utilitarian         veto   0.0009    1.0 -0.0114  0.0131  False
----------------------------------------------------------------
