agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,majoritarian,1,10,0,0,0,0.0,0.0,36.0,6,-1.1,7,0
1,majoritarian,1,52,0,7,0,0.0,0.0,357.0,19,-1.1,25,7
2,majoritarian,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
3,majoritarian,1,10,0,0,0,0.0,0.0,36.0,8,-1.1,7,0
4,majoritarian,1,16,1,1,0,0.0,5.000000000000001,86.0,0,-0.1999999999999999,9,2
5,majoritarian,1,16,0,1,0,0.0,0.0,75.0,14,-1.1,11,1
6,majoritarian,1,10,0,0,0,0.0,0.0,36.0,18,-1.1,6,0
7,majoritarian,1,22,0,2,0,0.0,0.0,84.0,0,-1.0,11,2
8,majoritarian,1,10,0,0,0,0.0,0.0,36.0,15,-1.1,7,0
9,majoritarian,1,82,1,12,0,0.0,5.0,539.0,0,-0.1999999999999999,26,13
10,majoritarian,1,10,0,0,0,0.0,0.0,36.0,18,-1.1,6,0
11,majoritarian,1,22,1,2,0,0.0,5.000000000000003,101.0,0,-0.1999999999999999,13,3
12,majoritarian,1,16,0,1,0,0.0,0.0,57.0,1,-1.1,9,1
13,majoritarian,1,16,0,1,0,0.0,0.0,63.0,10,-1.1,10,1
14,majoritarian,1,10,0,0,0,0.0,0.0,36.0,7,-1.1,6,0
15,majoritarian,1,16,1,1,0,0.0,5.000000000000002,74.0,0,-0.1999999999999999,9,2
16,majoritarian,1,16,1,1,0,0.0,5.000000000000001,86.0,0,-0.1999999999999999,9,2
17,majoritarian,1,10,0,0,0,0.0,0.0,36.0,14,-1.1,6,0
18,majoritarian,1,28,0,3,0,0.0,0.0,147.0,18,-1.1,20,3
19,majoritarian,1,10,0,0,0,0.0,0.0,36.0,9,-1.1,7,0
0,majoritarian,2,15,0,1,0,0.0,0.0,75.0,13,-1.1,7,1
1,majoritarian,2,15,0,1,0,0.0,0.0,75.0,11,-1.1,7,1
2,majoritarian,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,3,0
3,majoritarian,2,15,0,1,0,0.0,0.0,75.0,9,-1.1,9,1
4,majoritarian,2,9,0,0,0,0.0,0.0,36.0,6,-1.1,4,0
5,majoritarian,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
6,majoritarian,2,27,1,3,0,0.0,5.000000000000001,146.0,0,-0.1999999999999999,14,4
7,majoritarian,2,21,0,2,0,0.0,0.0,90.0,17,-1.1,13,2
8,majoritarian,2,21,1,2,0,0.0,5.000000000000002,95.0,0,-0.1999999999999999,12,3
9,majoritarian,2,9,0,0,0,0.0,0.0,36.0,17,-1.1,5,0
10,majoritarian,2,9,0,0,0,0.0,0.0,36.0,20,-1.1,3,0
11,majoritarian,2,27,0,3,0,0.0,0.0,135.0,0,-1.0,14,3
12,majoritarian,2,9,0,0,0,0.0,0.0,36.0,8,-1.1,5,0
13,majoritarian,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
14,majoritarian,2,21,0,2,0,0.0,0.0,120.0,0,-1.0,13,2
15,majoritarian,2,15,1,1,0,0.0,5.000000000000002,74.0,0,-0.1999999999999999,8,2
16,majoritarian,2,21,0,2,0,0.0,0.0,78.0,3,-1.1,10,2
17,majoritarian,2,9,0,0,0,0.0,0.0,36.0,12,-1.1,4,0
18,majoritarian,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
19,majoritarian,2,9,0,0,0,0.0,0.0,36.0,9,-1.1,5,0
0,majoritarian,3,9,0,0,0,0.0,0.0,36.0,2,-1.1,6,0
1,majoritarian,3,33,0,4,0,0.0,0.0,252.0,3,-1.1,17,4
2,majoritarian,3,15,0,1,0,0.0,0.0,63.0,10,-1.1,12,1
3,majoritarian,3,21,0,2,0,0.0,0.0,126.0,7,-1.1,14,2
4,majoritarian,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,7,0
5,majoritarian,3,27,1,3,0,0.0,5.000000000000002,110.0,0,-0.1999999999999999,16,4
6,majoritarian,3,9,0,0,0,0.0,0.0,36.0,7,-1.1,7,0
7,majoritarian,3,15,0,1,0,0.0,0.0,57.0,16,-1.1,11,1
8,majoritarian,3,15,1,1,0,0.0,5.000000000000001,62.0,0,-0.1999999999999999,11,2
9,majoritarian,3,33,1,4,0,0.0,5.000000000000002,143.0,0,-0.1999999999999999,22,5
10,majoritarian,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,7,0
