      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0054  0.822 -0.0166  0.0057  False
     average  egalitarian  -0.0326    0.0 -0.0438 -0.0214   True
     average majoritarian  -0.0059 0.7428 -0.0171  0.0052  False
     average      maximin   0.0039 0.9649 -0.0073  0.0151  False
     average     optimist   0.0073 0.5352 -0.0042  0.0187  False
     average  utilitarian   0.0033  0.986 -0.0079  0.0145  False
     average         veto   0.0026 0.9971 -0.0086  0.0137  False
    baseline  egalitarian  -0.0272    0.0 -0.0384  -0.016   True
    baseline majoritarian  -0.0005    1.0 -0.0117  0.0107  False
    baseline      maximin   0.0093 0.1815 -0.0018  0.0205  False
    baseline     optimist   0.0127 0.0176  0.0013  0.0241   True
    baseline  utilitarian   0.0088 0.2539 -0.0024  0.0199  False
    baseline         veto    0.008  0.371 -0.0032  0.0192  False
 egalitarian majoritarian   0.0267    0.0  0.0155  0.0379   True
 egalitarian      maximin   0.0365    0.0  0.0253  0.0477   True
 egalitarian     optimist   0.0399    0.0  0.0284  0.0513   True
 egalitarian  utilitarian   0.0359    0.0  0.0248  0.0471   True
 egalitarian         veto   0.0352    0.0   0.024  0.0464   True
majoritarian      maximin   0.0099  0.131 -0.0013   0.021  False
majoritarian     optimist   0.0132  0.011  0.0018  0.0246   True
majoritarian  utilitarian   0.0093 0.1893 -0.0019  0.0205  False
majoritarian         veto   0.0085  0.289 -0.0027  0.0197  False
     maximin     optimist   0.0033 0.9873 -0.0081  0.0148  False
     maximin  utilitarian  -0.0006    1.0 -0.0118  0.0106  False
     maximin         veto  -0.0013    1.0 -0.0125  0.0098  False
    optimist  utilitarian  -0.0039 0.9681 -0.0154  0.0075  False
    optimist         veto  -0.0047 0.9191 -0.0161  0.0067  False
 utilitarian         veto  -0.0008    1.0 -0.0119  0.0104  False
----------------------------------------------------------------
