agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,average,1,10,0,0,0,0.0,0.0,36.0,12,-1.1,6,0
1,average,1,10,0,0,0,0.0,0.0,36.0,19,-1.1,7,0
2,average,1,52,1,7,0,0.0,5.000000000000006,242.0,0,-0.1999999999999999,22,8
3,average,1,52,0,7,0,0.0,0.0,327.0,0,-1.0,24,7
4,average,1,16,1,1,0,0.0,5.000000000000002,68.0,0,-0.1999999999999999,9,2
5,average,1,10,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
6,average,1,22,1,2,0,0.0,5.000000000000002,101.0,0,-0.1999999999999999,9,3
7,average,1,10,0,0,0,0.0,0.0,36.0,11,-1.1,4,0
8,average,1,16,0,1,0,0.0,0.0,81.0,10,-1.1,9,1
9,average,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
10,average,1,34,0,4,0,0.0,0.0,186.0,0,-1.0,18,4
11,average,1,16,0,1,0,0.0,0.0,63.0,0,-1.0,9,1
12,average,1,10,0,0,0,0.0,0.0,36.0,3,-1.1,6,0
13,average,1,16,0,1,0,0.0,0.0,87.0,0,-1.0,7,1
14,average,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
15,average,1,10,0,0,0,0.0,0.0,36.0,6,-1.1,5,0
16,average,1,22,0,2,0,0.0,0.0,78.0,0,-1.0,9,2
17,average,1,10,0,0,0,0.0,0.0,36.0,4,-1.1,6,0
18,average,1,10,0,0,0,0.0,0.0,36.0,4,-1.1,6,0
19,average,1,10,0,0,0,0.0,0.0,36.0,13,-1.1,7,0
0,average,2,21,1,2,0,0.0,5.000000000000002,89.0,0,-0.1999999999999999,15,3
1,average,2,15,0,1,0,0.0,0.0,63.0,0,-1.0,11,1
2,average,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,8,1
3,average,2,21,0,2,0,0.0,0.0,120.0,16,-1.1,16,2
4,average,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
5,average,2,9,0,0,0,0.0,0.0,36.0,14,-1.1,7,0
6,average,2,9,0,0,0,0.0,0.0,36.0,18,-1.1,7,0
7,average,2,45,1,6,0,0.0,5.000000000000002,323.0,0,-0.1999999999999999,26,7
8,average,2,15,0,1,0,0.0,0.0,75.0,20,-1.1,13,1
9,average,2,21,0,2,0,0.0,0.0,96.0,19,-1.1,18,2
10,average,2,15,0,1,0,0.0,0.0,69.0,20,-1.1,14,1
11,average,2,27,0,3,0,0.0,0.0,153.0,10,-1.1,21,3
12,average,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,8,0
13,average,2,39,0,5,0,0.0,0.0,285.0,2,-1.1,24,5
14,average,2,15,0,1,0,0.0,0.0,69.0,8,-1.1,12,1
15,average,2,15,1,1,0,0.0,5.000000000000001,62.0,0,-0.1999999999999999,13,2
16,average,2,21,0,2,0,0.0,0.0,78.0,10,-1.1,15,2
17,average,2,9,0,0,0,0.0,0.0,36.0,6,-1.1,8,0
18,average,2,15,0,1,0,0.0,0.0,81.0,4,-1.1,12,1
19,average,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
0,average,3,9,0,0,0,0.0,0.0,36.0,14,-1.1,7,0
1,average,3,15,0,1,0,0.0,0.0,57.0,19,-1.1,11,1
2,average,3,27,1,3,0,0.0,5.000000000000004,164.0,0,-0.1999999999999999,20,4
3,average,3,9,0,0,0,0.0,0.0,36.0,20,-1.1,7,0
4,average,3,9,0,0,0,0.0,0.0,36.0,14,-1.1,7,0
5,average,3,27,0,3,0,0.0,0.0,141.0,20,-1.1,21,3
6,average,3,75,0,11,0,0.0,0.0,645.0,5,-1.1,18,11
7,average,3,21,1,2,0,0.0,5.000000000000002,119.0,0,-0.1999999999999999,13,3
8,average,3,33,0,4,0,0.0,0.0,204.0,0,-1.0,26,4
9,average,3,21,0,2,0,0.0,0.0,108.0,6,-1.1,15,2
10,average,3,9,0,0,0,0.0,0.0,36.0,16,-1.1,7,0
11,average,3,15,0,1,0,0.0,0.0,57.0,19,-1.1,12,1
12,average,3,9,0,0,0,0.0,0.0,36.0,5,-1.1,7,0
13,average,3,21,0,2,0,0.0,0.0,96.0,15,-1.1,15,2
14,average,3,15,0,1,0,0.0,0.0,57.0,18,-1.1,11,1
15,average,3,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,7,1
16,average,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,6,0
17,average,3,9,0,0,0,0.0,0.0,36.0,16,-1.1,5,0
18,average,3,9,0,0,0,0.0,0.0,36.0,1,-1.1,7,0
19,average,3,9,0,0,0,0.0,0.0,36.0,18,-1.1,6,0
0,average,4,9,0,0,0,0.0,0.0,36.0,10,-1.1,5,0
1,average,4,21,0,2,0,0.0,0.0,90.0,19,-1.1,14,2
