      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.3862    0.0  0.3157  0.4566   True
     average  egalitarian  -0.7568    0.0 -0.8273 -0.6864   True
     average majoritarian   -0.231    0.0 -0.3015 -0.1605   True
     average      maximin  -0.0669 0.0776 -0.1373  0.0036  False
     average     optimist   0.0113 0.9997 -0.0591  0.0818  False
     average  utilitarian  -0.1097 0.0001 -0.1802 -0.0392   True
     average         veto  -0.1038 0.0002 -0.1742 -0.0333   True
    baseline  egalitarian   -1.143    0.0 -1.2135 -1.0725   True
    baseline majoritarian  -0.6172    0.0 -0.6876 -0.5467   True
    baseline      maximin   -0.453    0.0 -0.5235 -0.3825   True
    baseline     optimist  -0.3748    0.0 -0.4453 -0.3043   True
    baseline  utilitarian  -0.4959    0.0 -0.5663 -0.4254   True
    baseline         veto  -0.4899    0.0 -0.5604 -0.4194   True
 egalitarian majoritarian   0.5258    0.0  0.4554  0.5963   True
 egalitarian      maximin     0.69    0.0  0.6195  0.7605   True
 egalitarian     optimist   0.7682    0.0  0.6977  0.8387   True
 egalitarian  utilitarian   0.6471    0.0  0.5767  0.7176   True
 egalitarian         veto   0.6531    0.0  0.5826  0.7236   True
majoritarian      maximin   0.1642    0.0  0.0937  0.2346   True
majoritarian     optimist   0.2424    0.0  0.1719  0.3128   True
majoritarian  utilitarian   0.1213    0.0  0.0508  0.1918   True
majoritarian         veto   0.1273    0.0  0.0568  0.1977   True
     maximin     optimist   0.0782 0.0176  0.0077  0.1487   True
     maximin  utilitarian  -0.0429 0.5903 -0.1133  0.0276  False
     maximin         veto  -0.0369 0.7582 -0.1074  0.0336  False
    optimist  utilitarian  -0.1211    0.0 -0.1915 -0.0506   True
    optimist         veto  -0.1151    0.0 -0.1856 -0.0446   True
 utilitarian         veto    0.006    1.0 -0.0645  0.0764  False
----------------------------------------------------------------
