df_label,gini_days_mean,gini_days_median,gini_days_stdev,gini_berries_mean,gini_berries_median,gini_berries_stdev,min_days_mean,min_days_median,min_days_stdev,min_berries_mean,min_berries_median,min_berries_stdev,max_days_mean,max_days_median,max_days_stdev,max_berries_mean,max_berries_median,max_berries_stdev,total_days_mean,total_days_median,total_days_stdev,total_berries_mean,total_berries_median,total_berries_stdev,episode_length_mean,episode_length_median,episode_length_stdev
baseline,0.3398365090088164,0.33788956787429075,0.06005828099124716,0.5678793881752283,0.5683932346723044,0.07411228227216494,9.001,9.0,0.0316227766016838,0.003,0.0,0.054717401199198004,67.991,63.0,27.487678903310325,10.12,9.0,4.5959463359272075,416.073,413.0,64.3023363608311,43.708,43.0,10.872209570319225,20.80365,15.0,16.77474489465679
utilitarian,0.30039659930993584,0.2940927218344966,0.057663400821637685,0.5678402816044754,0.5672413793103448,0.07985896278170614,9.001,9.0,0.0316227766016838,0.0,0.0,0.0,57.715,51.0,27.927830899279286,8.372,7.0,4.6976253238933054,356.964,354.0,46.761237337321575,33.57,33.0,7.9296897782939775,17.8482,15.0,13.564684175934199
maximin,0.3188064373533164,0.3145657568238214,0.06409246930482378,0.595476160982738,0.6000000000000001,0.07757531649044824,9.001,9.0,0.0316227766016838,0.0,0.0,0.0,61.936,57.0,28.499932458694534,9.089,8.0,4.774502578790264,362.12,359.0,52.85414989535978,34.515,34.0,8.885084114386297,18.106,15.0,14.826329788681694
egalitarian,0.1702636874729307,0.1648936170212767,0.030978597788272066,0.4543579770007671,0.45000000000000007,0.08185375437423266,9.001,9.0,0.0316227766016838,0.0,0.0,0.0,26.425,21.0,9.457050851656176,3.251,3.0,1.5602671032337487,279.668,276.0,23.141852158401697,19.898,20.0,4.1531728647920305,13.9834,15.0,5.293082776252778
average,0.3174495090044135,0.31000000000000005,0.06330123697850956,0.5766182579034612,0.5780000000000001,0.08053377706358845,9.001,9.0,0.0316227766016838,0.0,0.0,0.0,61.174,51.0,30.857607099642642,9.121,8.0,5.186642484330326,370.151,366.0,53.228126328403036,36.368,35.0,9.056190732895956,18.50755,15.0,14.951264829889833
majoritarian,0.28725568955939845,0.2824478487614081,0.05641692728441826,0.5713505166315026,0.5700000000000001,0.079406022952928,9.001,9.0,0.0316227766016838,0.0,0.0,0.0,51.998,45.0,24.360037097824943,7.467,6.0,4.058248437488811,342.572,336.0,45.59172536131334,31.008,30.0,7.76132554233967,17.1286,15.0,12.219407830839708
veto,0.30880623908388993,0.3043988269794722,0.058165429776067645,0.5840510171941556,0.5855990783410139,0.07935330742390047,9.001,9.0,0.0316227766016838,0.0,0.0,0.0,57.8,51.0,25.773946075374184,8.365,7.0,4.29257512470093,357.765,354.0,49.35268445041731,33.706,33.0,8.330603997487996,17.88825,15.0,13.728444392820782
optimist,0.3298009967400977,0.3241853817884851,0.06776240789847537,0.6033322966459839,0.6020416666666667,0.08075927706630719,9.001,9.0,0.0316227766016838,0.0,0.0,0.0,67.219,57.0,35.058210409504895,10.0,8.0,5.903800035134562,371.385,365.0,56.8544915394396,36.17,35.0,9.645939256710264,18.56925,15.0,16.397562271262213
