norm,reward,numerosity,fitness,num_instances_across_episodes
"IF,medium berries,medium health,low days,medium days,low days,THEN,throw",2006.5,4013,2473.800000000001,14
"IF,medium berries,medium health,low days,low days,low days,THEN,throw",892.5,1785,861.0000000000005,12
"IF,medium berries,low health,medium days,low days,low days,THEN,throw",-351.5999999999994,1758,0.0,8
"IF,medium berries,low health,medium days,medium days,low days,THEN,throw",-256.79999999999956,1284,0.0,6
"IF,medium berries,medium health,medium days,low days,low days,THEN,throw",702.0,1404,0.0,6
"IF,medium berries,low health,low days,medium days,low days,THEN,throw",-292.79999999999956,1464,0.0,11
"IF,medium berries,medium health,medium days,low days,medium days,THEN,throw",267.0,534,0.0,3
"IF,medium berries,low health,medium days,low days,medium days,THEN,throw",-162.79999999999967,814,0.0,4
"IF,medium berries,low health,low days,low days,medium days,THEN,throw",-11.600000000000005,58,0.0,1
"IF,medium berries,medium health,medium days,medium days,low days,THEN,throw",47.0,94,0.0,1
"IF,medium berries,low health,low days,medium days,medium days,THEN,throw",-75.59999999999994,378,-17.279999999999998,2
"IF,medium berries,low health,medium days,medium days,medium days,THEN,throw",-167.39999999999986,837,-27.599999999999937,5
"IF,medium berries,low health,low days,low days,THEN,throw",-98.99999999999987,495,-214.55999999999975,2
"IF,medium berries,low health,low days,low days,low days,THEN,throw",-7658.799999999998,34879,-73081.98000000004,121
