episode,end_day,epsilon,mean_reward,mean_loss,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
1,200,0,37.67499999999998,0,1.0,0.0,45.0,19.313725490196077,0.2887931034482759,0.6977124183006536,8.200000000000017,2.6138888888888863,2.199999999999995,2.807249234400331,1,13
2,170,0,13.200000000000003,0,3.0,0.0,27.0,11.295302013422818,0,0.0,2.299999999999997,0.8127516778523473,0.7000000000000002,0.22749096314313702,4,16
3,200,0,35.62499999999998,0,1.0,1.0,43.0,16.731164383561644,0.2633928571428571,2.787671232876712,6.700000000000009,2.465410958904112,1.7999999999999994,3.1663471287622373,2,35
4,200,0,17.29999999999999,0,1.0,0.0,45.0,16.75085324232082,0.5892857142857143,0.8361774744027304,8.00000000000003,3.4303754266211657,3.799999999999996,6.740350386730078,3,13
5,200,0,26.974999999999984,0,1.0,0.0,42.0,17.09442060085837,0.44047619047619047,1.259656652360515,6.000000000000021,2.1587982832618025,1.399999999999994,3.06844530404551,2,21
6,51,0,4.4,0,1.0,0.0,7.0,3.195804195804196,0,0.34965034965034963,1.7999999999999998,0.5524475524475524,0.5000000000000001,0.15229166666666652,4,15
7,200,0,27.32499999999998,0,2.0,0.0,40.0,17.121739130434783,0.43023255813953487,2.9521739130434783,4.7999999999999945,2.1145652173913003,1.9999999999999953,1.7292525484524883,2,15
8,200,0,32.87499999999998,0,1.0,0.0,43.0,17.27552986512524,0.3480392156862745,1.5703275529865126,6.900000000000002,2.6857418111753377,2.699999999999992,3.0799622809622904,2,21
9,200,0,26.67499999999999,0,2.0,0.0,43.0,17.200836820083683,0.43823529411764706,0.50418410041841,7.20000000000001,2.3531380753138045,1.899999999999998,3.36304880450625,3,21
10,200,0,18.024999999999988,0,1.0,0.0,45.0,15.478260869565217,0.5833333333333334,0.6956521739130435,7.80000000000002,2.7183946488294337,2.1999999999999975,5.250656823266237,3,20
11,200,0,29.67499999999999,0,1.0,1.0,50.0,16.672654690618764,0.36979166666666663,1.0059880239520957,10.900000000000029,2.940918163672656,1.5999999999999965,9.637306215139485,3,34
12,200,0,27.749999999999986,0,1.0,0.0,38.0,15.860940695296524,0.37209302325581395,0.46421267893660534,4.099999999999988,1.675664621676887,1.4999999999999987,0.8073661759785834,2,23
13,200,0,24.14999999999999,0,1.0,0.0,42.0,16.339449541284402,0.4642857142857143,0.0871559633027523,6.400000000000007,2.1896788990825664,1.4999999999999971,3.153052263342016,3,15
14,27,0,1.375,0,3.0,0.0,3.0,1.1153846153846154,0,0.0,0.8000000000000002,0.33974358974358987,0.30000000000000027,0.05189051454874239,4,6
15,200,0,16.999999999999996,0,2.0,0.0,39.0,13.130434782608695,0.5136363636363637,0.6614906832298136,4.499999999999996,1.5385093167701844,1.3,1.3193372105359558,3,19
16,200,0,26.899999999999984,0,1.0,0.0,44.0,18.227064220183486,0.4969879518072289,0.0,7.5000000000000195,2.4194954128440362,1.849999999999995,3.9942510323785623,2,12
17,200,0,27.44999999999999,0,1.0,0.0,43.0,18.580357142857142,0.4593023255813954,1.7254464285714286,6.900000000000011,2.8395089285714246,2.699999999999995,3.06209269417996,2,14
18,104,0,9.850000000000003,0,4.0,0.0,16.0,6.79646017699115,0,0.0,2.1999999999999966,0.8699115044247777,0.8000000000000003,0.28361350954478615,4,16
19,200,0,10.725,0,3.0,0.0,33.0,13.698744769874477,0.7214285714285714,0.0,1.3000000000000003,0.47615062761506377,0.5000000000000002,0.06223564425770303,3,5
20,200,0,12.499999999999998,0,3.0,0.0,33.0,12.475836431226766,0.625,0.0,1.0000000000000018,0.4486988847583654,0.5000000000000001,0.06249917081260358,3,14
21,200,0,16.399999999999988,0,1.0,0.0,47.0,18.929961089494164,0.6634615384615384,0.07392996108949416,9.30000000000003,4.111673151750979,3.7999999999999954,8.857040637112451,3,6
22,200,0,28.299999999999983,0,2.0,0.0,44.0,17.52892561983471,0.4297752808988764,0.8533057851239669,7.50000000000003,2.48822314049587,1.2999999999999936,5.075234210582517,2,24
23,200,0,42.84999999999998,0,1.0,0.0,46.0,17.942307692307693,0.1484962406015038,2.15521978021978,8.500000000000014,2.1483516483516465,1.3000000000000003,3.5125039105027946,1,13
24,200,0,38.94999999999998,0,1.0,0.0,43.0,17.324283559577676,0.22107438016528924,1.9125188536953244,6.800000000000008,1.795625942684765,1.199999999999998,2.1775272995304458,2,42
25,200,0,34.27499999999999,0,1.0,0.0,40.0,17.609671848013818,0.30660377358490565,1.2089810017271156,4.799999999999992,2.0654576856649363,1.7999999999999954,1.5850291731296917,2,28
26,200,0,13.899999999999991,0,1.0,0.0,42.0,18.175732217573223,0.7159090909090909,0.029288702928870293,6.400000000000019,3.1774058577405873,3.3999999999999937,3.9208133753501553,3,4
27,57,0,1.8250000000000006,0,2.0,0.0,8.0,2.761904761904762,0,0.0,0.9000000000000002,0.3333333333333336,0.30000000000000043,0.05222962437987243,4,1
28,200,0,36.42499999999998,0,1.0,0.0,42.0,18.48768472906404,0.286036036036036,0.6371100164203612,6.5,1.983908045977006,1.6999999999999917,1.5594168464193277,1,8
29,200,0,27.849999999999987,0,1.0,0.0,40.0,15.694560669456067,0.3936781609195402,1.9351464435146444,4.799999999999995,1.480753138075311,1.1999999999999997,1.077458541773343,2,27
30,200,0,13.449999999999992,0,3.0,0.0,35.0,13.06049822064057,0.6136363636363636,0.0,2.8999999999999946,0.9654804270462625,0.6000000000000006,0.597783941236066,3,15
31,81,0,6.675000000000002,0,2.0,0.0,12.0,5.517241379310345,0,0.0,1.3000000000000003,0.5143678160919543,0.5000000000000002,0.08031345995045416,4,13
32,200,0,19.874999999999993,0,1.0,0.0,42.0,13.616477272727273,0.4722222222222222,0.6647727272727273,6.000000000000009,2.013352272727272,1.4,2.711974286336891,3,19
33,200,0,32.79999999999998,0,1.0,0.0,47.0,18.645045045045045,0.366504854368932,0.06306306306306306,9.30000000000003,2.802342342342343,1.5999999999999908,6.5491509103187235,2,16
34,200,0,14.099999999999993,0,2.0,0.0,41.0,16.752,0.6722222222222223,0.84,5.900000000000005,2.6319999999999975,2.7999999999999954,2.7444599113585815,3,8
35,200,0,18.149999999999988,0,1.0,0.0,48.0,17.121951219512194,0.6120689655172413,0.10801393728222997,9.600000000000028,3.5616724738675996,2.899999999999998,8.26281250000004,3,15
36,27,0,0.44999999999999973,0,1.0,0.0,3.0,0.8636363636363636,0,0.0,0.8000000000000002,0.3196969696969698,0.30000000000000016,0.05159357060849598,4,3
37,200,0,49.474999999999966,0,1.0,0.0,48.0,19.7575,0.07236842105263164,0.425,9.800000000000031,2.604499999999998,1.7999999999999936,5.1011377205277215,0,2
38,99,0,5.025000000000002,0,3.0,0.0,15.0,5.681159420289855,0,0.0,0.8000000000000006,0.392028985507247,0.4000000000000005,0.044214146930630666,4,8
39,27,0,1.0,0,1.0,0.0,3.0,1.0,0,0.0,0.8000000000000003,0.3305555555555557,0.30000000000000027,0.0510206444144318,4,7
40,200,0,30.324999999999985,0,1.0,0.0,48.0,17.12761904761905,0.3571428571428571,1.502857142857143,9.800000000000017,2.7676190476190468,1.9999999999999996,6.111849838910997,3,33
41,200,0,27.974999999999987,0,1.0,0.0,42.0,16.554140127388536,0.4418604651162791,0.0,6.000000000000006,1.7734607218683633,1.1999999999999997,1.8447179949513142,2,20
42,200,0,16.02499999999999,0,1.0,0.0,43.0,15.836363636363636,0.6323529411764706,0.025454545454545455,6.600000000000002,2.569454545454542,2.6999999999999957,2.8796868718925137,3,2
43,200,0,24.42499999999999,0,1.0,0.0,47.0,15.124087591240876,0.40384615384615385,1.5133819951338199,9.200000000000038,2.973965936739665,1.299999999999998,7.566204001894447,3,10
44,200,0,40.04999999999998,0,1.0,0.0,42.0,18.125195618153363,0.2295081967213115,0.30985915492957744,5.999999999999997,2.1165884194053155,1.9999999999999973,1.3596029584639437,1,22
45,200,0,20.699999999999992,0,1.0,0.0,43.0,14.128767123287671,0.48484848484848486,0.1863013698630137,6.800000000000017,2.1668493150684935,1.499999999999996,3.882574010688773,3,17
46,200,0,18.69999999999999,0,1.0,0.0,47.0,16.567213114754097,0.5416666666666666,0.16721311475409836,9.300000000000033,3.5275409836065634,2.399999999999997,8.673760964912335,3,15
47,200,0,31.77499999999999,0,1.0,0.0,45.0,14.862433862433862,0.22549019607843146,1.0493827160493827,7.800000000000022,2.0975308641975308,1.199999999999997,4.524522968197895,3,35
48,200,0,32.42499999999999,0,1.0,1.0,41.0,16.311475409836067,0.32499999999999996,2.395264116575592,5.5,1.9264116575591959,1.799999999999994,1.6110928334439218,2,31
49,200,0,26.749999999999986,0,2.0,0.0,42.0,18.137614678899084,0.4849397590361446,0.0,6.100000000000002,2.3658256880733903,2.199999999999994,1.9416175596412266,2,16
50,200,0,22.499999999999986,0,2.0,0.0,45.0,16.472081218274113,0.5034246575342466,0.6091370558375635,7.900000000000025,2.8761421319796967,1.7499999999999976,5.478095532579664,3,12
51,200,0,26.32499999999999,0,1.0,0.0,45.0,14.88695652173913,0.38690476190476186,0.46304347826086956,7.80000000000002,2.179782608695652,1.3999999999999935,4.340676988076519,3,26
52,200,0,36.69999999999998,0,1.0,0.0,47.0,17.713821138211383,0.2934782608695652,1.1154471544715447,9.300000000000008,2.092845528455282,1.5999999999999974,3.500445873344901,2,31
53,200,0,25.699999999999985,0,1.0,0.0,45.0,16.216517857142858,0.47560975609756095,0.08482142857142858,8.00000000000001,1.9475446428571415,1.299999999999999,3.6259048942965513,3,20
54,200,0,12.149999999999995,0,3.0,0.0,36.0,13.621513944223107,0.675,0.0,2.4999999999999964,0.7641434262948205,0.5000000000000003,0.4117885714285704,3,5
55,200,0,16.199999999999992,0,1.0,0.0,42.0,16.25357142857143,0.6421568627450981,0.0,6.400000000000014,2.820357142857142,2.549999999999997,4.357034018291055,3,10
56,110,0,6.874999999999998,0,2.0,0.0,17.0,6.102702702702703,0,0.0,1.6999999999999993,0.5324324324324325,0.5000000000000002,0.12857351566152392,4,6
57,62,0,4.950000000000002,0,2.0,0.0,9.0,4.041958041958042,0,0.0,1.4,0.5902097902097905,0.6000000000000001,0.10914025821596239,4,13
58,200,0,16.44999999999999,0,1.0,0.0,44.0,17.245551601423486,0.6462264150943396,0.02491103202846975,7.500000000000027,3.4252669039145944,3.5999999999999974,5.786160840932147,3,8
59,200,0,19.024999999999995,0,1.0,0.0,43.0,14.595307917888563,0.49193548387096775,0.9472140762463344,6.900000000000018,2.572727272727273,1.9999999999999982,4.633108359133138,3,17
60,86,0,6.250000000000001,0,2.0,0.0,13.0,4.69364161849711,0,0.0,1.6,0.5693641618497113,0.5000000000000004,0.12189788826516967,4,17
61,158,0,8.049999999999995,0,2.0,0.0,25.0,11.2,0,0.06511627906976744,3.0999999999999917,1.3916279069767408,1.5999999999999974,0.68227024922118,4,6
62,200,0,24.79999999999999,0,1.0,0.0,38.0,16.257918552036198,0.45779220779220775,0.0,3.599999999999989,1.3556561085972823,1.1999999999999973,0.6475391962654093,2,16
63,200,0,39.39999999999998,0,1.0,0.0,47.0,18.598173515981735,0.24186991869918706,0.5220700152207002,9.000000000000028,2.5293759512937597,1.8999999999999928,4.161779876195442,1,13
64,200,0,30.999999999999982,0,1.0,0.0,45.0,18.14727272727273,0.36616161616161613,0.0,7.900000000000029,2.551272727272728,1.9999999999999976,4.364294625767382,3,26
65,200,0,34.17499999999998,0,1.0,1.0,46.0,18.303482587064675,0.30963302752293576,1.373134328358209,8.500000000000016,2.315588723051406,1.6999999999999904,3.560264295615071,3,24
66,200,0,18.949999999999992,0,1.0,1.0,44.0,15.136222910216718,0.5416666666666666,0.9164086687306502,7.600000000000025,2.7003095975232236,2.1999999999999975,4.756175523349461,3,14
67,200,0,37.12499999999998,0,1.0,0.0,44.0,19.043478260869566,0.2804347826086957,0.3784219001610306,7.600000000000015,2.4789049919484665,2.1999999999999975,1.9761623794212282,1,13
68,200,0,13.99999999999999,0,2.0,0.0,44.0,17.84549356223176,0.7388888888888889,0.0,7.400000000000011,2.791845493562232,2.499999999999996,4.444607648099034,3,5
69,200,0,16.12499999999999,0,1.0,0.0,45.0,17.356877323420075,0.6442307692307693,0.07806691449814127,7.800000000000023,3.4040892193308574,2.899999999999995,5.58493034825873,3,8
70,200,0,41.29999999999998,0,1.0,0.0,45.0,18.014947683109117,0.2106299212598426,1.8654708520179373,7.900000000000016,2.234678624813151,1.8000000000000003,2.723437259808746,1,22
71,200,0,33.84999999999998,0,1.0,0.0,43.0,17.53860294117647,0.32547169811320753,2.181985294117647,7.300000000000003,2.8336397058823537,2.899999999999994,4.1975406423708,2,30
72,200,0,29.72499999999998,0,2.0,0.0,49.0,17.538011695906434,0.39432989690721654,3.0155945419103314,10.200000000000035,2.9224171539961037,1.6999999999999913,7.8790010943580295,3,20
73,200,0,15.674999999999994,0,2.0,0.0,42.0,14.858181818181817,0.65,0.0,6.100000000000014,1.9301818181818198,0.9,3.373206389505985,3,12
74,200,0,38.27499999999998,0,1.0,1.0,40.0,17.54420731707317,0.20833333333333326,1.6554878048780488,5.200000000000016,1.8911585365853663,1.2999999999999963,2.033768017939523,1,16
75,200,0,29.12499999999999,0,1.0,0.0,46.0,15.007874015748031,0.3091397849462365,0.6437007874015748,8.500000000000036,2.455708661417327,0.9000000000000006,7.129069839535353,3,37
76,182,0,9.65,0,3.0,0.0,29.0,12.387665198237885,0,0.0,1.7000000000000002,0.7233480176211441,0.6999999999999993,0.1514842415773945,4,11
77,200,0,31.049999999999983,0,2.0,0.0,43.0,17.824489795918367,0.38020833333333337,2.3244897959183675,7.100000000000012,2.8685714285714297,2.9999999999999964,3.84453846121809,2,28
78,200,0,46.12499999999998,0,1.0,0.0,40.0,18.620558375634516,0.061188811188811254,2.1725888324873095,5.499999999999996,2.0654822335025353,1.5999999999999934,1.9438116542098058,1,22
79,200,0,28.79999999999999,0,1.0,1.0,47.0,17.256565656565655,0.40217391304347827,0.06666666666666667,9.200000000000031,2.8353535353535375,1.4999999999999956,7.8807014823038255,3,25
80,200,0,37.37499999999998,0,2.0,0.0,46.0,17.774358974358975,0.2978260869565217,1.0205128205128204,8.50000000000002,2.8201709401709407,2.4999999999999973,4.712769297302366,2,31
81,200,0,26.74999999999998,0,1.0,0.0,47.0,19.422169811320753,0.5271084337349398,0.14622641509433962,9.000000000000023,2.9337264150943403,2.1999999999999957,5.034385815602862,2,9
82,50,0,2.35,0,1.0,0.0,7.0,2.702970297029703,0,0.0,1.4999999999999996,0.5178217821782178,0.5000000000000001,0.1311803921568626,4,6
83,200,0,29.02499999999999,0,2.0,0.0,45.0,16.8,0.4148351648351648,0.21224489795918366,7.900000000000006,2.1877551020408124,1.899999999999999,2.637330434529089,2,21
84,200,0,22.09999999999999,0,1.0,0.0,43.0,14.2025,0.42361111111111116,2.625,6.900000000000022,2.3237500000000018,1.1999999999999995,4.424988593678728,3,22
85,200,0,34.274999999999984,0,2.0,0.0,46.0,17.95042735042735,0.3194444444444444,1.2085470085470085,8.500000000000012,2.4868376068376064,1.8999999999999937,3.6891537706297726,2,32
86,200,0,40.699999999999974,0,1.0,0.0,43.0,18.315709969788518,0.20599999999999996,0.7990936555891238,6.900000000000018,2.3856495468277923,2.3499999999999925,2.0849196678555098,1,24
87,200,0,34.124999999999986,0,2.0,1.0,42.0,17.73951048951049,0.30092592592592593,2.520979020979021,6.500000000000004,2.70489510489511,1.9999999999999958,3.6411410128277097,2,31
88,158,0,15.250000000000005,0,2.0,0.0,25.0,9.38728323699422,0,0.2774566473988439,3.0999999999999974,0.8994219653179178,0.699999999999996,0.5328942906068574,4,24
89,200,0,44.47499999999998,0,1.0,0.0,48.0,18.223463687150836,0.16726618705035978,2.2569832402234637,9.600000000000014,2.364525139664803,1.7999999999999985,3.165032624279491,1,23
90,200,0,38.19999999999998,0,1.0,0.0,49.0,18.52132701421801,0.2833333333333333,1.9352290679304898,10.400000000000011,2.298262243285937,1.6999999999999948,3.422643752745281,1,13
91,200,0,37.29999999999998,0,1.0,0.0,40.0,18.48768472906404,0.2676991150442478,0.2742200328407225,5.100000000000008,1.9839080459770089,1.8999999999999924,1.4132095556514217,1,19
92,200,0,24.82499999999999,0,2.0,0.0,37.0,16.86304347826087,0.4423076923076923,0.0,4.5999999999999925,1.8810869565217347,1.8999999999999913,1.0716256220492488,2,18
93,200,0,27.674999999999986,0,2.0,0.0,42.0,16.639830508474578,0.42441860465116277,1.3622881355932204,6.20000000000001,1.968008474576268,1.6999999999999968,2.207355094419236,2,23
94,57,0,2.5500000000000007,0,4.0,0.0,8.0,2.7,0,0.0,0.8000000000000002,0.3544444444444448,0.40000000000000013,0.047597234226447696,4,5
95,200,0,28.524999999999984,0,1.0,0.0,48.0,18.175847457627118,0.4402173913043478,2.332627118644068,10.000000000000014,2.904872881355929,2.4999999999999973,5.876633989128444,2,22
96,200,0,28.399999999999984,0,2.0,0.0,40.0,17.071428571428573,0.3833333333333333,1.1428571428571428,4.999999999999996,2.387346938775508,2.3999999999999986,2.056256627474493,2,21
97,200,0,24.19999999999999,0,1.0,0.0,48.0,17.24,0.5292207792207793,0.0475,9.70000000000003,2.854750000000003,1.4999999999999984,7.595424908905721,3,14
98,200,0,36.84999999999998,0,1.0,0.0,43.0,18.28130081300813,0.2809734513274337,0.04227642276422764,7.200000000000006,1.9445528455284529,1.3999999999999992,2.827355852616443,1,11
99,200,0,31.32499999999998,0,2.0,0.0,45.0,18.233870967741936,0.4097938144329897,1.185483870967742,8.100000000000025,2.9421370967741924,2.949999999999993,4.131971099323228,2,20
100,111,0,9.150000000000002,0,1.0,0.0,17.0,7.12280701754386,0,0.0,1.5000000000000004,0.549122807017544,0.5000000000000004,0.09127291614566298,4,13
101,200,0,49.12499999999997,0,1.0,0.0,40.0,19.10375,0.030000000000000027,0.91,5.300000000000023,2.212250000000001,1.7999999999999974,1.9319029560983811,0,7
102,200,0,17.249999999999993,0,1.0,0.0,41.0,14.934426229508198,0.5833333333333334,0.0,5.7000000000000135,2.3590163934426234,1.9999999999999987,3.5542601909184763,3,15
103,200,0,24.574999999999992,0,1.0,0.0,43.0,14.609977324263038,0.37658227848101267,0.7301587301587301,7.000000000000023,2.4444444444444455,1.399999999999999,4.815010900863865,3,23
104,200,0,37.19999999999998,0,1.0,0.0,41.0,17.741784037558684,0.23706896551724133,1.9968701095461658,5.399999999999997,1.8865414710485098,1.5999999999999974,1.5178820532915338,1,10
105,200,0,16.09999999999999,0,1.0,0.0,41.0,15.362369337979095,0.6421568627450981,0.0,5.9000000000000075,2.2550522648083615,2.1999999999999975,3.177704691142189,3,11
106,200,0,23.374999999999986,0,2.0,0.0,38.0,16.934883720930234,0.4965753424657534,0.0,3.8999999999999897,1.548372093023253,1.1999999999999984,1.1065963580116658,2,13
107,200,0,34.72499999999999,0,2.0,0.0,45.0,17.348754448398576,0.32407407407407407,2.891459074733096,8.000000000000016,2.5608540925266907,2.499999999999999,3.793212703780049,2,38
108,200,0,23.449999999999992,0,1.0,0.0,35.0,16.37441860465116,0.4722222222222222,0.053488372093023255,2.5999999999999908,1.2204651162790665,1.1999999999999948,0.33758300477557707,2,17
109,200,0,15.69999999999999,0,1.0,0.0,44.0,17.049429657794676,0.66,0.09885931558935361,7.3000000000000185,3.0836501901140694,3.199999999999997,4.542497975942646,3,3
110,200,0,22.02499999999999,0,1.0,0.0,41.0,15.280788177339902,0.4964788732394366,0.4802955665024631,5.899999999999995,1.7566502463054157,1.3999999999999992,1.8096096096096046,3,22
111,200,0,33.84999999999998,0,1.0,0.0,46.0,17.35363790186125,0.31018518518518523,1.544839255499154,8.800000000000017,2.190016920473772,1.4999999999999991,4.241384562528643,2,28
112,200,0,29.599999999999987,0,1.0,0.0,44.0,17.018145161290324,0.3967391304347826,0.40725806451612906,7.300000000000032,2.386895161290324,1.4999999999999984,4.188373513810162,2,19
113,200,0,16.74999999999999,0,1.0,0.0,45.0,16.893238434163703,0.6296296296296297,0.0711743772241993,8.300000000000026,3.2907473309608584,2.8999999999999972,6.7639146403242485,3,12
114,200,0,15.299999999999988,0,2.0,0.0,39.0,14.266211604095563,0.6,0.0,5.500000000000007,1.8412969283276455,0.9,2.890922094865346,3,16
115,200,0,22.549999999999986,0,1.0,0.0,47.0,16.07027027027027,0.5528169014084507,0.0,9.000000000000018,2.6151351351351355,1.599999999999998,5.768029277058286,3,11
116,200,0,28.074999999999985,0,1.0,0.0,42.0,18.070484581497798,0.43965517241379315,0.04185022026431718,6.200000000000016,2.6215859030836977,2.599999999999996,2.2669899813211107,2,23
