df_label,gini_days_mean,gini_days_median,gini_days_stdev,gini_days_summary,gini_berries_mean,gini_berries_median,gini_berries_stdev,gini_berries_summary,min_days_mean,min_days_median,min_days_stdev,min_days_summary,min_berries_mean,min_berries_median,min_berries_stdev,min_berries_summary,max_days_mean,max_days_median,max_days_stdev,max_days_summary,max_berries_mean,max_berries_median,max_berries_stdev,max_berries_summary,total_days_mean,total_days_median,total_days_stdev,total_days_summary,total_berries_mean,total_berries_median,total_berries_stdev,total_berries_summary,episode_length_mean,episode_length_median,episode_length_stdev
baseline,0.2913700776557981,0.2917884990253411,0.12511860178116732,0.45803997489997184,0.34329761820130816,0.3495049504950495,0.13248013150607674,0.560322437190281,31.927,21.0,39.47928932092478,13.447710679075222,4.406,2.0,6.800544934886572,-0.3945449348865724,175.496,200.0,54.82990335849866,320.6660966415013,35.473,41.0,12.642986835242537,63.83001316475746,457.58,477.0,188.3655254317285,746.2144745682714,84.198,89.0,38.28635057877207,134.9116494212279,114.395,110.0,82.83831252207746
utilitarian,0.38344049460176177,0.4114192656928543,0.13379228238514698,0.6610674779094692,0.4214295329209585,0.45304626660558867,0.14345513524547318,0.731020664281074,18.034,9.0,30.676993365092383,-3.6429933650923836,2.378,1.0,5.579986760938797,-2.201986760938797,161.269,200.0,60.84582856575999,300.42317143424003,29.985,36.0,13.245913680423454,52.73908631957654,354.3,376.5,190.41608725705476,540.3839127429452,62.231,65.0,37.35077937231993,89.88022062768007,88.575,39.0,84.45421838931989
maximin,0.34917939707357865,0.35784947082219176,0.13971670386538146,0.5673121640303889,0.41951238780620054,0.4283661740558292,0.14816923691922954,0.6997093249428001,28.025,15.0,36.77244331816404,6.252556681835955,3.669,1.0,6.22866239534904,-1.5596623953490392,179.869,200.0,48.34224665664404,331.526753343356,38.143,43.0,12.234387243798981,68.90861275620102,409.839,424.0,175.1645617774974,658.6744382225025,75.274,78.0,34.49563556267478,118.77836443732522,102.45975,75.0,81.35424394700959
egalitarian,0.27177250290541966,0.25847272259392695,0.12092507298623331,0.40932015251311327,0.328103919575517,0.3236965240641711,0.12739120755639585,0.5244092360832922,37.952,21.0,43.90926690027653,15.04273309972347,5.392,3.0,7.679277785528227,0.7127222144717722,190.178,200.0,34.13279014911267,356.0452098508873,40.002,42.0,7.847775709306655,74.15422429069335,527.508,543.0,151.3246810506967,919.1833189493034,98.863,101.0,29.83716621074273,170.02583378925726,131.877,200.0,80.5337897644427
average,0.3155229838126047,0.3262403143332183,0.14149184340992393,0.5002714547358991,0.3831478261470394,0.39620443957248563,0.15392791036659997,0.6254243553529251,35.119,21.0,43.76855635642471,12.35044364357529,4.696,2.0,7.603248870936252,-0.9072488709362521,198.985,200.0,12.41212454964241,386.5728754503576,43.178,43.0,3.6556366996297216,82.52236330037027,500.699,478.0,144.86175937192095,833.8372406280791,94.019,91.0,27.553254269157044,157.46574573084297,125.17475,194.0,82.35477089707601
