episode,total_norms,cooperative_norms,proportion,reward,numerosity,fitness
1,4,1,25.0,18.599999999999994,417,32.33999999999999
2,21,3,14.285714285714285,6568.500000000004,36075,2187575.19
3,4,1,25.0,24.5,416,98.45999999999997
4,14,2,14.285714285714285,1022.9000000000001,6578,102373.64999999998
5,28,3,10.714285714285714,8553.799999999992,43255,1798220.0699999991
6,9,1,11.11111111111111,93.80000000000001,919,423.05999999999995
7,16,1,6.25,4432.499999999996,21110,337811.3099999995
8,9,1,11.11111111111111,232.60000000000002,1498,5548.17
9,14,1,7.142857142857142,7918.200000000003,39852,4363737.510000002
10,14,1,7.142857142857142,5592.100000000001,30626,2674025.52
11,16,0,0.0,5919.900000000001,39001,1805857.9800000004
12,10,2,20.0,121.7,1065,967.5000000000001
13,14,1,7.142857142857142,6101.200000000004,37932,1457695.47
14,12,1,8.333333333333332,8133.999999999994,42737,3364978.680000005
15,21,2,9.523809523809524,8424.299999999994,39537,5282835.779999998
16,8,1,12.5,77.9,724,296.61
17,7,1,14.285714285714285,14.6,266,6.48
18,22,3,13.636363636363635,7246.199999999995,37099,2136077.55
19,5,0,0.0,34.5,458,186.45000000000005
20,13,1,7.6923076923076925,7696.600000000009,38939,5582120.670000004
21,12,1,8.333333333333332,174.5,2312,6379.740000000001
22,23,2,8.695652173913043,6881.399999999995,35720,2152589.37
23,11,1,9.090909090909092,1057.6000000000001,5982,81120.09
24,11,0,0.0,4422.600000000004,26280,1457690.2800000005
25,22,0,0.0,9166.099999999995,40256,2442428.1300000018
26,12,1,8.333333333333332,469.20000000000016,2765,4609.14
27,16,1,6.25,799.8000000000001,4587,19234.470000000005
28,7,1,14.285714285714285,72.8,782,392.0100000000001
29,20,1,5.0,9049.8,44850,2316301.11
30,15,1,6.666666666666667,5557.2999999999965,25297,1580955.1199999978
31,15,1,6.666666666666667,6542.6,33390,3794695.4700000007
32,14,1,7.142857142857142,8423.299999999996,39549,5113359.209999999
33,16,1,6.25,361.6,2147,1530.3
34,9,2,22.22222222222222,14.100000000000001,288,-50.93999999999999
35,8,1,12.5,109.6,953,1848.2999999999997
36,13,2,15.384615384615385,8259.49999999999,36661,4106287.3799999943
