norm,reward,numerosity,fitness,num_instances_across_episodes
"IF,medium berries,medium health,medium days,low days,low days,THEN,throw",771.4333333333334,1385,2001.9200000000012,6
"IF,medium berries,medium health,high days,medium days,THEN,throw",29.89999999999999,151,1956.1000000000004,3
"IF,medium berries,medium health,low days,low days,medium days,THEN,throw",538.6666666666666,1060,847.36,9
"IF,medium berries,medium health,low days,medium days,medium days,THEN,throw",552.2333333333343,881,486.20000000000044,5
"IF,medium berries,medium health,low days,low days,low days,THEN,throw",1985.033333333334,3501,122.35999999999997,25
"IF,medium berries,medium health,medium days,high days,THEN,throw",52.13333333333333,332,75.00000000000003,6
"IF,medium berries,low health,medium days,medium days,medium days,THEN,throw",-11.799999999999994,118,0.0,2
"IF,medium berries,medium health,low days,medium days,low days,THEN,throw",390.26666666666665,668,0.0,4
"IF,medium berries,low health,low days,medium days,medium days,THEN,throw",-64.5999999999999,646,0.0,4
"IF,medium berries,low health,medium days,low days,medium days,THEN,throw",-3.800000000000001,38,0.0,1
"IF,medium berries,medium health,medium days,medium days,THEN,throw",-8.533333333333331,100,0.0,2
"IF,medium berries,low health,low days,medium days,low days,THEN,throw",-15.599999999999977,156,0.0,1
"IF,medium berries,low health,medium days,medium days,low days,THEN,throw",-16.799999999999972,168,0.0,1
"IF,medium berries,medium health,low days,high days,THEN,throw",36.466666666666676,136,0.0,2
"IF,medium berries,medium health,medium days,medium days,low days,THEN,throw",191.46666666666715,348,0.0,2
"IF,medium berries,medium health,medium days,THEN,throw",-5.1000000000000005,51,-3.000000000000001,1
"IF,medium berries,low health,low days,low days,medium days,THEN,throw",-17.900000000000002,179,-26.04,3
"IF,medium berries,medium health,low days,medium days,THEN,throw",-29.100000000000016,291,-29.280000000000022,2
"IF,medium berries,low health,medium days,low days,low days,THEN,throw",-86.99999999999984,870,-32.03999999999997,4
"IF,medium berries,medium health,medium days,low days,THEN,throw",-81.79999999999981,818,-74.52000000000004,2
"IF,medium berries,low health,low days,low days,low days,THEN,throw",-3162.0999999999967,31621,-13285.110000000002,94
