agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,utilitarian,1,200,0,43,1,6.700000000000012,67.00000000000011,7020.0,1,1.8,40,43
1,utilitarian,1,200,0,38,1,3.699999999999987,36.999999999999865,4752.0,0,1.0,39,38
2,utilitarian,1,177,0,28,2,0.0,0.0,1782.0,0,-1.0,32,28
3,utilitarian,1,46,0,6,0,0.0,0.0,282.0,0,-1.0,18,6
0,utilitarian,2,200,0,44,0,7.200000000000013,72.00000000000013,7890.0,1,1.8,36,44
1,utilitarian,2,200,0,40,0,4.799999999999992,47.999999999999915,6006.0,0,1.0,33,40
2,utilitarian,2,128,0,20,1,0.0,0.0,1236.0,0,-1.0,29,20
3,utilitarian,2,33,1,4,0,0.0,5.000000000000002,221.0,0,-0.5,13,5
0,utilitarian,3,200,0,43,1,6.600000000000015,66.00000000000014,6270.0,0,1.0,43,43
1,utilitarian,3,200,0,42,0,6.0000000000000195,60.00000000000019,6984.0,1,1.8,40,42
2,utilitarian,3,74,0,11,2,0.0,0.0,681.0,0,-1.0,25,11
3,utilitarian,3,200,0,33,0,0.600000000000001,6.00000000000001,1554.0,0,1.0,32,33
0,utilitarian,4,200,1,42,0,6.0000000000000115,66.00000000000011,6936.0,0,1.0,26,43
1,utilitarian,4,200,0,35,0,1.7999999999999856,17.999999999999854,4518.0,0,1.0,26,35
2,utilitarian,4,27,1,3,1,0.0,5.000000000000003,134.0,0,-0.5,14,4
3,utilitarian,4,69,0,10,0,0.0,0.0,396.0,0,-1.0,14,10
0,utilitarian,5,200,1,43,1,6.600000000000015,72.00000000000014,6966.0,0,1.5,28,44
1,utilitarian,5,200,0,39,1,4.199999999999992,41.99999999999992,4950.0,0,1.0,25,39
2,utilitarian,5,200,0,36,0,2.3999999999999857,23.999999999999854,4230.0,1,1.8,30,36
3,utilitarian,5,21,1,2,0,0.0,5.000000000000002,125.0,0,-0.5,14,3
0,utilitarian,6,200,0,46,1,8.400000000000027,84.00000000000027,8844.0,1,1.8,29,46
1,utilitarian,6,200,0,37,0,2.9999999999999876,29.999999999999876,4314.0,0,1.0,27,37
2,utilitarian,6,27,0,3,1,0.0,0.0,171.0,0,-1.0,15,3
3,utilitarian,6,200,1,34,0,1.1999999999999869,17.99999999999987,3162.0,0,1.5,26,35
0,utilitarian,7,200,1,43,1,6.600000000000013,72.00000000000013,7260.0,0,1.0,22,44
1,utilitarian,7,15,0,1,0,0.0,0.0,63.0,0,-1.0,10,1
2,utilitarian,7,200,0,35,0,1.7999999999999856,17.999999999999854,3468.0,0,1.0,17,35
3,utilitarian,7,27,0,3,0,0.0,0.0,135.0,0,-1.0,14,3
0,utilitarian,8,200,1,43,2,6.600000000000014,72.00000000000013,7014.0,0,1.5,32,44
1,utilitarian,8,86,1,13,1,0.0,5.999999999999985,819.0,0,-0.5,21,14
