norm,reward,numerosity,fitness,num_instances_across_episodes
"IF,medium berries,high health,medium days,medium days,medium days,THEN,throw",9339.500000000004,12303,1310109.1800000002,12
"IF,medium berries,medium health,medium days,medium days,medium days,THEN,throw",3013.4000000000024,7010,281089.73999999993,7
"IF,medium berries,high health,medium days,medium days,THEN,throw",7136.9000000000015,11789,218840.60999999996,28
"IF,medium berries,high health,medium days,THEN,throw",5885.4,15248,181532.25,56
"IF,medium berries,medium health,low days,low days,THEN,throw",10442.800000000005,26998,124268.21999999983,54
"IF,medium berries,medium health,medium days,medium days,low days,THEN,throw",1950.299999999999,3591,64854.060000000085,8
"IF,medium berries,medium health,medium days,low days,THEN,throw",5763.100000000003,16525,64536.26999999995,42
"IF,medium berries,medium health,medium days,medium days,THEN,throw",549.0000000000003,7228,29980.830000000078,21
"IF,medium berries,medium health,low days,low days,low days,THEN,throw",33932.80000000002,51812,28610.04000000001,159
"IF,medium berries,high health,high days,medium days,THEN,throw",988.8000000000002,3104,24519.18,19
"IF,medium berries,high health,high days,medium days,medium days,THEN,throw",1050.099999999999,1445,17026.379999999994,4
"IF,medium berries,high health,medium days,high days,THEN,throw",807.1999999999999,2068,11797.89,21
"IF,medium berries,medium health,low days,medium days,low days,THEN,throw",4665.5999999999985,8936,10403.279999999986,27
"IF,medium berries,high health,medium days,high days,medium days,THEN,throw",753.8000000000009,946,7154.639999999998,3
"IF,medium berries,high health,high days,high days,THEN,throw",356.29999999999995,761,4836.81,6
"IF,medium berries,medium health,high days,medium days,THEN,throw",116.19999999999997,742,3647.0399999999986,6
"IF,medium berries,medium health,low days,medium days,THEN,throw",632.5999999999999,1496,3007.079999999998,8
"IF,medium berries,high health,medium days,low days,THEN,throw",399.40000000000003,500,2120.040000000002,4
"IF,medium berries,high health,high days,high days,high days,THEN,throw",53.70000000000002,121,1711.1699999999996,1
"IF,medium berries,medium health,medium days,low days,low days,THEN,throw",2866.9000000000015,6109,1229.0399999999984,21
"IF,medium berries,medium health,medium days,low days,medium days,THEN,throw",835.7000000000015,1385,733.3199999999985,5
"IF,medium berries,high health,high days,low days,THEN,throw",69.59999999999998,196,168.11999999999998,5
"IF,medium berries,medium health,medium days,high days,THEN,throw",8.299999999999999,23,147.0,2
"IF,medium berries,high health,low days,high days,THEN,throw",13.3,21,98.27999999999997,1
"IF,medium berries,medium health,low days,low days,medium days,THEN,throw",504.10000000000036,1185,52.319999999999894,6
"IF,medium berries,medium health,high days,high days,THEN,throw",2.099999999999999,21,2.5199999999999996,1
"IF,medium berries,low health,low days,medium days,medium days,THEN,throw",-54.80000000000001,548,0.0,6
"IF,medium berries,low health,low days,THEN,throw",-1.9999999999999998,20,0.0,1
"IF,medium berries,medium health,low days,medium days,medium days,THEN,throw",34.2,38,0.0,1
"IF,medium berries,low health,medium days,THEN,throw",-11.59999999999999,116,0.0,1
"IF,medium berries,low health,low days,low days,medium days,THEN,throw",-169.79999999999967,1698,-3.6000000000000014,10
"IF,medium berries,low health,medium days,low days,THEN,throw",-7.8000000000000025,18,-4.319999999999999,1
"IF,medium berries,high health,low days,medium days,THEN,throw",59.09999999999997,257,-5.880000000000004,3
"IF,medium berries,low health,medium days,medium days,medium days,THEN,throw",-165.59999999999977,1656,-36.0,6
"IF,medium berries,low health,medium days,medium days,low days,THEN,throw",-134.90000000000006,1159,-52.55999999999996,10
"IF,medium berries,low health,low days,low days,THEN,throw",-122.19999999999982,1042,-414.53999999999985,8
"IF,medium berries,low health,medium days,low days,medium days,THEN,throw",-159.19999999999976,1592,-660.9600000000014,7
"IF,medium berries,low health,low days,medium days,low days,THEN,throw",-713.0999999999995,5691,-2286.000000000007,19
"IF,medium berries,low health,medium days,low days,low days,THEN,throw",-1379.1000000000004,9621,-8737.590000000011,32
"IF,medium berries,high health,high days,THEN,throw",416.60000000000025,10384,-24388.200000000004,30
"IF,medium berries,medium health,medium days,THEN,throw",-360.3000000000001,6681,-32618.430000000008,10
"IF,medium berries,low health,low days,low days,low days,THEN,throw",-24961.3,181303,-99476.33999999995,478
