,day,agent_id,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,reward,num_norms,count
0,1,0,0.15657828914457228,0.0,0.0,0.7000000000000001,7.9394697348674335,15.939469734867433,0.12526263131565782,0.0,1999
1,1,1,0.06353176588294147,0.0,0.0,0.7000000000000001,7.381190595297649,15.38119059529765,0.05082541270635318,0.0,1999
2,1,2,0.08204102051025512,0.0,0.0,0.7000000000000001,7.4922461230615305,15.49224612306153,0.0656328164082041,0.0,1999
3,1,3,0.060530265132566284,0.0,0.0,0.7000000000000001,7.3631815907953975,15.363181590795397,0.048424212106053036,0.0,1999
4,2,0,0.3945,0.1055,0.037,0.66335,9.000500000000002,24.837,0.3625,0.0,2000
5,2,1,0.2,0.038,0.017,0.6228500000000001,7.4285000000000005,22.803,0.19290000000000002,0.0,2000
6,2,2,0.2455,0.0805,0.017,0.6483500000000001,7.956500000000001,23.394,0.24905000000000002,0.0,2000
7,2,3,0.1875,0.083,0.0115,0.6498500000000001,7.623500000000001,22.833,0.18875,0.0,2000
8,3,0,0.3495,0.4175,0.1515,0.75055,9.6025,34.2655,0.47935,0.0,2000
9,3,1,0.305,0.1,0.1075,0.56005,7.4305,30.2065,0.2843,0.0,2000
10,3,2,0.343,0.318,0.085,0.6908500000000002,8.9665,32.0755,0.41365,0.0,2000
11,3,3,0.2895,0.372,0.0355,0.7232500000000001,8.9695,31.3075,0.3316,0.0,2000
12,4,0,0.358,0.6245,0.154,0.77475,9.8955,44.14,0.31895000000000007,0.0,2000
13,4,1,0.4165,0.2135,0.1085,0.5281500000000001,7.7805,37.987,0.2577,0.0,2000
14,4,2,0.363,0.514,0.0905,0.70845,9.2625,41.332,0.32245000000000007,0.0,2000
15,4,3,0.31,0.572,0.036,0.74325,9.2925,40.594,0.3269,0.0,2000
16,5,0,0.4755,0.737,0.164,0.74225,10.2755,54.3765,0.2523,0.0,2000
17,5,1,0.3645,0.456,0.1085,0.5736500000000001,7.9235,45.9105,0.3328,0.0,2000
18,5,2,0.3695,0.6915,0.098,0.7149500000000001,9.3665,50.6775,0.27345,0.0,2000
19,5,3,0.3405,0.7275,0.0385,0.73655,9.4085,49.9875,0.24875000000000003,0.0,2000
20,6,0,0.4875,0.9485,0.2005,0.7691500000000001,10.6165,64.951,0.34435000000000004,0.0,2000
21,6,1,0.216,0.7705,0.113,0.66235,7.919500000000001,53.827,0.38875,0.0,2000
22,6,2,0.374,0.8785,0.1175,0.7271500000000001,9.5155,60.145,0.29055000000000003,0.0,2000
23,6,3,0.2415,1.0235,0.0455,0.81415,9.5905,59.485,0.35305000000000003,0.0,2000
24,7,0,0.4015,1.2485,0.258,0.8491500000000001,10.9005,75.7135,0.4046,0.0,2000
25,7,1,0.225,0.9285,0.124,0.6571500000000001,7.921500000000001,61.7455,0.2708,0.0,2000
26,7,2,0.2475,1.2,0.1565,0.8200500000000001,9.6855,69.7105,0.40935000000000005,0.0,2000
27,7,3,0.229,1.2435,0.0605,0.8461500000000001,9.8355,69.1435,0.29045,0.0,2000
28,8,0,0.376,1.4765,0.3365,0.88595,11.1155,86.679,0.35005000000000003,0.0,2000
29,8,1,0.2895,1.0625,0.1525,0.6375500000000001,8.1125,69.858,0.29745,0.0,2000
30,8,2,0.2425,1.4025,0.219,0.84155,9.8705,79.443,0.30975,0.0,2000
31,8,3,0.288,1.4655,0.073,0.8793500000000001,10.5215,79.419,0.29740000000000005,0.0,2000
32,9,0,0.388,1.6755,0.421,0.90645,11.382,97.968,0.35545,0.0,2000
33,9,1,0.299,1.216,0.2055,0.6315500000000001,8.1005,77.9285,0.2853,0.0,2000
34,9,2,0.2745,1.601,0.281,0.86185,10.258,89.521,0.29925,0.0,2000
35,9,3,0.291,1.769,0.0885,0.9659500000000001,11.364,90.471,0.28645000000000004,0.0,2000
36,10,0,0.4757330637007078,1.8584428715874621,0.4494438827098079,0.9151162790697674,12.00556117290192,110.24873609706775,0.3286653185035389,0.0,1978
37,10,1,0.345565749235474,1.4021406727828747,0.20132517838939856,0.6413353720693171,8.486748216106013,87.0835881753313,0.29729867482161065,0.0,1962
38,10,2,0.354251012145749,1.7864372469635628,0.3061740890688259,0.8719129554655871,10.844635627530364,100.82591093117409,0.3329453441295547,0.0,1976
39,10,3,0.2612565445026178,2.067539267015707,0.08272251308900523,1.0405759162303665,11.973298429319371,104.07120418848167,0.32884816753926704,0.0,1910
40,11,0,0.576845298281092,2.0267947421638017,0.47269969666329625,0.9161274014155713,12.622345803842265,122.77704752275025,0.32593528816986855,0.0,1978
41,11,1,0.3318042813455658,1.6116207951070336,0.2089704383282365,0.6670234454638124,8.661060142711518,95.74464831804282,0.3279306829765546,0.0,1962
42,11,2,0.3248987854251012,2.0247975708502026,0.3350202429149798,0.9149291497975709,11.098684210526315,111.86082995951416,0.36012145748987856,0.0,1976
43,11,3,0.28272251308900526,2.2649214659685866,0.09109947643979058,1.0590052356020943,12.286387434554975,116.26335078534031,0.3018848167539267,0.0,1910
44,12,0,0.5540950455005056,2.277047522750253,0.5237613751263903,0.9662790697674418,12.987360970677452,135.65217391304347,0.3798281092012134,0.0,1978
45,12,1,0.28491335372069315,1.8588175331294596,0.2161060142711519,0.7153414882772682,8.86289500509684,104.60142711518859,0.36213047910295615,0.0,1962
46,12,2,0.298582995951417,2.26417004048583,0.36791497975708504,0.9585526315789474,11.377024291497976,123.12854251012146,0.34655870445344134,0.0,1976
47,12,3,0.2942408376963351,2.48848167539267,0.11047120418848168,1.0931413612565446,12.696858638743455,128.81256544502617,0.3273821989528796,0.0,1910
48,13,0,0.48988877654196156,2.5414560161779574,0.5925176946410515,1.0249241658240646,13.188574317492417,148.7345803842265,0.38230535894843276,0.0,1978
49,13,1,0.263506625891947,2.0570846075433233,0.2324159021406728,0.7343017329255863,8.924057084607544,113.50713557594291,0.3122324159021407,0.0,1962
50,13,2,0.2717611336032389,2.5106275303643724,0.41346153846153844,1.0064271255060728,11.694838056680162,134.6503036437247,0.34984817813765184,0.0,1976
51,13,3,0.3,2.7209424083769633,0.13664921465968585,1.1326178010471206,13.126178010471204,141.75968586387435,0.31136125654450264,0.0,1910
52,14,0,0.4914054600606673,2.756825075834176,0.6749241658240647,1.0541456016177957,13.48988877654196,162.08190091001012,0.3719919110212336,0.0,1978
53,14,1,0.2889908256880734,2.2110091743119265,0.2563710499490316,0.7266564729867483,9.000509683995922,122.4954128440367,0.2829765545361876,0.0,1962
54,14,2,0.28643724696356276,2.713056680161943,0.479251012145749,1.0278846153846153,11.997469635627528,146.4504048582996,0.3161943319838057,0.0,1976
55,14,3,0.32094240837696336,2.9785340314136124,0.15287958115183245,1.1871727748691099,13.797382198952878,155.3277486910995,0.32335078534031414,0.0,1910
