day,baseline,egalitarian,maximin,utilitarian,all_principles
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.16000000000000003,0.076,0.18900000000000003,0.155,0.119
3.0,0.6729999999999999,0.471,0.7290000000000001,0.629,0.665
4.0,0.975,0.9219999999999999,1.135,1.254,1.02
5.0,1.3790000000000002,1.418,1.619,1.9779999999999998,1.5380000000000003
6.0,1.873,2.274,2.16,2.807,2.2279999999999998
7.0,2.591,3.051,2.915,3.4899999999999998,3.098
8.0,3.5260000000000002,3.739,3.916,4.2860000000000005,3.7720000000000002
9.0,4.286,4.529,4.636,4.916,4.5
10.0,5.358308374349669,5.4037199633731925,5.591612695215792,5.970260996338666,5.628785484341962
11.0,5.85038704543166,5.977961733832417,6.030839902401816,6.63794446589035,6.130537199719361
12.0,6.483884987135346,6.697753524409952,6.708103208280011,7.392347295459285,6.810147377042535
13.0,7.276897562028747,7.495495838062652,7.567756953398001,8.09403193007954,7.614988018183299
14.0,8.134184768023196,8.20458186542472,8.477705030249028,8.800389084632885,8.362287445051543
15.0,8.85366958460477,8.892398389867376,9.146329680039464,9.505720409624704,9.048209437906266
16.0,9.907589500151456,9.970772486560655,10.167811706933406,10.695999732522456,10.253615415427781
17.0,10.40221805522263,10.610539922968005,10.780908844046124,11.339361573914477,10.813099987739834
18.0,11.065964919140049,11.338559322460407,11.44500406421705,12.065434543623528,11.451050139400898
19.0,11.872045917315672,12.086112182486287,12.252298967130772,12.778501434411817,12.257024560575985
20.0,12.641507982987886,12.773026917878077,13.051658242176476,13.453302157042092,13.068782387662715
21.0,13.360140800358977,13.510387630962414,13.723360280817278,14.170058065127595,13.76391059894153
22.0,14.471321934462578,14.631419835329076,14.788242967892991,15.396178750905598,14.892920457595451
23.0,15.020631031252847,15.25545848583381,15.387580305812712,16.04636820995088,15.531767541265415
24.0,15.672684221356299,15.988705713498792,16.0941198448142,16.740717070839054,16.18065230475454
25.0,16.45251304548004,16.755919369507332,16.902501468503512,17.451566354792163,16.951567689941534
26.0,17.338182151901233,17.435887283907647,17.65953478212246,18.12622140550217,17.747855775737282
27.0,18.04270111850298,18.12283052538724,18.4184661925681,18.782695085512845,18.461476676014513
28.0,19.05161876100749,19.265076146642688,19.373017529189518,19.927045484533394,19.525724380813365
29.0,19.66613016829519,19.955714852279176,19.96245959211069,20.65208711382704,20.169429345791357
30.0,20.311911119779055,20.627216105309497,20.701153779005416,21.372539045985107,20.83875683989744
31.0,21.09307264932803,21.345065632796526,21.431566263696336,22.031497047357355,21.57881346694361
32.0,21.82914648060174,22.05100830064639,22.191729905430385,22.732699329328188,22.366138976614
33.0,22.58013338558351,22.709845131532532,22.967688854095243,23.472283708952425,23.120782638254635
34.0,23.679441426327713,23.831769333433765,24.075632316571326,24.575965428883087,24.15959734272245
35.0,24.32747063777446,24.51800557184397,24.790927549957214,25.21102051664667,24.758155476635928
36.0,25.05462186539433,25.22884070428232,25.499259743583966,25.96415878727577,25.461074665018522
37.0,25.767469133035675,25.955784039091075,26.193836564938593,26.64040749910763,26.270829137959808
38.0,26.52908289601386,26.657685065683356,26.95925004140748,27.3322515354687,27.056475296353778
39.0,27.319937372729854,27.41229197553038,27.731660390207715,28.099119878758945,27.832904527835563
40.0,28.20944017229666,28.40952888716399,28.682644795858096,29.052438372529064,28.847179231536465
41.0,28.85238992960436,29.095937859777287,29.38790038467326,29.726879657821918,29.492513750847564
42.0,29.58061310292044,29.760534528265097,30.03405112158754,30.42350741337656,30.220841945713204
43.0,30.312112572247244,30.52332652039619,30.833894786845686,31.077012162914027,30.96218942181097
44.0,31.173191281277838,31.18767914715302,31.578593255293203,31.798793910411163,31.735473930561778
45.0,31.995009007501228,31.92897885102891,32.38791614300627,32.644723171781436,32.45374176613125
46.0,32.850581221095425,32.91844920814285,33.37899659803244,33.697699538097005,33.42515943861143
47.0,33.50385415875475,33.63457673536648,33.99929842298398,34.33910588224442,34.2058501159231
48.0,34.19986986938329,34.34835780727766,34.752529646301106,35.04668993619234,34.91938994107946
49.0,34.98289907635447,34.99456588008667,35.42708780737493,35.758078478519266,35.706021134633986
50.0,35.70424855669328,35.65158682656403,36.14915146491991,36.49110762206411,36.45532431068042
51.0,36.49372060112912,36.44793532873294,36.977275874648015,37.405007910632655,37.18387372382109
52.0,37.46908492339732,37.5302495148194,38.014356688256186,38.23420869971164,38.097082581780164
53.0,38.11041276387873,38.22432000702571,38.71685549151369,38.93718499704928,38.81016454845985
54.0,38.83048604098077,38.92289894874298,39.480917200942656,39.616167589369425,39.504626135981006
55.0,39.52114951442566,39.61542053297804,40.18482705666971,40.34637500254777,40.262681186445235
56.0,40.26409094331267,40.35932976814903,40.92549347853624,41.08581887927668,41.07651134975377
57.0,40.99409996191987,41.13860229209927,41.76407088283647,41.88367008812777,41.80631237775562
58.0,41.984849046574936,42.11632174401325,42.63155721903757,42.73207086017658,42.76098693938004
59.0,42.60960425238541,42.79734241453717,43.3623253320729,43.37357310568497,43.421795720562734
60.0,43.31069832870764,43.46325590888225,44.09417235725037,44.04227586736813,44.104078035706515
61.0,44.02614097747352,44.16097589502018,44.8031300356723,44.868432768414486,44.87016752112232
62.0,44.84347789866334,44.89363717832835,45.50008742295401,45.53747227631558,45.651899805805556
63.0,45.621436119379666,45.73731979019557,46.39588677814792,46.356475504418064,46.38645915382591
64.0,46.56000439846704,46.62964028203846,47.35064996914532,47.28276671111452,47.236345801427895
65.0,47.167563149344524,47.276788514973404,48.0345938916498,47.965282280902166,47.94734091261392
66.0,47.9332107894551,47.96308301310667,48.783498435100384,48.66246880071248,48.6990902264289
67.0,48.581876893136084,48.609659020490525,49.49403844438164,49.41944688509531,49.49722240923081
68.0,49.351939054065646,49.394951537799265,50.21339196418507,50.159851463470815,50.26793909220408
69.0,50.11679005600429,50.14859051005456,51.07555380344338,50.8829610791685,50.99110810889282
70.0,51.00668748256846,50.93838632259534,51.93289035738515,51.823260392528,51.78278140501434
71.0,51.66261477146201,51.64520652265501,52.626167119649324,52.59388793231713,52.463703018076
72.0,52.373707779256044,52.2991580171985,53.37243545578105,53.3330104124934,53.23591449138672
73.0,53.10157400550091,53.05247977243935,54.08360428573571,54.06766488850361,53.94197611522389
74.0,53.920106577271525,53.762585087509045,54.810622533182986,54.83146500289457,54.75486524715926
75.0,54.65639833065906,54.54319483601845,55.764204031851364,55.63486390639533,55.60391387215374
76.0,55.5766589254774,55.34507939836739,56.58624323282474,56.44114242930155,56.47714267696908
77.0,56.304498608232116,56.04378285507167,57.32080794052912,57.1275906721294,57.144614791101745
78.0,57.06953728597739,56.723414797149516,58.019209931935414,57.82166720921906,57.880378439133324
79.0,57.71823976556665,57.389007622651626,58.69325091199309,58.53191958908633,58.62702267593043
80.0,58.40098053871799,58.20368268551162,59.521404791538785,59.31004720205736,59.43198639740931
81.0,59.16401385496121,59.04104692131935,60.33640469789894,60.01943354963182,60.27130933230235
82.0,60.10296142545229,59.80707112258317,61.16783804396107,60.887080462072845,61.080076597348146
83.0,60.71933467607782,60.50928477476107,61.9154149717227,61.535401952117944,61.73807484064376
84.0,61.55876098454475,61.17962260856237,62.684193275510275,62.3076451558005,62.46743444080624
85.0,62.25613377201033,61.87995671514266,63.44449771193933,63.094538445266124,63.173301483742264
86.0,62.92686390452246,62.65805648848166,64.12915932440735,63.85603816324343,63.92563125859023
87.0,63.783725698112505,63.38668353282027,64.96880010359831,64.57152842926943,64.66452247912937
88.0,64.65204959557956,64.22461397239594,65.9405563401618,65.46069159184334,65.58900891946962
89.0,65.3342423645214,64.90920628517779,66.6140485346973,66.15911762158322,66.30090330361382
90.0,65.97134256465775,65.66615996609342,67.26161751637233,66.84685075929187,67.07535838665689
91.0,66.74735190279267,66.39126199525,68.04252185618813,67.63745721942998,67.83424329782302
92.0,67.4524964031867,67.079252175464,68.73416064846921,68.3620773886436,68.53498572075232
93.0,68.33168930961807,67.86511145109645,69.68043039662973,69.20393045795296,69.35238593096226
94.0,69.14149467858815,68.65458815238802,70.50636957349008,69.986558911734,70.24138763326106
95.0,69.72767517609756,69.362651016482,71.19134557907788,70.63704648700244,71.02135312778839
96.0,70.54608821732674,70.05389852179007,71.84622641537585,71.36587222380949,71.78474665047239
97.0,71.27523511453316,70.80473080912498,72.59788633242046,72.12383133741191,72.56000616351845
98.0,71.96167346088514,71.5291419080549,73.31239757900033,72.7668839563546,73.25964967844277
99.0,72.73706905069422,72.39836970444853,74.19927306164483,73.62858194730352,74.12250625140032
100.0,73.45672331593273,73.1696432411377,75.14609841160721,74.48812359717131,74.95058949257066
101.0,74.10465804170599,73.85010123640197,75.8085185664646,75.22861870299334,75.65646161963843
102.0,74.86642579455868,74.47299502465555,76.54039568268294,76.00140222932406,76.40595299174382
103.0,75.476530198145,75.13236156524901,77.24771721929233,76.78989370517111,77.124786560869
104.0,76.21155085452814,75.91442951267675,77.95480243059815,77.49589545711108,77.8881796541378
