      Multiple Comparison of Means - Tukey HSD, FWER=0.01       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0681 0.1131 -0.1561  0.0198  False
     average  egalitarian  -0.0364 0.8285 -0.1244  0.0515  False
     average majoritarian  -0.3189    0.0 -0.4069  -0.231   True
     average      maximin   0.0013    1.0 -0.0866  0.0893  False
     average     optimist  -0.1802    0.0 -0.2681 -0.0922   True
     average  utilitarian  -0.2301    0.0  -0.318 -0.1421   True
     average         veto  -0.0789 0.0336 -0.1668  0.0091  False
    baseline  egalitarian   0.0317 0.9095 -0.0562  0.1196  False
    baseline majoritarian  -0.2508    0.0 -0.3388 -0.1629   True
    baseline      maximin   0.0694 0.0989 -0.0185  0.1574  False
    baseline     optimist  -0.1121 0.0002    -0.2 -0.0241   True
    baseline  utilitarian   -0.162    0.0 -0.2499  -0.074   True
    baseline         veto  -0.0107 0.9999 -0.0987  0.0772  False
 egalitarian majoritarian  -0.2825    0.0 -0.3705 -0.1946   True
 egalitarian      maximin   0.0377 0.8008 -0.0502  0.1257  False
 egalitarian     optimist  -0.1437    0.0 -0.2317 -0.0558   True
 egalitarian  utilitarian  -0.1937    0.0 -0.2816 -0.1057   True
 egalitarian         veto  -0.0424 0.6858 -0.1304  0.0455  False
majoritarian      maximin   0.3203    0.0  0.2323  0.4082   True
majoritarian     optimist   0.1388    0.0  0.0508  0.2267   True
majoritarian  utilitarian   0.0889 0.0087  0.0009  0.1768   True
majoritarian         veto   0.2401    0.0  0.1521   0.328   True
     maximin     optimist  -0.1815    0.0 -0.2694 -0.0935   True
     maximin  utilitarian  -0.2314    0.0 -0.3193 -0.1434   True
     maximin         veto  -0.0802 0.0285 -0.1681  0.0078  False
    optimist  utilitarian  -0.0499  0.481 -0.1378   0.038  False
    optimist         veto   0.1013 0.0013  0.0134  0.1892   True
 utilitarian         veto   0.1512    0.0  0.0633  0.2391   True
----------------------------------------------------------------
