      Multiple Comparison of Means - Tukey HSD, FWER=0.01       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0694    0.0  0.0493  0.0895   True
     average  egalitarian   0.0928    0.0  0.0727  0.1129   True
     average majoritarian   0.1082    0.0  0.0881  0.1283   True
     average      maximin   0.0527    0.0  0.0326  0.0729   True
     average     optimist    0.112    0.0  0.0919  0.1321   True
     average  utilitarian   0.0159 0.0981 -0.0042   0.036  False
     average         veto    0.063    0.0  0.0429  0.0831   True
    baseline  egalitarian   0.0234 0.0011  0.0033  0.0435   True
    baseline majoritarian   0.0388    0.0  0.0187  0.0589   True
    baseline      maximin  -0.0167 0.0677 -0.0368  0.0034  False
    baseline     optimist   0.0425    0.0  0.0224  0.0627   True
    baseline  utilitarian  -0.0535    0.0 -0.0736 -0.0334   True
    baseline         veto  -0.0064 0.9526 -0.0265  0.0137  False
 egalitarian majoritarian   0.0154 0.1244 -0.0048  0.0355  False
 egalitarian      maximin  -0.0401    0.0 -0.0602   -0.02   True
 egalitarian     optimist   0.0191 0.0179  -0.001  0.0392  False
 egalitarian  utilitarian  -0.0769    0.0  -0.097 -0.0568   True
 egalitarian         veto  -0.0298    0.0 -0.0499 -0.0097   True
majoritarian      maximin  -0.0554    0.0 -0.0755 -0.0353   True
majoritarian     optimist   0.0038 0.9979 -0.0163  0.0239  False
majoritarian  utilitarian  -0.0923    0.0 -0.1124 -0.0722   True
majoritarian         veto  -0.0451    0.0 -0.0653  -0.025   True
     maximin     optimist   0.0592    0.0  0.0391  0.0793   True
     maximin  utilitarian  -0.0369    0.0  -0.057 -0.0168   True
     maximin         veto   0.0103 0.6164 -0.0098  0.0304  False
    optimist  utilitarian  -0.0961    0.0 -0.1162  -0.076   True
    optimist         veto  -0.0489    0.0  -0.069 -0.0288   True
 utilitarian         veto   0.0471    0.0   0.027  0.0673   True
----------------------------------------------------------------
