        Multiple Comparison of Means - Tukey HSD, FWER=0.05        
===================================================================
   group1       group2    meandiff p-adj    lower    upper   reject
-------------------------------------------------------------------
     average     baseline  -47.049    0.0  -68.7999 -25.2981   True
     average  egalitarian  -25.199 0.0106  -46.9499  -3.4481   True
     average majoritarian  -93.896    0.0 -115.6469 -72.1451   True
     average      maximin   -2.597    1.0  -24.3479  19.1539  False
     average     optimist  -56.774    0.0  -78.5249 -35.0231   True
     average  utilitarian  -48.084    0.0  -69.8349 -26.3331   True
     average         veto  -15.372 0.3874  -37.1229   6.3789  False
    baseline  egalitarian    21.85  0.048    0.0991  43.6009   True
    baseline majoritarian  -46.847    0.0  -68.5979 -25.0961   True
    baseline      maximin   44.452    0.0   22.7011  66.2029   True
    baseline     optimist   -9.725 0.8772  -31.4759  12.0259  False
    baseline  utilitarian   -1.035    1.0  -22.7859  20.7159  False
    baseline         veto   31.677 0.0003    9.9261  53.4279   True
 egalitarian majoritarian  -68.697    0.0  -90.4479 -46.9461   True
 egalitarian      maximin   22.602  0.035    0.8511  44.3529   True
 egalitarian     optimist  -31.575 0.0003  -53.3259  -9.8241   True
 egalitarian  utilitarian  -22.885  0.031  -44.6359  -1.1341   True
 egalitarian         veto    9.827 0.8711  -11.9239  31.5779  False
majoritarian      maximin   91.299    0.0   69.5481 113.0499   True
majoritarian     optimist   37.122    0.0   15.3711  58.8729   True
majoritarian  utilitarian   45.812    0.0   24.0611  67.5629   True
majoritarian         veto   78.524    0.0   56.7731 100.2749   True
     maximin     optimist  -54.177    0.0  -75.9279 -32.4261   True
     maximin  utilitarian  -45.487    0.0  -67.2379 -23.7361   True
     maximin         veto  -12.775 0.6334  -34.5259   8.9759  False
    optimist  utilitarian     8.69 0.9289  -13.0609  30.4409  False
    optimist         veto   41.402    0.0   19.6511  63.1529   True
 utilitarian         veto   32.712 0.0001   10.9611  54.4629   True
-------------------------------------------------------------------
