agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,1,10,1,0,0,0,5.000000000000001,65,2,-1.1,3,1
1,1,118,0,18,1,0,0,786,2,-1.1,18,18
2,1,200,0,38,0,3.7,37,4356,1,1.8,22,38
3,1,16,0,1,0,0,0,87,2,-1.1,7,1
0,2,200,0,42,0,6,60.00000000000009,6246,0,1,17,42
1,2,9,0,0,0,0,0,36,0,-1,3,0
2,2,200,2,36,0,2.3999999999999897,35.99999999999989,3594,0,1.8,19,38
3,2,21,0,2,0,0,0,120,3,-1.1,11,2
0,3,200,1,37,7,2.9999999999999893,35.99999999999989,4242,0,1.8,32,38
1,3,200,0,39,2,4.199999999999991,41.99999999999991,5796,0,1,28,39
2,3,9,1,0,0,0,5.000000000000001,41,0,-0.2,5,1
3,3,69,0,10,3,0,0,534,3,-1.1,18,10
0,4,200,1,44,0,7.200000000000024,78.00000000000023,7884,0,1.8,21,45
1,4,15,1,1,0,0,5.000000000000002,80,0,-0.2,7,2
2,4,200,1,40,0,4.800000000000012,54.000000000000114,6564,0,1,20,41
3,4,33,0,4,1,0,0,234,3,-1.1,15,4
0,5,200,0,45,0,7.800000000000024,78.00000000000023,8382,0,1,16,45
1,5,21,0,2,0,0,0,120,2,-1.1,10,2
2,5,200,1,43,0,6.600000000000024,72.00000000000023,8556,0,1,18,44
3,5,27,1,3,1,0,5.000000000000001,194,0,-1,11,4
0,6,200,1,41,0,5.400000000000017,60.00000000000016,7908,0,1,14,42
1,6,9,0,0,0,0,0,36,1,-1.1,5,0
2,6,9,1,0,1,0,5.000000000000001,47,0,-0.2,6,1
3,6,51,0,7,1,0,0,333,3,-1.1,9,7
0,7,15,1,1,2,0,5.000000000000002,92,0,-1,8,2
1,7,50,1,7,3,0,5.999999999999986,609,2,-1.1,17,8
2,7,200,0,40,0,4.8,47.99999999999999,5496,0,1,18,40
3,7,21,0,2,1,0,0,120,1,-1.1,12,2
0,8,200,0,36,6,2.4,24,3084,1,1.8,33,36
1,8,200,1,34,5,1.1999999999999909,17.999999999999908,3828,0,1,28,35
2,8,200,0,39,2,4.199999999999992,41.99999999999992,4962,0,1,23,39
3,8,15,0,1,0,0,0,63,3,-1.1,8,1
0,9,9,1,0,0,0,5.000000000000001,47,2,-1.1,6,1
1,9,33,1,4,0,0,5.000000000000002,239,0,-1,16,5
2,9,21,0,2,0,0,0,102,1,-1.1,13,2
3,9,140,2,22,0,0,11.999999999999975,1596,0,-0.2,14,24
0,10,200,0,36,8,2.3999999999999875,23.999999999999872,4248,0,1,31,36
1,10,200,1,37,2,2.9999999999999885,35.999999999999886,4650,0,1.8,26,38
2,10,200,0,37,0,2.9999999999999862,29.99999999999986,5970,0,1,25,37
3,10,15,0,1,1,0,0,75,0,-1,7,1
0,11,200,0,39,5,4.200000000000009,42.000000000000085,5484,0,1,23,39
1,11,44,0,6,4,0,0,426,2,-1.1,18,6
2,11,200,0,40,0,4.800000000000003,48.00000000000003,6444,0,1,17,40
3,11,21,0,2,2,0,0,114,2,-1.1,13,2
0,12,200,1,45,0,7.800000000000018,84.00000000000017,8478,0,1.8,17,46
