,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
473,0,1,200,1,40,2,4.899999999999995,54.99999999999994,5538.0,0,1.8,,41
474,1,1,200,0,38,0,3.699999999999987,36.999999999999865,5832.0,0,1.0,,38
164,2,1,45,1,6,3,0.0,5.999999999999998,402.0,0,-1.0,,7
131,3,1,34,0,4,0,0.0,0.0,138.0,2,-1.1,,4
597,0,2,33,2,4,0,0.0,11.000000000000004,245.0,3,-1.1,,6
610,1,2,39,0,5,0,0.0,0.0,249.0,1,-1.1,,5
577,2,2,26,1,3,3,0.0,5.999999999999995,267.0,0,-1.0,,4
629,3,2,57,1,8,3,0.0,5.000000000000004,377.0,0,-0.1999999999999999,,9
1236,0,3,200,0,40,6,4.799999999999996,47.99999999999996,6546.0,0,1.0,,40
1237,1,3,200,1,39,0,4.199999999999996,47.99999999999995,5292.0,0,1.0,,40
1238,2,3,200,1,39,7,4.1999999999999895,47.999999999999886,5592.0,1,1.8,,40
665,3,3,9,0,0,0,0.0,0.0,36.0,2,-1.1,,0
1507,0,4,200,1,42,0,6.000000000000007,66.00000000000006,6180.0,0,1.8,,43
1320,1,4,21,0,2,0,0.0,0.0,114.0,3,-1.1,,2
1321,2,4,21,1,2,2,0.0,5.000000000000001,173.0,0,-1.0,,3
1334,3,4,27,0,3,2,0.0,0.0,189.0,3,-1.1,,3
1960,0,5,200,0,39,3,4.199999999999995,41.99999999999994,5430.0,0,1.0,,39
1613,1,5,27,0,3,0,0.0,0.0,123.0,0,-1.0,,3
1614,2,5,27,1,3,3,0.0,5.000000000000001,164.0,0,-1.0,,4
1961,3,5,200,2,35,2,1.79999999999999,29.9999999999999,3744.0,1,1.8,,37
2568,0,6,200,1,40,5,4.799999999999997,53.999999999999964,4950.0,0,1.0,,41
1995,1,6,9,0,0,0,0.0,0.0,36.0,4,-1.1,,0
2569,2,6,200,1,36,35,2.3999999999999884,29.999999999999883,4074.0,4,1.1,,37
2570,3,6,200,1,39,35,4.199999999999988,47.99999999999987,5478.0,0,1.0,,40
2603,0,7,9,2,0,0,0.0,11.0,77.0,3,-1.1,,2
2617,1,7,15,0,1,0,0.0,0.0,63.0,0,-1.0,,1
2605,2,7,9,0,0,0,0.0,0.0,36.0,4,-1.1,,0
2618,3,7,15,1,1,0,0.0,5.000000000000002,80.0,0,-0.1999999999999999,,2
2857,0,8,200,0,42,0,6.000000000000021,60.00000000000021,7716.0,0,1.0,,42
2671,1,8,15,0,1,0,0.0,0.0,69.0,3,-1.1,,1
2653,2,8,9,2,0,0,0.0,11.0,119.0,4,-1.1,,2
2672,3,8,15,0,1,0,0.0,0.0,69.0,3,-1.1,,1
2890,0,9,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,,1
2909,1,9,15,0,1,0,0.0,0.0,69.0,1,-1.1,,1
3108,2,9,200,1,39,0,4.199999999999999,47.99999999999999,5934.0,0,1.0,,40
2935,3,9,27,1,3,1,0.0,5.000000000000002,152.0,0,-0.1999999999999999,,4
3141,0,10,9,2,0,0,0.0,11.0,107.0,4,-1.1,,2
3220,1,10,39,0,5,0,0.0,0.0,237.0,1,-1.1,,5
3382,2,10,200,0,36,1,2.3999999999999937,23.999999999999936,2616.0,0,1.0,,36
3195,3,10,26,1,3,1,0.0,5.999999999999997,213.0,0,-0.1999999999999999,,4
3439,0,11,15,0,1,1,0.0,0.0,93.0,0,-1.0,,1
3834,1,11,200,0,35,0,1.7999999999999878,17.999999999999876,3810.0,0,1.0,,35
3835,2,11,200,2,37,2,2.9999999999999862,41.99999999999986,5304.0,0,1.8,,39
3511,3,11,38,0,5,4,0.0,0.0,327.0,0,-1.0,,5
4240,0,12,200,1,40,1,4.800000000000004,54.00000000000004,5448.0,0,1.8,,41
3941,1,12,27,0,3,0,0.0,0.0,141.0,3,-1.1,,3
4162,2,12,122,2,19,5,0.0,11.999999999999966,1431.0,0,-0.1999999999999999,,21
4030,3,12,56,2,8,6,0.0,11.999999999999991,558.0,4,-1.1,,10
4533,0,13,200,0,42,0,6.00000000000002,60.0000000000002,8004.0,1,1.8,,42
4347,1,13,33,0,4,0,0.0,0.0,168.0,3,-1.1,,4
4275,2,13,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,,1
4384,3,13,51,0,7,0,0.0,0.0,285.0,2,-1.1,,7
4830,0,14,75,0,11,2,0.0,0.0,531.0,0,-1.0,,11
4867,1,14,87,0,13,0,0.0,0.0,627.0,1,-1.1,,13
5094,2,14,200,1,37,9,2.999999999999992,35.999999999999915,4290.0,0,1.8,,38
5095,3,14,200,0,33,8,0.5999999999999962,5.999999999999962,2154.0,0,1.0,,33
5352,0,15,200,1,42,0,6.000000000000013,66.00000000000013,6006.0,0,1.8,,43
5148,1,15,15,0,1,0,0.0,0.0,57.0,3,-1.1,,1
5185,2,15,33,1,4,0,0.0,5.000000000000001,269.0,0,-1.0,,5
5131,3,15,9,0,0,0,0.0,0.0,36.0,0,-1.0,,0
6013,0,16,200,0,35,4,1.7999999999999927,17.999999999999925,2568.0,0,1.0,,35
6014,1,16,200,0,40,0,4.799999999999993,47.99999999999992,4200.0,1,1.8,,40
6015,2,16,200,1,33,9,0.5999999999999984,11.999999999999984,2442.0,0,1.0,,34
5604,3,16,63,0,9,6,0.0,0.0,513.0,2,-1.1,,9
6456,0,17,200,1,45,1,7.800000000000013,84.00000000000013,8058.0,1,1.8,,46
6122,1,17,33,0,4,0,0.0,0.0,180.0,0,-1.0,,4
6050,2,17,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,,1
6457,3,17,200,1,33,0,0.6000000000000011,12.00000000000001,2376.0,0,1.0,,34
7076,0,18,200,0,38,7,3.5999999999999908,35.99999999999991,3594.0,0,1.0,,38
6539,1,18,21,0,2,0,0.0,0.0,102.0,0,-1.0,,2
7077,2,18,200,1,37,31,2.999999999999991,35.99999999999991,3438.0,0,1.8,,38
7078,3,18,200,1,37,29,2.9999999999999867,35.999999999999865,4740.0,0,1.8,,38
7781,0,19,200,0,35,6,1.7999999999999954,17.999999999999954,2124.0,0,1.0,,35
7782,1,19,200,0,37,0,2.9999999999999925,29.99999999999992,4728.0,0,1.0,,37
7734,2,19,176,2,28,17,0.0,11.99999999999996,2274.0,0,-0.1999999999999999,,30
7590,3,19,128,0,20,11,0.0,0.0,1464.0,4,-1.1,,20
8389,0,20,200,0,41,3,5.400000000000011,54.00000000000011,7650.0,0,1.0,,41
8390,1,20,200,1,38,0,3.5999999999999868,41.999999999999865,4458.0,0,1.0,,39
8391,2,20,200,1,37,2,2.999999999999994,35.999999999999936,3048.0,0,1.0,,38
7818,3,20,9,1,0,0,0.0,5.000000000000001,47.0,0,-1.0,,1
8845,0,21,200,0,41,2,5.400000000000011,54.00000000000011,5136.0,0,1.0,,41
8767,1,21,122,1,19,0,0.0,5.999999999999932,1803.0,0,-0.1999999999999999,,20
8661,2,21,69,1,10,3,0.0,5.000000000000003,491.0,0,-1.0,,11
8643,3,21,63,0,9,1,0.0,0.0,411.0,0,-1.0,,9
8958,0,22,45,0,6,0,0.0,0.0,294.0,1,-1.1,,6
8898,1,22,15,0,1,0,0.0,0.0,75.0,3,-1.1,,1
8880,2,22,9,2,0,0,0.0,11.0,83.0,4,-1.1,,2
8989,3,22,75,0,11,0,0.0,0.0,507.0,0,-1.0,,11
9234,0,23,200,1,42,0,6.000000000000007,66.00000000000006,6726.0,0,1.8,,43
9023,1,23,9,0,0,0,0.0,0.0,36.0,0,-1.0,,0
