      Multiple Comparison of Means - Tukey HSD, FWER=0.01       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -2.3795    0.0 -3.7347 -1.0243   True
     average  egalitarian  -0.3745  0.978 -1.7297  0.9807  False
     average majoritarian  -4.8747    0.0   -6.23 -3.5195   True
     average      maximin   0.2185 0.9992 -1.1367  1.5737  False
     average     optimist  -2.1265    0.0 -3.4817 -0.7713   True
     average  utilitarian   -3.204    0.0 -4.5592 -1.8488   True
     average         veto   -0.736 0.5402 -2.0912  0.6192  False
    baseline  egalitarian    2.005    0.0  0.6498  3.3602   True
    baseline majoritarian  -2.4952    0.0 -3.8505   -1.14   True
    baseline      maximin    2.598    0.0  1.2428  3.9532   True
    baseline     optimist    0.253  0.998 -1.1022  1.6082  False
    baseline  utilitarian  -0.8245 0.3854 -2.1797  0.5307  False
    baseline         veto   1.6435 0.0005  0.2883  2.9987   True
 egalitarian majoritarian  -4.5003    0.0 -5.8555  -3.145   True
 egalitarian      maximin    0.593 0.7839 -0.7622  1.9482  False
 egalitarian     optimist   -1.752 0.0001 -3.1072 -0.3968   True
 egalitarian  utilitarian  -2.8295    0.0 -4.1847 -1.4743   True
 egalitarian         veto  -0.3615 0.9821 -1.7167  0.9937  False
majoritarian      maximin   5.0933    0.0   3.738  6.4485   True
majoritarian     optimist   2.7482    0.0   1.393  4.1035   True
majoritarian  utilitarian   1.6707 0.0004  0.3155   3.026   True
majoritarian         veto   4.1387    0.0  2.7835   5.494   True
     maximin     optimist   -2.345    0.0 -3.7002 -0.9898   True
     maximin  utilitarian  -3.4225    0.0 -4.7777 -2.0673   True
     maximin         veto  -0.9545 0.2022 -2.3097  0.4007  False
    optimist  utilitarian  -1.0775 0.0939 -2.4327  0.2777  False
    optimist         veto   1.3905 0.0072  0.0353  2.7457   True
 utilitarian         veto    2.468    0.0  1.1128  3.8232   True
----------------------------------------------------------------
