,day,agent_id,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,reward,num_norms,count
0,1.0,0.0,0.07653826913456728,0.0,0.0,0.7000000000000001,7.459229614807404,15.459229614807404,0.06123061530765383,1.0,1999
1,1.0,1.0,0.03151575787893947,0.0,0.0,0.7000000000000001,7.189094547273637,15.189094547273637,0.02521260630315158,1.0,1999
2,1.0,2.0,0.02801400700350175,0.0,0.0,0.7000000000000001,7.16808404202101,15.168084042021011,-0.02431215607803902,1.0,1999
3,1.0,3.0,0.0025012506253126563,0.0,0.0,0.7000000000000001,7.0150075037518755,15.015007503751876,-0.09004502251125562,1.0,1999
4,2.0,0.0,0.235,0.063,0.017,0.6378500000000001,7.788500000000001,23.211,0.23510000000000003,1.2045,2000
5,2.0,1.0,0.111,0.035,0.0065,0.6210500000000001,6.876500000000001,22.008,0.1102,1.245,2000
6,2.0,2.0,0.1095,0.0325,0.0075,0.61955,6.852500000000001,21.972,0.10595,1.6305,2000
7,2.0,3.0,0.039,0.0035,0.002,0.6021500000000001,6.2555000000000005,21.255,0.032100000000000004,1.9395,2000
8,3.0,0.0,0.2805,0.252,0.0815,0.6512500000000001,8.1955,31.2955,0.3605,1.688,2000
9,3.0,1.0,0.154,0.172,0.0425,0.6032500000000001,6.956500000000001,28.7545,0.19560000000000002,1.7145,2000
10,3.0,2.0,0.198,0.1305,0.037,0.5783500000000001,6.971500000000001,28.8655,0.22815000000000002,2.1125,2000
11,3.0,3.0,0.107,0.056,0.019,0.5336500000000001,5.978500000000001,27.1465,0.1096,2.4275,2000
12,4.0,0.0,0.351,0.4035,0.084,0.6421500000000001,8.5275,39.823,0.29045000000000004,2.5835,2000
13,4.0,1.0,0.253,0.251,0.043,0.5506500000000001,7.0245,35.776,0.19695000000000001,2.665,2000
14,4.0,2.0,0.284,0.262,0.037,0.5572500000000001,7.2765,36.142,0.2707,3.075,2000
15,4.0,3.0,0.207,0.1125,0.0195,0.4675500000000001,5.917500000000001,33.046,0.15990000000000001,3.4105,2000
16,5.0,0.0,0.3645,0.5755,0.0875,0.64535,8.6405,48.4635,0.27255,3.126,2000
17,5.0,1.0,0.295,0.388,0.044,0.53285,7.0985000000000005,42.8715,0.23965,3.2545,2000
18,5.0,2.0,0.349,0.389,0.037,0.5334500000000001,7.4285,43.5675,0.23545000000000002,3.666,2000
19,5.0,3.0,0.2935,0.2015,0.02,0.4209500000000001,5.970500000000001,39.0045,0.1937,4.017,2000
20,6.0,0.0,0.247,0.886,0.089,0.7316500000000001,8.7985,57.256,0.3995,3.522,2000
21,6.0,1.0,0.2625,0.587,0.045,0.5522500000000001,7.097500000000001,49.969,0.28135000000000004,3.721,2000
22,6.0,2.0,0.2125,0.663,0.037,0.5978500000000001,7.253500000000001,50.821,0.3139,4.2005,2000
23,6.0,3.0,0.348,0.322,0.0215,0.3932500000000001,6.020500000000001,45.019,0.2136,4.5515,2000
24,7.0,0.0,0.203,1.0975,0.0945,0.7585500000000001,8.8035,66.0535,0.30219999999999997,3.774,2000
25,7.0,1.0,0.1545,0.832,0.0485,0.5992500000000001,6.919500000000001,56.8735,0.30225,4.037,2000
26,7.0,2.0,0.168,0.8655,0.04,0.6193500000000002,7.201500000000001,58.0195,0.2787,4.5145,2000
27,7.0,3.0,0.39,0.439,0.0225,0.3634500000000001,5.974500000000001,50.9815,0.18460000000000001,4.866,2000
28,8.0,0.0,0.2385,1.266,0.1105,0.75965,9.0275,75.045,0.29819999999999997,4.0215,2000
29,8.0,1.0,0.1685,0.993,0.056,0.5958500000000001,6.969500000000001,63.765,0.2445,4.324,2000
30,8.0,2.0,0.1595,1.022,0.055,0.6132500000000001,7.089500000000001,65.085,0.248,4.846,2000
31,8.0,3.0,0.239,0.7005,0.032,0.4203500000000001,5.637500000000001,56.577,0.2721,5.323,2000
32,9.0,0.0,0.2435,1.4585,0.155,0.7765500000000001,9.2155,84.1915,0.30985,4.4725,2000
33,9.0,1.0,0.163,1.1715,0.082,0.6115000000000002,7.046500000000001,70.6825,0.1575,4.778,2000
34,9.0,2.0,0.1895,1.1665,0.0785,0.6061500000000001,7.167500000000001,72.2045,0.19265000000000002,5.3155,2000
35,9.0,3.0,0.082,0.95,0.0475,0.48610000000000014,5.327000000000001,61.82,0.0776,5.905,2000
36,10.0,0.0,0.29766734279918866,1.6262677484787018,0.1577079107505071,0.7758113590263692,9.544117647058824,94.32758620689656,0.28590263691683576,5.129817444219067,1972
37,10.0,1.0,0.20940404592673592,1.3548387096774193,0.07709130672498633,0.6129579004920722,7.386003280481138,80.92564242755604,0.1757244395844724,5.493712411153636,1829
38,10.0,2.0,0.20309168443496803,1.3757995735607675,0.07942430703624734,0.6255330490405119,7.473880597014927,81.84861407249467,0.23118336886993607,6.031449893390192,1876
