Metric,Test Name,Value,Type
gini_days_mean,average,0.2964032941516359,Minimum
gini_days_median,optimist,0.2352216748768472,Minimum
gini_days_stdev,average,0.11117456735096765,Minimum
gini_berries_mean,average,0.3597422772164525,Minimum
gini_berries_median,optimist,0.28515625,Minimum
gini_berries_stdev,average,0.12405469764838689,Minimum
min_days_mean,majoritarian,34.684,Maximum
min_days_median,average,21.0,Maximum
min_days_stdev,optimist,19.404921204863655,Minimum
min_berries_mean,majoritarian,5.035,Maximum
min_berries_median,average,3.0,Maximum
min_berries_stdev,optimist,3.1851053194354337,Minimum
max_days_mean,veto,199.187,Maximum
max_days_median,average,200.0,Maximum
max_days_stdev,veto,11.548653705190162,Minimum
max_berries_mean,veto,46.566,Maximum
max_berries_median,veto,47.0,Maximum
max_berries_stdev,majoritarian,4.472348589041545,Minimum
total_days_mean,optimist,512.099,Maximum
total_days_median,optimist,609.0,Maximum
total_days_stdev,veto,126.50104409908306,Minimum
total_berries_mean,optimist,103.925,Maximum
total_berries_median,optimist,114.0,Maximum
total_berries_stdev,veto,26.325160932045563,Minimum
episode_length_mean,optimist,128.02475,Maximum
episode_length_median,average,200.0,Maximum
episode_length_stdev,veto,81.22351286733803,Minimum
most_common,optimist,9.0,
