day,baseline,utilitarian,maximin,egalitarian,average,majoritarian,veto,optimist
1.0,7.612612612612613,7.654654654654655,7.618618618618618,7.654654654654655,7.606606606606607,7.654654654654655,7.642642642642643,7.6006006006006
2.0,8.905,8.017000000000001,8.155000000000001,8.509000000000002,8.047,8.509,8.257,8.299000000000001
3.0,11.457,9.153,9.747,9.729,9.729,10.869,9.855,9.801
4.0,11.777,9.365,10.229,9.869,10.421,11.399,9.947,10.403
5.0,12.019,9.535,10.327,10.063,10.975,11.653,9.871,10.411
6.0,12.441,9.465,10.203,10.485,11.367,11.991,9.855,10.725
7.0,13.055,9.749,10.391,11.057,11.867,12.647,10.031,11.261
8.0,14.040999999999999,10.315,10.675,11.502999999999998,12.594999999999999,13.410999999999998,10.153,11.868999999999998
9.0,15.074999999999998,10.821,11.014,12.180999999999997,13.304999999999998,14.498999999999999,10.127,12.539999999999997
10.0,15.627551020408161,11.491718426501036,11.550052687038988,12.63931104356636,14.384696016771487,15.175331294597347,10.485507246376812,13.117586912065438
11.0,15.968367346938773,11.765010351966874,11.89041095890411,13.086119554204659,14.793501048218028,15.649337410805298,10.684265010351966,13.43047034764826
12.0,16.38877551020408,11.95134575569358,12.452054794520546,13.61803444782168,15.428721174004192,16.221202854230377,10.721532091097307,13.774028629856849
13.0,16.888775510204077,12.423395445134574,13.013698630136984,13.991894630192501,15.762054507337524,16.63404689092762,10.851966873706003,14.135991820040896
14.0,17.72551020408163,12.982401656314698,13.410958904109586,14.481256332320159,16.14570230607966,17.1019367991845,11.186315789473683,14.700408997955007
15.0,18.54489795918367,13.316770186335402,13.928345626975762,15.080040526849034,16.63941299790356,17.816513761467885,11.557894736842103,15.26175869120654
16.0,19.18407445708376,14.09816612729234,15.062775330396473,15.8020725388601,17.637458926615547,18.30163599182004,12.754004576659037,15.913541666666664
17.0,19.449844881075485,14.399137001078746,15.443832599118938,16.250777202072534,18.056955093099667,18.73108384458077,13.175057208237984,16.27604166666666
18.0,19.932781799379516,14.661272923408841,15.99008810572687,16.662176165803103,18.391018619934275,19.172801635991814,13.451945080091532,16.58854166666666
19.0,20.335056876938978,15.143473570658033,16.562775330396473,17.098445595854916,18.725082146768887,19.54703476482617,13.989702517162469,16.94479166666666
20.0,21.028955532574965,15.515641855447674,17.234581497797354,17.47253886010362,19.0722891566265,20.172801635991814,14.273455377574368,17.49479166666666
21.0,21.951345755693573,15.971891891891886,17.86203090507726,18.225906735751288,19.671067106710662,20.728016359918193,14.733104238258873,18.03444676409185
22.0,22.630640083945426,16.815022421524656,18.688914027149316,18.874736842105257,20.59703196347031,21.207179487179477,16.02305825242718,18.668443496801697
23.0,23.047219307450145,16.9786995515695,19.290723981900445,19.106315789473676,20.898401826484005,21.49948717948717,16.333737864077666,19.082089552238795
24.0,23.48268625393493,17.35762331838564,19.94004524886877,19.413684210526306,21.028538812785374,21.9702564102564,16.637135922330092,19.572494669509584
25.0,24.031479538300093,17.7701793721973,20.59615384615384,19.9357894736842,21.220319634703184,22.42256410256409,16.96966019417475,19.922174840085276
26.0,24.54879328436515,18.021300448430484,21.116515837104064,20.350526315789462,21.549086757990857,22.825641025641012,17.542475728155335,20.233475479744126
27.0,25.169117647058812,18.523059617547798,21.53506787330316,20.942977824709597,22.03333333333332,23.125128205128192,17.732360097323593,20.82566844919785
28.0,25.60736842105262,19.087256027554528,22.422324510932096,21.486051502145912,22.774231678486984,23.48562628336754,18.699748743718587,21.35382955771304
29.0,26.1357894736842,19.389207807118243,22.99654775604142,21.96030042918454,22.91607565011819,23.742299794661175,19.0037688442211,21.738942826321455
30.0,26.493684210526304,19.7393800229621,23.460299194476402,22.318669527896983,23.199763593380602,23.99281314168376,19.337939698492452,22.007551240560936
31.0,26.921052631578934,20.20665901262915,23.937859608745672,22.69635193133046,23.526004728132374,24.477412731006144,19.74748743718592,22.366774541531807
32.0,27.398947368421037,20.52238805970148,24.353279631760632,23.086909871244618,23.78132387706854,24.80800821355234,20.11180904522612,22.790722761596534
33.0,27.881052631578935,20.77471264367815,24.993063583815015,23.561761546723936,24.324550898203576,25.218106995884757,20.44318181818181,23.49458874458873
34.0,28.508456659619437,21.458284371327835,25.67677946324386,24.00542299349239,24.61714975845409,25.652935118434584,21.36233766233765,24.07751091703055
35.0,28.808668076109925,21.762632197414792,26.315052508751446,24.345986984815603,24.769323671497567,25.814624098867128,21.718181818181808,24.302401746724875
36.0,29.25475687103593,22.017626321974134,26.680280046674433,24.784164859002153,25.109903381642493,26.14933058702367,22.206493506493498,24.677947598253258
37.0,29.688160676532753,22.28672150411279,27.136522753792285,25.17028199566159,25.435990338164235,26.434603501544782,22.63246753246752,25.11244541484714
38.0,30.12790697674417,22.725029377203274,27.65577596266043,25.47180043383946,25.711352657004813,26.775489186405746,22.79350649350648,25.487991266375527
39.0,30.62738853503183,23.08490566037734,28.12646370023418,25.904243743199114,26.299877600979173,27.12499999999998,23.211764705882338,26.052573932091985
40.0,31.19595314164003,23.506539833531495,28.649823736780245,26.37964989059079,26.46239210850799,27.615942028985483,23.792602377807118,26.51098901098899
41.0,31.550585729499453,23.812128418549328,29.08813160987073,26.672866520787725,26.65351418002464,27.90165631469977,24.10039630118889,26.86923076923075
42.0,32.11608093716718,24.06064209274671,29.554641598119847,27.09080962800873,26.837237977805156,28.292960662525857,24.392338177014516,27.062637362637343
43.0,32.547390841320535,24.34482758620688,30.084606345475894,27.50218818380742,27.065351418002443,28.5414078674948,24.79524438573314,27.526373626373605
44.0,32.933972310969104,24.5862068965517,30.522914218566374,27.74945295404812,27.29346485819973,28.814699792960635,25.174372523117555,27.983516483516464
45.0,33.40768409818569,25.002389486260434,30.866745283018854,28.29967069154773,27.583436341161907,29.23084886128362,25.6223404255319,28.356435643564335
46.0,33.84722222222221,25.48974668275028,31.299763033175342,28.615638766519805,27.963885429638832,29.609730848861258,26.19092122830439,28.715545755237024
47.0,34.26388888888888,25.727382388419763,31.906398104265385,28.99669603524227,28.25653798256536,29.93892339544511,26.504672897196247,29.025358324145515
48.0,34.59722222222221,26.051869722557274,32.23578199052131,29.32488986784139,28.34744707347445,30.35507246376809,26.818424566088105,29.348401323042978
49.0,34.89850427350426,26.318455971049435,32.48696682464453,29.745594713656367,28.535491905354895,30.603519668737032,27.10013351134845,29.61852260198454
50.0,35.39850427350426,26.62123039806994,32.98696682464453,30.09361233480174,28.65628891656287,31.001035196687344,27.437917222963936,30.020948180815854
51.0,35.72008547008546,26.940677966101674,33.313539192399034,30.383259911894253,29.072499999999977,31.226943005181322,28.00403768506055,30.48893805309732
52.0,36.159528907922905,27.309466019417453,33.89417360285373,30.75607064017658,29.17565872020073,31.601036269430026,28.626522327469537,30.56589147286819
53.0,36.62419700214132,27.394417475728133,34.128418549346,31.09381898454744,29.39523212045167,31.701554404145046,28.998646820027048,31.10741971207085
54.0,37.076017130620976,27.61043689320386,34.598097502972635,31.41832229580572,29.75031367628605,32.11295336787562,29.078484438430298,31.343300110741946
55.0,37.412205567451814,27.804611650485416,35.06064209274672,31.597130242825585,29.917189460476767,32.53678756476681,29.53179972936399,31.678848283499423
56.0,37.68415417558886,28.027912621359196,35.31629013079666,32.054083885209685,30.1367628607277,32.87979274611396,29.830852503382935,32.0675526024363
57.0,38.13933547695605,28.503045066991447,35.69570405727922,32.283185840707944,30.457861635220098,33.29564315352694,30.292517006802708,32.57982261640796
58.0,38.54769560557341,28.751225490196052,36.15890083632018,32.735849056603755,30.67295597484274,33.6089211618257,30.559945504087178,32.790465631929024
59.0,39.03965702036441,29.11887254901958,36.585424133811216,33.034406215316295,30.729559748427647,33.82883817427383,30.908719346049033,33.16075388026605
60.0,39.40943193997855,29.44975490196076,36.96176821983272,33.346281908989994,30.823899371069157,34.06120331950204,31.339237057220693,33.311529933481125
61.0,39.81779206859592,29.758578431372523,37.316606929510144,33.598224195338496,31.0767295597484,34.54253112033192,31.61444141689372,33.58203991130818
62.0,40.174705251875665,30.082107843137226,37.61409796893667,33.916759156492766,31.24654088050312,34.911825726141046,31.97138964577655,34.01884700665186
63.0,40.62808145766344,30.313267813267785,38.052757793764975,34.34333333333331,31.833333333333307,35.343360995850595,32.435020519835824,34.554938956714736
64.0,40.959271168274384,30.606396063960613,38.43817527010803,34.66258351893094,32.05470737913483,35.563278008298724,32.840877914951975,34.994444444444426
65.0,41.444801714898176,30.816728167281646,38.85714285714285,34.92538975501112,32.230279898218804,35.83921161825723,33.35528120713305,35.09444444444443
66.0,41.80171489817792,31.09348093480932,39.19687875150059,35.18151447661468,32.31424936386766,36.22717842323648,33.49108367626884,35.42111111111109
67.0,42.31296891747053,31.333333333333307,39.4141656662665,35.61804008908684,32.474554707379106,36.65248962655598,33.83264746227708,35.72777777777776
68.0,42.669882100750264,31.573185731857293,39.897959183673464,35.974387527839625,32.61959287531804,37.021784232365114,34.100137174211234,35.83444444444442
69.0,43.052518756698824,31.832512315270908,40.055354993983144,36.371780515117564,32.969309462915575,37.38733125649011,34.53370013755157,36.314444444444426
70.0,43.4930332261522,32.2064276885043,40.55716004813477,36.74244120940648,33.21666666666664,37.70197300103839,35.05241379310343,36.54111111111109
71.0,43.9978563772776,32.28924598269466,40.84957882069794,36.95856662933929,33.324358974358944,38.116303219106925,35.326896551724126,36.881111111111096
72.0,44.22615219721329,32.47589616810875,41.2503008423586,37.24860022396415,33.48589743589741,38.61786085150568,35.651034482758604,37.07444444444443
73.0,44.711682743837095,32.72929542645238,41.59326113116726,37.63269876819707,33.60897435897433,38.85773624091378,36.04965517241378,37.44777777777776
74.0,45.10075026795285,32.9604449938195,41.78459687123947,37.90929451287792,33.824358974358944,39.24091381100724,36.45655172413792,37.74777777777776
75.0,45.435016111707846,33.25650557620815,42.1433734939759,38.52413019079684,33.97689345314503,39.66354166666664,37.04834254143645,38.28539576365662
76.0,45.89151450053706,33.68074534161488,42.48795180722892,38.85505617977527,34.155327342747086,39.988541666666634,37.37430939226518,38.402452619843906
77.0,46.309344790547804,33.888198757763945,42.72409638554217,39.21011235955054,34.35686777920408,40.176041666666634,37.907458563535904,38.73355629877367
78.0,46.7529538131042,34.1478260869565,43.10481927710843,39.437078651685376,34.48908857509625,40.738541666666634,38.23342541436463,38.85730211817167
