day,baseline,maximin
1,0.0,0.0
2,0.114,0.1595
3,0.4635,0.5045
4,0.756,0.707
5,0.97,0.8955
6,1.193,1.079
7,1.411,1.297
8,1.6975,1.5445
9,2.0135,1.8265
10,2.2551020408163267,2.0549059481443823
11,2.4790816326530614,2.2689374682257246
12,2.6943877551020408,2.485510930350788
13,2.9464285714285716,2.700559227249619
14,3.24234693877551,2.9654295882053887
15,3.5744897959183675,3.233858668022369
16,3.7700673226307613,3.4508196721311477
17,3.97928534438115,3.680327868852459
18,4.220611082340756,3.9001024590163933
19,4.461418953909892,4.139856557377049
20,4.755567063697566,4.394979508196721
21,5.037344398340249,4.621413934426229
22,5.2182767624020885,4.836335563561502
23,5.404699738903394,5.054554812146166
24,5.631853785900783,5.2799794132784355
25,5.865274151436031,5.520329387545034
26,6.118015665796345,5.755018013381369
27,6.36745406824147,5.993292053663571
28,6.533862433862434,6.215432418436044
29,6.702116402116402,6.4396685655100985
30,6.942328042328042,6.657690315898498
31,7.174074074074074,6.873640600725013
32,7.3920634920634924,7.097358881408597
33,7.639466666666666,7.311526479750778
34,7.802582033351264,7.51670146137787
35,7.9607104413347685,7.719206680584551
36,8.152314316469322,7.934759916492693
37,8.368137782561895,8.146659707724426
38,8.593110871905274,8.356471816283925
39,8.830610021786493,8.574501573976915
40,8.960612691466084,8.77421052631579
41,9.11159737417943,8.967368421052631
42,9.295951859956237,9.166842105263157
43,9.483588621444202,9.371052631578948
44,9.688730853391684,9.547368421052632
45,9.90531561461794,9.746680828465214
46,10.033314825097168,9.96
47,10.172126596335369,10.16
48,10.373681288173238,10.349333333333334
49,10.551360355358135,10.5376
50,10.717934480843976,10.717866666666668
