,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
145,0,1,49,0,11,0,2.599999999999999,25.99999999999999,1,1.0,11,11
146,0,1,50,0,11,0,2.499999999999999,24.99999999999999,0,1.0,11,11
304,1,2,50,0,8,0,0.5999999999999978,5.999999999999977,0,1.0,9,8
305,2,2,50,0,10,0,1.7999999999999967,17.999999999999964,0,1.0,11,10
463,0,3,50,0,10,2,1.7999999999999998,17.999999999999996,0,1.0,8,10
464,2,3,50,0,9,0,1.1999999999999962,11.99999999999996,3,0.8,7,9
663,2,4,50,1,11,1,2.399999999999997,29.999999999999968,0,2.0,9,12
664,3,4,50,0,8,0,0.6000000000000008,6.000000000000007,0,1.0,10,8
863,2,5,50,0,11,2,2.3999999999999977,23.99999999999997,0,1.0,11,11
864,3,5,50,0,8,3,0.6000000000000005,6.000000000000005,0,1.0,9,8
1052,1,6,50,0,8,0,0.5999999999999999,5.999999999999998,0,1.0,9,8
1053,2,6,50,0,10,0,1.7999999999999972,17.99999999999997,4,0.8,8,10
1252,2,7,50,0,10,3,1.7999999999999985,17.999999999999982,1,2.0,10,10
1253,3,7,50,1,7,0,4.718447854656915e-16,6.000000000000004,0,1.0,9,8
1423,1,8,50,0,10,0,1.7999999999999972,17.99999999999997,1,0.8,8,10
1424,2,8,50,0,9,1,1.1999999999999984,11.999999999999984,2,0.8,10,9
1623,2,9,50,0,13,1,3.599999999999997,35.999999999999964,1,0.8,11,13
1624,3,9,50,0,8,4,0.6000000000000008,6.000000000000007,4,1.5,11,8
1795,1,10,50,0,9,0,1.199999999999997,11.99999999999997,2,0.8,8,9
1796,2,10,50,0,10,1,1.7999999999999976,17.999999999999975,1,2.0,8,10
1966,1,11,50,0,9,0,1.1999999999999982,11.99999999999998,1,0.8,9,9
1967,2,11,50,0,10,1,1.7999999999999972,17.99999999999997,0,1.0,10,10
2166,2,12,50,0,12,1,2.9999999999999987,29.999999999999982,0,1.0,8,12
2167,3,12,50,0,8,2,0.6000000000000009,6.000000000000008,0,1.0,8,8
2313,0,13,50,0,9,2,1.2000000000000002,12.000000000000002,1,2.0,10,9
2314,1,13,50,0,8,2,0.5999999999999986,5.999999999999986,0,1.0,11,8
2502,1,14,50,0,12,0,2.999999999999997,29.999999999999968,4,0.8,11,12
2503,2,14,50,0,9,3,1.1999999999999984,11.999999999999984,2,0.8,12,9
2702,2,15,50,0,11,4,2.399999999999997,23.999999999999968,0,1.0,11,11
2703,3,15,50,0,8,1,0.600000000000001,6.00000000000001,0,1.0,12,8
2832,0,16,50,0,9,4,1.1999999999999995,11.999999999999996,0,1.0,10,9
2833,1,16,50,0,8,1,0.5999999999999986,5.999999999999986,0,1.0,11,8
3032,2,17,50,0,11,2,2.3999999999999977,23.99999999999997,0,1.0,12,11
3033,3,17,50,1,8,2,0.6000000000000005,12.000000000000004,0,2.0,11,9
3232,2,18,50,0,10,2,1.799999999999999,17.99999999999999,0,1.0,12,10
3233,3,18,50,0,8,0,0.6000000000000009,6.000000000000008,0,1.0,12,8
3427,2,19,50,1,10,3,1.7999999999999976,23.99999999999997,2,0.8,11,11
