,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
96,0,1,50,2,15,0,4.9,61,0,1.8,13,17
97,1,1,50,0,11,0,2.4999999999999982,24,1,1.4,17,11
138,0,2,21,1,5,0,1.6999999999999995,22,0,-0.4,9,6
139,1,2,21,1,2,1,0.0,5,0,-1.0,8,3
238,0,3,50,0,13,5,3.599999999999997,35,1,1.4,14,13
239,1,3,50,0,15,1,4.800000000000002,48,1,1.8,16,15
338,0,4,50,1,12,7,2.9999999999999973,35,0,1.8,18,13
339,1,4,50,1,15,3,4.800000000000001,54,0,1.8,16,16
438,0,5,50,0,15,2,4.799999999999999,47,1,0.9,16,15
439,1,5,50,1,12,0,2.999999999999997,35,1,1.4,16,13
538,0,6,50,1,14,3,4.199999999999998,47,0,1.8,19,15
539,1,6,50,2,15,1,4.800000000000004,60,0,1.8,16,17
638,0,7,50,0,13,6,3.599999999999997,35,2,1.1,19,13
639,1,7,50,0,16,2,5.400000000000003,54,1,1.8,19,16
738,0,8,50,0,16,0,5.400000000000002,54,0,1.0,15,16
739,1,8,50,1,12,0,2.9999999999999982,35,0,0.6,18,13
838,0,9,50,0,15,2,4.8,47,1,1.8,14,15
839,1,9,50,0,14,0,4.199999999999998,41,0,1.0,18,14
938,0,10,50,0,14,3,4.199999999999998,41,1,1.4,19,14
939,1,10,50,1,15,1,4.800000000000001,54,2,1.9,15,16
1038,0,11,50,1,17,1,6.000000000000004,66,0,1.0,14,18
1039,1,11,50,0,12,1,2.9999999999999987,29,1,0.9,18,12
1138,0,12,50,0,14,2,4.1999999999999975,41,1,1.8,21,14
1139,1,12,50,1,12,0,2.9999999999999982,35,0,1.8,17,13
1238,0,13,50,2,16,1,5.400000000000004,66,0,1.8,18,18
1239,1,13,50,1,10,2,1.799999999999998,23,0,0.6,18,11
1338,0,14,50,1,12,2,2.9999999999999987,35,0,1.8,20,13
1339,1,14,50,0,13,0,3.599999999999998,35,0,1.0,16,13
1438,0,15,50,0,15,5,4.799999999999997,47,1,1.4,16,15
1439,1,15,50,0,15,3,4.800000000000003,48,0,1.0,16,15
1538,0,16,50,0,13,5,3.599999999999997,35,0,1.0,16,13
1539,1,16,50,2,15,3,4.8000000000000025,60,0,1.8,17,17
1638,0,17,50,0,13,4,3.5999999999999983,35,1,1.4,20,13
1639,1,17,50,1,15,3,4.800000000000002,54,0,1.0,19,16
1738,0,18,50,1,15,1,4.8,53,0,1.8,23,16
1739,1,18,50,2,12,1,2.9999999999999982,41,0,2.2,21,14
1838,0,19,50,0,16,1,5.4,54,1,1.8,21,16
1839,1,19,50,1,12,1,2.9999999999999973,35,0,0.6,19,13
1938,0,20,50,0,13,3,3.599999999999997,35,0,1.0,18,13
1939,1,20,50,1,14,2,4.199999999999998,47,0,1.0,14,15
2038,0,21,50,1,16,2,5.400000000000004,60,0,1.8,13,17
2039,1,21,50,1,13,1,3.5999999999999988,41,0,0.6,19,14
2138,0,22,50,0,15,2,4.799999999999999,47,1,1.8,21,15
2139,1,22,50,1,12,1,2.9999999999999973,35,0,0.6,23,13
2238,0,23,50,0,12,3,2.999999999999997,29,0,1.0,16,12
2239,1,23,50,0,14,0,4.1999999999999975,41,1,1.8,17,14
2280,0,24,21,2,5,1,1.6999999999999993,28,0,1.2000000000000002,10,7
2281,1,24,21,1,2,1,0.0,5,0,-1.0,11,3
2380,0,25,50,1,16,1,5.400000000000003,60,1,1.8,14,17
2381,1,25,50,0,12,0,2.9999999999999987,29,1,1.4,16,12
2480,0,26,50,0,13,5,3.5999999999999983,35,1,1.4,17,13
2481,1,26,50,2,14,2,4.199999999999999,53,0,1.8,16,16
2580,0,27,50,2,14,1,4.199999999999998,53,0,1.8,17,16
2581,1,27,50,0,12,1,2.9999999999999982,29,1,1.4,21,12
2680,0,28,50,0,14,2,4.199999999999999,41,0,1.0,18,14
2681,1,28,50,0,13,1,3.599999999999997,35,1,1.4,16,13
2780,0,29,50,0,14,7,4.1999999999999975,41,0,1.0,17,14
2781,1,29,50,2,14,5,4.200000000000002,54,2,1.9,21,16
2880,0,30,50,2,15,0,4.800000000000001,60,1,1.8,20,17
2881,1,30,50,0,11,1,2.399999999999998,23,0,1.0,17,11
2980,0,31,50,0,16,3,5.399999999999999,53,1,1.8,16,16
2981,1,31,50,0,15,2,4.8000000000000025,48,1,1.4,16,15
3080,0,32,50,0,13,4,3.599999999999997,35,0,1.0,17,13
3081,1,32,50,0,13,2,3.599999999999998,35,0,1.0,18,13
3180,0,33,50,0,14,6,4.1999999999999975,41,1,1.4,17,14
3181,1,33,50,2,15,4,4.8000000000000025,60,0,1.0,20,17
3280,0,34,50,0,11,2,2.3999999999999977,23,0,1.0,20,11
3281,1,34,50,0,13,0,3.5999999999999983,35,0,1.0,19,13
3380,0,35,50,1,15,1,4.799999999999999,53,1,1.8,19,16
3381,1,35,50,1,12,1,2.999999999999998,35,1,1.4,20,13
3480,0,36,50,2,14,1,4.199999999999998,53,0,1.8,19,16
3481,1,36,50,0,12,1,2.999999999999998,29,1,1.4,19,12
3580,0,37,50,1,15,0,4.800000000000001,54,1,1.8,18,16
3581,1,37,50,1,12,0,2.999999999999998,35,0,1.8,19,13
3680,0,38,50,0,15,1,4.8,47,1,1.8,21,15
3681,1,38,50,0,14,1,4.199999999999998,41,1,1.4,20,14
3780,0,39,50,4,16,0,5.400000000000003,78,0,1.8,16,20
3781,1,39,50,0,11,1,2.399999999999998,23,0,1.0,17,11
3880,0,40,50,1,15,1,4.799999999999999,53,1,1.8,19,16
3881,1,40,50,1,12,0,2.9999999999999982,35,1,1.4,22,13
3980,0,41,50,1,12,4,2.999999999999998,35,0,1.8,17,13
3981,1,41,50,0,14,3,4.200000000000001,42,0,1.0,15,14
4080,0,42,50,1,15,2,4.8000000000000025,54,0,1.8,17,16
4081,1,42,50,0,12,2,2.999999999999998,29,0,1.0,20,12
4180,0,43,50,0,13,4,3.599999999999998,35,0,1.0,23,13
4181,1,43,50,1,14,1,4.199999999999999,47,2,1.9,19,15
4280,0,44,50,1,12,5,2.999999999999997,35,0,1.8,13,13
4281,1,44,50,1,15,1,4.800000000000001,54,0,1.0,14,16
4380,0,45,50,5,17,0,6.000000000000004,90,0,1.8,14,22
4381,1,45,50,1,10,2,1.7999999999999985,23,0,1.8,19,11
4480,0,46,50,0,12,2,2.9999999999999982,29,0,1.0,19,12
4481,1,46,50,0,13,0,3.599999999999997,35,0,1.0,15,13
4580,0,47,50,0,17,1,6.000000000000003,60,1,1.8,13,17
4581,1,47,50,2,12,1,2.999999999999997,41,0,2.2,16,14
4680,0,48,50,1,12,2,2.999999999999998,35,0,1.8,21,13
4681,1,48,50,0,13,0,3.599999999999997,35,0,1.0,16,13
4710,0,49,15,5,4,0,1.6999999999999988,46,0,0.8,8,9
4711,1,49,15,0,1,2,0.0,0,1,-1.1,8,1
4810,0,50,50,1,12,4,2.999999999999997,35,0,1.8,22,13
4811,1,50,50,0,15,2,4.800000000000002,48,1,1.8,18,15
4910,0,51,50,0,14,5,4.1999999999999975,41,1,1.4,13,14
4911,1,51,50,4,14,2,4.200000000000003,66,0,1.8,15,18
5010,0,52,50,0,12,4,2.999999999999998,29,0,1.0,17,12
5011,1,52,50,0,14,1,4.199999999999997,41,1,1.8,14,14
5073,1,53,31,1,6,1,1.2999999999999998,18,0,-0.4,14,7
5074,0,53,32,10,4,1,0.0,59,0,-1.0,12,14
5173,0,54,50,0,15,1,4.8,47,0,1.0,17,15
5174,1,54,50,0,13,0,3.599999999999997,35,0,1.0,16,13
5273,0,55,50,2,16,0,5.400000000000001,66,0,1.0,10,18
5274,1,55,50,1,11,1,2.3999999999999977,29,0,1.8,16,12
5373,0,56,50,1,16,1,5.400000000000002,60,1,1.8,18,17
5374,1,56,50,2,12,0,2.999999999999998,41,0,2.2,15,14
5473,0,57,50,0,12,4,2.999999999999997,29,0,1.0,17,12
5474,1,57,50,0,14,1,4.199999999999998,41,2,1.9,16,14
5573,0,58,50,1,12,2,2.9999999999999982,35,0,1.8,16,13
5574,1,58,50,0,12,0,2.999999999999997,29,0,1.0,16,12
5673,0,59,50,0,15,4,4.8,47,0,1.0,21,15
5674,1,59,50,0,16,3,5.400000000000003,54,0,1.0,23,16
5773,0,60,50,7,13,1,3.5999999999999983,77,0,1.0,15,20
5774,1,60,50,2,9,2,1.1999999999999975,23,0,0.6,14,11
5873,0,61,50,1,15,2,4.800000000000001,54,0,1.8,19,16
5874,1,61,50,1,13,1,3.599999999999998,41,1,1.4,20,14
5973,0,62,50,1,15,0,4.799999999999999,53,1,1.8,14,16
5974,1,62,50,0,11,0,2.399999999999998,23,1,0.9,17,11
6073,0,63,50,1,17,1,6.000000000000001,66,1,1.8,15,18
6074,1,63,50,1,11,2,2.399999999999998,29,0,1.8,21,12
6173,0,64,50,1,14,2,4.199999999999998,47,0,1.8,19,15
6174,1,64,50,0,13,0,3.599999999999997,35,0,1.0,15,13
6273,0,65,50,1,15,1,4.8,53,1,1.8,21,16
6274,1,65,50,0,11,2,2.399999999999998,23,1,0.9,20,11
6373,0,66,50,2,15,0,4.8000000000000025,60,0,1.8,11,17
6374,1,66,50,0,11,0,2.399999999999999,23,1,1.4,12,11
6473,0,67,50,0,12,3,2.999999999999998,29,2,1.1,19,12
6474,1,67,50,1,15,0,4.8,53,0,1.8,16,16
6573,0,68,50,0,13,4,3.599999999999997,35,1,1.4,18,13
6574,1,68,50,1,14,2,4.199999999999999,47,0,1.8,18,15
6673,0,69,50,1,15,1,4.800000000000002,54,1,1.8,19,16
6674,1,69,50,1,10,1,1.799999999999999,23,0,1.8,19,11
6773,0,70,50,1,16,2,5.400000000000001,60,0,1.8,21,17
6774,1,70,50,1,14,0,4.199999999999999,47,0,0.6,13,15
6873,0,71,50,1,16,0,5.400000000000003,60,0,1.0,13,17
6874,1,71,50,0,11,2,2.399999999999998,23,0,1.0,19,11
6973,0,72,50,0,14,2,4.1999999999999975,41,1,1.4,21,14
6974,1,72,50,1,13,1,3.599999999999997,41,0,1.8,18,14
7073,0,73,50,0,14,0,4.1999999999999975,41,1,1.8,18,14
7074,1,73,50,2,11,0,2.3999999999999986,35,0,2.2,18,13
7173,0,74,50,1,14,1,4.2,47,0,1.8,15,15
7174,1,74,50,0,14,0,4.199999999999999,41,0,1.0,17,14
7273,0,75,50,0,14,4,4.1999999999999975,41,1,1.4,16,14
7274,1,75,50,1,13,2,3.5999999999999965,41,0,1.8,16,14
7373,0,76,50,1,12,3,2.999999999999998,35,0,1.8,16,13
