day,baseline,maximin
1,0.03479709267110831,0.042589963582494894
2,0.06872037914691953,0.07585238668271144
3,0.12411295091661745,0.0497010645020175
4,0.12538771893001255,0.04643721308880422
5,0.14201801331418884,0.028740452960134277
6,0.14805446650647114,0.032640820584144636
7,0.1578330019880716,0.04035823249828763
8,0.179247769285795,0.04594054752673027
9,0.1857541150608546,0.047401200249424846
10,0.18631149368130462,0.04131725751304649
11,0.18723718604386863,0.03344312353112722
12,0.189615173602947,0.032635467980295596
13,0.18699345620459873,0.034016984457618804
14,0.19226108907320594,0.03738167201092368
15,0.19043699594682462,0.03994831996293646
16,0.18372341134893633,0.034504910918227605
17,0.18239831876777957,0.03404354502577611
18,0.18785293166496664,0.03758563352178235
19,0.1859521006990319,0.039100363814004835
20,0.18400618410499048,0.03948678381203652
21,0.18256242095956488,0.04231098049536963
22,0.1796132308894387,0.041928149686220495
23,0.1766695376341827,0.04262726113499671
24,0.17772961395277687,0.047948653410521125
25,0.17846485247327126,0.05015336283843297
26,0.17587768534776393,0.05144253572827928
27,0.17460213809959146,0.05240898125068805
28,0.1745625402118658,0.04994493338401407
29,0.17413730827849272,0.05206588101661236
30,0.17179100254644908,0.05333253427499285
31,0.17123849029463178,0.053224399499995245
32,0.17016458722633399,0.05623410896048653
33,0.16949031097240574,0.057563581961957766
34,0.1676047384252799,0.05415547579005486
35,0.16715807458816223,0.05381663809290571
36,0.16506059601429235,0.0543274709337076
37,0.1642756214314549,0.0564055026718806
38,0.1629932030346617,0.05657406036868107
39,0.1618511466180974,0.05838636431537747
40,0.160023178094006,0.057312484443858835
41,0.15811284456859753,0.05801714199789476
42,0.15690853686034756,0.05907458108969199
43,0.1561094547475872,0.06042768974604207
44,0.1549966872449644,0.061599639079481294
45,0.15271738472159968,0.06276953039607314
46,0.15148602954262302,0.06242755746565076
47,0.15086486013476064,0.06351789456252432
48,0.15036574058175067,0.06467022838754044
49,0.14884441749208244,0.06496459049880943
50,0.1475132945747113,0.0670269291148411
