,reward,numerosity,fitness
0,-21.60000000000001,216,-23.76
1,-21.599999999999994,36,0.0
2,-1.5000000000000002,15,-0.6
3,-1.0,10,0.0
4,-1.2,12,0.0
5,-1.2,12,0.0
6,-2.4,24,0.0
7,-19.2,72,-61.91999999999999
8,-3.0,30,-23.04
9,5.0,10,0.0
10,7.0,14,0.0
11,6.6,18,23.76
12,-2.4,24,-1.44
13,-4.200000000000001,42,-21.0
14,-2.4,24,0.0
15,-4.3999999999999995,44,-5.94
16,-1.9999999999999998,20,0.0
17,-5.999999999999999,60,-18.599999999999998
18,-2.4,24,0.0
19,-9.600000000000003,96,-2.8800000000000017
20,-4.8,48,-16.2
21,-3.5999999999999996,36,-1.4400000000000004
22,-4.2,42,-11.88
23,-3.5999999999999996,36,-1.4400000000000004
24,-1.2000000000000002,12,-0.48
25,-0.29999999999999993,13,0.4800000000000004
26,-2.1999999999999997,22,0.0
27,13.199999999999998,44,48.50999999999999
28,-0.4,4,-0.48
29,13.0,26,0.0
30,-4.700000000000001,47,-10.260000000000002
31,-1.9,19,-1.9200000000000002
32,-1.8000000000000003,18,-0.72
33,-3.0,30,-8.639999999999999
34,-2.0,20,-5.1
35,-7.1999999999999975,72,-2.8800000000000017
36,-9.600000000000003,96,-11.520000000000007
37,-6.300000000000002,63,-39.809999999999995
38,-4.5,45,-30.540000000000006
39,-1.1,11,-0.36
40,-6.399999999999999,64,-20.76
41,-13.2,22,0.0
42,-3.5999999999999996,36,-1.4400000000000004
43,-4.8,48,-6.48
44,11.2,28,17.64
45,-3.5,35,-10.079999999999998
46,10.0,20,135.0
47,-2.1999999999999997,22,0.0
48,-2.6,26,0.0
49,-3.8999999999999995,39,-1.5600000000000005
50,6.800000000000002,34,0.0
51,-1.8000000000000003,18,-0.72
52,-5.099999999999999,51,-2.040000000000001
53,-2.0,20,-2.7
54,-0.2,2,0.0
55,4.2,18,16.56
56,-2.4,24,-27.54
57,-1.2,12,0.0
58,-1.2,12,0.0
59,-1.2,12,0.0
60,-1.2,12,0.0
61,1.0,2,0.0
62,-0.2,2,0.0
63,-0.4,4,-0.54
64,-0.30000000000000004,3,-0.12
65,-1.2,12,0.0
66,-8.299999999999999,83,-19.62
67,-0.7000000000000004,21,-2.5199999999999996
68,-1.2,12,0.0
69,-1.4,14,-2.1
70,-4.8999999999999995,49,-68.25
71,1.5,3,0.72
72,-4.1,41,-4.86
73,-3.5999999999999996,36,-18.720000000000002
74,-9.6,96,-141.47999999999996
75,-4.200000000000001,42,-8.820000000000002
76,-4.3999999999999995,44,-9.24
77,-5.999999999999999,60,-18.599999999999998
78,-7.700000000000001,77,-59.39999999999999
79,-2.9,29,-3.3600000000000003
80,-5.2,52,-1.5600000000000005
81,-2.4,24,0.0
82,1.8,18,-0.72
83,-1.2,12,0.0
84,-0.30000000000000004,3,-0.12
85,-3.8999999999999995,39,-1.5600000000000005
86,-4.7,47,-2.7600000000000007
87,-8.0,30,-25.8
88,-1.2,12,0.0
89,-5.400000000000001,54,-13.200000000000001
90,-1.1,11,-0.36
91,-1.9000000000000004,19,-4.17
92,-1.8000000000000003,18,-4.319999999999999
93,-10.799999999999997,108,-60.48
94,-0.2,2,0.0
95,-13.2,22,0.0
96,-3.800000000000001,38,0.0
97,3.8000000000000007,38,0.0
98,-0.6,6,-14.25
99,-3.3,33,-1.3200000000000003
100,-3.0,30,-8.639999999999999
101,-3.8999999999999995,39,0.0
102,-3.5999999999999996,36,-1.08
103,-0.30000000000000004,3,-0.72
104,-0.5,5,-0.66
105,-0.2,2,0.0
106,-5.800000000000001,68,-27.18
