day,baseline,utilitarian,maximin,egalitarian,average,majoritarian,veto,optimist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.285,0.123,0.19,0.15,0.125,0.186,0.131,0.129
3.0,0.985,0.413,0.595,0.574,0.465,0.748,0.445,0.504
4.0,1.27,0.568,0.71,0.877,0.595,1.002,0.53,0.842
5.0,1.474,0.697,0.83,1.074,0.78,1.226,0.74,1.074
6.0,1.699,0.916,1.031,1.302,1.017,1.417,0.955,1.315
7.0,1.969,1.099,1.263,1.564,1.172,1.66,1.129,1.527
8.0,2.268,1.303,1.532,1.81,1.378,1.909,1.336,1.826
9.0,2.596,1.514,1.789,2.102,1.659,2.206,1.572,2.082
10.0,2.8360160965794767,1.875143184421535,2.0137130801687766,2.3427704752275025,2.02290950744559,2.488082901554404,1.8565531475748194,2.3710499490316006
11.0,3.1116700201207244,1.9977064220183487,2.168776371308017,2.601617795753286,2.2153493699885454,2.677720207253886,2.087719298245614,2.617737003058104
12.0,3.3792756539235413,2.1628440366972477,2.3839662447257384,2.8291203235591507,2.4341351660939288,2.9243523316062174,2.3095975232198143,2.8307849133537206
13.0,3.6096579476861166,2.3394495412844036,2.5854430379746836,3.083923154701719,2.6128293241695304,3.1471502590673577,2.5252837977296183,3.0825688073394497
14.0,3.8843058350100605,2.5275229357798166,2.840717299578059,3.333670374115268,2.7983963344788085,3.3803108808290157,2.7698658410732713,3.3312945973496433
15.0,4.202213279678069,2.6857798165137616,3.0464135021097047,3.577350859453994,2.9805269186712486,3.6310880829015546,2.9938080495356036,3.580020387359837
16.0,4.466263846928499,3.0742705570291777,3.288256227758007,3.8288934426229506,3.4228274967574577,3.850418410041841,3.4248587570621467,3.8500517063081694
17.0,4.689828801611279,3.2095490716180373,3.530249110320285,4.055327868852459,3.5849546044098575,4.0407949790794975,3.621468926553672,4.086866597724923
18.0,4.944612286002014,3.3925729442970822,3.7817319098457887,4.310450819672131,3.776913099870298,4.2384937238493725,3.84180790960452,4.327817993795243
19.0,5.19436052366566,3.5689655172413794,4.018979833926453,4.542008196721311,3.9416342412451364,4.443514644351464,4.076836158192091,4.586349534643227
20.0,5.453172205438066,3.782493368700265,4.2811387900355875,4.770491803278689,4.0985732814526585,4.669456066945607,4.301694915254237,4.817993795243019
21.0,5.710976837865055,4.009433962264151,4.485748218527316,4.996926229508197,4.295811518324608,4.876310272536688,4.505656108597285,5.070393374741201
22.0,5.989878542510121,4.423963133640553,4.830635118306351,5.254395036194416,4.683309557774607,5.077167019027484,4.863030303030303,5.349372384937238
23.0,6.234817813765182,4.559139784946237,5.089663760896638,5.499482936918304,4.8644793152639085,5.255813953488372,5.095757575757576,5.593096234309623
24.0,6.504048582995951,4.728110599078341,5.298879202988792,5.729058945191313,4.991440798858773,5.457716701902749,5.304242424242425,5.819037656903766
25.0,6.718623481781377,4.940092165898617,5.546699875466999,5.964839710444674,5.144079885877318,5.6395348837209305,5.509090909090909,6.070083682008368
26.0,6.994939271255061,5.139784946236559,5.809464508094645,6.190279214064116,5.333808844507846,5.849894291754757,5.7284848484848485,6.329497907949791
27.0,7.257085020242915,5.3769716088328074,6.029925187032419,6.446169772256729,5.571220930232558,6.028601694915254,5.949029126213592,6.547643979057591
28.0,7.49645390070922,5.722972972972973,6.349288486416559,6.705515088449531,5.936908517350158,6.230605738575983,6.288776796973519,6.813093980992608
29.0,7.727456940222898,5.888513513513513,6.596377749029754,6.945889698231009,6.094637223974764,6.4070138150903295,6.496847414880202,7.057022175290391
30.0,7.983789260385005,6.094594594594595,6.842173350582147,7.177939646201873,6.253943217665615,6.596174282678002,6.706179066834805,7.29039070749736
31.0,8.231003039513677,6.283783783783784,7.076326002587322,7.420395421436004,6.4116719242902205,6.777895855472901,6.9104665825977305,7.514255543822598
32.0,8.49645390070922,6.447635135135135,7.318240620957309,7.643080124869927,6.577287066246057,6.965993623804463,7.145018915510719,7.739176346356917
33.0,8.759634888438134,6.6689419795221845,7.576271186440678,7.890625,6.830075187969925,7.173959445037354,7.373096446700508,8.025450689289501
34.0,9.02741116751269,6.962432915921288,7.8505291005291005,8.118077324973877,7.109589041095891,7.395273899033297,7.68717277486911,8.286170212765958
35.0,9.253807106598984,7.1395348837209305,8.076719576719576,8.342737722048067,7.27054794520548,7.586466165413534,7.895287958115183,8.47340425531915
36.0,9.49746192893401,7.3023255813953485,8.324074074074074,8.601880877742946,7.442675159235669,7.756176154672395,8.134816753926701,8.737234042553192
37.0,9.760406091370559,7.5134168157423975,8.535714285714286,8.818181818181818,7.646496815286624,7.976369495166487,8.332460732984293,8.954255319148936
