agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,1,200,0,41,2,5.500000000000035,55.00000000000034,9432.0,0,1.0,26,41
1,1,200,0,39,37,4.300000000000011,43.000000000000114,6318.0,0,1.0,38,39
2,1,16,0,1,0,0.0,0.0,81.0,0,-1.0,9,1
3,1,200,0,43,32,6.70000000000001,67.0000000000001,5802.0,0,1.0,25,43
0,2,200,0,48,1,9.600000000000032,96.00000000000033,12252.0,0,1.0,23,48
1,2,200,2,44,1,7.200000000000035,84.00000000000034,11430.0,0,1.0,24,46
2,2,146,1,23,4,0.0,5.999999999999959,1827.0,4,-1.1,21,24
3,2,9,1,0,0,0.0,5.000000000000001,47.0,0,-1.0,7,1
0,3,200,0,50,0,10.800000000000033,108.0000000000003,11304.0,0,1.0,18,50
1,3,200,2,49,1,10.200000000000026,114.00000000000024,10614.0,0,1.8,24,51
2,3,27,1,3,0,0.0,5.000000000000001,188.0,0,-0.1999999999999999,11,4
3,3,27,0,3,1,0.0,0.0,159.0,2,-1.1,11,3
0,4,200,0,50,1,10.800000000000038,108.00000000000036,14238.0,1,1.8,25,50
1,4,200,3,48,7,9.600000000000032,114.00000000000034,11796.0,0,1.8,31,51
2,4,21,1,2,1,0.0,5.000000000000002,131.0,0,-0.1999999999999999,12,3
3,4,62,0,9,7,0.0,0.0,567.0,2,-1.1,23,9
0,5,200,0,44,0,7.200000000000009,72.00000000000009,6732.0,0,1.0,17,44
1,5,200,1,40,0,4.799999999999998,53.99999999999997,4458.0,1,1.8,21,41
2,5,9,0,0,1,0.0,0.0,42.0,0,-1.0,4,0
3,5,15,0,1,0,0.0,0.0,75.0,2,-1.1,9,1
0,6,62,0,9,0,0.0,0.0,771.0,1,-1.1,16,9
1,6,200,2,48,1,9.600000000000016,108.00000000000014,7944.0,0,1.8,29,50
2,6,21,0,2,0,0.0,0.0,126.0,0,-1.0,9,2
3,6,15,0,1,1,0.0,0.0,87.0,3,-1.1,7,1
0,7,200,0,42,0,6.000000000000004,60.00000000000004,7194.0,1,0.9,25,42
1,7,200,1,39,37,4.200000000000018,48.00000000000017,7368.0,0,1.8,32,40
2,7,51,1,7,1,0.0,5.000000000000005,272.0,0,-1.0,19,8
3,7,200,0,43,36,6.600000000000002,66.00000000000001,6162.0,2,1.9,28,43
0,8,200,2,37,3,3.0000000000000075,42.00000000000007,7440.0,0,1.8,24,39
1,8,200,0,36,46,2.3999999999999857,23.99999999999985,4170.0,4,1.1,21,36
2,8,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,5,1
3,8,200,2,47,32,9.000000000000028,102.00000000000028,10506.0,0,1.8,18,49
