,reward,numerosity,fitness
0,155.50000000000006,195,407.9999999999999
1,67.19999999999997,96,72.0
2,2.0,8,17.82
3,14.0,28,117.80999999999999
4,13.8,18,25.92
5,1.7999999999999994,18,2.1599999999999997
6,9.900000000000002,33,6.599999999999999
7,19.2,48,99.36
8,2.8000000000000003,4,55.89
9,122.99999999999993,150,190.80000000000013
10,55.20000000000001,72,455.76000000000016
11,2.099999999999999,21,17.64
12,50.399999999999984,72,97.20000000000003
13,57.60000000000003,144,142.55999999999995
14,23.40000000000001,90,285.12
15,19.2,24,19.440000000000005
16,22.799999999999997,36,72.0
17,7.699999999999999,21,6.72
18,144.3,195,196.55999999999997
19,24.0,48,72.0
20,11.4,18,72.0
21,135.29999999999993,165,178.2000000000001
22,6.8,12,11.76
23,7.699999999999999,21,2.5199999999999996
24,8.4,36,137.7
25,2.9000000000000004,9,16.32
26,12.0,24,4.319999999999999
27,48.600000000000016,54,58.32000000000003
28,27.0,54,257.03999999999996
29,63.0,126,573.4800000000001
30,57.600000000000016,72,58.32000000000003
31,81.00000000000004,90,129.5999999999999
32,36.0,52,345.06
33,34.19999999999999,54,181.44000000000005
34,68.79999999999997,104,413.4
35,8.4,36,80.64
36,27.600000000000005,36,103.68
37,36.0,120,14.40000000000001
38,98.99999999999994,150,737.1000000000004
39,38.4,48,198.72
40,10.5,21,52.92
41,13.199999999999998,36,36.0
42,32.4,36,51.84
43,6.6,18,4.319999999999999
44,67.19999999999997,96,262.07999999999987
45,59.39999999999998,90,729.0
46,55.199999999999974,72,100.80000000000004
47,27.0,54,181.44000000000005
48,47.199999999999996,88,135.35999999999999
49,36.0,72,108.0
50,88.80000000000004,120,423.3599999999998
51,36.400000000000006,56,287.28000000000003
52,2.7,7,1.6800000000000002
53,115.20000000000006,144,241.92
54,48.399999999999984,84,245.04000000000005
55,88.80000000000004,120,207.3599999999999
56,13.2,36,65.88000000000001
57,27.9,55,471.12
58,8.100000000000001,43,23.400000000000002
59,12.099999999999998,33,6.599999999999999
60,98.60000000000004,170,48.95999999999999
61,1.5,3,1.44
62,5.4,18,3.6
63,7.499999999999999,75,25.2
64,67.19999999999997,96,43.19999999999999
65,45.59999999999998,72,100.80000000000004
66,69.7,85,257.04
67,12.200000000000003,64,72.71999999999998
68,31.200000000000014,120,308.88000000000005
69,9.899999999999999,15,35.64
70,29.39999999999999,100,373.2000000000001
71,0.7999999999999997,24,2.8799999999999994
72,14.400000000000002,32,24.0
73,125.80000000000007,170,285.6
74,16.5,33,15.839999999999996
75,38.4,48,221.75999999999996
76,36.00000000000001,72,967.68
77,90.19999999999997,110,546.4799999999998
78,11.4,18,32.4
79,11.4,18,61.2
80,24.699999999999996,39,31.199999999999992
81,11.4,18,25.92
82,14.299999999999997,39,70.2
83,41.39999999999999,54,302.4000000000001
84,4.5,15,3.0
85,21.599999999999994,72,21.599999999999994
86,71.29999999999995,93,104.16
87,35.1,39,224.64000000000001
88,3.0,18,21.6
89,2.8,4,14.04
90,4.4,8,119.49
91,45.59999999999999,76,155.03999999999996
92,20.900000000000002,57,6.840000000000002
93,14.0,20,59.400000000000006
94,14.0,28,48.51
95,9.6,48,8.639999999999999
96,38.4,48,141.12
97,41.39999999999999,54,58.32000000000003
98,55.19999999999998,92,132.48000000000005
99,22.799999999999994,76,45.59999999999999
100,82.79999999999994,108,77.75999999999993
101,25.200000000000006,60,421.2000000000001
102,45.0,50,32.40000000000001
103,88.80000000000004,120,414.7199999999998
104,119.79999999999994,190,501.5999999999996
105,1.3,9,5.34
106,90.0,108,330.48000000000013
107,8.0,16,2.4
108,21.599999999999994,72,10.799999999999997
109,5.5,39,87.6
110,7.200000000000001,24,47.52
111,21.6,24,330.48
112,96.00000000000004,120,194.39999999999995
113,1.4999999999999996,15,6.6000000000000005
114,7.2,24,27.54
115,53.19999999999998,76,173.28000000000006
116,10.2,30,161.28
117,60.0,120,180.0
118,21.599999999999994,72,43.74
119,35.1,39,42.12000000000002
120,2.3000000000000003,7,13.59
121,28.799999999999994,48,20.16
122,22.799999999999997,36,57.59999999999999
123,30.40000000000001,76,25.080000000000002
124,114.20000000000002,138,646.3800000000001
125,34.19999999999999,54,54.0
126,36.0,72,141.11999999999995
127,8.9,61,112.04999999999998
128,20.5,25,189.0
129,11.4,18,39.6
130,21.300000000000004,45,144.99
131,32.4,36,77.76000000000003
132,11.4,18,97.2
133,37.80000000000001,90,461.6999999999998
134,3.6,12,4.8
135,-4.440892098500626e-16,32,11.519999999999998
136,96.20000000000005,130,78.0
137,25.499999999999993,45,32.400000000000006
138,-3.885780586188048e-16,28,1.68
139,37.1,263,138.3
140,13.8,18,45.36
141,2.7,7,1.6800000000000002
142,106.0,128,1121.3100000000002
143,32.29999999999999,51,42.84000000000001
144,10.799999999999999,28,88.56
145,14.0,28,8.4
146,2.4,4,16.92
147,50.0,60,558.9
148,13.199999999999998,36,18.720000000000002
149,57.5,115,124.20000000000006
150,16.2,18,64.8
151,11.4,18,18.0
152,6.300000000000001,15,6.84
153,1.1,3,0.48
154,16.2,18,25.92
155,34.19999999999999,54,233.28000000000011
156,6.499999999999999,31,3.96
157,13.8,18,25.2
158,5.1,7,122.13
159,7.699999999999999,21,17.64
160,1.9,3,1.8
161,32.4,84,673.9199999999997
162,33.6,48,87.83999999999997
163,23.400000000000006,90,47.52
164,7.5,15,48.0
165,25.9,35,143.64
166,5.5,15,1.7999999999999998
167,38.4,48,142.55999999999997
168,23.1,35,119.69999999999999
169,1.7999999999999994,18,2.88
