,reward,numerosity,fitness
0,0.3999999999999999,6,0.72
1,8.100000000000001,9,22.68
2,34.19999999999999,54,43.19999999999999
3,3.6999999999999997,3,11.76
4,-0.5999999999999989,114,47.97
5,11.4,18,21.6
6,0.3999999999999999,6,0.44999999999999996
7,59.40000000000001,66,353.16
8,24.000000000000004,46,117.45000000000002
9,11.4,18,60.48
10,0.7000000000000001,3,0.48
11,27.0,54,86.39999999999998
12,28.4,62,90.06
13,52.19999999999998,90,400.14000000000004
14,0.09999999999999998,9,3.06
15,0.39999999999999997,6,2.04
16,11.4,18,21.6
17,-0.09999999999999998,11,5.49
18,18.0,36,43.20000000000001
19,3.6999999999999997,3,11.76
20,34.19999999999999,54,129.60000000000002
21,43.20000000000001,74,846.7199999999998
22,0.2,8,3.48
23,9.6,24,104.4
24,129.20000000000002,184,3017.9400000000005
25,9.0,18,21.6
26,26.7,59,277.92
27,25.399999999999995,44,127.14000000000001
28,11.4,18,7.2
29,42.9,53,253.8
30,0.49999999999999994,5,8.07
31,15.0,26,125.61000000000001
32,13.199999999999998,36,5.760000000000002
33,47.79999999999999,70,210.86999999999995
34,0.6,6,2.88
35,16.1,21,23.52
36,50.600000000000016,118,323.4599999999999
37,124.60000000000004,164,2675.3399999999992
38,11.4,18,90.72
39,9.5,15,30.0
40,0.7000000000000001,3,0.48
41,11.5,15,33.6
42,13.3,21,16.8
43,0.30000000000000004,7,3.6
44,0.39999999999999997,6,3.48
45,11.4,18,14.4
