day,baseline,egalitarian,maximin,utilitarian
1.0,0.0,0.0,0.0,0.0
2.0,0.1845,0.18,0.134,0.1755
3.0,0.7695000000000001,0.7324999999999999,0.6105,0.721
4.0,1.199,1.173,1.0290000000000001,1.3515000000000001
5.0,1.624,1.7555,1.554,2.021
6.0,2.1485000000000003,2.485,2.458,2.6605
7.0,2.927,3.267,3.234,3.6675000000000004
8.0,3.7460000000000004,4.2105,3.9814999999999996,4.3255
9.0,4.3065,4.978,4.7465,5.0485
10.0,5.728570954991406,5.68505754680284,5.533201445653756,5.863302362329218
11.0,6.236047577811837,6.226763147271173,6.028437734222531,6.473055666621674
12.0,6.853050311250522,6.94909882013078,6.85901848950752,7.157672592411629
13.0,7.578618564341583,7.7178890201968,7.648346413320769,8.033035690656543
14.0,8.248129588431647,8.539972761778019,8.369634347954529,8.739664236624616
15.0,8.824575105005978,9.291252314287672,9.09059671638274,9.47101547777708
16.0,10.293560536123612,10.213020010604279,10.092923895575892,10.405555020172272
17.0,10.820727385743833,10.760869217228874,10.642416401066253,10.997513328042173
18.0,11.527446595843351,11.489817813015263,11.437231273991667,11.693605164037015
19.0,12.310356006760411,12.25522165359304,12.192546047136469,12.477191150965027
20.0,12.959483283550245,13.024977077402102,12.941192668622485,13.209178029017176
21.0,13.579356782173823,13.706984533050067,13.641967543441012,13.915957008219538
22.0,14.766272285341508,14.693054158371794,14.787577373241326,14.882647749859826
23.0,15.319354428465967,15.293442832080364,15.344648898824836,15.465997309613002
24.0,16.059403678929506,16.000488899897125,16.074379220900443,16.122688309174706
25.0,16.861817762624696,16.76126302159208,16.81785750510992,16.847371473287954
26.0,17.47323362391091,17.505817119606764,17.551884136887978,17.616720749895872
27.0,18.107617530323765,18.164223289939137,18.23637640348726,18.336186428490528
28.0,19.265501014796072,19.14058365957316,19.44955189068289,19.295073148710575
29.0,19.894867039344128,19.747877277538358,20.01583377810833,19.877093245633503
30.0,20.61064643778883,20.486794372712275,20.682741083202743,20.59037638479171
31.0,21.361465330785208,21.231463358786883,21.431533649492202,21.292652725871104
32.0,21.978536650470026,21.959808705080857,22.156320834906793,22.014291811391516
33.0,22.690911547963946,22.607693462445248,22.87046081443308,22.739333409710085
34.0,23.79771943234302,23.616808769513106,24.06873098628018,23.643169445678353
35.0,24.43395794249219,24.26875851721627,24.71440167138835,24.182905217099616
36.0,25.209602148950694,25.006879413370804,25.405829562663982,24.84304939623063
37.0,25.946382918049785,25.72694609703559,26.131818190975892,25.574483003192075
38.0,26.578074090001785,26.450732275818552,26.842495261620215,26.35902480723226
39.0,27.1730711696271,27.128335912296784,27.550711424083303,27.073301382990635
40.0,28.42550451079537,28.092769309222394,28.7729975350317,27.90665502387318
41.0,29.051223471963763,28.708725165262365,29.431529537091112,28.445530211133125
42.0,29.928836529307155,29.467965208423337,30.067142269036086,29.106616348832954
43.0,30.664006112790272,30.15112188410881,30.738235931762386,29.821602403523205
44.0,31.334569901073237,30.83798174291777,31.476077354649185,30.582602319463994
45.0,31.956634186967847,31.514057355863088,32.259589776014046,31.279561173822977
46.0,32.87984277530368,32.49876889170728,33.45995659071778,32.159445580469985
47.0,33.43155239508245,33.159229126169436,34.09854716046958,32.68717876132511
48.0,34.09061924098322,33.86112127118506,34.73003781528637,33.286430890063166
49.0,34.733727362170725,34.589993554292114,35.428806376529515,34.048171816007
50.0,35.43262531827514,35.22507079245476,36.185823755047196,34.8434028387148
