,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
56,0,1,16,0,3,0,1.1,11.0,1,1.0,10,3
57,1,1,16,0,1,0,0.0,0.0,2,-1.2,8,1
164,2,2,27,0,5,0,1.1000000000000003,11.000000000000004,1,1.0,12,5
165,3,2,27,0,3,0,0.0,0.0,0,-1.0,11,3
317,3,3,38,0,7,2,1.1999999999999993,11.999999999999991,3,-0.2,21,7
318,0,3,39,1,5,3,0.0,5.000000000000005,2,-1.2,18,6
352,1,4,9,1,2,0,1.0999999999999992,16.999999999999993,0,1.0,8,3
353,2,4,9,1,0,1,0.0,5.000000000000001,0,0.0,6,1
460,2,5,27,0,5,1,1.1,11.0,0,0.0,17,5
461,3,5,27,0,3,2,0.0,0.0,2,-1.2,16,3
567,1,6,27,0,5,0,1.0999999999999983,10.999999999999982,0,0.0,11,5
568,2,6,27,0,3,1,0.0,0.0,0,-1.0,10,3
600,3,7,8,0,1,1,0.6000000000000001,6.000000000000001,0,0.0,6,1
601,0,7,9,1,0,1,0.0,5.000000000000001,0,0.0,6,1
708,2,8,27,0,4,1,0.4999999999999999,4.999999999999998,4,-0.2,15,4
709,3,8,27,1,3,1,0.0,5.000000000000002,0,0.0,18,4
816,2,9,27,0,5,0,1.1,11.0,1,1.0,11,5
817,3,9,27,1,3,1,0.0,5.000000000000002,0,0.0,11,4
1016,2,10,50,0,9,1,1.1999999999999966,11.999999999999966,0,1.0,15,9
1017,3,10,50,0,7,0,5.828670879282072e-16,5.828670879282072e-15,0,1.0,18,7
1100,2,11,21,0,3,0,0.5000000000000003,5.000000000000003,0,0.0,9,3
1101,3,11,21,1,4,0,1.2,17.999999999999996,3,-1.2,11,5
1136,2,12,9,0,2,0,1.1,11.0,1,1.0,5,2
1137,3,12,9,0,0,0,0.0,0.0,2,-1.2,5,0
1196,2,13,15,0,2,0,0.5000000000000002,5.000000000000002,0,0.0,8,2
1197,3,13,15,0,1,2,0.0,0.0,0,-1.0,10,1
1232,2,14,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,4,1
1233,3,14,9,0,0,0,0.0,0.0,2,-1.2,6,0
1267,1,15,9,0,1,0,0.5000000000000002,5.000000000000002,2,-0.2,5,1
1268,2,15,9,0,0,0,0.0,0.0,0,-1.0,2,0
1300,3,16,8,0,2,1,1.2,11.999999999999998,1,1.0,6,2
1301,0,16,9,1,0,1,0.0,5.000000000000001,0,0.0,5,1
1384,2,17,21,0,4,0,1.1,10.999999999999998,3,-0.2,12,4
1385,3,17,21,1,2,2,0.0,5.000000000000001,0,0.0,7,3
1420,2,18,9,0,2,0,1.1,11.0,1,1.0,4,2
1421,3,18,9,1,0,0,0.0,5.000000000000001,0,-1.0,4,1
1620,2,19,50,0,8,1,0.6000000000000008,6.000000000000007,0,1.0,22,8
1621,3,19,50,0,8,2,0.6000000000000008,6.000000000000007,3,1.5,20,8
1654,0,20,9,0,1,0,0.5000000000000002,5.000000000000002,4,-0.2,6,1
1655,1,20,9,1,0,0,0.0,5.000000000000001,0,0.0,7,1
1807,3,21,38,0,6,0,0.6000000000000006,6.000000000000006,1,1.0,14,6
1808,0,21,39,1,5,2,0.0,5.000000000000006,0,0.0,15,6
1939,2,22,33,0,6,2,1.0999999999999996,10.999999999999996,1,-0.2,11,6
1940,3,22,33,0,4,0,0.0,0.0,0,-1.0,13,4
2041,0,23,26,0,4,2,0.6000000000000003,6.000000000000003,0,0.0,17,4
2042,1,23,26,0,3,1,0.0,0.0,0,-1.0,17,3
2166,3,24,31,0,5,3,0.7000000000000003,7.000000000000003,1,1.0,17,5
2167,0,24,32,0,4,4,0.0,0.0,0,-1.0,22,4
2250,2,25,21,0,5,1,1.6999999999999993,16.999999999999993,0,0.0,13,5
2251,3,25,21,1,2,1,0.0,5.000000000000003,3,-1.2,16,3
2358,2,26,27,0,5,1,1.0999999999999996,10.999999999999996,0,0.0,17,5
2359,3,26,27,1,3,2,0.0,5.000000000000003,0,0.0,13,4
