day,baseline,maximin
1,7.4622311155577785,7.435217608804402
2,7.623500000000001,7.8035000000000005
3,8.0095,8.5015
4,8.5665,8.7405
5,8.8745,8.8715
6,9.005500000000001,8.7025
7,8.698500000000001,8.8275
8,8.223500000000001,8.9465
9,8.25857654889913,9.023
10,8.980456026058633,9.194573130377234
11,8.977198697068404,9.33774834437086
12,9.071661237785015,9.43046357615894
13,9.197394136807818,9.62251655629139
14,9.311400651465798,9.707284768211919
15,9.552790854068594,9.851655629139072
16,10.531392174704274,10.338103756708406
17,10.639344262295081,10.550983899821107
18,10.606557377049178,10.624329159212879
19,10.590163934426227,10.78890876565295
20,10.713503649635035,10.824686940966009
21,10.889628924833488,10.94679891794409
22,11.684210526315788,11.345323741007192
23,11.71428571428571,11.503597122302157
24,11.77443609022556,11.539568345323737
25,11.857142857142852,11.798561151079133
26,11.864491844416557,11.733812949640283
27,12.280585106382974,11.908866995073888
28,13.211703958691905,12.19195046439628
29,13.254733218588633,12.510835913312688
30,13.225473321858857,12.69040247678018
31,13.413080895008598,12.897832817337456
32,13.282758620689647,12.993808049535598
33,13.754752851711018,12.829073482428107
34,14.20574162679425,13.304687499999993
35,14.066985645933006,13.417968749999993
36,14.358851674641137,13.437499999999991
37,14.349282296650706,13.691406249999991
38,14.497607655502382,13.874999999999991
39,14.837398373983728,13.728215767634845
40,15.658862876254169,14.319999999999988
41,15.842809364548483,14.24999999999999
42,15.525083612040122,14.389999999999988
43,15.648829431438111,14.574999999999989
44,15.571906354515034,14.71499999999999
45,15.835125448028661,15.215789473684199
46,16.475770925110115,15.297297297297284
47,16.55947136563875,15.6126126126126
48,16.27312775330395,15.531531531531519
49,16.224669603524212,15.558558558558545
50,16.65198237885461,15.513513513513496
