day,baseline,maximin
1,0.02143167631839925,0.017173419125770983
2,0.140889,0.23589824999999984
3,0.5914702499999988,0.6381802499999991
4,0.9277642499999988,0.7240110000000007
5,1.142216999999999,0.7647202499999989
6,1.3395382499999997,0.5888122499999999
7,1.211504249999999,0.7663882499999998
8,1.1417579999999985,0.9566819999999997
9,1.243095528429739,1.0868130740606956
10,2.1231962142834395,0.8877766598301998
11,2.433662744432301,0.9910552168764513
12,2.453801313541787,1.0065808517170294
13,2.547825016711051,1.1362975308100514
14,2.6797716686649182,1.264685320819259
15,2.701751919740381,1.6470106926055552
16,3.699819485231449,1.606453672383278
17,4.290431186359694,1.8722554331303307
18,4.260443727791209,1.9586246843808077
19,4.311624712592185,2.2393817544106653
20,4.788956498078452,2.3209325681371946
21,5.0812322598465345,2.4171248142140334
22,6.255224527484113,2.1170876248641335
23,6.506920496730533,2.4566878871003888
24,6.548415210959718,2.503437537739585
25,6.852959466334994,2.959922709314555
26,7.183709128466636,2.6415433862533786
27,8.078707899773235,3.198569150738686
28,10.105791249581532,2.687258576234789
29,9.81586142948975,3.247840964640695
30,9.618279362841056,3.210653317869424
31,10.511344616232291,3.829644681727988
32,10.83826814856206,4.322933837170526
33,13.360781403431583,3.497917059797077
34,13.73718550399483,3.6735076904296764
35,12.889454224949022,4.0424194335937385
36,13.207664659691808,4.017368316650377
37,13.157854673656686,4.732772827148422
38,15.0038078715425,5.224374516121427
39,17.192064251748757,5.107457147896528
40,18.640059954586576,5.175206249999978
41,19.371696066039465,4.698374999999985
42,18.053355107884638,5.290949999999981
43,18.731971678169064,5.943206249999981
44,19.18378932939898,6.291308465207954
45,20.655944470088198,7.969008836371544
46,22.88031981990714,7.681086491897275
47,22.903782336160123,8.18126234342448
48,20.273709949736954,7.896193490788064
49,21.685827398164047,8.294862429997538
50,25.15262868276878,8.329263007538932
