episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries,min_days_survived,max_days_survived,average_days_survived,total_days_survived
31,327.0,7560.0,3054.0,12216.0,7,41,23.0,92,51,200,128.5,514
32,108.0,5688.0,3543.0,14172.0,2,41,30.0,120,21,200,155.25,621
33,126.0,4044.0,1264.25,5057.0,2,35,13.25,53,21,200,77.5,310
34,93.0,6252.0,3115.5,12462.0,1,41,20.75,83,15,200,110.5,442
35,53.0,425.0,172.0,688.0,1,8,3.25,13,9,33,21.0,84
36,302.0,10686.0,2925.5,11702.0,7,44,16.5,66,51,200,88.25,353
37,96.0,7734.0,2993.75,11975.0,2,45,22.75,91,21,200,110.5,442
38,36.0,3132.0,829.5,3318.0,0,37,9.75,39,9,200,59.75,239
39,74.0,684.0,401.0,1604.0,2,13,7.75,31,15,68,49.25,197
40,69.0,5616.0,1680.75,6723.0,1,38,14.75,59,15,200,88.25,353
41,173.0,7542.0,3509.75,14039.0,5,43,30.0,120,33,200,158.25,633
42,315.0,5424.0,1928.75,7715.0,7,38,19.25,77,51,200,107.75,431
43,42.0,2280.0,770.75,3083.0,0,33,11.5,46,9,200,74.5,298
44,120.0,5220.0,2199.75,8799.0,2,40,22.25,89,21,200,127.0,508
45,125.0,6390.0,2715.5,10862.0,3,41,22.0,88,21,200,115.0,460
46,203.0,4824.0,2777.75,11111.0,5,39,29.0,116,33,200,158.25,633
47,347.0,9918.0,2835.5,11342.0,7,44,19.0,76,51,200,103.25,413
48,438.0,5520.0,2957.25,11829.0,10,41,26.0,104,69,200,139.0,556
49,240.0,9126.0,3401.25,13605.0,4,43,23.75,95,33,200,127.0,508
50,152.0,1275.0,547.75,2191.0,4,21,9.25,37,27,134,61.0,244
51,183.0,6090.0,3159.0,12636.0,5,42,23.0,92,38,200,119.25,477
52,41.0,2376.0,907.25,3629.0,1,34,13.5,54,9,200,83.5,334
53,36.0,251.0,114.25,457.0,0,6,2.5,10,9,21,16.5,66
54,53.0,470.0,239.5,958.0,1,9,5.25,21,9,45,33.0,132
55,36.0,5736.0,1520.5,6082.0,0,40,11.5,46,9,200,59.75,239
56,47.0,582.0,329.75,1319.0,1,12,6.75,27,9,81,48.0,192
57,126.0,5526.0,1683.75,6735.0,2,38,15.25,61,21,200,91.0,364
58,102.0,6474.0,3036.75,12147.0,2,41,22.25,89,21,200,121.0,484
59,41.0,1218.0,452.5,1810.0,1,23,9.25,37,9,140,53.75,215
60,195.0,5670.0,3525.75,14103.0,5,40,30.5,122,39,200,159.75,639
61,149.0,7542.0,3461.75,13847.0,3,42,22.5,90,21,200,113.5,454
62,63.0,6804.0,2076.0,8304.0,1,39,15.75,63,15,200,92.5,370
63,68.0,1638.0,620.5,2482.0,2,16,9.0,36,15,104,59.75,239
64,210.0,6144.0,3025.5,12102.0,4,39,28.25,113,33,200,158.25,633
65,108.0,7716.0,3757.5,15030.0,2,43,22.25,89,21,200,110.5,442
66,140.0,5172.0,3042.5,12170.0,4,39,29.25,117,27,200,156.75,627
67,98.0,1878.0,840.0,3360.0,2,21,11.5,46,15,117,70.25,281
68,119.0,7002.0,3377.75,13511.0,3,40,29.0,116,21,200,155.25,621
69,117.0,5466.0,1538.75,6155.0,3,41,14.25,57,27,200,74.75,299
70,41.0,138.0,84.75,339.0,2,2,2.0,8,9,21,15.0,60
71,248.0,7050.0,3054.5,12218.0,6,40,23.75,95,39,200,130.0,520
72,42.0,5646.0,2802.75,11211.0,0,42,20.75,83,9,200,106.0,424
73,128.0,1890.0,612.0,2448.0,2,34,11.5,46,15,200,67.25,269
74,108.0,7842.0,4444.5,17778.0,2,41,29.0,116,21,200,155.25,621
75,92.0,2556.0,727.0,2908.0,2,34,10.5,42,15,200,65.75,263
76,41.0,1002.0,331.75,1327.0,1,18,6.25,25,9,116,40.25,161
77,74.0,7536.0,2386.0,9544.0,2,35,18.25,73,15,200,110.75,443
78,57.0,5748.0,3408.75,13635.0,1,40,29.0,116,15,200,153.75,615
79,303.0,6216.0,3738.75,14955.0,7,45,31.25,125,51,200,162.75,651
80,164.0,6162.0,2941.25,11765.0,4,41,24.25,97,27,200,128.5,514
81,42.0,8406.0,4248.0,16992.0,0,43,23.0,92,9,200,116.25,465
82,279.0,4848.0,1556.0,6224.0,5,36,16.0,64,39,200,97.25,389
83,75.0,7314.0,4119.75,16479.0,1,41,29.5,118,15,200,153.75,615
84,104.0,7008.0,3576.5,14306.0,2,42,24.75,99,15,200,127.0,508
85,57.0,5694.0,2072.25,8289.0,1,38,19.25,77,15,200,112.0,448
86,42.0,2976.0,824.25,3297.0,0,36,10.25,41,9,200,64.0,256
87,191.0,6660.0,1940.0,7760.0,4,40,16.5,66,33,200,94.25,377
88,80.0,362.0,227.25,909.0,2,8,4.75,19,15,39,29.75,119
89,75.0,6474.0,2987.25,11949.0,1,41,21.5,86,15,200,112.0,448
90,171.0,7092.0,4268.25,17073.0,3,41,31.0,124,27,200,156.75,627
91,59.0,270.0,172.0,688.0,1,6,3.5,14,9,45,27.0,108
92,41.0,401.0,180.25,721.0,1,10,4.0,16,9,45,25.5,102
93,47.0,6912.0,1932.25,7729.0,1,40,14.0,56,9,200,73.25,293
94,125.0,5946.0,1727.5,6910.0,2,39,14.25,57,21,200,74.75,299
95,36.0,263.0,139.0,556.0,0,5,2.5,10,9,21,18.0,72
96,141.0,6456.0,3767.25,15069.0,3,42,30.0,120,27,200,156.75,627
97,78.0,6534.0,4009.5,16038.0,2,41,29.75,119,21,200,155.25,621
98,231.0,6654.0,3866.25,15465.0,5,39,30.25,121,39,200,159.75,639
99,69.0,9774.0,5216.25,20865.0,1,43,30.75,123,15,200,153.75,615
100,258.0,10674.0,4126.5,16506.0,6,49,29.5,118,45,200,158.5,634
101,114.0,5802.0,2758.5,11034.0,2,41,22.0,88,21,200,119.5,478
102,234.0,8838.0,4500.0,18000.0,4,46,25.5,102,33,200,122.5,490
103,87.0,4026.0,1839.0,7356.0,1,37,19.5,78,15,200,113.5,454
104,42.0,5070.0,3006.0,12024.0,0,39,28.0,112,9,200,152.25,609
105,147.0,5010.0,1886.75,7547.0,3,37,19.5,78,27,200,113.5,454
106,42.0,8286.0,3442.5,13770.0,0,42,21.25,85,9,200,107.5,430
107,164.0,7812.0,3845.75,15383.0,4,44,23.75,95,27,200,116.5,466
108,243.0,1545.0,678.75,2715.0,5,18,9.0,36,39,74,51.75,207
109,36.0,8058.0,2292.0,9168.0,0,41,15.25,61,9,200,86.75,347
110,47.0,6924.0,3114.5,12458.0,1,42,21.5,86,9,200,109.0,436
111,42.0,7872.0,4321.5,17286.0,0,40,29.0,116,9,200,152.25,609
112,98.0,855.0,347.75,1391.0,2,14,6.5,26,15,50,35.75,143
113,192.0,8406.0,4150.5,16602.0,4,42,30.0,120,33,200,158.25,633
114,47.0,7038.0,3425.0,13700.0,1,41,20.75,83,9,200,106.0,424
115,159.0,4500.0,2813.25,11253.0,3,37,28.0,112,27,200,156.75,627
116,47.0,840.0,403.25,1613.0,1,10,5.75,23,9,68,41.5,166
117,92.0,353.0,181.5,726.0,2,6,3.25,13,15,21,19.5,78
118,41.0,5286.0,3344.75,13379.0,1,42,29.75,119,9,200,152.25,609
119,41.0,269.0,162.0,648.0,1,7,4.0,16,9,33,25.5,102
120,41.0,6012.0,3584.75,14339.0,1,40,29.0,116,9,200,152.25,609
121,41.0,7302.0,2502.25,10009.0,1,42,19.5,78,9,200,106.0,424
122,270.0,6660.0,3447.0,13788.0,6,42,30.25,121,45,200,161.25,645
123,63.0,819.0,465.75,1863.0,1,12,8.0,32,15,74,55.0,220
124,47.0,6498.0,1821.25,7285.0,1,39,14.5,58,9,200,82.25,329
125,69.0,4896.0,2306.25,9225.0,1,38,21.5,86,15,200,124.0,496
126,171.0,4842.0,1520.25,6081.0,3,33,14.0,56,27,200,91.25,365
127,41.0,633.0,417.0,1668.0,1,12,7.75,31,9,62,46.25,185
128,128.0,6744.0,3888.5,15554.0,4,40,29.5,118,27,200,156.75,627
129,41.0,344.0,154.0,616.0,1,8,3.25,13,9,39,20.75,83
130,405.0,6366.0,2103.75,8415.0,9,41,22.5,90,63,200,130.25,521
131,36.0,9426.0,4006.5,16026.0,0,45,21.75,87,9,200,104.5,418
132,78.0,434.0,273.5,1094.0,2,8,5.0,20,21,45,34.25,137
133,63.0,7266.0,4205.25,16821.0,1,41,30.25,121,15,200,153.75,615
134,249.0,6708.0,3279.75,13119.0,5,42,30.0,120,39,200,159.75,639
135,501.0,9258.0,3024.75,12099.0,13,45,23.5,94,87,200,130.0,520
136,165.0,6312.0,3858.75,15435.0,3,39,29.5,118,27,200,156.75,627
137,36.0,8058.0,3403.5,13614.0,0,44,23.5,94,9,200,116.5,466
138,281.0,6018.0,2856.5,11426.0,7,43,24.25,97,45,200,124.0,496
139,93.0,7824.0,4020.75,16083.0,1,44,30.5,122,15,200,153.75,615
140,371.0,5874.0,3266.75,13067.0,9,41,31.25,125,57,200,164.25,657
141,41.0,702.0,283.0,1132.0,1,11,5.25,21,9,45,29.75,119
142,89.0,7074.0,2852.0,11408.0,3,40,21.75,87,21,200,115.0,460
143,41.0,4482.0,1241.75,4967.0,1,28,8.75,35,9,104,41.75,167
144,75.0,6354.0,3429.75,13719.0,1,39,27.75,111,15,200,153.75,615
145,93.0,7236.0,4539.75,18159.0,1,42,30.5,122,15,200,153.75,615
146,252.0,5658.0,2554.5,10218.0,6,38,23.0,92,45,200,131.5,526
147,57.0,5136.0,2439.5,9758.0,1,37,21.0,84,15,200,121.0,484
148,158.0,3552.0,1063.25,4253.0,4,24,9.25,37,27,80,44.75,179
149,119.0,6078.0,1855.0,7420.0,3,41,16.75,67,21,200,86.75,347
150,75.0,2046.0,711.5,2846.0,1,34,13.0,52,15,200,76.25,305
151,42.0,3285.0,1446.0,5784.0,0,32,15.75,63,9,194,101.5,406
152,41.0,179.0,110.5,442.0,1,5,2.5,10,9,33,21.0,84
153,36.0,7308.0,2575.25,10301.0,0,40,19.75,79,9,200,110.5,442
154,381.0,7818.0,4412.25,17649.0,9,41,31.0,124,63,200,165.75,663
155,144.0,6858.0,2755.25,11021.0,2,41,23.25,93,21,200,128.5,514
156,197.0,6696.0,4198.25,16793.0,5,44,31.75,127,33,200,158.25,633
157,315.0,5154.0,2283.0,9132.0,5,35,20.5,82,38,200,122.25,489
158,47.0,2160.0,678.25,2713.0,1,20,8.25,33,9,128,55.25,221
159,41.0,2076.0,611.25,2445.0,1,34,10.5,42,9,200,62.75,251
160,57.0,5418.0,3122.25,12489.0,1,39,28.0,112,15,200,153.75,615
161,198.0,6378.0,3060.75,12243.0,4,42,23.25,93,33,200,124.0,496
162,231.0,4368.0,1379.75,5519.0,5,37,15.25,61,39,200,86.75,347
163,158.0,593.0,376.75,1507.0,4,11,7.5,30,27,62,46.25,185
164,57.0,7134.0,3567.75,14271.0,1,40,28.75,115,15,200,153.75,615
165,198.0,3900.0,1159.25,4637.0,4,36,13.25,53,33,200,80.75,323
166,240.0,6864.0,2000.0,8000.0,6,39,16.25,65,45,200,94.25,377
167,41.0,3678.0,1311.5,5246.0,1,34,16.0,64,9,200,100.25,401
168,63.0,5610.0,3063.75,12255.0,1,39,28.25,113,15,200,153.75,615
169,41.0,443.0,159.75,639.0,1,10,3.5,14,9,45,21.0,84
170,93.0,7974.0,2100.5,8402.0,1,41,12.25,49,15,200,67.25,269
171,170.0,5688.0,2711.0,10844.0,6,39,24.5,98,39,200,133.0,532
172,42.0,6348.0,2412.0,9648.0,0,38,20.25,81,9,200,116.5,466
173,57.0,4848.0,1432.25,5729.0,1,36,12.75,51,15,200,71.75,287
174,59.0,422.0,160.5,642.0,1,10,3.75,15,9,39,19.5,78
175,99.0,5970.0,3587.25,14349.0,1,44,29.25,117,15,200,153.75,615
176,101.0,5142.0,1423.75,5695.0,3,38,13.25,53,21,200,76.25,305
177,141.0,5280.0,1866.0,7464.0,3,43,18.75,75,27,200,104.25,417
178,80.0,230.0,150.75,603.0,2,6,3.75,15,15,39,24.0,96
179,63.0,5148.0,1646.25,6585.0,1,38,16.5,66,15,200,97.0,388
180,96.0,5334.0,1494.0,5976.0,2,32,10.5,42,21,200,71.75,287
181,95.0,9108.0,4144.25,16577.0,3,45,23.5,94,21,200,113.5,454
182,291.0,6144.0,2995.25,11981.0,6,42,23.75,95,39,200,122.5,490
183,69.0,851.0,354.25,1417.0,1,19,7.75,31,15,117,52.5,210
184,143.0,7764.0,3542.75,14171.0,3,43,24.0,96,21,200,119.5,478
185,146.0,6960.0,2519.75,10079.0,4,37,21.75,87,27,200,125.5,502
186,161.0,6060.0,1723.0,6892.0,5,40,15.25,61,33,200,80.75,323
187,141.0,1734.0,926.25,3705.0,3,32,16.75,67,27,200,109.0,436
188,69.0,177.0,115.25,461.0,1,3,2.25,9,15,27,21.0,84
189,36.0,7512.0,4432.5,17730.0,0,45,29.0,116,9,200,152.25,609
190,234.0,6828.0,3477.0,13908.0,4,42,30.5,122,33,200,158.25,633
191,215.0,7176.0,2094.5,8378.0,5,41,17.25,69,33,200,97.25,389
192,42.0,7230.0,3910.5,15642.0,0,41,29.75,119,9,200,152.25,609
193,153.0,5322.0,3204.75,12819.0,3,41,29.5,118,27,200,156.75,627
194,98.0,2262.0,673.5,2694.0,2,34,11.0,44,15,200,64.25,257
195,96.0,9546.0,2967.5,11870.0,2,43,20.75,83,21,200,112.0,448
196,212.0,6864.0,3000.5,12002.0,4,43,23.25,93,33,200,118.0,472
197,42.0,6246.0,3330.0,13320.0,0,41,28.75,115,9,200,152.25,609
198,336.0,5736.0,2438.25,9753.0,6,38,25.0,100,45,200,142.0,568
199,74.0,627.0,484.75,1939.0,2,15,9.25,37,15,81,58.0,232
200,63.0,3066.0,831.25,3325.0,1,37,10.75,43,9,200,61.25,245
201,126.0,6000.0,3489.0,13956.0,2,39,28.5,114,21,200,155.25,621
202,255.0,9270.0,4150.5,16602.0,5,43,23.75,95,39,200,119.5,478
203,57.0,1218.0,370.5,1482.0,1,15,4.75,19,15,44,23.75,95
204,86.0,6168.0,2586.5,10346.0,2,40,22.25,89,15,200,121.0,484
205,36.0,6912.0,3673.5,14694.0,0,41,29.0,116,9,200,152.25,609
206,143.0,2604.0,927.5,3710.0,3,20,10.25,41,21,128,67.0,268
207,195.0,5868.0,1745.0,6980.0,3,39,15.0,60,27,200,82.25,329
208,42.0,6258.0,3672.0,14688.0,0,41,28.25,113,9,200,152.25,609
209,260.0,2478.0,1211.75,4847.0,6,35,19.25,77,39,200,116.5,466
210,423.0,6906.0,3083.25,12333.0,11,40,30.75,123,75,200,168.75,675
211,179.0,6198.0,3352.25,13409.0,5,42,30.0,120,33,200,158.25,633
212,165.0,1104.0,558.5,2234.0,3,14,8.5,34,27,75,55.25,221
213,42.0,5658.0,3469.5,13878.0,0,40,28.75,115,9,200,152.25,609
214,188.0,6540.0,2603.0,10412.0,4,41,22.0,88,27,200,124.0,496
215,90.0,6270.0,3085.5,12342.0,2,40,20.75,83,21,200,110.5,442
216,143.0,6570.0,1828.75,7315.0,3,41,14.25,57,21,200,73.25,293
217,71.0,879.0,429.5,1718.0,1,13,7.0,28,9,62,43.25,173
218,62.0,7764.0,3978.5,15914.0,2,44,24.0,96,15,200,118.0,472
219,345.0,5478.0,3177.75,12711.0,9,39,30.25,121,63,200,165.75,663
220,168.0,7182.0,2892.75,11571.0,3,40,20.75,83,27,200,115.0,460
221,615.0,10104.0,3152.0,12608.0,13,44,23.75,95,87,200,130.0,520
222,42.0,5610.0,2291.75,9167.0,0,40,20.5,82,9,200,110.5,442
223,41.0,5310.0,2673.25,10693.0,1,38,19.75,79,9,200,106.0,424
224,279.0,1977.0,736.5,2946.0,7,22,10.75,43,51,134,71.75,287
225,41.0,437.0,230.5,922.0,1,11,5.0,20,9,69,36.0,144
226,255.0,6240.0,3416.25,13665.0,5,40,30.25,121,39,200,159.75,639
227,285.0,5088.0,1649.0,6596.0,7,39,17.75,71,51,200,97.0,388
228,69.0,5484.0,1678.25,6713.0,1,38,14.0,56,15,200,77.5,310
229,114.0,5751.0,1842.75,7371.0,2,31,15.5,62,21,194,100.0,400
230,210.0,9930.0,3197.25,12789.0,4,43,19.0,76,32,200,105.75,423
231,93.0,4284.0,1539.5,6158.0,1,38,16.5,66,15,200,97.0,388
232,41.0,6204.0,3272.75,13091.0,1,41,28.5,114,9,200,152.25,609
233,107.0,2004.0,689.75,2759.0,2,34,11.25,45,21,200,71.5,286
234,540.0,6246.0,2913.0,11652.0,14,36,30.0,120,93,200,173.25,693
235,41.0,728.0,301.75,1207.0,1,9,4.5,18,9,39,28.25,113
236,36.0,494.0,265.0,1060.0,0,10,5.0,20,9,51,32.75,131
237,387.0,6336.0,2690.25,10761.0,9,39,24.0,96,63,200,136.0,544
238,41.0,5916.0,3362.75,13451.0,1,40,28.75,115,9,200,152.25,609
239,41.0,434.0,244.5,978.0,1,10,5.0,20,9,63,31.5,126
240,102.0,6900.0,2775.0,11100.0,2,41,20.75,83,21,200,113.5,454
241,93.0,8526.0,3811.25,15245.0,1,43,23.5,94,15,200,116.5,466
242,69.0,6666.0,3845.25,15381.0,1,41,29.75,119,15,200,153.75,615
243,132.0,7902.0,2480.25,9921.0,2,42,18.0,72,21,200,100.0,400
244,47.0,462.0,343.25,1373.0,1,10,6.25,25,9,69,44.75,179
245,113.0,5136.0,2633.5,10534.0,3,39,22.5,90,21,200,122.5,490
246,47.0,5136.0,2182.0,8728.0,1,38,24.5,98,9,200,140.5,562
247,327.0,6414.0,3489.75,13959.0,9,40,30.75,123,63,200,165.75,663
248,59.0,683.0,280.0,1120.0,1,11,5.0,20,9,45,30.0,120
249,242.0,5178.0,1601.0,6404.0,6,36,15.0,60,39,152,79.0,316
250,143.0,4626.0,2440.75,9763.0,3,37,21.5,86,21,200,121.0,484
251,147.0,6360.0,3881.25,15525.0,3,43,30.25,121,27,200,156.75,627
252,396.0,6354.0,3850.5,15402.0,8,41,30.5,122,57,200,164.25,657
253,42.0,4656.0,1666.25,6665.0,0,38,17.0,68,9,200,98.5,394
254,195.0,8730.0,4304.0,17216.0,5,44,24.0,96,33,200,118.0,472
255,239.0,5676.0,2491.25,9965.0,6,40,22.75,91,45,200,122.5,490
256,270.0,7044.0,4006.5,16026.0,6,41,30.5,122,45,200,161.25,645
257,342.0,5568.0,2874.0,11496.0,8,40,25.25,101,57,200,137.25,549
258,140.0,7902.0,4308.5,17234.0,4,40,30.5,122,27,200,156.75,627
259,41.0,7050.0,4400.75,17603.0,1,43,30.5,122,9,200,152.25,609
260,134.0,4080.0,1239.25,4957.0,4,37,14.5,58,27,200,85.25,341
261,101.0,5844.0,1612.75,6451.0,3,36,12.25,49,21,200,73.25,293
262,41.0,8838.0,3674.0,14696.0,1,43,22.0,88,9,200,112.0,448
263,41.0,3012.0,998.5,3994.0,1,36,12.75,51,9,200,74.75,299
264,63.0,5832.0,3224.25,12897.0,1,42,29.0,116,15,200,153.75,615
265,150.0,7488.0,3423.75,13695.0,4,40,22.5,90,33,200,120.75,483
266,57.0,4518.0,1321.25,5285.0,1,36,12.5,50,15,200,71.75,287
267,93.0,626.0,323.5,1294.0,1,12,5.5,22,15,51,32.75,131
268,74.0,5418.0,2411.0,9644.0,2,40,21.0,84,15,200,112.0,448
269,198.0,4764.0,2227.25,8909.0,4,37,22.75,91,33,200,131.5,526
270,108.0,9366.0,2791.5,11166.0,2,43,18.75,75,21,200,104.5,418
271,68.0,8766.0,3845.75,15383.0,2,42,22.25,89,15,200,110.5,442
272,314.0,4908.0,2946.5,11786.0,8,38,29.5,118,51,200,162.75,651
273,132.0,5208.0,2722.5,10890.0,2,42,22.75,91,21,200,119.5,478
274,92.0,6372.0,3584.0,14336.0,2,41,29.75,119,15,200,153.75,615
275,36.0,8280.0,3479.75,13919.0,0,41,20.75,83,9,200,104.5,418
276,309.0,7356.0,3603.75,14415.0,7,42,29.75,119,51,200,156.75,627
277,81.0,7032.0,3527.25,14109.0,1,41,28.5,114,15,200,153.75,615
278,156.0,6312.0,3342.0,13368.0,4,41,27.5,110,33,200,149.25,597
279,42.0,6672.0,3198.0,12792.0,0,43,24.0,96,9,200,122.5,490
280,213.0,5826.0,2852.25,11409.0,5,39,27.25,109,39,200,154.0,616
281,42.0,6480.0,3678.0,14712.0,0,42,29.25,117,9,200,152.25,609
282,480.0,5466.0,2163.75,8655.0,11,38,23.5,94,75,200,139.0,556
283,42.0,342.0,145.5,582.0,0,8,3.0,12,9,57,27.0,108
284,378.0,4374.0,2310.0,9240.0,8,37,29.0,116,57,200,164.25,657
285,42.0,8412.0,3888.0,15552.0,0,45,23.5,94,9,200,116.25,465
286,81.0,4878.0,1636.5,6546.0,1,37,15.75,63,15,200,95.5,382
287,167.0,6102.0,2321.75,9287.0,5,40,23.25,93,33,200,128.5,514
288,36.0,518.0,230.0,920.0,0,10,4.0,16,9,51,28.25,113
289,47.0,6690.0,3363.5,13454.0,1,43,24.25,97,9,200,124.0,496
290,68.0,4608.0,1787.0,7148.0,2,37,20.5,82,15,200,121.0,484
291,36.0,2091.0,584.75,2339.0,0,30,8.5,34,9,182,56.75,227
292,81.0,8562.0,4760.25,19041.0,1,44,30.75,123,15,200,153.75,615
293,63.0,3366.0,1013.75,4055.0,1,34,12.25,49,15,200,77.5,310
294,47.0,6447.0,1838.75,7355.0,1,37,13.75,55,9,158,71.75,287
295,41.0,237.0,166.75,667.0,1,6,3.75,15,9,45,28.25,113
296,41.0,578.0,254.25,1017.0,1,9,5.0,20,9,51,30.0,120
297,131.0,1830.0,632.5,2530.0,3,35,12.75,51,21,200,74.75,299
298,255.0,8250.0,4110.75,16443.0,5,45,26.5,106,39,200,130.0,520
299,156.0,6816.0,3844.5,15378.0,4,42,30.0,120,33,200,158.25,633
300,171.0,6570.0,2696.25,10785.0,3,40,24.0,96,27,200,133.0,532
301,194.0,6876.0,3589.25,14357.0,4,42,23.75,95,27,200,122.5,490
302,41.0,2910.0,783.5,3134.0,1,35,9.75,39,9,200,61.25,245
303,125.0,6360.0,3675.5,14702.0,3,44,29.0,116,21,200,150.75,603
304,432.0,5454.0,3417.0,13668.0,10,40,31.25,125,69,200,167.25,669
305,113.0,7308.0,3321.25,13285.0,3,42,22.5,90,21,200,115.0,460
306,62.0,4692.0,2488.25,9953.0,2,38,21.75,87,15,200,122.5,490
307,42.0,7806.0,3132.0,12528.0,0,41,20.75,83,9,200,110.5,442
308,69.0,2202.0,691.5,2766.0,1,33,10.25,41,15,200,68.5,274
309,96.0,6144.0,1839.25,7357.0,2,40,15.75,63,21,200,82.25,329
310,69.0,7200.0,3173.75,12695.0,1,43,21.5,86,15,200,107.5,430
311,270.0,7482.0,3068.25,12273.0,6,40,23.25,93,45,200,124.0,496
312,606.0,7206.0,3516.0,14064.0,6,44,26.0,104,44,200,131.25,525
313,159.0,8496.0,3939.75,15759.0,3,44,29.25,117,27,200,156.75,627
314,225.0,7122.0,3768.75,15075.0,5,43,30.25,121,39,200,159.75,639
315,306.0,9090.0,3017.75,12071.0,6,42,22.75,91,45,200,125.5,502
316,47.0,6402.0,3470.75,13883.0,1,40,28.25,113,9,200,152.25,609
317,264.0,6192.0,3541.5,14166.0,6,41,30.5,122,45,200,161.25,645
318,75.0,9300.0,3872.75,15491.0,1,45,22.75,91,15,200,110.5,442
319,113.0,6084.0,2510.75,10043.0,2,40,19.75,79,21,200,110.5,442
320,146.0,924.0,441.25,1765.0,3,14,7.75,31,27,87,52.25,209
321,354.0,6756.0,3631.5,14526.0,8,42,30.5,122,57,200,164.25,657
322,266.0,5562.0,3375.5,13502.0,6,40,30.0,120,39,200,159.75,639
323,216.0,7296.0,3194.25,12777.0,4,42,23.5,94,33,200,124.0,496
324,36.0,6678.0,2054.25,8217.0,0,41,16.75,67,9,200,88.0,352
325,36.0,1422.0,435.5,1742.0,0,33,9.75,39,9,200,61.25,245
326,36.0,305.0,139.75,559.0,0,7,2.75,11,9,33,19.5,78
327,240.0,7800.0,3533.25,14133.0,4,41,22.0,88,33,200,118.0,472
328,129.0,8448.0,3924.75,15699.0,3,41,25.0,100,27,200,132.75,531
329,327.0,7200.0,3750.75,15003.0,7,42,25.5,102,51,200,132.75,531
330,36.0,4764.0,1268.75,5075.0,0,37,10.5,42,9,200,62.75,251
331,129.0,8202.0,3303.75,13215.0,3,42,22.25,89,27,200,115.0,460
332,89.0,765.0,444.25,1777.0,3,12,7.25,29,21,63,46.0,184
333,36.0,773.0,287.75,1151.0,0,11,4.25,17,9,33,24.0,96
334,42.0,6066.0,3328.5,13314.0,0,39,28.0,112,9,200,152.25,609
335,357.0,8106.0,3882.0,15528.0,9,42,27.0,108,63,200,143.5,574
336,69.0,4446.0,1605.5,6422.0,1,37,18.0,72,15,200,103.25,413
337,93.0,6120.0,3492.75,13971.0,1,41,28.75,115,15,200,153.75,615
338,74.0,6246.0,2867.0,11468.0,2,44,21.5,86,15,200,109.0,436
339,120.0,5514.0,1529.0,6116.0,2,39,12.5,50,21,200,67.25,269
340,53.0,2106.0,601.0,2404.0,1,35,10.75,43,9,200,59.75,239
341,75.0,9210.0,4812.75,19251.0,1,45,31.0,124,15,200,153.75,615
