i,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
141722,3,279,9,2,0,1,0.0,11.0,65.0,0,-0.1999999999999999,6,2
142902,0,280,200,1,48,0,9.600000000000028,102.00000000000028,10314.0,0,1.0,19,49
142903,1,280,200,1,46,0,8.400000000000022,90.00000000000021,9798.0,0,1.0,20,47
142904,2,280,200,1,36,4,2.3999999999999946,29.999999999999947,2706.0,1,1.8,24,37
142331,3,280,9,0,0,1,0.0,0.0,42.0,1,-1.1,5,0
143523,0,281,200,0,42,10,6.000000000000027,60.00000000000026,8568.0,0,1.0,21,42
143524,1,281,200,0,47,2,9.000000000000032,90.00000000000031,11334.0,1,1.8,23,47
143525,2,281,200,0,42,12,6.000000000000028,60.00000000000027,8058.0,0,1.0,24,42
142988,3,281,21,0,2,2,0.0,0.0,144.0,0,-1.0,11,2
143776,0,282,200,1,33,0,0.600000000000001,12.00000000000001,1650.0,0,1.8,20,34
143559,1,282,9,0,0,1,0.0,0.0,42.0,0,-1.0,5,0
143603,2,282,27,1,3,1,0.0,5.000000000000003,164.0,0,-0.1999999999999999,18,4
143579,3,282,15,2,1,0,0.0,11.0,182.0,4,-1.1,8,3
144336,0,283,200,0,41,1,5.400000000000005,54.00000000000004,6702.0,0,1.0,24,41
144228,1,283,146,0,23,2,0.0,0.0,2013.0,0,-1.0,22,23
144337,2,283,200,1,34,6,1.1999999999999913,17.99999999999991,2814.0,1,1.8,31,35
143836,3,283,15,0,1,1,0.0,0.0,87.0,1,-1.1,9,1
144570,0,284,200,0,34,0,1.2000000000000006,12.000000000000004,1608.0,1,1.8,13,34
144385,1,284,15,1,1,0,0.0,5.000000000000002,92.0,0,-0.1999999999999999,8,2
144372,2,284,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,7,1
144373,3,284,9,1,0,0,0.0,5.000000000000001,77.0,0,-1.0,5,1
145177,0,285,200,0,42,15,6.000000000000022,60.00000000000022,7566.0,0,1.0,21,42
145178,1,285,200,1,38,0,3.6000000000000263,42.000000000000256,7728.0,0,1.0,21,39
145179,2,285,200,0,40,19,4.800000000000005,48.00000000000005,6552.0,2,1.1,21,40
144606,3,285,9,0,0,0,0.0,0.0,36.0,2,-1.1,5,0
145822,0,286,200,0,43,14,6.600000000000026,66.00000000000026,9336.0,0,1.0,29,43
145823,1,286,200,1,38,1,3.6000000000000183,42.00000000000018,7866.0,0,1.0,30,39
145824,2,286,200,0,40,15,4.800000000000002,48.000000000000014,4416.0,0,1.0,36,40
145359,3,286,45,2,6,3,0.0,11.000000000000002,341.0,0,-0.1999999999999999,18,8
146455,0,287,200,0,40,3,4.800000000000045,48.00000000000045,10836.0,0,1.0,31,40
146456,1,287,200,0,37,33,2.999999999999995,29.99999999999995,7086.0,0,1.0,29,37
145955,2,287,33,1,4,2,0.0,5.000000000000001,227.0,0,-1.0,17,5
146457,3,287,200,0,42,35,6.000000000000009,60.000000000000085,5814.0,0,1.0,30,42
146981,0,288,200,0,44,20,7.200000000000023,72.00000000000023,8994.0,0,1.0,22,44
146813,1,288,116,0,18,0,0.0,0.0,1302.0,0,-1.0,23,18
146982,2,288,200,0,41,23,5.400000000000002,54.00000000000002,4818.0,0,1.0,27,41
146493,3,288,9,0,0,1,0.0,0.0,42.0,1,-1.1,6,0
147506,0,289,200,1,41,0,5.400000000000018,60.00000000000018,7086.0,0,1.8,24,42
147507,1,289,200,1,41,1,5.400000000000005,60.00000000000004,5664.0,0,1.0,30,42
147339,2,289,116,0,18,5,0.0,0.0,1044.0,0,-1.0,27,18
147018,3,289,9,0,0,0,0.0,0.0,36.0,1,-1.1,8,0
148114,0,290,200,1,38,2,3.600000000000009,42.000000000000085,6792.0,0,1.8,19,39
148115,1,290,200,0,45,0,7.800000000000042,78.00000000000041,11742.0,0,1.0,17,45
148116,2,290,200,0,36,4,2.400000000000012,24.00000000000012,6972.0,2,0.9,19,36
147543,3,290,9,1,0,0,0.0,5.000000000000001,53.0,0,-1.0,5,1
148723,0,291,200,1,42,21,6.000000000000007,66.00000000000006,7470.0,0,1.8,23,43
148724,1,291,200,1,40,0,4.799999999999993,53.99999999999992,5628.0,1,1.8,32,41
148725,2,291,200,0,40,24,4.799999999999998,47.99999999999998,5238.0,0,1.0,29,40
148152,3,291,9,2,0,1,0.0,11.0,71.0,0,-0.1999999999999999,6,2
148800,0,292,26,0,3,0,0.0,0.0,243.0,1,-1.1,12,3
148975,1,292,200,2,44,0,7.200000000000024,84.00000000000023,7704.0,0,1.8,21,46
148779,2,292,15,1,1,0,0.0,5.000000000000002,104.0,0,-1.0,10,2
148761,3,292,9,2,0,0,0.0,11.0,83.0,0,-0.1999999999999999,5,2
149099,0,293,33,0,4,1,0.0,0.0,240.0,1,-1.1,18,4
149434,1,293,200,0,42,33,6.000000000000025,60.00000000000025,8202.0,3,0.9,28,42
149082,2,293,27,0,3,1,0.0,0.0,165.0,3,-1.1,16,3
149435,3,293,200,3,37,38,3.000000000000009,48.000000000000085,10200.0,1,1.8,28,40
150054,0,294,200,0,41,1,5.40000000000004,54.0000000000004,9432.0,0,1.0,29,41
150055,1,294,200,1,36,39,2.4000000000000123,30.000000000000124,6816.0,0,1.8,26,37
149518,2,294,21,0,2,1,0.0,0.0,138.0,0,-1.0,12,2
150056,3,294,200,0,41,41,5.400000000000021,54.000000000000206,7866.0,2,1.5,25,41
150681,0,295,200,1,37,0,2.9999999999999862,35.99999999999986,5622.0,0,1.0,27,38
150682,1,295,200,0,34,39,1.1999999999999873,11.999999999999872,3504.0,4,1.1,32,34
150163,2,295,27,1,3,1,0.0,5.000000000000003,152.0,0,-0.1999999999999999,13,4
150683,3,295,200,0,40,36,4.799999999999991,47.99999999999991,5154.0,3,1.9,28,40
151290,0,296,200,1,47,30,9.000000000000025,96.00000000000024,10272.0,0,1.8,18,48
151291,1,296,200,2,46,0,8.40000000000002,96.00000000000018,9474.0,0,1.8,24,48
151292,2,296,200,0,42,33,6.000000000000018,60.00000000000018,8190.0,2,1.1,23,42
150719,3,296,9,1,0,0,0.0,5.000000000000001,77.0,0,-1.0,7,1
151905,0,297,200,0,42,0,6.000000000000034,60.000000000000334,8082.0,0,1.0,30,42
151906,1,297,200,0,36,43,2.399999999999999,23.99999999999999,5694.0,4,1.1,27,36
151351,2,297,15,0,1,0,0.0,0.0,63.0,0,-1.0,8,1
151907,3,297,200,1,44,39,7.200000000000016,78.00000000000016,6966.0,0,1.0,21,45
152526,0,298,200,1,37,1,2.9999999999999867,35.999999999999865,4866.0,0,1.8,31,38
152527,1,298,200,0,35,33,1.7999999999999887,17.999999999999886,3066.0,0,1.0,30,35
151990,2,298,21,0,2,1,0.0,0.0,114.0,1,-1.1,16,2
152528,3,298,200,0,39,33,4.1999999999999895,41.99999999999989,4506.0,0,1.0,33,39
153135,0,299,200,1,43,25,6.60000000000004,72.00000000000038,10260.0,0,1.8,21,44
153136,1,299,200,1,41,0,5.400000000000022,60.00000000000021,8118.0,0,1.0,27,42
153137,2,299,200,0,41,26,5.400000000000008,54.00000000000008,6120.0,2,1.1,30,41
152564,3,299,9,1,0,0,0.0,5.000000000000001,77.0,0,-1.0,6,1
153780,0,300,200,0,44,26,7.200000000000042,72.00000000000041,10602.0,0,1.0,25,44
153781,1,300,200,1,42,1,6.000000000000023,66.00000000000023,7686.0,1,1.8,28,43
153782,2,300,200,0,42,25,6.000000000000018,60.00000000000018,5796.0,0,1.0,32,42
153317,3,300,45,0,6,2,0.0,0.0,234.0,2,-1.1,21,6
154413,0,301,200,0,42,20,6.000000000000044,60.00000000000044,9990.0,0,1.0,19,42
154414,1,301,200,2,39,0,4.200000000000008,54.00000000000008,8004.0,0,1.8,27,41
154415,2,301,200,0,38,25,3.5999999999999903,35.9999999999999,4350.0,2,1.1,29,38
153914,3,301,33,1,4,1,0.0,5.000000000000004,233.0,3,-1.1,20,5
155022,0,302,200,0,44,16,7.200000000000008,72.00000000000007,6150.0,0,1.0,21,44
155023,1,302,200,1,41,0,5.400000000000008,60.00000000000007,5844.0,0,1.0,21,42
155024,2,302,200,0,40,21,4.800000000000001,48.00000000000001,4890.0,0,1.0,23,40
154451,3,302,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,6,1
155465,0,303,200,1,47,29,9.000000000000027,96.00000000000026,10134.0,0,1.8,20,48
155058,1,303,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
155466,2,303,200,0,44,29,7.200000000000014,72.00000000000014,6654.0,0,1.0,25,44
155132,3,303,33,0,4,0,0.0,0.0,222.0,2,-1.1,15,4
156073,0,304,200,1,42,10,6.000000000000042,66.00000000000041,9504.0,1,1.8,19,43
155500,1,304,9,0,0,1,0.0,0.0,42.0,1,-1.1,8,0
156074,2,304,200,1,39,9,4.199999999999989,47.99999999999988,6870.0,0,1.0,25,40
156075,3,304,200,1,35,4,1.7999999999999887,23.999999999999886,3336.0,0,1.8,28,36
156629,0,305,200,0,41,15,5.400000000000007,54.000000000000064,6804.0,3,1.9,20,41
156521,1,305,146,0,23,0,0.0,0.0,1875.0,0,-1.0,22,23
156630,2,305,200,0,38,17,3.599999999999989,35.99999999999989,3384.0,2,1.1,30,38
156111,3,305,9,0,0,1,0.0,0.0,42.0,1,-1.1,6,0
157297,0,306,200,1,46,3,8.400000000000038,90.00000000000037,11676.0,0,1.8,29,47
157298,1,306,200,1,39,22,4.200000000000008,48.00000000000008,8106.0,0,1.0,36,40
156905,2,306,69,1,10,1,0.0,5.00000000000001,455.0,0,-0.1999999999999999,26,11
157299,3,306,200,1,39,32,4.199999999999994,47.999999999999936,3606.0,0,1.8,29,40
157794,0,307,200,0,47,26,9.00000000000003,90.0000000000003,10374.0,0,1.0,21,47
157568,1,307,87,0,13,0,0.0,0.0,753.0,1,-1.1,24,13
157795,2,307,200,0,44,27,7.200000000000009,72.00000000000009,5940.0,0,1.0,32,44
157335,3,307,9,2,0,0,0.0,11.0,89.0,3,-1.1,4,2
158402,0,308,200,1,41,21,5.400000000000013,60.00000000000012,7080.0,0,1.8,23,42
158403,1,308,200,0,41,0,5.400000000000003,54.00000000000003,6462.0,0,1.0,20,41
158404,2,308,200,0,40,19,4.800000000000015,48.00000000000015,6342.0,0,1.0,23,40
157831,3,308,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
159011,0,309,200,0,39,0,4.199999999999988,41.99999999999987,5742.0,0,1.0,24,39
159012,1,309,200,0,36,36,2.399999999999989,23.999999999999886,4002.0,4,1.1,31,36
158439,2,309,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
159013,3,309,200,0,40,40,4.799999999999994,47.999999999999936,5514.0,3,1.9,25,40
159465,0,310,200,0,40,0,4.799999999999988,47.99999999999988,5682.0,1,1.8,24,40
159466,1,310,200,1,40,1,4.799999999999994,53.99999999999993,5466.0,1,1.8,25,41
159120,2,310,27,2,3,1,0.0,11.0,200.0,0,-0.1999999999999999,14,5
159117,3,310,26,0,3,3,0.0,0.0,207.0,1,-1.1,16,3
159701,0,311,62,1,9,2,0.0,5.999999999999989,561.0,0,-0.1999999999999999,17,10
159842,1,311,200,1,44,2,7.200000000000021,78.0000000000002,9012.0,0,1.0,28,45
159705,2,311,63,2,9,0,0.0,11.0,518.0,0,-0.1999999999999999,24,11
159670,3,311,51,0,7,9,0.0,0.0,483.0,0,-1.0,21,7
160455,0,312,200,0,38,0,3.599999999999988,35.99999999999987,5952.0,0,1.0,26,38
160456,1,312,200,0,34,39,1.199999999999986,11.99999999999986,3306.0,0,1.0,24,34
159901,2,312,15,1,1,0,0.0,5.000000000000001,86.0,0,-0.1999999999999999,8,2
160457,3,312,200,0,40,39,4.799999999999999,47.99999999999999,5676.0,0,1.0,21,40
160899,0,313,200,0,36,0,2.3999999999999866,23.999999999999865,3738.0,1,1.8,25,36
160887,1,313,188,0,30,1,0.0,0.0,1962.0,0,-1.0,22,30
160601,2,313,45,1,6,2,0.0,5.0,401.0,0,-0.1999999999999999,16,7
160493,3,313,9,2,0,0,0.0,11.0,65.0,0,-0.1999999999999999,7,2
161453,0,314,200,1,41,20,5.400000000000037,60.00000000000036,8616.0,3,1.9,22,42
160933,1,314,9,0,0,1,0.0,0.0,42.0,0,-1.0,5,0
161454,2,314,200,1,41,14,5.400000000000001,60.00000000000001,6174.0,0,1.8,26,42
161346,3,314,146,0,23,1,0.0,0.0,2535.0,3,-1.1,21,23
162061,0,315,200,0,38,6,3.599999999999985,35.99999999999985,4746.0,0,1.0,23,38
162062,1,315,200,1,37,0,2.999999999999987,35.99999999999987,3768.0,0,1.8,26,38
162063,2,315,200,0,37,10,2.999999999999992,29.999999999999915,3366.0,2,1.9,25,37
161490,3,315,9,0,0,1,0.0,0.0,42.0,0,-1.0,6,0
162670,0,316,200,0,42,22,6.000000000000029,60.00000000000029,7908.0,0,1.0,24,42
162671,1,316,200,1,42,1,6.000000000000002,66.00000000000001,6138.0,1,1.8,21,43
162672,2,316,200,1,43,24,6.600000000000009,72.00000000000009,5664.0,0,1.8,26,44
162099,3,316,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,6,1
163054,0,317,200,0,46,0,8.400000000000022,84.00000000000021,8562.0,0,1.0,29,46
162914,1,317,74,0,11,1,0.0,0.0,645.0,0,-1.0,21,11
162941,2,317,87,2,13,2,0.0,11.000000000000004,686.0,0,-0.1999999999999999,29,15
162756,3,317,21,2,2,1,0.0,11.0,185.0,3,-1.1,12,4
163656,0,318,200,0,48,3,9.600000000000046,96.00000000000044,12762.0,0,1.0,28,48
163657,1,318,200,2,42,3,5.999999999999996,71.99999999999996,6216.0,1,1.8,35,44
163561,2,318,152,0,24,6,0.0,0.0,2160.0,0,-1.0,34,24
163258,3,318,51,0,7,3,0.0,0.0,369.0,2,-1.1,22,7
164115,0,319,200,0,38,0,3.599999999999994,35.999999999999936,6540.0,3,0.9,25,38
163791,1,319,38,0,5,3,0.0,0.0,357.0,0,-1.0,17,5
163740,2,319,21,0,2,0,0.0,0.0,90.0,0,-1.0,9,2
164116,3,319,200,1,38,5,3.599999999999989,41.99999999999989,6318.0,0,1.0,28,39
164592,0,320,200,0,47,1,9.00000000000003,90.0000000000003,10968.0,0,1.0,29,47
164198,1,320,21,0,2,2,0.0,0.0,156.0,1,-1.1,11,2
164304,2,320,56,0,8,0,0.0,0.0,462.0,4,-1.1,21,8
164593,3,320,200,1,37,2,2.999999999999992,35.999999999999915,3810.0,0,1.0,38,38
165200,0,321,200,0,44,18,7.200000000000031,72.00000000000031,9726.0,0,1.0,22,44
165201,1,321,200,1,44,0,7.2000000000000055,78.00000000000004,7044.0,0,1.0,23,45
165202,2,321,200,1,40,17,4.7999999999999945,53.999999999999936,3966.0,0,1.8,30,41
164629,3,321,9,1,0,1,0.0,5.000000000000001,59.0,0,-1.0,5,1
165809,0,322,200,0,41,22,5.400000000000011,54.00000000000011,7452.0,0,1.0,22,41
165810,1,322,200,1,36,0,2.3999999999999857,29.999999999999854,5514.0,0,1.0,24,37
165811,2,322,200,1,39,26,4.200000000000001,48.00000000000001,6354.0,0,1.8,19,40
165238,3,322,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,6,1
166418,0,323,200,1,46,14,8.40000000000003,90.0000000000003,10368.0,0,1.8,30,47
165845,1,323,9,0,0,1,0.0,0.0,42.0,1,-1.1,8,0
166419,2,323,200,2,40,7,4.800000000000001,60.00000000000001,6342.0,0,1.0,28,42
166420,3,323,200,0,36,3,2.3999999999999897,23.999999999999897,4068.0,1,1.8,28,36
166855,0,324,200,0,39,0,4.199999999999995,41.99999999999994,4998.0,0,1.0,16,39
166856,1,324,200,1,38,1,3.5999999999999903,41.9999999999999,4140.0,0,1.0,29,39
166498,2,324,21,0,2,0,0.0,0.0,84.0,0,-1.0,8,2
166480,3,324,15,2,1,0,0.0,11.0,98.0,0,-0.1999999999999999,7,3
166937,0,325,21,0,2,0,0.0,0.0,84.0,4,-1.1,9,2
167357,1,325,200,1,40,6,4.799999999999999,53.99999999999999,6666.0,0,1.0,29,41
167296,2,325,140,1,22,2,0.0,5.999999999999944,1974.0,0,-1.0,34,23
167297,3,325,140,4,22,6,0.0,23.999999999999943,3582.0,3,-1.1,29,26
167881,0,326,200,0,42,3,6.000000000000032,60.00000000000032,9408.0,0,1.0,29,42
167882,1,326,200,1,39,0,4.199999999999992,47.99999999999992,7110.0,0,1.0,33,40
167690,2,326,104,0,16,9,0.0,0.0,1704.0,0,-1.0,32,16
167441,3,326,21,2,2,1,0.0,11.0,215.0,0,-1.0,10,4
168489,0,327,200,0,43,18,6.600000000000004,66.00000000000004,7440.0,0,1.0,27,43
168490,1,327,200,1,40,0,4.799999999999991,53.9999999999999,6300.0,1,1.8,21,41
168491,2,327,200,1,42,19,5.999999999999999,65.99999999999999,4692.0,0,1.8,27,43
167918,3,327,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
168721,0,328,74,1,11,0,0.0,5.999999999999976,777.0,0,-1.0,22,12
168697,1,328,62,0,9,1,0.0,0.0,687.0,0,-1.0,21,9
168848,2,328,200,5,34,0,1.1999999999999966,41.999999999999964,3390.0,1,1.8,35,39
168575,3,328,21,2,2,1,0.0,11.0,131.0,0,-0.1999999999999999,13,4
169473,0,329,200,0,43,12,6.600000000000019,66.00000000000018,9672.0,0,1.0,25,43
169474,1,329,200,1,40,1,4.799999999999999,53.99999999999999,4632.0,0,1.0,31,41
169475,2,329,200,1,40,10,4.799999999999998,53.99999999999997,4278.0,0,1.8,30,41
168956,3,329,27,0,3,1,0.0,0.0,171.0,1,-1.1,12,3
170082,0,330,200,0,45,29,7.80000000000002,78.0000000000002,8454.0,3,1.9,23,45
170083,1,330,200,1,44,0,7.200000000000021,78.0000000000002,8628.0,0,1.0,26,45
170084,2,330,200,0,46,26,8.400000000000016,84.00000000000016,7140.0,0,1.0,26,46
169511,3,330,9,2,0,0,0.0,11.0,89.0,2,-1.1,5,2
170733,0,331,200,0,41,5,5.400000000000006,54.00000000000006,5454.0,0,1.0,24,41
170734,1,331,200,0,47,1,9.000000000000028,90.00000000000028,9324.0,1,1.8,31,47
170735,2,331,200,1,39,6,4.199999999999997,47.99999999999996,4980.0,0,1.8,28,40
170288,3,331,51,0,7,1,0.0,0.0,297.0,0,-1.0,17,7
171342,0,332,200,0,39,4,4.199999999999995,41.99999999999994,5436.0,0,1.0,28,39
171343,1,332,200,2,36,0,2.3999999999999893,35.999999999999886,3840.0,0,1.8,33,38
171344,2,332,200,0,37,9,2.9999999999999925,29.99999999999992,2730.0,0,1.0,27,37
170771,3,332,9,1,0,0,0.0,5.000000000000001,59.0,0,-1.0,7,1
171951,0,333,200,0,41,9,5.4,54.0,6432.0,0,1.0,17,41
171952,1,333,200,1,35,0,1.7999999999999852,23.99999999999985,4818.0,0,1.0,20,36
171953,2,333,200,1,36,17,2.3999999999999866,29.999999999999865,4050.0,0,1.8,21,37
171380,3,333,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
172394,0,334,200,0,38,0,3.599999999999986,35.99999999999986,5796.0,3,0.9,24,38
172035,1,334,21,0,2,4,0.0,0.0,150.0,0,-1.0,11,2
172036,2,334,21,1,2,0,0.0,5.000000000000001,149.0,0,-1.0,14,3
172395,3,334,200,1,38,7,3.5999999999999863,41.99999999999986,6906.0,1,1.8,18,39
172458,0,335,20,0,2,0,0.0,0.0,150.0,1,-1.1,11,2
172429,1,335,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,5,1
172639,2,335,200,10,35,0,1.799999999999991,77.9999999999999,5328.0,1,1.8,20,45
172449,3,335,15,3,1,1,0.0,17.0,194.0,4,-1.1,10,4
173294,0,336,200,0,43,1,6.600000000000048,66.00000000000047,10476.0,1,1.8,31,43
173295,1,336,200,1,37,25,2.999999999999997,35.999999999999964,4098.0,0,1.0,41,38
172866,2,336,57,0,8,2,0.0,0.0,366.0,0,-1.0,21,8
173296,3,336,200,0,40,22,4.800000000000001,48.00000000000001,3858.0,0,1.0,38,40
173903,0,337,200,1,39,13,4.199999999999989,47.99999999999988,5742.0,0,1.8,21,40
173904,1,337,200,1,38,0,3.5999999999999863,41.99999999999986,5244.0,0,1.0,22,39
173905,2,337,200,0,38,19,3.599999999999987,35.99999999999987,4350.0,0,1.0,28,38
173332,3,337,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,8,1
173957,0,338,15,0,1,0,0.0,0.0,63.0,0,-1.0,8,1
174328,1,338,200,3,45,0,7.800000000000022,96.00000000000024,10524.0,0,1.0,18,48
174329,2,338,200,0,45,0,7.800000000000017,78.00000000000016,8274.0,0,1.0,21,45
173941,3,338,9,0,0,1,0.0,0.0,42.0,1,-1.1,5,0
174936,0,339,200,1,42,13,6.000000000000038,66.00000000000037,9282.0,0,1.8,26,43
174937,1,339,200,1,41,1,5.400000000000008,60.00000000000008,5274.0,0,1.0,29,42
174938,2,339,200,1,38,16,3.599999999999988,41.99999999999987,4410.0,0,1.8,32,39
174365,3,339,9,1,1,1,0.6,11.999999999999998,71.0,0,-1.0,7,2
175050,0,340,33,1,4,0,0.0,5.000000000000001,233.0,0,-0.1999999999999999,13,5
175385,1,340,200,3,44,1,7.2000000000000215,90.00000000000021,8820.0,1,1.8,24,47
175386,2,340,200,2,42,0,6.00000000000002,72.0000000000002,7998.0,1,1.8,26,44
174998,3,340,15,0,1,1,0.0,0.0,69.0,0,-1.0,8,1
175993,0,341,200,0,45,28,7.800000000000031,78.0000000000003,9930.0,0,1.0,19,45
175994,1,341,200,1,42,0,6.00000000000002,66.00000000000018,8154.0,0,1.0,19,43
175995,2,341,200,0,40,33,4.800000000000028,48.00000000000028,8100.0,0,1.0,18,40
175422,3,341,9,1,0,1,0.0,5.000000000000001,59.0,0,-1.0,6,1
176442,0,342,200,0,50,0,10.800000000000036,108.00000000000036,12240.0,1,1.8,17,50
176029,1,342,9,0,0,1,0.0,0.0,42.0,0,-1.0,5,0
176120,2,342,39,0,5,0,0.0,0.0,219.0,0,-1.0,15,5
176443,3,342,200,2,38,1,3.599999999999988,47.99999999999988,5406.0,0,1.0,26,40
176694,0,343,200,0,49,0,10.200000000000037,102.00000000000034,11376.0,0,1.0,11,49
176477,1,343,9,0,0,0,0.0,0.0,36.0,0,-1.0,6,0
176527,2,343,33,2,4,1,0.0,11.000000000000002,263.0,2,-1.1,13,6
176479,3,343,9,1,0,0,0.0,5.000000000000001,77.0,0,-1.0,5,1
176727,0,344,9,0,0,0,0.0,0.0,36.0,4,-1.1,7,0
177111,1,344,200,0,47,0,9.000000000000034,90.00000000000033,11310.0,0,1.0,16,47
177112,2,344,200,2,46,0,8.400000000000029,96.00000000000028,10476.0,0,1.0,22,48
176730,3,344,9,2,0,0,0.0,11.0,95.0,0,-1.0,5,2
177731,0,345,200,0,38,6,3.5999999999999903,35.9999999999999,5568.0,0,1.0,31,38
177732,1,345,200,0,37,43,2.999999999999988,29.99999999999988,3684.0,4,1.1,30,37
177195,2,345,21,1,2,0,0.0,5.000000000000003,125.0,0,-0.1999999999999999,14,3
177733,3,345,200,1,44,39,7.200000000000009,78.00000000000009,7008.0,0,1.8,26,45
178263,0,346,200,0,45,20,7.800000000000018,78.00000000000018,7902.0,3,1.9,28,45
178083,1,346,110,0,17,2,0.0,0.0,1335.0,0,-1.0,27,17
178264,2,346,200,0,40,26,4.800000000000002,48.000000000000014,4494.0,0,1.0,38,40
177817,3,346,21,0,2,2,0.0,0.0,120.0,1,-1.1,11,2
178895,0,347,200,0,41,1,5.400000000000021,54.000000000000206,7170.0,0,1.0,29,41
178896,1,347,200,2,40,36,4.800000000000007,60.00000000000007,7020.0,0,1.8,28,42
178395,2,347,33,0,4,2,0.0,0.0,210.0,1,-1.1,15,4
178897,3,347,200,1,38,39,3.5999999999999868,41.999999999999865,5964.0,0,1.0,28,39
179054,0,348,50,1,7,0,0.0,5.99999999999999,483.0,0,-0.1999999999999999,10,8
179218,1,348,200,0,47,0,9.000000000000021,90.00000000000021,8760.0,1,1.8,24,47
179080,2,348,62,2,9,0,0.0,11.999999999999996,579.0,0,-0.1999999999999999,21,11
178933,3,348,9,2,0,0,0.0,11.0,71.0,0,-0.1999999999999999,5,2
179825,0,349,200,0,43,27,6.600000000000033,66.00000000000033,8508.0,0,1.0,20,43
179826,1,349,200,0,41,0,5.399999999999997,53.999999999999964,7008.0,0,1.0,17,41
179827,2,349,200,0,41,29,5.400000000000024,54.00000000000024,7464.0,2,1.1,21,41
179254,3,349,9,0,0,0,0.0,0.0,36.0,1,-1.1,7,0
180434,0,350,200,0,39,21,4.200000000000017,42.00000000000017,7398.0,0,1.0,22,39
180435,1,350,200,1,39,0,4.199999999999987,47.999999999999865,5508.0,1,1.8,21,40
180436,2,350,200,0,39,24,4.1999999999999895,41.99999999999989,5634.0,0,1.0,23,39
179863,3,350,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
181049,0,351,200,0,46,30,8.400000000000048,84.00000000000048,12726.0,0,1.0,19,46
181050,1,351,200,1,42,1,6.000000000000028,66.00000000000027,8304.0,0,1.0,21,43
181051,2,351,200,0,44,29,7.200000000000023,72.00000000000023,8232.0,2,1.1,21,44
180496,3,351,15,0,1,2,0.0,0.0,99.0,0,-1.0,9,1
181658,0,352,200,1,41,2,5.400000000000038,60.00000000000037,10698.0,0,1.8,26,42
181659,1,352,200,0,38,37,3.600000000000006,36.00000000000006,7452.0,0,1.0,26,38
181086,2,352,9,0,0,0,0.0,0.0,36.0,0,-1.0,7,0
181660,3,352,200,1,45,39,7.800000000000006,84.00000000000006,6378.0,0,1.8,24,46
181787,0,353,38,0,5,0,0.0,0.0,477.0,1,-1.1,13,5
182112,1,353,200,1,44,34,7.200000000000022,78.00000000000021,9504.0,0,1.0,25,45
181719,2,353,15,1,1,0,0.0,5.000000000000002,68.0,0,-0.1999999999999999,8,2
182113,3,353,200,1,46,31,8.40000000000002,90.00000000000018,10104.0,0,1.0,22,47
182732,0,354,200,0,46,1,8.400000000000023,84.00000000000023,9522.0,4,1.9,30,46
182733,1,354,200,1,38,27,3.599999999999988,41.99999999999987,6174.0,4,1.1,32,39
182196,2,354,21,0,2,1,0.0,0.0,108.0,0,-1.0,13,2
182734,3,354,200,1,37,34,2.9999999999999902,35.9999999999999,3234.0,0,1.0,33,38
183003,0,355,200,1,48,0,9.600000000000026,102.00000000000026,10722.0,0,1.8,16,49
182829,1,355,27,1,3,0,0.0,5.000000000000002,116.0,0,-0.1999999999999999,11,4
182830,2,355,27,1,3,2,0.0,5.000000000000003,206.0,0,-1.0,11,4
182794,3,355,15,1,1,0,0.0,5.000000000000001,98.0,0,-1.0,7,2
183652,0,356,200,0,41,0,5.400000000000002,54.00000000000002,6588.0,0,1.0,33,41
183653,1,356,200,0,39,28,4.199999999999996,41.99999999999996,6390.0,0,1.0,32,39
183206,2,356,51,0,7,2,0.0,0.0,315.0,0,-1.0,21,7
183654,3,356,200,1,37,36,2.99999999999999,35.99999999999989,4956.0,0,1.0,35,38
184261,0,357,200,0,45,29,7.800000000000034,78.00000000000034,9798.0,0,1.0,20,45
184262,1,357,200,1,43,1,6.600000000000027,72.00000000000027,9306.0,0,1.0,23,44
184263,2,357,200,0,45,28,7.800000000000024,78.00000000000023,8436.0,0,1.0,26,45
183690,3,357,9,0,0,1,0.0,0.0,42.0,0,-1.0,5,0
184876,0,358,200,0,43,14,6.60000000000004,66.0000000000004,9306.0,1,1.8,26,43
184321,1,358,15,0,1,1,0.0,0.0,93.0,1,-1.1,11,1
184877,2,358,200,1,38,11,3.599999999999988,41.99999999999987,6462.0,0,1.0,32,39
184878,3,358,200,1,36,4,2.39999999999999,29.9999999999999,3060.0,1,1.8,25,37
