,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms
0,0,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,1,1,2,1,0,0,0.7000000000000001,13.0,21.0,0,0.8,
0,2,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,3,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,0,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,
0,1,1,3,0,0,1,0.6000000000000001,6.000000000000001,27.0,4,0.09999999999999998,
0,2,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,
0,3,1,3,1,1,0,1.2000000000000002,18.0,27.0,0,0.8,
0,0,1,4,1,0,0,0.5000000000000001,11.0,32.0,0,0.8,
0,1,1,4,0,0,1,0.5000000000000001,5.000000000000001,32.0,0,0,
0,2,1,4,0,1,0,1.1,11.0,26.0,0,0,
0,3,1,4,0,1,1,1.1,11.0,38.0,4,0.9,
0,0,1,5,1,0,0,0.40000000000000013,10.0,42.0,4,-0.1,
0,1,1,5,0,0,1,0.40000000000000013,4.000000000000001,36.0,0,0,
0,2,1,5,0,1,0,1.0,10.0,36.0,0,0,
0,3,1,5,1,1,1,1.0,16.0,54.0,0,0.8,
0,0,1,6,1,0,0,0.30000000000000016,9.0,51.0,2,-0.1,
0,1,1,6,1,0,1,0.30000000000000016,9.0,45.0,0,0.8,
0,2,1,6,1,2,0,1.5,21.0,51.0,0,0.8,
0,3,1,6,0,1,2,0.9,9.0,63.0,4,0.09999999999999998,
0,0,1,7,0,1,0,0.8000000000000002,8.000000000000002,59.0,1,0.8,
0,1,1,7,0,1,1,0.8000000000000002,8.000000000000002,53.0,1,0.8,
0,2,1,7,0,3,0,2.0,20.0,71.0,1,0.8,
0,3,1,7,0,1,2,0.8,8.0,71.0,0,0,
0,0,1,8,0,1,0,0.7000000000000002,7.000000000000002,66.0,0,0,
0,1,1,8,0,1,1,0.7000000000000002,7.000000000000002,60.0,0,0,
0,2,1,8,0,3,0,1.9,18.999999999999996,90.0,0,0,
0,3,1,8,0,1,2,0.7000000000000001,7.0,78.0,0,0,
0,0,1,9,0,1,0,0.6000000000000002,6.000000000000002,72.0,0,0,
0,1,1,9,0,1,1,0.6000000000000002,6.000000000000002,66.0,0,0,
0,2,1,9,0,3,0,1.7999999999999998,17.999999999999996,108.0,0,0,
0,3,1,9,0,1,2,0.6000000000000001,6.000000000000001,84.0,0,0,
0,0,1,10,0,1,0,0.5000000000000002,5.000000000000002,77.0,0,0,
0,1,1,10,1,1,1,0.5000000000000002,11.0,77.0,0,0.8,
0,2,1,10,1,3,0,1.6999999999999997,22.999999999999996,131.0,0,0.8,
0,3,1,10,0,1,2,0.5000000000000001,5.000000000000001,89.0,0,0,
0,0,1,11,1,1,0,0.40000000000000024,10.000000000000002,87.0,0,0.8,
0,1,1,11,1,1,1,0.40000000000000024,10.000000000000002,87.0,4,-0.1,
0,2,1,11,0,4,0,2.1999999999999997,21.999999999999996,153.0,1,0.8,
