agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms
0,utilitarian,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
1,utilitarian,1,2,1,0,0,0.7000000000000001,13.0,21.0,0,0.8,1
2,baseline,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
3,baseline,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
0,utilitarian,1,3,1,0,0,0.6000000000000001,12.000000000000002,27.0,0,0.8,1
1,utilitarian,1,3,0,1,0,1.2,11.999999999999998,33.0,1,0.8,2
2,baseline,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,2
3,baseline,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,2
0,utilitarian,1,4,0,1,0,1.1,11.0,38.0,1,0.8,2
1,utilitarian,1,4,0,1,0,1.0999999999999999,10.999999999999998,44.0,0,0,3
2,baseline,1,4,0,0,0,0.5000000000000001,5.000000000000001,26.0,0,0,3
3,baseline,1,4,1,0,0,0.5000000000000001,11.0,32.0,0,1,3
0,utilitarian,1,5,0,1,0,1.0,10.0,48.0,0,0,3
1,utilitarian,1,5,0,1,0,0.9999999999999999,9.999999999999998,54.0,0,0,3
2,baseline,1,5,0,0,0,0.40000000000000013,4.000000000000001,30.0,0,0,4
3,baseline,1,5,1,0,0,0.40000000000000013,10.0,42.0,2,-0.2,4
0,utilitarian,1,6,1,1,0,0.9,15.0,63.0,0,0.8,4
1,utilitarian,1,6,0,1,0,0.8999999999999999,8.999999999999998,63.0,0,0,4
2,baseline,1,6,1,0,0,0.30000000000000016,9.0,39.0,0,1,5
3,baseline,1,6,1,0,0,0.30000000000000016,9.0,51.0,2,-0.2,5
0,utilitarian,1,7,0,2,0,1.4,13.999999999999998,77.0,1,0.8,5
1,utilitarian,1,7,1,1,0,0.7999999999999999,13.999999999999998,77.0,0,0.8,4
2,baseline,1,7,0,1,0,0.8000000000000002,8.000000000000002,47.0,1,1,6
3,baseline,1,7,0,1,0,0.8000000000000002,8.000000000000002,59.0,1,1,6
0,utilitarian,1,8,1,2,0,1.2999999999999998,18.999999999999996,96.0,0,0.8,5
1,utilitarian,1,8,0,2,0,1.2999999999999998,12.999999999999998,90.0,1,0.8,4
2,baseline,1,8,0,1,0,0.7000000000000002,7.000000000000002,54.0,0,0,7
3,baseline,1,8,0,1,0,0.7000000000000002,7.000000000000002,66.0,0,0,6
0,utilitarian,1,9,0,3,0,1.7999999999999998,17.999999999999996,114.0,1,0.8,5
1,utilitarian,1,9,0,2,0,1.1999999999999997,11.999999999999996,102.0,0,0,4
2,baseline,1,9,0,1,0,0.6000000000000002,6.000000000000002,60.0,0,0,7
3,baseline,1,9,0,1,0,0.6000000000000002,6.000000000000002,72.0,0,0,6
0,utilitarian,1,10,0,3,0,1.6999999999999997,16.999999999999996,131.0,0,0,5
1,utilitarian,1,10,0,2,0,1.0999999999999996,10.999999999999996,113.0,0,0,4
2,baseline,1,10,0,1,0,0.5000000000000002,5.000000000000002,65.0,0,0,7
3,baseline,1,10,0,1,0,0.5000000000000002,5.000000000000002,77.0,0,0,6
0,utilitarian,1,11,0,3,0,1.5999999999999996,15.999999999999996,147.0,0,0,5
1,utilitarian,1,11,0,2,0,0.9999999999999997,9.999999999999996,123.0,0,0,4
2,baseline,1,11,0,1,0,0.40000000000000024,4.000000000000002,69.0,0,0,8
3,baseline,1,11,0,1,0,0.40000000000000024,4.000000000000002,81.0,0,0,7
0,utilitarian,1,12,0,3,0,1.4999999999999996,14.999999999999995,162.0,0,0,5
1,utilitarian,1,12,0,2,0,0.8999999999999997,8.999999999999996,132.0,0,0,4
2,baseline,1,12,1,1,0,0.30000000000000027,9.000000000000002,78.0,0,1,8
3,baseline,1,12,1,1,0,0.30000000000000027,9.000000000000002,90.0,0,1,7
0,utilitarian,1,13,0,3,0,1.3999999999999995,13.999999999999995,176.0,0,0,5
1,utilitarian,1,13,0,2,0,0.7999999999999997,7.9999999999999964,140.0,0,0,4
2,baseline,1,13,0,2,0,0.8000000000000003,8.000000000000002,86.0,1,1,9
3,baseline,1,13,1,1,0,0.20000000000000026,8.000000000000002,98.0,2,-0.2,7
0,utilitarian,1,14,0,3,0,1.2999999999999994,12.999999999999993,189.0,0,0,5
1,utilitarian,1,14,0,2,0,0.6999999999999997,6.999999999999997,147.0,0,0,4
2,baseline,1,14,0,2,0,0.7000000000000003,7.000000000000003,93.0,0,0,10
3,baseline,1,14,1,1,0,0.10000000000000026,7.000000000000002,105.0,2,-0.2,7
0,utilitarian,1,15,0,3,0,1.1999999999999993,11.999999999999993,201.0,0,0,5
1,utilitarian,1,15,0,2,0,0.5999999999999998,5.999999999999997,153.0,0,0,4
2,baseline,1,15,0,2,0,0.6000000000000003,6.000000000000003,99.0,0,0,10
3,baseline,1,15,0,2,0,0.6000000000000002,6.000000000000002,111.0,1,1,8
0,utilitarian,1,16,1,3,0,1.0999999999999992,16.999999999999993,218.0,0,0.8,5
1,utilitarian,1,16,0,2,0,0.4999999999999998,4.999999999999997,158.0,0,0,5
2,baseline,1,16,0,2,0,0.5000000000000003,5.000000000000003,104.0,0,0,10
3,baseline,1,16,0,2,0,0.5000000000000002,5.000000000000002,116.0,0,0,9
0,utilitarian,1,17,0,4,0,1.5999999999999992,15.999999999999991,234.0,1,0.8,6
1,utilitarian,1,17,0,2,0,0.3999999999999998,3.999999999999998,162.0,0,0,5
2,baseline,1,17,1,2,0,0.40000000000000036,10.000000000000004,114.0,0,1,10
3,baseline,1,17,0,2,0,0.40000000000000024,4.000000000000002,120.0,0,0,9
0,utilitarian,1,18,0,4,0,1.4999999999999991,14.999999999999991,249.0,0,0,6
1,utilitarian,1,18,0,2,0,0.2999999999999998,2.9999999999999982,165.0,1,-0.1,6
2,baseline,1,18,0,3,0,0.9000000000000005,9.000000000000004,123.0,1,1,10
3,baseline,1,18,0,2,0,0.30000000000000027,3.0000000000000027,123.0,0,0,9
0,utilitarian,1,19,1,4,0,1.399999999999999,19.99999999999999,269.0,0,0.8,6
1,utilitarian,1,19,0,2,0,0.19999999999999982,1.999999999999998,167.0,1,-0.1,7
2,baseline,1,19,0,3,0,0.8000000000000005,8.000000000000004,131.0,0,0,10
3,baseline,1,19,0,2,0,0.20000000000000026,2.0000000000000027,125.0,0,0,9
0,utilitarian,1,20,0,5,0,1.899999999999999,18.99999999999999,288.0,1,0.8,7
1,utilitarian,1,20,0,2,0,0.09999999999999981,0.9999999999999981,168.0,1,-0.1,7
2,baseline,1,20,1,3,0,0.7000000000000005,13.000000000000004,144.0,0,1,10
3,baseline,1,20,0,2,0,0.10000000000000026,1.0000000000000024,126.0,0,0,9
0,utilitarian,1,21,0,5,0,1.799999999999999,17.99999999999999,306.0,0,0,8
1,utilitarian,1,21,0,2,0,0,0,168.0,1,-1.1,7
2,baseline,1,21,0,4,0,1.2000000000000004,12.000000000000004,156.0,1,1,11
3,baseline,1,21,0,2,0,2.498001805406602e-16,2.4980018054066022e-15,126.0,0,0,10
0,utilitarian,1,22,0,5,0,1.6999999999999988,16.999999999999986,323.0,0,0,9
2,baseline,1,22,1,4,0,1.1000000000000003,17.0,173.0,0,1,12
3,baseline,1,22,0,2,0,0,0,126.0,0,-1,10
0,utilitarian,1,23,0,5,0,1.5999999999999988,15.999999999999988,339.0,0,0,9
2,baseline,1,23,0,5,0,1.6,16.0,189.0,1,1,13
0,utilitarian,1,24,1,5,0,1.4999999999999987,20.999999999999986,360.0,0,0.8,9
2,baseline,1,24,0,5,0,1.5,15.0,204.0,0,0,13
0,utilitarian,1,25,0,6,0,1.9999999999999987,19.999999999999986,380.0,1,0.8,10
2,baseline,1,25,0,5,0,1.4,13.999999999999998,218.0,0,0,13
0,utilitarian,1,26,0,6,0,1.8999999999999986,18.999999999999986,399.0,0,0,10
2,baseline,1,26,0,5,0,1.2999999999999998,12.999999999999998,231.0,0,0,13
0,utilitarian,1,27,1,6,0,1.7999999999999985,23.999999999999986,423.0,0,0.8,10
2,baseline,1,27,1,5,0,1.1999999999999997,17.999999999999996,249.0,0,1,13
0,utilitarian,1,28,0,7,0,2.2999999999999985,22.999999999999982,446.0,1,0.8,10
2,baseline,1,28,0,6,0,1.6999999999999997,16.999999999999996,266.0,1,1,13
0,utilitarian,1,29,1,7,0,2.1999999999999984,27.999999999999982,474.0,0,0.8,11
2,baseline,1,29,0,6,0,1.5999999999999996,15.999999999999996,282.0,0,0,13
0,utilitarian,1,30,1,7,0,2.0999999999999983,26.999999999999982,501.0,0,0,12
2,baseline,1,30,0,6,0,1.4999999999999996,14.999999999999995,297.0,0,0,13
0,utilitarian,1,31,1,7,0,1.9999999999999982,25.999999999999982,527.0,0,0,12
2,baseline,1,31,0,6,0,1.3999999999999995,13.999999999999995,311.0,0,0,13
0,utilitarian,1,32,1,7,0,1.8999999999999981,24.999999999999982,552.0,0,0,13
2,baseline,1,32,0,6,0,1.2999999999999994,12.999999999999993,324.0,0,0,13
0,utilitarian,1,33,1,7,0,1.799999999999998,23.99999999999998,576.0,0,0,13
2,baseline,1,33,0,6,0,1.1999999999999993,11.999999999999993,336.0,0,0,13
0,utilitarian,1,34,0,8,0,2.299999999999998,22.99999999999998,599.0,1,0.8,13
2,baseline,1,34,1,6,0,1.0999999999999992,16.999999999999993,353.0,0,1,13
0,utilitarian,1,35,0,8,0,2.199999999999998,21.99999999999998,621.0,0,0,13
2,baseline,1,35,0,7,0,1.5999999999999992,15.999999999999991,369.0,1,1,13
0,utilitarian,1,36,0,8,0,2.099999999999998,20.99999999999998,642.0,0,0,13
2,baseline,1,36,0,7,0,1.4999999999999991,14.999999999999991,384.0,0,0,13
0,utilitarian,1,37,0,8,0,1.9999999999999978,19.999999999999975,662.0,0,0,13
2,baseline,1,37,0,7,0,1.399999999999999,13.99999999999999,398.0,0,0,13
0,utilitarian,1,38,1,8,0,1.8999999999999977,24.999999999999975,687.0,0,0.8,13
2,baseline,1,38,0,7,0,1.299999999999999,12.99999999999999,411.0,0,0,13
0,utilitarian,1,39,1,8,0,1.7999999999999976,23.999999999999975,711.0,0,0,13
2,baseline,1,39,0,7,0,1.1999999999999988,11.999999999999988,423.0,0,0,13
0,utilitarian,1,40,0,9,0,2.2999999999999976,22.999999999999975,734.0,1,0.8,13
2,baseline,1,40,1,7,0,1.0999999999999988,16.999999999999986,440.0,0,1,13
0,utilitarian,1,41,1,9,0,2.1999999999999975,27.999999999999975,762.0,0,0.8,13
2,baseline,1,41,0,8,0,1.5999999999999988,15.999999999999988,456.0,1,1,13
0,utilitarian,1,42,0,10,0,2.6999999999999975,26.999999999999975,789.0,1,0.8,14
2,baseline,1,42,1,8,0,1.4999999999999987,20.999999999999986,477.0,0,1,13
0,utilitarian,1,43,0,10,0,2.5999999999999974,25.99999999999997,815.0,0,0,14
2,baseline,1,43,0,9,0,1.9999999999999987,19.999999999999986,497.0,1,1,13
0,utilitarian,1,44,0,10,0,2.4999999999999973,24.99999999999997,840.0,0,0,14
2,baseline,1,44,0,9,0,1.8999999999999986,18.999999999999986,516.0,0,0,13
0,utilitarian,1,45,1,10,0,2.3999999999999972,29.99999999999997,870.0,0,0.8,14
2,baseline,1,45,0,9,0,1.7999999999999985,17.999999999999982,534.0,0,0,13
0,utilitarian,1,46,0,11,0,2.8999999999999972,28.99999999999997,899.0,1,0.8,14
2,baseline,1,46,0,9,0,1.6999999999999984,16.999999999999982,551.0,0,0,13
0,utilitarian,1,47,0,11,0,2.799999999999997,27.99999999999997,927.0,0,0,14
2,baseline,1,47,0,9,0,1.5999999999999983,15.999999999999982,567.0,0,0,13
0,utilitarian,1,48,0,11,0,2.699999999999997,26.999999999999968,954.0,0,0,14
2,baseline,1,48,0,9,0,1.4999999999999982,14.999999999999982,582.0,0,0,13
0,utilitarian,1,49,1,11,0,2.599999999999997,31.999999999999968,986.0,0,0.8,14
2,baseline,1,49,1,9,0,1.3999999999999981,19.999999999999982,602.0,0,1,13
0,utilitarian,1,50,0,12,0,3.099999999999997,30.999999999999968,1017.0,1,0.8,14
2,baseline,1,50,0,10,0,1.8999999999999981,18.99999999999998,621.0,1,1,14
0,utilitarian,1,51,0,12,0,2.999999999999997,29.999999999999968,1047.0,0,0,14
2,baseline,1,51,0,10,0,1.799999999999998,17.99999999999998,639.0,0,0,15
0,utilitarian,1,52,1,12,0,2.899999999999997,34.999999999999964,1082.0,0,0.8,14
2,baseline,1,52,0,10,0,1.699999999999998,16.99999999999998,656.0,0,0,15
0,utilitarian,1,53,1,12,0,2.7999999999999967,33.999999999999964,1116.0,0,0,14
2,baseline,1,53,0,10,0,1.5999999999999979,15.999999999999979,672.0,0,0,15
0,utilitarian,1,54,2,12,0,2.6999999999999966,38.999999999999964,1155.0,0,0.8,14
2,baseline,1,54,0,10,0,1.4999999999999978,14.999999999999977,687.0,0,0,15
0,utilitarian,1,55,2,12,0,2.5999999999999965,37.99999999999996,1193.0,0,0,14
2,baseline,1,55,0,10,0,1.3999999999999977,13.999999999999977,701.0,0,0,15
0,utilitarian,1,56,1,13,0,3.0999999999999965,36.999999999999964,1230.0,1,0.8,14
2,baseline,1,56,1,10,0,1.2999999999999976,18.999999999999975,720.0,0,1,15
0,utilitarian,1,57,1,13,0,2.9999999999999964,35.999999999999964,1266.0,0,0,14
2,baseline,1,57,0,11,0,1.7999999999999976,17.999999999999975,738.0,1,1,15
0,utilitarian,1,58,1,13,0,2.8999999999999964,34.999999999999964,1301.0,0,0,14
2,baseline,1,58,0,11,0,1.6999999999999975,16.999999999999975,755.0,0,0,15
0,utilitarian,1,59,1,13,0,2.7999999999999963,33.999999999999964,1335.0,0,0,14
2,baseline,1,59,0,11,0,1.5999999999999974,15.999999999999973,771.0,0,0,15
0,utilitarian,1,60,2,13,0,2.699999999999996,38.99999999999996,1374.0,0,0.8,14
2,baseline,1,60,0,11,0,1.4999999999999973,14.999999999999973,786.0,0,0,15
0,utilitarian,1,61,2,13,0,2.599999999999996,37.99999999999996,1412.0,0,0,14
2,baseline,1,61,0,11,0,1.3999999999999972,13.999999999999972,800.0,0,0,15
0,utilitarian,1,62,3,13,0,2.499999999999996,42.99999999999995,1455.0,0,0.8,14
2,baseline,1,62,0,11,0,1.2999999999999972,12.999999999999972,813.0,0,0,15
0,utilitarian,1,63,3,13,0,2.399999999999996,41.99999999999996,1497.0,0,0,15
2,baseline,1,63,0,11,0,1.199999999999997,11.99999999999997,825.0,0,0,15
0,utilitarian,1,64,3,13,0,2.299999999999996,40.99999999999996,1538.0,0,0,15
2,baseline,1,64,0,11,0,1.099999999999997,10.99999999999997,836.0,0,0,15
0,utilitarian,1,65,3,13,0,2.1999999999999957,39.99999999999995,1578.0,0,0,15
2,baseline,1,65,0,11,0,0.999999999999997,9.99999999999997,846.0,0,0,15
0,utilitarian,1,66,3,13,0,2.0999999999999956,38.99999999999995,1617.0,0,0,15
2,baseline,1,66,1,11,0,0.899999999999997,14.999999999999968,861.0,0,1,15
0,utilitarian,1,67,3,13,0,1.9999999999999956,37.99999999999995,1655.0,0,0,15
2,baseline,1,67,0,12,0,1.3999999999999968,13.999999999999968,875.0,1,1,15
0,utilitarian,1,68,3,13,0,1.8999999999999955,36.99999999999995,1692.0,0,0,16
2,baseline,1,68,0,12,0,1.2999999999999967,12.999999999999966,888.0,0,0,15
0,utilitarian,1,69,3,13,0,1.7999999999999954,35.99999999999995,1728.0,0,0,16
2,baseline,1,69,0,12,0,1.1999999999999966,11.999999999999966,900.0,0,0,15
0,utilitarian,1,70,3,13,0,1.6999999999999953,34.99999999999995,1763.0,0,0,16
2,baseline,1,70,0,12,0,1.0999999999999965,10.999999999999964,911.0,0,0,15
0,utilitarian,1,71,3,13,0,1.5999999999999952,33.99999999999995,1797.0,0,0,16
2,baseline,1,71,0,12,0,0.9999999999999966,9.999999999999964,921.0,0,0,15
0,utilitarian,1,72,3,13,0,1.4999999999999951,32.99999999999995,1830.0,0,0,17
2,baseline,1,72,0,12,0,0.8999999999999966,8.999999999999964,930.0,0,0,15
0,utilitarian,1,73,4,13,0,1.399999999999995,37.99999999999995,1868.0,0,0.8,17
2,baseline,1,73,0,12,0,0.7999999999999966,7.999999999999965,938.0,0,0,15
0,utilitarian,1,74,4,13,0,1.299999999999995,36.99999999999994,1905.0,0,0,17
2,baseline,1,74,0,12,0,0.6999999999999966,6.999999999999966,945.0,0,0,15
0,utilitarian,1,75,4,13,0,1.1999999999999948,35.99999999999994,1941.0,0,0,17
2,baseline,1,75,1,12,0,0.5999999999999966,11.999999999999966,957.0,0,1,15
0,utilitarian,1,76,5,13,0,1.0999999999999948,40.99999999999994,1982.0,0,0.8,17
2,baseline,1,76,0,13,0,1.0999999999999965,10.999999999999964,968.0,1,1,16
0,utilitarian,1,77,5,13,0,0.9999999999999948,39.99999999999994,2022.0,0,0,17
2,baseline,1,77,0,13,0,0.9999999999999966,9.999999999999964,978.0,0,0,16
0,utilitarian,1,78,5,13,0,0.8999999999999948,38.99999999999995,2061.0,0,0,17
2,baseline,1,78,1,13,0,0.8999999999999966,14.999999999999964,993.0,0,1,16
0,utilitarian,1,79,5,13,0,0.7999999999999948,37.99999999999995,2099.0,0,0,17
2,baseline,1,79,0,14,0,1.3999999999999964,13.999999999999963,1007.0,1,1,16
0,utilitarian,1,80,6,13,0,0.6999999999999948,42.99999999999994,2142.0,0,0.8,17
