,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms
0,0,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
0,1,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
0,2,1,2,0,0,0,0.7000000000000001,7.0,15.0,3,-0.1,1
0,3,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
0,0,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,2
0,1,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,2
0,2,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,2
0,3,1,3,1,0,0,0.6000000000000001,12.000000000000002,27.0,0,0.8,1
0,0,1,4,0,0,0,0.5000000000000001,5.000000000000001,26.0,0,0,2
0,1,1,4,0,0,0,0.5000000000000001,5.000000000000001,26.0,0,0,2
0,2,1,4,0,0,0,0.5000000000000001,5.000000000000001,26.0,0,0,3
0,3,1,4,0,1,0,1.1,11.0,38.0,1,0.8,2
0,0,1,5,1,0,0,0.40000000000000013,10.0,36.0,0,0.8,3
0,1,1,5,0,0,0,0.40000000000000013,4.000000000000001,30.0,0,0,3
0,2,1,5,1,0,0,0.40000000000000013,10.0,36.0,0,0.8,4
0,3,1,5,0,1,0,1.0,10.0,48.0,0,0,3
0,0,1,6,0,1,0,0.9,9.0,45.0,1,0.8,4
0,1,1,6,0,0,0,0.30000000000000016,3.0000000000000013,33.0,0,0,4
0,2,1,6,0,1,0,0.9,9.0,45.0,1,0.8,5
0,3,1,6,0,1,0,0.9,9.0,57.0,0,0,3
0,0,1,7,0,1,0,0.8,8.0,53.0,0,0,4
0,1,1,7,1,0,0,0.20000000000000015,8.000000000000002,41.0,0,0.8,5
0,2,1,7,0,1,0,0.8,8.0,53.0,0,0,5
0,3,1,7,1,1,0,0.8,13.999999999999998,71.0,0,0.8,3
0,0,1,8,0,1,0,0.7000000000000001,7.0,60.0,0,0,4
0,1,1,8,1,0,0,0.10000000000000014,7.000000000000002,48.0,0,0,6
0,2,1,8,0,1,0,0.7000000000000001,7.0,60.0,0,0,5
0,3,1,8,0,2,0,1.2999999999999998,12.999999999999998,84.0,1,0.8,3
0,0,1,9,1,1,0,0.6000000000000001,12.000000000000002,72.0,0,0.8,4
0,1,1,9,1,0,0,1.3877787807814457e-16,6.000000000000001,54.0,0,0,6
0,2,1,9,0,1,0,0.6000000000000001,6.000000000000001,66.0,0,0,5
0,3,1,9,0,2,0,1.1999999999999997,11.999999999999996,96.0,0,0,4
0,0,1,10,0,2,1,1.1,11.0,77.0,2,0.9,5
0,1,1,10,0,1,1,0.5000000000000001,5.000000000000001,59.0,2,0.9,7
0,2,1,10,0,1,0,0.5000000000000001,5.000000000000001,71.0,0,0,6
0,3,1,10,0,2,0,1.0999999999999996,10.999999999999996,107.0,0,0,4
0,0,1,11,0,2,1,1.0,10.0,87.0,0,0,5
0,1,1,11,1,1,1,0.40000000000000013,10.0,69.0,0,0.8,8
0,2,1,11,0,1,0,0.40000000000000013,4.000000000000001,75.0,0,0,7
0,3,1,11,0,2,0,0.9999999999999997,9.999999999999996,117.0,0,0,4
0,0,1,12,0,2,1,0.9,9.0,96.0,0,0,6
0,1,1,12,1,1,1,0.30000000000000016,9.0,78.0,2,-0.1,9
0,2,1,12,0,1,0,0.30000000000000016,3.0000000000000013,78.0,0,0,8
0,3,1,12,0,2,0,0.8999999999999997,8.999999999999996,126.0,0,0,4
0,0,1,13,0,2,1,0.8,8.0,104.0,0,0,6
0,1,1,13,1,1,1,0.20000000000000015,8.000000000000002,86.0,2,-0.1,9
0,2,1,13,0,1,0,0.20000000000000015,2.0000000000000013,80.0,0,0,8
0,3,1,13,0,2,0,0.7999999999999997,7.9999999999999964,134.0,0,0,4
0,0,1,14,0,2,1,0.7000000000000001,7.0,111.0,0,0,6
0,1,1,14,1,1,1,0.10000000000000014,7.000000000000002,93.0,2,-0.1,9
0,2,1,14,1,1,0,0.10000000000000014,7.000000000000002,87.0,0,0.8,8
0,3,1,14,0,2,0,0.6999999999999997,6.999999999999997,141.0,0,0,4
0,0,1,15,0,2,1,0.6000000000000001,6.000000000000001,117.0,0,0,6
0,1,1,15,0,2,1,0.6000000000000002,6.000000000000002,99.0,1,0.8,10
0,2,1,15,1,1,0,1.3877787807814457e-16,6.000000000000001,93.0,3,-0.1,9
0,3,1,15,0,2,0,0.5999999999999998,5.999999999999997,147.0,0,0,4
0,0,1,16,0,2,1,0.5000000000000001,5.000000000000001,122.0,0,0,6
0,1,1,16,0,2,1,0.5000000000000002,5.000000000000002,104.0,0,0,10
0,2,1,16,0,2,0,0.5000000000000001,5.000000000000001,98.0,1,0.8,10
0,3,1,16,1,2,0,0.4999999999999998,10.999999999999996,158.0,0,0.8,5
0,0,1,17,1,2,1,0.40000000000000013,10.0,132.0,0,0.8,6
0,1,1,17,0,2,1,0.40000000000000024,4.000000000000002,108.0,0,0,10
0,2,1,17,1,2,0,0.40000000000000013,10.0,108.0,0,0.8,10
0,3,1,17,0,3,0,0.9999999999999997,9.999999999999996,168.0,1,0.8,6
0,0,1,18,0,3,1,0.9,9.0,141.0,1,0.8,7
0,1,1,18,0,2,1,0.30000000000000027,3.0000000000000027,111.0,0,0,10
0,2,1,18,0,3,0,0.9,9.0,117.0,1,0.8,11
0,3,1,18,0,3,0,0.8999999999999997,8.999999999999996,177.0,0,0,6
0,0,1,19,0,3,1,0.8,8.0,149.0,0,0,7
0,1,1,19,0,2,1,0.20000000000000026,2.0000000000000027,113.0,0,0,10
0,2,1,19,0,3,0,0.8,8.0,125.0,0,0,11
0,3,1,19,1,3,0,0.7999999999999997,13.999999999999996,191.0,0,0.8,6
0,0,1,20,0,3,1,0.7000000000000001,7.0,156.0,0,0,7
0,1,1,20,0,2,1,0.10000000000000026,1.0000000000000024,114.0,0,0,10
0,2,1,20,0,3,0,0.7000000000000001,7.0,132.0,0,0,11
0,3,1,20,0,4,0,1.2999999999999996,12.999999999999995,204.0,1,0.8,6
0,0,1,21,1,3,1,0.6000000000000001,12.000000000000002,168.0,0,0.8,7
0,1,1,21,1,2,1,2.498001805406602e-16,6.000000000000002,120.0,0,0.8,11
0,2,1,21,1,3,0,0.6000000000000001,12.000000000000002,144.0,0,0.8,11
0,3,1,21,0,4,0,1.1999999999999995,11.999999999999995,216.0,0,0,6
0,0,1,22,0,3,2,0.5000000000000001,5.000000000000001,173.0,3,0.5,8
0,1,1,22,0,3,1,0.5000000000000002,5.000000000000002,125.0,1,0.8,12
0,2,1,22,0,5,0,1.7000000000000002,17.0,161.0,1,0.8,12
0,3,1,22,0,4,0,1.0999999999999994,10.999999999999993,227.0,0,0,7
0,0,1,23,0,3,2,0.40000000000000013,4.000000000000001,177.0,0,0,9
0,1,1,23,0,3,1,0.40000000000000024,4.000000000000002,129.0,0,0,13
0,2,1,23,0,5,0,1.6,16.0,177.0,0,0,12
0,3,1,23,0,4,0,0.9999999999999994,9.999999999999995,237.0,0,0,7
0,0,1,24,0,3,2,0.30000000000000016,3.0000000000000013,180.0,0,0,9
0,1,1,24,0,3,1,0.30000000000000027,3.0000000000000027,132.0,0,0,13
0,2,1,24,0,5,0,1.5,15.0,192.0,0,0,12
0,3,1,24,0,4,0,0.8999999999999995,8.999999999999995,246.0,0,0,7
0,0,1,25,0,3,2,0.20000000000000015,2.0000000000000013,182.0,0,0,9
0,1,1,25,0,3,1,0.20000000000000026,2.0000000000000027,134.0,0,0,14
0,2,1,25,1,5,0,1.4,20.0,212.0,0,0.8,12
0,3,1,25,1,4,0,0.7999999999999995,13.999999999999995,260.0,0,0.8,7
0,0,1,26,1,3,2,0.10000000000000014,7.000000000000002,189.0,0,0.8,9
0,1,1,26,0,3,1,0.10000000000000026,1.0000000000000024,135.0,0,0,14
0,2,1,26,0,6,0,1.9,18.999999999999996,231.0,1,0.8,12
0,3,1,26,0,5,0,1.2999999999999994,12.999999999999993,273.0,1,0.8,8
0,0,1,27,0,4,2,0.6000000000000002,6.000000000000002,195.0,1,0.8,10
0,1,1,27,1,3,1,2.498001805406602e-16,6.000000000000002,141.0,0,0.8,14
