agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms
0,utilitarian,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
1,utilitarian,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
2,baseline,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
3,baseline,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,1
0,utilitarian,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,1
1,utilitarian,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,1
2,baseline,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,1
3,baseline,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,1
0,utilitarian,1,4,1,0,0,0.5000000000000001,11.0,32.0,0,0.8,1
1,utilitarian,1,4,0,0,0,0.5000000000000001,5.000000000000001,26.0,0,0,2
2,baseline,1,4,0,0,0,0.5000000000000001,5.000000000000001,26.0,0,0,2
3,baseline,1,4,1,0,0,0.5000000000000001,11.0,32.0,0,1,2
0,utilitarian,1,5,0,1,0,1.0,10.0,42.0,1,0.8,2
1,utilitarian,1,5,0,0,0,0.40000000000000013,4.000000000000001,30.0,0,0,3
2,baseline,1,5,0,0,0,0.40000000000000013,4.000000000000001,30.0,0,0,3
3,baseline,1,5,1,0,0,0.40000000000000013,10.0,42.0,2,-0.2,3
0,utilitarian,1,6,0,1,0,0.9,9.0,51.0,0,0,3
1,utilitarian,1,6,0,0,0,0.30000000000000016,3.0000000000000013,33.0,0,0,4
2,baseline,1,6,0,0,0,0.30000000000000016,3.0000000000000013,33.0,0,0,3
3,baseline,1,6,1,0,0,0.30000000000000016,9.0,51.0,0,0,4
0,utilitarian,1,7,0,1,0,0.8,8.0,59.0,0,0,3
1,utilitarian,1,7,0,0,0,0.20000000000000015,2.0000000000000013,35.0,1,-0.1,5
2,baseline,1,7,1,0,0,0.20000000000000015,8.000000000000002,41.0,0,1,4
3,baseline,1,7,2,0,0,0.20000000000000015,14.0,65.0,0,1,4
0,utilitarian,1,8,0,1,0,0.7000000000000001,7.0,66.0,0,0,3
1,utilitarian,1,8,1,0,0,0.10000000000000014,7.000000000000002,42.0,0,0.8,5
2,baseline,1,8,0,1,0,0.7000000000000002,7.000000000000002,48.0,1,1,5
3,baseline,1,8,2,0,0,0.10000000000000014,13.0,78.0,2,-0.2,5
0,utilitarian,1,9,0,1,0,0.6000000000000001,6.000000000000001,72.0,0,0,3
1,utilitarian,1,9,0,1,0,0.6000000000000002,6.000000000000002,48.0,1,0.8,6
2,baseline,1,9,0,1,0,0.6000000000000002,6.000000000000002,54.0,0,0,6
3,baseline,1,9,1,1,0,0.6000000000000002,12.000000000000002,90.0,1,1,6
0,utilitarian,1,10,1,1,0,0.5000000000000001,11.0,83.0,0,0.8,3
1,utilitarian,1,10,0,1,0,0.5000000000000002,5.000000000000002,53.0,0,0,7
2,baseline,1,10,0,1,0,0.5000000000000002,5.000000000000002,59.0,0,0,6
3,baseline,1,10,1,1,0,0.5000000000000002,11.0,101.0,0,0,7
0,utilitarian,1,11,0,2,0,1.0,10.0,93.0,1,0.8,3
1,utilitarian,1,11,0,1,0,0.40000000000000024,4.000000000000002,57.0,0,0,7
2,baseline,1,11,0,1,0,0.40000000000000024,4.000000000000002,63.0,0,0,6
3,baseline,1,11,1,1,0,0.40000000000000024,10.000000000000002,111.0,2,-0.2,7
0,utilitarian,1,12,0,2,0,0.9,9.0,102.0,0,0,3
1,utilitarian,1,12,1,1,0,0.30000000000000027,9.000000000000002,66.0,0,0.8,7
2,baseline,1,12,0,1,0,0.30000000000000027,3.0000000000000027,66.0,0,0,7
3,baseline,1,12,1,1,0,0.30000000000000027,9.000000000000002,120.0,2,-0.2,7
0,utilitarian,1,13,1,2,0,0.8,13.999999999999998,116.0,0,0.8,3
1,utilitarian,1,13,0,2,0,0.8000000000000003,8.000000000000002,74.0,1,0.8,8
2,baseline,1,13,1,1,0,0.20000000000000026,8.000000000000002,74.0,0,1,8
3,baseline,1,13,1,1,0,0.20000000000000026,8.000000000000002,128.0,2,-0.2,7
0,utilitarian,1,14,0,3,0,1.2999999999999998,12.999999999999998,129.0,1,0.8,4
1,utilitarian,1,14,0,2,0,0.7000000000000003,7.000000000000003,81.0,0,0,8
2,baseline,1,14,0,2,0,0.7000000000000003,7.000000000000003,81.0,1,1,9
3,baseline,1,14,1,1,0,0.10000000000000026,7.000000000000002,135.0,2,-0.2,7
0,utilitarian,1,15,1,3,0,1.1999999999999997,17.999999999999996,147.0,0,0.8,4
1,utilitarian,1,15,0,2,0,0.6000000000000003,6.000000000000003,87.0,0,0,8
2,baseline,1,15,0,2,0,0.6000000000000003,6.000000000000003,87.0,0,0,10
3,baseline,1,15,0,2,0,0.6000000000000002,6.000000000000002,141.0,1,1,8
0,utilitarian,1,16,0,4,0,1.6999999999999997,16.999999999999996,164.0,1,0.8,4
1,utilitarian,1,16,0,2,0,0.5000000000000003,5.000000000000003,92.0,0,0,8
2,baseline,1,16,0,2,0,0.5000000000000003,5.000000000000003,92.0,0,0,10
3,baseline,1,16,1,2,0,0.5000000000000002,11.0,152.0,0,1,8
0,utilitarian,1,17,0,4,0,1.5999999999999996,15.999999999999996,180.0,0,0,4
1,utilitarian,1,17,0,2,0,0.40000000000000036,4.0000000000000036,96.0,0,0,8
2,baseline,1,17,0,2,0,0.40000000000000036,4.0000000000000036,96.0,0,0,10
3,baseline,1,17,1,2,0,0.40000000000000024,10.000000000000002,162.0,2,-0.2,8
0,utilitarian,1,18,0,4,0,1.4999999999999996,14.999999999999995,195.0,0,0,4
1,utilitarian,1,18,0,2,0,0.3000000000000004,3.0000000000000036,99.0,0,0,8
2,baseline,1,18,1,2,0,0.3000000000000004,9.000000000000004,105.0,0,1,10
3,baseline,1,18,1,2,0,0.30000000000000027,9.000000000000002,171.0,0,0,9
0,utilitarian,1,19,0,4,0,1.3999999999999995,13.999999999999995,209.0,0,0,4
1,utilitarian,1,19,0,2,0,0.20000000000000037,2.0000000000000036,101.0,0,0,9
2,baseline,1,19,0,3,0,0.8000000000000004,8.000000000000004,113.0,1,1,10
3,baseline,1,19,1,2,0,0.20000000000000026,8.000000000000002,179.0,0,0,9
0,utilitarian,1,20,0,4,0,1.2999999999999994,12.999999999999993,222.0,0,0,4
1,utilitarian,1,20,0,2,0,0.10000000000000037,1.0000000000000036,102.0,1,-0.1,10
2,baseline,1,20,0,3,0,0.7000000000000004,7.0000000000000036,120.0,0,0,10
3,baseline,1,20,1,2,0,0.10000000000000026,7.000000000000002,186.0,0,0,9
0,utilitarian,1,21,1,4,0,1.1999999999999993,17.999999999999993,240.0,0,0.8,4
1,utilitarian,1,21,0,2,0,3.608224830031759e-16,3.608224830031759e-15,102.0,1,-0.1,10
2,baseline,1,21,0,3,0,0.6000000000000004,6.0000000000000036,126.0,0,0,10
3,baseline,1,21,2,2,0,2.498001805406602e-16,12.000000000000002,198.0,0,1,9
0,utilitarian,1,22,0,5,0,1.6999999999999993,16.999999999999993,257.0,1,0.8,5
1,utilitarian,1,22,1,2,0,0,5.000000000000003,107.0,0,-0.19999999999999996,10
2,baseline,1,22,0,3,0,0.5000000000000004,5.000000000000004,131.0,0,0,10
3,baseline,1,22,1,3,0,0.5000000000000002,11.0,209.0,1,1,10
0,utilitarian,1,23,0,5,0,1.5999999999999992,15.999999999999991,273.0,0,0,6
2,baseline,1,23,0,3,0,0.40000000000000047,4.000000000000004,135.0,0,0,11
3,baseline,1,23,1,3,0,0.40000000000000024,10.000000000000002,219.0,0,0,11
0,utilitarian,1,24,1,5,0,1.4999999999999991,20.99999999999999,294.0,0,0.8,6
2,baseline,1,24,0,3,0,0.3000000000000005,3.000000000000005,138.0,0,0,11
3,baseline,1,24,2,3,0,0.30000000000000027,15.000000000000002,234.0,0,1,11
0,utilitarian,1,25,0,6,0,1.9999999999999991,19.99999999999999,314.0,1,0.8,7
2,baseline,1,25,0,3,0,0.20000000000000048,2.000000000000005,140.0,0,0,11
3,baseline,1,25,1,4,0,0.8000000000000003,14.000000000000004,248.0,1,1,11
0,utilitarian,1,26,0,6,0,1.899999999999999,18.99999999999999,333.0,0,0,7
2,baseline,1,26,0,3,0,0.10000000000000048,1.0000000000000047,141.0,0,0,11
3,baseline,1,26,1,4,0,0.7000000000000003,13.000000000000002,261.0,0,0,12
0,utilitarian,1,27,0,6,0,1.799999999999999,17.99999999999999,351.0,0,0,7
2,baseline,1,27,0,3,0,4.718447854656915e-16,4.718447854656915e-15,141.0,0,0,11
3,baseline,1,27,1,4,0,0.6000000000000003,12.000000000000002,273.0,0,0,12
0,utilitarian,1,28,0,6,0,1.6999999999999988,16.999999999999986,368.0,0,0,8
2,baseline,1,28,1,3,0,0,5.000000000000004,146.0,0,0,11
3,baseline,1,28,1,4,0,0.5000000000000003,11.000000000000002,284.0,0,0,13
0,utilitarian,1,29,0,6,0,1.5999999999999988,15.999999999999988,384.0,0,0,8
3,baseline,1,29,2,4,0,0.40000000000000036,16.000000000000004,300.0,0,1,14
0,utilitarian,1,30,0,6,0,1.4999999999999987,14.999999999999986,399.0,0,0,8
3,baseline,1,30,2,4,0,0.3000000000000004,15.000000000000004,315.0,0,0,14
0,utilitarian,1,31,1,6,0,1.3999999999999986,19.999999999999986,419.0,0,0.8,8
3,baseline,1,31,2,4,0,0.20000000000000037,14.000000000000004,329.0,0,0,14
0,utilitarian,1,32,0,7,0,1.8999999999999986,18.999999999999986,438.0,1,0.8,9
3,baseline,1,32,1,5,0,0.7000000000000004,13.000000000000002,342.0,1,1,15
0,utilitarian,1,33,0,7,0,1.7999999999999985,17.999999999999982,456.0,0,0,9
3,baseline,1,33,2,5,0,0.6000000000000004,18.0,360.0,0,1,15
0,utilitarian,1,34,0,7,0,1.6999999999999984,16.999999999999982,473.0,0,0,9
3,baseline,1,34,3,5,0,0.5000000000000004,23.0,383.0,0,1,15
0,utilitarian,1,35,0,7,0,1.5999999999999983,15.999999999999982,489.0,0,0,9
3,baseline,1,35,3,5,0,0.40000000000000047,22.0,405.0,2,-0.2,16
