,episode,end_day,epsilon,mean_reward,mean_loss,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
0,1,93,0,13.991666666666672,0,1.0,0.1717557251908397,14.0,6.022900763358779,0,1.083969465648855,2.0999999999999996,0.821374045801526,0.7000000000000002,0.2422233921207329,4,0
0,2,200,0,14.549999999999978,0,1.0,0.15953307392996108,34.0,13.552529182879377,0.6474358974358975,0.027237354085603113,2.399999999999996,0.8712062256809335,0.7000000000000012,0.32002705496108813,3,0
0,3,45,0,3.750000000000001,0,3.0,0.5784313725490197,6.0,1.9607843137254901,0,0.0,1.0,0.39509803921568654,0.40000000000000024,0.06106484177829545,4,0
0,4,45,0,3.7583333333333337,0,4.0,0.5520833333333334,6.0,2.2395833333333335,0,0.07291666666666667,1.4000000000000004,0.5041666666666669,0.5000000000000002,0.09366666666666666,4,0
0,5,200,0,19.091666666666647,0,2.0,0.189873417721519,35.0,14.439873417721518,0.57,0.2689873417721519,4.19999999999999,1.9446202531645533,1.8999999999999988,1.680383664858339,3,0
0,6,200,0,16.29999999999998,0,2.0,0.1888111888111888,34.0,12.8006993006993,0.5795454545454546,0.13286713286713286,2.0999999999999956,0.9265734265734243,0.8999999999999999,0.2315720770457598,3,0
0,7,104,0,7.875000000000003,0,4.0,0.24516129032258063,16.0,6.058064516129032,0,0.0,1.7000000000000002,0.6103225806451614,0.6000000000000001,0.14508755760368658,4,0
0,8,44,0,4.2333333333333325,0,3.0,0.5575221238938053,6.0,2.8672566371681416,0,0.4336283185840708,2.1999999999999997,0.7442477876106193,0.6000000000000002,0.29641750948166845,4,0
0,9,38,0,4.1,0,4.0,0.6633663366336634,5.0,2.3366336633663365,0,0.2871287128712871,2.1,0.6425742574257426,0.5999999999999993,0.22986930693069293,4,0
0,10,200,0,15.374999999999986,0,1.0,0.1828793774319066,34.0,13.731517509727626,0.6602564102564102,0.0,2.099999999999999,0.9645914396887141,0.9000000000000002,0.25901477383268334,3,0
0,11,188,0,12.516666666666657,0,1.0,0.1506276150627615,30.0,12.824267782426778,0,0.029288702928870293,1.999999999999997,0.8351464435146425,0.8,0.18270911711965065,4,0
0,12,75,0,7.9250000000000025,0,2.0,0.3333333333333333,11.0,4.2011494252873565,0,0.0,1.1000000000000005,0.4488505747126442,0.5000000000000001,0.05615474054880072,4,0
0,13,200,0,15.374999999999986,0,2.0,0.17454545454545456,33.0,12.687272727272727,0.5914634146341463,0.8036363636363636,1.4,0.719272727272727,0.7000000000000001,0.10834983410749814,3,0
0,14,111,0,7.058333333333337,0,1.0,0.14838709677419354,17.0,6.638709677419355,0,0.7032258064516129,1.2999999999999998,0.5329032258064521,0.500000000000001,0.07520904901550061,4,0
0,15,200,0,14.549999999999985,0,1.0,0.17120622568093385,33.0,14.027237354085603,0.6578947368421053,0.17120622568093385,2.5999999999999943,1.1420233463034983,1.0999999999999983,0.40971151507781894,3,0
0,16,194,0,11.049999999999983,0,1.0,0.14537444933920704,31.0,14.409691629955947,0,0.0,2.1999999999999957,1.0220264317180578,0.9999999999999988,0.26039764531597126,4,0
0,17,104,0,9.83333333333334,0,2.0,0.36818181818181817,16.0,7.136363636363637,0,2.5727272727272728,3.699999999999997,1.222272727272726,0.8000000000000005,0.9358030303030288,4,0
0,18,39,0,2.9833333333333334,0,5.0,0.6555555555555556,5.0,1.8222222222222222,0,0.5555555555555556,1.1,0.467777777777778,0.5000000000000001,0.08063545568039948,4,0
0,19,56,0,5.775000000000001,0,1.0,0.14788732394366197,8.0,3.6971830985915495,0,0.7464788732394366,2.0999999999999983,0.7929577464788728,0.7000000000000001,0.2613684946558781,4,0
0,20,80,0,7.225000000000001,0,3.0,0.36363636363636365,12.0,4.601398601398602,0,0.09090909090909091,1.799999999999998,0.7118881118881114,0.6000000000000002,0.20978725499852202,4,0
0,21,63,0,3.275000000000001,0,3.0,0.6354166666666666,9.0,3.21875,0,0.0,0.8000000000000009,0.41666666666666713,0.40000000000000074,0.0538245614035088,4,0
0,22,200,0,14.758333333333306,0,5.0,0.363265306122449,35.0,14.673469387755102,0.7105263157894737,0.7387755102040816,3.099999999999993,1.2102040816326503,1.0999999999999972,0.5827233188357273,3,0
0,23,75,0,11.200000000000005,0,2.0,0.2554112554112554,11.0,5.5021645021645025,0,1.2813852813852813,2.4999999999999987,0.8861471861471859,0.7000000000000001,0.37632900432900385,4,0
0,24,200,0,21.591666666666647,0,3.0,0.4664804469273743,34.0,13.941340782122905,0.5357142857142857,0.05307262569832402,3.1999999999999975,1.1675977653631264,0.9999999999999998,0.5186670422358871,3,0
0,25,39,0,2.783333333333333,0,1.0,0.14736842105263157,5.0,2.0105263157894737,0,1.0526315789473684,1.4999999999999996,0.5284210526315788,0.5000000000000001,0.14226875699888006,4,0
0,26,26,0,1.7166666666666666,0,1.0,0.0963855421686747,3.0,1.5301204819277108,0,0.3614457831325301,1.7999999999999998,0.5975903614457831,0.5000000000000002,0.19657948868645306,4,0
0,27,69,0,9.883333333333336,0,3.0,0.25888324873096447,10.0,4.461928934010152,0,0.8984771573604061,1.6999999999999997,0.649238578680203,0.6000000000000003,0.15638972340205087,4,0
0,28,33,0,3.2499999999999996,0,1.0,0.23529411764705882,4.0,1.6568627450980393,0,0.0,0.8000000000000003,0.38921568627451,0.40000000000000024,0.0514667054940788,4,0
