agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms
2,baseline,1,37,0,8,0,1.9999999999999978,19.999999999999975,632.0,0,0,20
0,utilitarian,1,38,0,6,0,0.6999999999999993,6.999999999999993,399.0,0,0,12
2,baseline,1,38,0,8,0,1.8999999999999977,18.999999999999975,651.0,0,0,21
0,utilitarian,1,39,0,6,0,0.5999999999999993,5.999999999999993,405.0,0,0,12
2,baseline,1,39,0,8,0,1.7999999999999976,17.999999999999975,669.0,0,0,21
0,utilitarian,1,40,0,6,0,0.49999999999999933,4.999999999999993,410.0,0,0,13
2,baseline,1,40,0,8,0,1.6999999999999975,16.999999999999975,686.0,0,0,21
0,utilitarian,1,41,0,6,0,0.39999999999999936,3.9999999999999933,414.0,0,0,13
2,baseline,1,41,0,8,0,1.5999999999999974,15.999999999999973,702.0,0,0,21
0,utilitarian,1,42,1,6,0,0.2999999999999994,8.999999999999993,423.0,0,0.8,13
2,baseline,1,42,0,8,0,1.4999999999999973,14.999999999999973,717.0,0,0,21
0,utilitarian,1,43,0,7,0,0.7999999999999994,7.999999999999994,431.0,1,0.8,14
2,baseline,1,43,0,8,0,1.3999999999999972,13.999999999999972,731.0,0,0,21
0,utilitarian,1,44,0,7,0,0.6999999999999994,6.999999999999994,438.0,0,0,14
2,baseline,1,44,0,8,0,1.2999999999999972,12.999999999999972,744.0,0,0,21
0,utilitarian,1,45,0,7,0,0.5999999999999994,5.999999999999994,444.0,0,0,14
2,baseline,1,45,0,8,0,1.199999999999997,11.99999999999997,756.0,0,0,21
0,utilitarian,1,46,0,7,0,0.49999999999999944,4.999999999999994,449.0,0,0,14
2,baseline,1,46,1,8,0,1.099999999999997,16.999999999999968,773.0,0,1,21
0,utilitarian,1,47,0,7,0,0.39999999999999947,3.9999999999999947,453.0,0,0,14
2,baseline,1,47,0,9,0,1.599999999999997,15.99999999999997,789.0,1,1,21
0,utilitarian,1,48,1,7,0,0.2999999999999995,8.999999999999995,462.0,0,0.8,14
2,baseline,1,48,0,9,0,1.499999999999997,14.999999999999968,804.0,0,0,21
0,utilitarian,1,49,0,8,0,0.7999999999999995,7.999999999999995,470.0,1,0.8,14
2,baseline,1,49,0,9,0,1.3999999999999968,13.999999999999968,818.0,0,0,21
0,utilitarian,1,50,0,8,0,0.6999999999999995,6.999999999999995,477.0,0,0,14
2,baseline,1,50,0,9,0,1.2999999999999967,12.999999999999966,831.0,0,0,21
0,utilitarian,1,51,0,8,0,0.5999999999999995,5.999999999999995,483.0,0,0,14
2,baseline,1,51,0,9,0,1.1999999999999966,11.999999999999966,843.0,0,0,21
0,utilitarian,1,52,0,8,0,0.49999999999999956,4.999999999999996,488.0,0,0,14
2,baseline,1,52,0,9,0,1.0999999999999965,10.999999999999964,854.0,0,0,21
0,utilitarian,1,53,1,8,0,0.3999999999999996,9.999999999999995,498.0,0,0.8,14
2,baseline,1,53,1,9,0,0.9999999999999966,15.999999999999964,870.0,0,1,21
0,utilitarian,1,54,0,9,0,0.8999999999999996,8.999999999999995,507.0,1,0.8,14
2,baseline,1,54,0,10,0,1.4999999999999964,14.999999999999964,885.0,1,1,21
0,utilitarian,1,55,0,9,0,0.7999999999999996,7.999999999999996,515.0,0,0,14
2,baseline,1,55,0,10,0,1.3999999999999964,13.999999999999963,899.0,0,0,21
0,utilitarian,1,56,1,9,0,0.6999999999999996,12.999999999999995,528.0,0,0.8,14
2,baseline,1,56,1,10,0,1.2999999999999963,18.99999999999996,918.0,0,1,21
0,utilitarian,1,57,0,10,0,1.1999999999999995,11.999999999999995,540.0,1,0.8,15
2,baseline,1,57,0,11,0,1.7999999999999963,17.99999999999996,936.0,1,1,21
0,utilitarian,1,58,0,10,0,1.0999999999999994,10.999999999999993,551.0,0,0,15
2,baseline,1,58,0,11,0,1.6999999999999962,16.99999999999996,953.0,0,0,21
0,utilitarian,1,59,0,10,0,0.9999999999999994,9.999999999999995,561.0,0,0,15
2,baseline,1,59,0,11,0,1.599999999999996,15.999999999999961,969.0,0,0,21
0,utilitarian,1,60,1,10,0,0.8999999999999995,14.999999999999995,576.0,0,0.8,15
2,baseline,1,60,0,11,0,1.499999999999996,14.99999999999996,984.0,0,0,21
0,utilitarian,1,61,0,11,0,1.3999999999999995,13.999999999999995,590.0,1,0.8,15
2,baseline,1,61,0,11,0,1.399999999999996,13.99999999999996,998.0,0,0,21
0,utilitarian,1,62,0,11,0,1.2999999999999994,12.999999999999993,603.0,0,0,15
2,baseline,1,62,1,11,0,1.2999999999999958,18.999999999999957,1017.0,0,1,21
0,utilitarian,1,63,0,11,0,1.1999999999999993,11.999999999999993,615.0,0,0,15
2,baseline,1,63,0,12,0,1.7999999999999958,17.999999999999957,1035.0,1,1,21
0,utilitarian,1,64,1,11,0,1.0999999999999992,16.999999999999993,632.0,0,0.8,15
2,baseline,1,64,0,12,0,1.6999999999999957,16.999999999999957,1052.0,0,0,21
0,utilitarian,1,65,0,12,0,1.5999999999999992,15.999999999999991,648.0,1,0.8,15
2,baseline,1,65,0,12,0,1.5999999999999956,15.999999999999956,1068.0,0,0,21
0,utilitarian,1,66,0,12,0,1.4999999999999991,14.999999999999991,663.0,0,0,15
2,baseline,1,66,0,12,0,1.4999999999999956,14.999999999999956,1083.0,0,0,21
0,utilitarian,1,67,0,12,0,1.399999999999999,13.99999999999999,677.0,0,0,15
2,baseline,1,67,1,12,0,1.3999999999999955,19.999999999999954,1103.0,0,1,21
0,utilitarian,1,68,1,12,0,1.299999999999999,18.99999999999999,696.0,0,0.8,15
2,baseline,1,68,0,13,0,1.8999999999999955,18.999999999999954,1122.0,1,1,21
0,utilitarian,1,69,0,13,0,1.799999999999999,17.99999999999999,714.0,1,0.8,15
2,baseline,1,69,0,13,0,1.7999999999999954,17.999999999999954,1140.0,0,0,21
0,utilitarian,1,70,1,13,0,1.6999999999999988,22.99999999999999,737.0,0,0.8,15
2,baseline,1,70,0,13,0,1.6999999999999953,16.99999999999995,1157.0,0,0,21
0,utilitarian,1,71,0,14,0,2.199999999999999,21.999999999999986,759.0,1,0.8,15
2,baseline,1,71,0,13,0,1.5999999999999952,15.999999999999952,1173.0,0,0,21
0,utilitarian,1,72,0,14,0,2.0999999999999988,20.999999999999986,780.0,0,0,16
2,baseline,1,72,1,13,0,1.4999999999999951,20.99999999999995,1194.0,0,1,21
0,utilitarian,1,73,1,14,0,1.9999999999999987,25.999999999999986,806.0,0,0.8,16
2,baseline,1,73,0,14,0,1.9999999999999951,19.99999999999995,1214.0,1,1,21
0,utilitarian,1,74,0,15,0,2.4999999999999987,24.999999999999986,831.0,1,0.8,16
2,baseline,1,74,0,14,0,1.899999999999995,18.99999999999995,1233.0,0,0,21
0,utilitarian,1,75,0,15,0,2.3999999999999986,23.999999999999986,855.0,0,0,16
2,baseline,1,75,0,14,0,1.799999999999995,17.999999999999947,1251.0,0,0,21
0,utilitarian,1,76,0,15,0,2.2999999999999985,22.999999999999982,878.0,0,0,16
2,baseline,1,76,1,14,0,1.6999999999999948,22.999999999999947,1274.0,0,1,21
0,utilitarian,1,77,0,15,0,2.1999999999999984,21.999999999999982,900.0,0,0,16
2,baseline,1,77,0,15,0,2.199999999999995,21.999999999999947,1296.0,1,1,21
0,utilitarian,1,78,1,15,0,2.0999999999999983,26.999999999999982,927.0,0,0.8,16
2,baseline,1,78,0,15,0,2.0999999999999948,20.999999999999947,1317.0,0,0,22
0,utilitarian,1,79,0,16,0,2.5999999999999983,25.999999999999982,953.0,1,0.8,17
2,baseline,1,79,0,15,0,1.9999999999999947,19.999999999999947,1337.0,0,0,22
0,utilitarian,1,80,0,16,0,2.4999999999999982,24.999999999999982,978.0,0,0,17
2,baseline,1,80,0,15,0,1.8999999999999946,18.999999999999943,1356.0,0,0,22
0,utilitarian,1,81,0,16,0,2.399999999999998,23.99999999999998,1002.0,0,0,17
2,baseline,1,81,0,15,0,1.7999999999999945,17.999999999999943,1374.0,0,0,22
0,utilitarian,1,82,0,16,0,2.299999999999998,22.99999999999998,1025.0,0,0,17
2,baseline,1,82,0,15,0,1.6999999999999944,16.999999999999943,1391.0,0,0,22
0,utilitarian,1,83,0,16,0,2.199999999999998,21.99999999999998,1047.0,0,0,17
2,baseline,1,83,1,15,0,1.5999999999999943,21.999999999999943,1413.0,0,1,22
0,utilitarian,1,84,0,16,0,2.099999999999998,20.99999999999998,1068.0,0,0,17
2,baseline,1,84,0,16,0,2.0999999999999943,20.999999999999943,1434.0,1,1,22
0,utilitarian,1,85,0,16,0,1.9999999999999978,19.999999999999975,1088.0,0,0,17
2,baseline,1,85,1,16,0,1.9999999999999942,25.999999999999943,1460.0,0,1,22
0,utilitarian,1,86,0,16,0,1.8999999999999977,18.999999999999975,1107.0,0,0,17
2,baseline,1,86,0,17,0,2.4999999999999942,24.99999999999994,1485.0,1,1,22
0,utilitarian,1,87,0,16,0,1.7999999999999976,17.999999999999975,1125.0,0,0,17
2,baseline,1,87,0,17,0,2.399999999999994,23.99999999999994,1509.0,0,0,22
0,utilitarian,1,88,1,16,0,1.6999999999999975,22.999999999999975,1148.0,0,0.8,17
2,baseline,1,88,0,17,0,2.299999999999994,22.99999999999994,1532.0,0,0,22
0,utilitarian,1,89,0,17,0,2.1999999999999975,21.999999999999975,1170.0,1,0.8,17
2,baseline,1,89,1,17,0,2.199999999999994,27.99999999999994,1560.0,0,1,22
0,utilitarian,1,90,0,17,0,2.0999999999999974,20.99999999999997,1191.0,0,0,17
2,baseline,1,90,0,18,0,2.699999999999994,26.99999999999994,1587.0,1,1,23
0,utilitarian,1,91,0,17,0,1.9999999999999973,19.99999999999997,1211.0,0,0,17
2,baseline,1,91,0,18,0,2.599999999999994,25.999999999999936,1613.0,0,0,23
0,utilitarian,1,92,0,17,0,1.8999999999999972,18.99999999999997,1230.0,0,0,17
2,baseline,1,92,0,18,0,2.499999999999994,24.999999999999936,1638.0,0,0,23
0,utilitarian,1,93,1,17,0,1.7999999999999972,23.99999999999997,1254.0,0,0.8,17
2,baseline,1,93,1,18,0,2.3999999999999937,29.999999999999936,1668.0,0,1,23
0,utilitarian,1,94,0,18,0,2.299999999999997,22.99999999999997,1277.0,1,0.8,17
2,baseline,1,94,0,19,0,2.8999999999999937,28.999999999999936,1697.0,1,1,23
0,utilitarian,1,95,0,18,0,2.199999999999997,21.999999999999968,1299.0,0,0,17
2,baseline,1,95,0,19,0,2.7999999999999936,27.999999999999936,1725.0,0,0,23
0,utilitarian,1,96,1,18,0,2.099999999999997,26.999999999999968,1326.0,0,0.8,17
2,baseline,1,96,0,19,0,2.6999999999999935,26.999999999999932,1752.0,0,0,23
0,utilitarian,1,97,0,19,0,2.599999999999997,25.999999999999968,1352.0,1,0.8,17
2,baseline,1,97,0,19,0,2.5999999999999934,25.999999999999932,1778.0,0,0,23
0,utilitarian,1,98,0,19,0,2.499999999999997,24.999999999999968,1377.0,0,0,17
2,baseline,1,98,1,19,0,2.4999999999999933,30.999999999999932,1809.0,0,1,23
0,utilitarian,1,99,0,19,0,2.399999999999997,23.999999999999968,1401.0,0,0,18
2,baseline,1,99,0,20,0,2.9999999999999933,29.999999999999932,1839.0,1,1,23
0,utilitarian,1,100,0,19,0,2.2999999999999967,22.999999999999964,1424.0,0,0,18
2,baseline,1,100,0,20,0,2.8999999999999932,28.999999999999932,1868.0,0,0,23
0,utilitarian,1,101,1,19,0,2.1999999999999966,27.999999999999964,1452.0,0,0.8,18
2,baseline,1,101,0,20,0,2.799999999999993,27.99999999999993,1896.0,0,0,23
0,utilitarian,1,102,0,20,0,2.6999999999999966,26.999999999999964,1479.0,1,0.8,18
2,baseline,1,102,0,20,0,2.699999999999993,26.99999999999993,1923.0,0,0,23
0,utilitarian,1,103,0,20,0,2.5999999999999965,25.999999999999964,1505.0,0,0,18
2,baseline,1,103,0,20,0,2.599999999999993,25.99999999999993,1949.0,0,0,23
0,utilitarian,1,104,0,20,0,2.4999999999999964,24.999999999999964,1530.0,0,0,18
2,baseline,1,104,0,20,0,2.499999999999993,24.99999999999993,1974.0,0,0,23
0,utilitarian,1,105,0,20,0,2.3999999999999964,23.99999999999996,1554.0,0,0,18
2,baseline,1,105,1,20,0,2.399999999999993,29.99999999999993,2004.0,0,1,23
0,utilitarian,1,106,0,20,0,2.2999999999999963,22.99999999999996,1577.0,0,0,18
2,baseline,1,106,0,21,0,2.899999999999993,28.999999999999925,2033.0,1,1,23
0,utilitarian,1,107,0,20,0,2.199999999999996,21.99999999999996,1599.0,0,0,18
2,baseline,1,107,0,21,0,2.7999999999999927,27.999999999999925,2061.0,0,0,23
0,utilitarian,1,108,1,20,0,2.099999999999996,26.99999999999996,1626.0,0,0.8,18
2,baseline,1,108,0,21,0,2.6999999999999926,26.999999999999925,2088.0,0,0,23
0,utilitarian,1,109,0,21,0,2.599999999999996,25.99999999999996,1652.0,1,0.8,18
2,baseline,1,109,0,21,0,2.5999999999999925,25.999999999999925,2114.0,0,0,23
0,utilitarian,1,110,0,21,0,2.499999999999996,24.999999999999957,1677.0,0,0,18
2,baseline,1,110,0,21,0,2.4999999999999925,24.999999999999922,2139.0,0,0,23
0,utilitarian,1,111,0,21,0,2.399999999999996,23.999999999999957,1701.0,0,0,18
2,baseline,1,111,0,21,0,2.3999999999999924,23.999999999999922,2163.0,0,0,23
0,utilitarian,1,112,1,21,0,2.299999999999996,28.999999999999957,1730.0,0,0.8,18
2,baseline,1,112,0,21,0,2.2999999999999923,22.999999999999922,2186.0,0,0,23
0,utilitarian,1,113,0,22,0,2.799999999999996,27.999999999999957,1758.0,1,0.8,18
2,baseline,1,113,0,21,0,2.199999999999992,21.999999999999922,2208.0,0,0,23
0,utilitarian,1,114,0,22,0,2.6999999999999957,26.999999999999957,1785.0,0,0,18
2,baseline,1,114,0,21,0,2.099999999999992,20.99999999999992,2229.0,0,0,23
0,utilitarian,1,115,0,22,0,2.5999999999999956,25.999999999999954,1811.0,0,0,18
2,baseline,1,115,1,21,0,1.999999999999992,25.99999999999992,2255.0,0,1,23
0,utilitarian,1,116,0,22,0,2.4999999999999956,24.999999999999954,1836.0,0,0,18
2,baseline,1,116,0,22,0,2.499999999999992,24.99999999999992,2280.0,1,1,23
0,utilitarian,1,117,0,22,0,2.3999999999999955,23.999999999999954,1860.0,0,0,18
2,baseline,1,117,0,22,0,2.399999999999992,23.99999999999992,2304.0,0,0,23
0,utilitarian,1,118,0,22,0,2.2999999999999954,22.999999999999954,1883.0,0,0,18
2,baseline,1,118,0,22,0,2.299999999999992,22.99999999999992,2327.0,0,0,23
0,utilitarian,1,119,0,22,0,2.1999999999999953,21.99999999999995,1905.0,0,0,18
2,baseline,1,119,0,22,0,2.1999999999999917,21.999999999999915,2349.0,0,0,23
0,utilitarian,1,120,0,22,0,2.099999999999995,20.99999999999995,1926.0,0,0,18
2,baseline,1,120,0,22,0,2.0999999999999917,20.999999999999915,2370.0,0,0,23
0,utilitarian,1,121,0,22,0,1.9999999999999951,19.99999999999995,1946.0,0,0,18
2,baseline,1,121,1,22,0,1.9999999999999916,25.999999999999915,2396.0,0,1,23
0,utilitarian,1,122,0,22,0,1.899999999999995,18.99999999999995,1965.0,0,0,18
2,baseline,1,122,0,23,0,2.4999999999999916,24.999999999999915,2421.0,1,1,23
0,utilitarian,1,123,0,22,0,1.799999999999995,17.999999999999947,1983.0,0,0,18
2,baseline,1,123,0,23,0,2.3999999999999915,23.999999999999915,2445.0,0,0,23
0,utilitarian,1,124,0,22,0,1.6999999999999948,16.999999999999947,2000.0,0,0,18
2,baseline,1,124,0,23,0,2.2999999999999914,22.99999999999991,2468.0,0,0,23
0,utilitarian,1,125,0,22,0,1.5999999999999948,15.999999999999947,2016.0,0,0,18
2,baseline,1,125,0,23,0,2.1999999999999913,21.99999999999991,2490.0,0,0,23
0,utilitarian,1,126,1,22,0,1.4999999999999947,20.999999999999947,2037.0,0,0.8,18
2,baseline,1,126,0,23,0,2.099999999999991,20.99999999999991,2511.0,0,0,23
0,utilitarian,1,127,0,23,0,1.9999999999999947,19.999999999999947,2057.0,1,0.8,18
2,baseline,1,127,0,23,0,1.9999999999999911,19.99999999999991,2531.0,0,0,23
0,utilitarian,1,128,0,23,0,1.8999999999999946,18.999999999999943,2076.0,0,0,18
2,baseline,1,128,0,23,0,1.899999999999991,18.999999999999908,2550.0,0,0,23
0,utilitarian,1,129,0,23,0,1.7999999999999945,17.999999999999943,2094.0,0,0,18
2,baseline,1,129,0,23,0,1.799999999999991,17.999999999999908,2568.0,0,0,23
0,utilitarian,1,130,0,23,0,1.6999999999999944,16.999999999999943,2111.0,0,0,18
2,baseline,1,130,1,23,0,1.6999999999999909,22.999999999999908,2591.0,0,1,23
0,utilitarian,1,131,0,23,0,1.5999999999999943,15.999999999999943,2127.0,0,0,18
2,baseline,1,131,0,24,0,2.199999999999991,21.999999999999908,2613.0,1,1,23
0,utilitarian,1,132,0,23,0,1.4999999999999942,14.999999999999941,2142.0,0,0,18
2,baseline,1,132,0,24,0,2.0999999999999908,20.999999999999908,2634.0,0,0,23
0,utilitarian,1,133,1,23,0,1.3999999999999941,19.99999999999994,2162.0,0,0.8,18
2,baseline,1,133,0,24,0,1.9999999999999907,19.999999999999904,2654.0,0,0,23
0,utilitarian,1,134,0,24,0,1.8999999999999941,18.99999999999994,2181.0,1,0.8,18
2,baseline,1,134,0,24,0,1.8999999999999906,18.999999999999904,2673.0,0,0,23
0,utilitarian,1,135,0,24,0,1.799999999999994,17.99999999999994,2199.0,0,0,18
