,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
103,0,1,43,0,6,0,0.2000000000000006,2.0000000000000058,1,-0.2,7,6
104,0,1,44,0,6,0,0.1000000000000005,1.0000000000000058,1,-0.2,7,6
105,0,1,45,0,6,0,5.828670879282072e-16,5.828670879282072e-15,2,-0.2,7,6
106,0,1,46,0,6,0,0.0,0.0,2,-1.2,7,6
359,0,2,125,0,20,2,0.2999999999999949,2.9999999999999494,2,-0.2,7,20
360,0,2,126,0,20,2,0.1999999999999949,1.9999999999999487,0,0.0,8,20
361,0,2,127,0,20,2,0.0999999999999949,0.9999999999999492,1,-0.2,9,20
362,0,2,128,0,20,2,0.0,0.0,2,-1.2,9,20
646,0,3,90,0,14,3,0.200000000000001,2.00000000000001,1,-0.2,10,14
647,0,3,91,0,14,3,0.100000000000001,1.0000000000000102,1,-0.2,5,14
648,0,3,92,0,14,3,1.0269562977782698e-15,1.0269562977782698e-14,1,-0.2,6,14
649,0,3,93,0,14,3,0.0,0.0,1,-1.2,6,14
849,0,4,125,0,20,2,0.299999999999994,2.9999999999999405,2,-0.2,7,20
850,0,4,126,0,20,2,0.199999999999994,1.9999999999999405,2,-0.2,7,20
851,0,4,127,0,20,2,0.099999999999994,0.9999999999999404,2,-0.2,7,20
852,0,4,128,0,20,2,0.0,0.0,2,-1.2,7,20
1099,0,5,131,0,21,2,0.2999999999999945,2.999999999999945,2,-0.2,5,21
1100,0,5,132,0,21,2,0.1999999999999945,1.9999999999999447,2,-0.2,6,21
1101,0,5,133,0,21,2,0.0999999999999944,0.9999999999999448,2,-0.2,6,21
1102,0,5,134,0,21,2,0.0,0.0,2,-1.2,6,21
1272,0,6,83,0,13,1,0.2999999999999985,2.999999999999985,2,-0.2,6,13
1273,0,6,84,0,13,1,0.1999999999999984,1.999999999999985,1,-0.2,7,13
1274,0,6,85,0,13,1,0.0999999999999984,0.9999999999999848,1,-0.2,7,13
1275,0,6,86,0,13,1,0.0,0.0,2,-1.2,7,13
1344,2,7,24,0,3,0,0.2000000000000001,2.0000000000000013,3,-0.2,6,3
1345,2,7,25,0,3,0,0.1000000000000001,1.000000000000001,3,-0.2,6,3
1346,2,7,26,0,3,0,1.3877787807814454e-16,1.3877787807814457e-15,0,0.0,7,3
1347,2,7,27,0,3,0,0.0,0.0,0,-1.0,7,3
1529,0,8,60,0,9,0,0.2000000000000001,2.0000000000000013,1,-0.2,10,9
1530,0,8,61,0,9,0,0.1000000000000001,1.000000000000001,1,-0.2,5,9
1531,0,8,62,0,9,0,1.3877787807814454e-16,1.3877787807814457e-15,3,-0.2,6,9
1532,0,8,63,0,9,0,0.0,0.0,2,-1.2,6,9
1667,0,9,48,0,7,1,0.2000000000000006,2.0000000000000058,1,-0.2,9,7
1668,0,9,49,0,7,1,0.1000000000000005,1.0000000000000058,1,-0.2,9,7
1669,0,9,50,0,7,1,5.828670879282072e-16,5.828670879282072e-15,2,-0.2,9,7
1670,0,9,51,0,7,1,0.0,0.0,2,-1.2,5,7
1941,2,10,89,0,14,2,0.2999999999999989,2.9999999999999893,3,-0.2,9,14
1942,2,10,90,0,14,2,0.1999999999999989,1.999999999999989,3,-0.2,9,14
1943,2,10,91,0,14,2,0.0999999999999989,0.9999999999999892,3,-0.2,5,14
1944,2,10,92,0,14,2,0.0,0.0,0,-1.0,6,14
2252,0,11,95,0,15,2,0.2999999999999998,2.9999999999999982,2,-0.2,7,15
2253,0,11,96,0,15,2,0.1999999999999998,1.999999999999998,2,-0.2,7,15
2254,0,11,97,0,15,2,0.0999999999999998,0.999999999999998,0,0.0,8,15
2255,0,11,98,0,15,2,0.0,0.0,2,-1.2,8,15
2437,2,12,66,0,10,1,0.2000000000000006,2.0000000000000058,3,-0.2,7,10
2438,2,12,67,0,10,1,0.1000000000000005,1.0000000000000058,0,0.0,8,10
2439,2,12,68,0,10,1,5.828670879282072e-16,5.828670879282072e-15,0,0.0,8,10
2440,2,12,69,0,10,1,0.0,0.0,0,-1.0,8,10
2580,2,13,41,0,6,0,0.2999999999999989,2.9999999999999893,3,-0.2,5,6
2581,2,13,42,0,6,0,0.1999999999999989,1.999999999999989,3,-0.2,6,6
2582,2,13,43,0,6,0,0.0999999999999989,0.9999999999999892,3,-0.2,6,6
2583,2,13,44,0,6,0,0.0,0.0,0,-1.0,7,6
2717,0,14,65,0,10,0,0.2999999999999998,2.9999999999999982,2,-0.2,8,10
2718,0,14,66,0,10,0,0.1999999999999998,1.999999999999998,2,-0.2,8,10
2719,0,14,67,0,10,0,0.0999999999999998,0.999999999999998,2,-0.2,8,10
2720,0,14,68,0,10,0,0.0,0.0,2,-1.2,8,10
2843,0,15,42,0,6,0,0.2,2.0000000000000004,2,-0.2,6,6
2844,0,15,43,0,6,0,0.1,1.0000000000000002,2,-0.2,6,6
2845,0,15,44,0,6,0,2.775557561562892e-17,2.7755575615628914e-16,2,-0.2,6,6
2846,0,15,45,0,6,0,0.0,0.0,2,-1.2,6,6
2980,0,16,48,0,7,0,0.2000000000000006,2.0000000000000058,1,-0.2,8,7
2981,0,16,49,0,7,0,0.1000000000000005,1.0000000000000058,1,-0.2,8,7
2982,0,16,50,0,7,0,5.828670879282072e-16,5.828670879282072e-15,2,-0.2,8,7
2983,0,16,51,0,7,0,0.0,0.0,2,-1.2,5,7
3046,1,17,20,0,2,0,2.498001805406602e-16,2.4980018054066026e-15,1,-0.2,9,2
3047,3,17,20,0,2,0,2.498001805406602e-16,2.4980018054066026e-15,0,0.0,10,2
3048,1,17,21,0,2,0,0.0,0.0,1,-1.2,5,2
3049,3,17,21,0,2,0,0.0,0.0,0,-1.0,5,2
3452,0,18,126,0,20,4,0.200000000000001,2.00000000000001,1,-0.2,8,20
3453,0,18,127,0,20,4,0.100000000000001,1.0000000000000102,1,-0.2,8,20
3454,0,18,128,0,20,4,1.0269562977782698e-15,1.0269562977782698e-14,2,-0.2,8,20
3455,0,18,129,0,20,4,0.0,0.0,2,-1.2,8,20
3762,0,19,197,0,32,1,0.2999999999999945,2.999999999999945,2,-0.2,7,32
3763,0,19,198,0,32,1,0.1999999999999945,1.9999999999999447,2,-0.2,7,32
3764,0,19,199,0,32,1,0.0999999999999944,0.9999999999999448,2,-0.2,7,32
3765,0,19,200,0,32,1,0.0,0.0,2,-1.2,7,32
4084,1,20,95,0,15,1,0.2999999999999971,2.999999999999972,1,-0.2,8,15
4085,1,20,96,0,15,1,0.1999999999999971,1.9999999999999716,1,-0.2,8,15
4086,1,20,97,0,15,1,0.0999999999999971,0.9999999999999716,1,-0.2,8,15
4087,1,20,98,0,15,1,0.0,0.0,1,-1.2,8,15
4221,2,21,48,0,7,0,0.2000000000000003,2.000000000000004,3,-0.2,8,7
4222,2,21,49,0,7,0,0.1000000000000003,1.0000000000000036,3,-0.2,8,7
4223,2,21,50,0,7,0,3.6082248300317592e-16,3.608224830031759e-15,1,-0.2,9,7
4224,2,21,51,0,7,0,0.0,0.0,0,-1.0,5,7
4814,0,22,497,0,87,1,3.2999999999999936,32.999999999999936,1,1.0,8,87
4815,0,22,498,0,87,1,3.199999999999993,31.99999999999993,3,-0.2,9,87
4816,0,22,499,0,87,1,3.099999999999993,30.99999999999993,0,0.0,9,87
4817,0,22,500,0,87,1,2.9999999999999933,29.99999999999993,0,1.0,9,87
4915,2,23,35,0,5,1,0.2999999999999994,2.999999999999994,1,-0.2,7,5
4916,2,23,36,0,5,1,0.1999999999999993,1.9999999999999936,1,-0.2,7,5
4917,2,23,37,0,5,1,0.0999999999999993,0.9999999999999936,1,-0.2,7,5
4918,2,23,38,0,5,1,0.0,0.0,0,-1.0,8,5
5184,0,24,209,0,34,0,0.2999999999999945,2.999999999999945,2,-0.2,8,34
5185,0,24,210,0,34,0,0.1999999999999945,1.9999999999999447,2,-0.2,8,34
5186,0,24,211,0,34,0,0.0999999999999944,0.9999999999999448,2,-0.2,5,34
5187,0,24,212,0,34,0,0.0,0.0,2,-1.2,6,34
5446,0,25,107,0,17,1,0.299999999999998,2.9999999999999805,2,-0.2,7,17
5447,0,25,108,0,17,1,0.199999999999998,1.99999999999998,2,-0.2,7,17
5448,0,25,109,0,17,1,0.099999999999998,0.9999999999999803,2,-0.2,7,17
5449,0,25,110,0,17,1,0.0,0.0,2,-1.2,7,17
5936,0,26,341,0,56,1,0.29999999999999,2.9999999999999005,2,-0.2,5,56
5937,0,26,342,0,56,1,0.19999999999999,1.9999999999999003,2,-0.2,6,56
5938,0,26,343,0,56,1,0.09999999999999,0.9999999999999004,2,-0.2,6,56
5939,0,26,344,0,56,1,0.0,0.0,2,-1.2,6,56
6061,1,27,47,0,7,0,0.299999999999998,2.9999999999999805,1,-0.2,7,7
