day,baseline,maximin
1,7.156156156156156,7.126126126126126
2,6.583000000000001,6.691000000000001
3,6.537000000000001,6.711000000000001
4,6.407000000000001,6.773
5,6.577000000000001,6.793000000000001
6,6.627000000000002,6.855000000000001
7,6.3530000000000015,6.791000000000001
8,6.073000000000002,6.655000000000001
9,5.762000000000001,6.5360000000000005
10,5.670126874279124,6.892661555312158
11,5.570438799076214,6.898138006571743
12,5.50577367205543,6.83132530120482
13,5.635103926097,6.692223439211392
14,5.605080831408778,6.638554216867471
15,5.5646651270207865,6.4184008762322025
16,6.079295154185023,6.966963151207117
17,5.872246696035244,6.858958068614995
18,5.753303964757711,6.949174078780179
19,5.792951541850222,6.66581956797967
20,5.77092511013216,6.534942820838629
21,5.594992636229751,6.497455470737913
22,6.063551401869161,7.296012269938652
23,5.837383177570096,7.124233128834358
24,5.723364485981311,6.906441717791412
25,5.755140186915891,6.845092024539879
26,5.607476635514021,6.682515337423315
27,5.546139359698683,6.543613707165109
28,6.090225563909777,7.472589792060492
29,5.842105263157897,7.425330812854443
30,5.669172932330829,7.264650283553876
31,5.466165413533837,7.04725897920605
32,5.3533834586466185,6.977315689981097
33,5.517766497461931,6.871541501976284
34,5.920792079207923,7.897374701670644
35,5.930693069306933,7.828162291169451
36,5.801980198019805,7.687350835322196
37,5.574257425742577,7.4033412887828165
38,5.5643564356435675,7.348448687350835
39,5.365771812080539,7.266832917705735
40,6.200000000000003,8.107246376811593
41,6.050000000000003,7.976811594202899
42,5.975000000000004,7.95072463768116
43,6.075000000000004,7.663768115942029
44,5.975000000000004,7.707246376811594
45,5.493617021276599,7.420420420420419
46,5.658291457286436,8.075342465753423
47,5.472361809045231,7.969072164948452
48,5.46733668341709,7.6907216494845345
49,5.221105527638196,7.721649484536083
50,5.306532663316587,7.443298969072165
51,5.653061224489799,7.417857142857141
52,6.4081632653061265,8.131147540983605
53,5.693877551020413,7.942622950819671
54,5.632653061224494,7.827868852459016
55,5.816326530612249,7.959016393442622
56,5.428571428571433,7.524590163934425
57,5.2916666666666705,7.777777777777776
58,6.036697247706427,8.69306930693069
59,5.807339449541289,8.82178217821782
60,5.743119266055051,8.683168316831681
61,5.844036697247712,8.603960396039602
62,5.7247706422018405,8.495049504950492
63,5.542056074766359,8.49484536082474
64,5.875000000000005,9.298245614035084
