,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
121,1,1,43,0,6,0,0.2000000000000002,2.0000000000000027,0,0.0,5,6
122,1,1,44,0,6,0,0.1000000000000002,1.0000000000000024,0,0.0,5,6
123,1,1,45,0,6,0,2.498001805406602e-16,2.4980018054066026e-15,0,0.0,5,6
124,1,1,46,0,6,0,0.0,0.0,4,-1.1,6,6
307,2,2,126,0,20,0,0.2000000000000007,2.000000000000007,0,0.0,7,20
308,2,2,127,0,20,0,0.1000000000000007,1.0000000000000069,0,0.0,7,20
309,2,2,128,0,20,0,6.938893903907228e-16,6.9388939039072276e-15,3,-0.1,8,20
310,2,2,129,0,20,0,0.0,0.0,2,-1.1,8,20
522,0,3,66,0,10,0,0.2000000000000004,2.000000000000005,1,-0.1,8,10
523,0,3,67,0,10,0,0.1000000000000004,1.0000000000000049,1,-0.1,8,10
524,0,3,68,0,10,0,4.718447854656915e-16,4.718447854656915e-15,1,-0.1,8,10
525,0,3,69,0,10,0,0.0,0.0,3,-1.1,9,10
743,0,4,59,0,9,3,0.2999999999999997,2.999999999999997,1,-0.1,11,9
744,0,4,60,0,9,3,0.1999999999999997,1.999999999999997,1,-0.1,11,9
745,0,4,61,0,9,3,0.0999999999999997,0.999999999999997,1,-0.1,5,9
746,0,4,62,0,9,3,0.0,0.0,1,-1.1,6,9
1028,0,5,101,0,16,0,0.2999999999999994,2.999999999999994,1,-0.1,5,16
1029,0,5,102,0,16,0,0.1999999999999993,1.9999999999999936,1,-0.1,6,16
1030,0,5,103,0,16,0,0.0999999999999993,0.9999999999999936,1,-0.1,6,16
1031,0,5,104,0,16,0,0.0,0.0,1,-1.1,6,16
1190,2,6,108,0,17,3,0.2000000000000009,2.0000000000000093,0,0.0,7,17
1191,2,6,109,0,17,3,0.1000000000000009,1.000000000000009,0,0.0,7,17
1192,2,6,110,0,17,3,9.15933995315754e-16,9.15933995315754e-15,0,0.0,7,17
1193,2,6,111,0,17,3,0.0,0.0,2,-1.1,5,17
