,reward,numerosity,fitness
0,7.0,14,0.0
1,1.4000000000000001,3,0.36
2,4.399999999999999,55,34.32000000000001
3,1.4000000000000001,3,0.0
4,38.0,76,45.59999999999999
5,18.0,36,28.799999999999994
6,30.0,60,86.40000000000002
7,6.0,12,0.0
8,1.4000000000000001,3,0.36
9,0.3,2,0.0
10,2.1,8,10.919999999999998
11,22.0,44,237.59999999999997
12,18.0,36,0.0
13,18.0,36,0.0
14,36.0,72,413.09999999999985
15,18.0,36,0.0
16,7.0,14,0.0
17,12.0,24,105.3
18,27.0,54,75.60000000000002
19,5.0,10,0.0
20,6.0,12,0.0
21,9.0,18,0.0
22,2.0,5,0.72
23,77.5,155,18.6
24,6.0,12,0.0
25,1.5,10,0.0
26,9.6,36,36.0
27,6.0,12,0.0
28,17.5,35,85.05000000000001
29,18.0,36,0.0
30,17.0,34,0.0
31,0.6,4,0.0
32,1.5,3,3.0
33,0.3,2,0.0
34,12.0,24,0.0
35,2.1,14,0.0
36,28.5,57,0.0
37,0.4000000000000001,3,0.36
38,12.0,24,43.2
39,12.0,24,0.0
40,12.0,24,0.0
41,24.0,48,0.0
42,24.0,48,64.8
43,1.4000000000000001,3,0.36
44,24.0,48,43.20000000000001
45,19.5,39,124.79999999999997
46,12.0,24,0.0
47,12.0,24,0.0
48,6.0,12,0.0
49,6.0,12,0.0
50,1.0,5,1.08
51,18.0,36,0.0
52,29.0,58,0.0
53,46.0,92,345.0
54,1.8,12,0.0
55,6.0,12,0.0
56,2.1999999999999993,66,-29.699999999999996
57,6.0,12,0.0
58,6.0,12,0.0
59,12.0,24,0.0
60,12.0,24,0.0
61,19.0,38,0.0
62,30.0,60,0.0
63,5.0,10,0.0
64,18.0,36,28.799999999999994
65,24.0,48,0.0
66,28.5,57,79.80000000000003
67,18.0,36,21.600000000000005
68,0.3,2,0.0
69,2.1,14,0.0
70,1.3999999999999997,42,-34.65
71,6.0,12,0.0
72,6.0,12,0.0
73,1.8000000000000003,6,1.44
74,17.0,34,0.0
75,1.0,2,0.0
76,1.0,2,0.0
77,12.0,24,0.0
78,18.0,36,36.0
79,29.0,58,0.0
80,6.0,12,0.0
81,23.0,46,0.0
82,6.0,12,0.0
83,3.599999999999999,24,0.0
84,18.0,36,0.0
85,0.20000000000000007,4,0.12
86,19.200000000000006,72,0.0
87,6.0,12,0.0
88,18.0,36,0.0
89,17.5,35,66.15
90,0.4000000000000001,3,-0.96
91,0.9,4,0.36
92,1.5,3,2.4
93,1.0,2,0.0
94,19.5,39,0.0
95,18.0,36,0.0
96,2.0,4,10.8
97,28.5,57,0.0
98,13.0,26,0.0
99,19.5,39,39.0
100,24.0,48,0.0
101,0.8,3,1.62
102,1.4000000000000001,3,0.36
103,1.0,2,0.0
104,18.0,36,0.0
105,6.0,12,0.0
106,6.0,12,0.0
107,6.0,12,0.0
108,9.0,18,25.2
109,5.699999999999998,38,0.0
110,7.1999999999999975,48,0.0
111,13.0,26,0.0
112,19.5,39,124.79999999999997
113,9.0,18,21.6
114,3.0,48,32.39999999999999
115,6.0,12,0.0
116,10.5,21,0.0
117,7.1999999999999975,48,0.0
118,12.0,24,137.7
119,6.0,12,0.0
120,6.0,12,0.0
121,18.0,36,0.0
122,6.0,12,0.0
123,1.8,12,0.0
124,9.0,18,7.2
125,1.2000000000000002,4,0.72
126,6.0,12,0.0
127,7.0,14,0.0
128,1.2000000000000002,4,0.72
129,5.0,10,0.0
130,15.0,30,345.6
131,9.0,18,21.6
132,17.0,34,0.0
133,25.5,51,122.40000000000003
134,12.0,24,162.0
135,17.0,34,0.0
136,1.0,2,0.0
137,1.0,2,0.0
138,1.0,2,0.0
139,1.0,2,0.0
140,0.3,2,0.0
141,18.0,36,43.20000000000001
142,1.0,5,1.08
143,6.0,12,0.0
144,1.5,3,4.2
145,43.5,87,87.0
146,1.0,2,0.0
147,1.0,2,0.0
148,0.3,2,0.0
149,6.0,12,0.0
150,9.0,18,36.0
