day,baseline,maximin
1,4,4
2,8,8
3,12,12
4,16,16
5,20,20
6,24,24
7,28,28
8,32,32
9,36,36
10,40,40
11,44,44
12,48,48
13,52,52
14,56,56
15,60,60
16,64,64
17,68,68
18,72,72
19,76,76
20,80,80
21,84,84
22,88,88
23,92,92
24,96,96
25,100,100
26,104,104
27,108,108
28,112,112
29,116,116
30,120,120
31,124,124
32,128,128
33,132,132
34,136,136
35,140,140
36,144,144
37,148,148
38,152,152
39,156,156
40,160,160
41,164,164
42,168,168
43,172,172
44,176,176
45,180,180
46,184,184
47,188,188
48,192,192
49,196,196
50,200,200
51,204,204
52,208,208
53,212,212
54,216,216
55,220,220
56,224,224
57,228,228
58,232,232
59,236,236
60,240,240
61,244,244
62,248,248
63,252,252
64,256,256
65,260,260
66,264,264
67,268,268
68,272,272
69,276,276
70,280,280
71,284,284
72,288,288
73,292,292
74,296,296
75,300,300
76,304,304
77,308,308
78,312,312
79,316,316
80,320,320
81,324,324
82,328,328
83,332,332
84,336,336
85,340,340
86,344,344
87,348,348
88,352,352
89,356,356
90,360,360
91,364,364
92,368,368
93,372,372
94,376,376
95,380,380
96,384,384
97,388,388
98,392,392
99,396,396
100,400,400
101,404,404
102,408,408
103,412,412
104,416,416
105,420,420
106,424,424
107,428,428
108,432,432
109,436,436
110,440,440
111,444,444
112,448,448
113,452,452
114,456,456
115,460,460
116,464,464
117,468,468
118,472,472
119,476,476
120,480,480
121,484,484
122,488,488
123,492,492
124,496,496
125,500,500
126,504,504
127,508,508
128,512,512
129,516,516
130,520,520
131,524,524
132,528,528
133,532,532
134,536,536
135,540,540
136,544,544
137,548,548
138,552,552
139,556,556
140,560,560
141,564,564
142,568,568
143,572,572
144,576,576
145,580,580
146,584,584
147,588,588
148,592,592
149,596,596
150,600,600
151,604,604
152,608,608
153,612,612
154,616,616
155,620,620
156,624,624
157,628,628
158,632,632
159,636,636
160,640,640
161,644,644
162,648,648
163,652,652
164,656,656
165,660,660
166,664,664
167,668,668
168,672,672
169,676,676
170,680,680
171,684,684
172,516,688
173,519,692
174,522,696
175,525,700
176,528,704
177,531,708
178,534,712
179,537,716
180,540,720
181,543,724
182,546,728
183,549,732
184,552,736
185,555,740
186,558,744
187,561,748
188,564,752
189,378,756
190,380,760
191,382,764
192,384,768
193,386,772
194,388,776
195,390,780
196,392,784
197,394,788
198,396,792
199,398,796
200,400,800
201,201,804
202,202,808
203,203,812
204,204,816
205,205,820
206,206,824
207,207,828
208,208,832
209,209,836
210,210,840
211,211,844
212,212,848
213,213,852
214,214,856
215,215,860
216,216,864
217,217,868
218,218,872
219,219,876
220,220,880
221,221,884
222,222,888
223,223,892
224,224,896
225,225,900
226,226,904
227,227,908
228,228,912
229,229,916
230,230,920
231,231,924
232,232,928
233,233,932
234,234,936
235,235,940
236,236,944
237,237,948
238,238,952
239,239,956
240,240,960
241,241,964
242,242,968
243,243,972
244,244,976
245,245,980
246,246,984
247,247,988
248,248,992
249,249,996
250,250,750
251,251,753
252,252,756
253,253,759
254,254,762
255,255,765
256,256,768
257,257,771
258,258,774
259,259,777
260,260,780
261,261,783
262,262,786
263,263,789
264,264,792
265,265,795
266,266,798
267,267,801
268,268,804
269,269,807
270,270,810
271,271,813
272,272,816
273,273,819
274,274,822
275,275,825
276,276,828
277,277,831
278,278,834
279,279,837
280,280,840
281,281,843
282,282,846
283,283,849
284,284,852
285,285,855
286,286,858
287,287,861
288,288,864
289,289,867
290,290,870
291,291,873
292,292,876
293,293,879
294,294,882
295,295,885
296,296,888
297,297,891
298,298,894
299,299,897
300,300,900
301,301,903
302,302,906
303,303,909
304,304,912
305,305,915
306,306,918
307,307,921
308,308,924
309,309,927
310,310,930
311,311,933
312,312,936
313,313,939
314,314,942
315,315,945
316,316,948
317,317,951
318,318,954
319,319,957
320,320,960
