agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,majoritarian,1,171,0,27,7,0.0,0.0,3033.0,4,-1.1,52,27
1,majoritarian,1,117,0,18,6,0.0,0.0,1770.0,0,-1.0,38,18
2,majoritarian,1,22,1,2,1,0.0,5.000000000000001,173.0,0,-1.0,16,3
3,majoritarian,1,200,2,42,3,6.100000000000022,73.00000000000021,8322.0,0,1.8,38,44
0,majoritarian,2,200,1,42,0,6.000000000000014,66.00000000000013,5982.0,0,1.8,20,43
1,majoritarian,2,27,2,3,0,0.0,11.0,218.0,4,-1.1,12,5
2,majoritarian,2,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,6,1
3,majoritarian,2,57,0,8,0,0.0,0.0,264.0,1,-1.1,15,8
0,majoritarian,3,200,1,36,6,2.3999999999999897,29.999999999999897,3864.0,0,1.8,50,37
1,majoritarian,3,200,0,34,5,1.1999999999999926,11.999999999999924,2724.0,0,1.0,43,34
2,majoritarian,3,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,5,1
3,majoritarian,3,200,0,41,2,5.400000000000002,54.00000000000002,4320.0,1,1.8,31,41
0,majoritarian,4,200,0,32,6,0.0,0.0,2934.0,1,-0.1,47,32
1,majoritarian,4,200,0,35,7,1.7999999999999927,17.999999999999925,3090.0,3,0.9,57,35
2,majoritarian,4,9,1,0,0,0.0,5.000000000000001,53.0,0,-1.0,8,1
3,majoritarian,4,200,0,42,7,5.999999999999994,59.999999999999936,5304.0,1,1.8,25,42
0,majoritarian,5,9,0,0,1,0.0,0.0,42.0,1,-1.1,8,0
1,majoritarian,5,200,0,33,2,0.6000000000000013,6.000000000000012,1728.0,1,1.8,19,33
2,majoritarian,5,21,0,2,1,0.0,0.0,120.0,2,-1.1,13,2
3,majoritarian,5,21,0,3,1,0.6,5.999999999999999,132.0,1,-1.1,15,3
0,majoritarian,6,200,0,39,4,4.199999999999992,41.99999999999992,5844.0,0,1.0,22,39
1,majoritarian,6,9,1,0,0,0.0,5.000000000000001,53.0,4,-1.1,5,1
2,majoritarian,6,15,2,1,0,0.0,11.0,104.0,0,-0.1999999999999999,12,3
3,majoritarian,6,200,0,37,0,2.9999999999999902,29.9999999999999,3234.0,0,1.0,22,37
0,majoritarian,7,15,1,1,0,0.0,5.000000000000002,80.0,0,-0.1999999999999999,7,2
1,majoritarian,7,9,1,0,0,0.0,5.000000000000001,59.0,4,-1.1,3,1
2,majoritarian,7,9,1,0,0,0.0,5.000000000000001,53.0,0,-1.0,5,1
3,majoritarian,7,99,0,15,0,0.0,0.0,609.0,1,-1.1,14,15
0,majoritarian,8,200,0,40,3,4.800000000000008,48.00000000000008,5814.0,1,1.8,31,40
1,majoritarian,8,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
2,majoritarian,8,33,0,4,0,0.0,0.0,162.0,4,-1.1,20,4
3,majoritarian,8,200,1,38,0,3.5999999999999908,41.9999999999999,3672.0,0,1.8,25,39
0,majoritarian,9,200,0,40,1,4.800000000000008,48.00000000000008,5880.0,4,1.9,16,40
1,majoritarian,9,9,1,0,1,0.0,5.000000000000001,53.0,0,-1.0,7,1
2,majoritarian,9,9,0,0,0,0.0,0.0,36.0,0,-1.0,8,0
3,majoritarian,9,200,1,36,0,2.399999999999986,29.99999999999986,3786.0,0,1.0,18,37
0,majoritarian,10,200,1,44,6,7.200000000000018,78.00000000000017,7404.0,0,1.8,47,45
1,majoritarian,10,116,0,18,7,0.0,0.0,1206.0,3,-1.1,43,18
2,majoritarian,10,44,1,6,3,0.0,5.999999999999997,462.0,0,-1.0,22,7
3,majoritarian,10,200,0,43,0,6.600000000000029,66.00000000000028,8586.0,0,1.0,40,43
0,majoritarian,11,21,0,2,1,0.0,0.0,132.0,1,-1.1,14,2
1,majoritarian,11,75,0,11,2,0.0,0.0,591.0,3,-1.1,26,11
2,majoritarian,11,9,1,0,0,0.0,5.000000000000001,59.0,0,-1.0,7,1
