day,baseline,egalitarian,maximin,utilitarian,deon_egalitarian,deon_egalitarian_2,deon_egalitarian_loss
1,0.01829729271839524,0.00931230998190444,0.010026273767198751,0.013333329996664247,0.010510507880253263,0.014396392793695532,0.017927923441460627
2,0.2856682499999997,0.16922025000000007,0.18217500000000017,0.23525400000000007,0.19406474999999998,0.20691641666666696,0.2225582291666666
3,1.0742482500000001,0.63385425,0.585948,1.1304419999999982,0.6803917500000006,0.7557194166666664,0.608318729166666
4,1.529756249999999,0.9651599999999995,0.8333790000000006,1.5509939999999993,1.0016557500000003,1.0406051666666662,0.8829807291666661
5,1.5425722499999999,1.1502322499999982,0.8451622499999987,1.61037825,1.1313343958333328,1.061190333333334,0.9827988958333344
6,1.71391425,1.420037999999999,0.8456459999999986,1.9000649999999988,1.1223057291666676,0.9794423958333326,0.9204225625000007
7,1.9867019999999995,1.8452962499999999,1.1348902499999995,2.3605619999999985,1.3668885625000005,1.4327933958333336,1.122975562499999
8,2.7967042499999977,2.18130225,1.3767989999999992,3.2097502500000004,1.6363802500000002,1.8578397499999995,1.5490281666666668
9,3.3894281307290726,2.4326163580448266,1.5337002805642896,3.883318100661144,2.0665504877779544,2.0320705139350754,1.9842240272539364
10,3.8934032463874417,2.803475747454138,1.412005088925372,2.942293269427154,1.7161952092196844,1.3711235158603579,1.5130740927428405
11,4.249504962748444,3.1442633323273874,1.6642785074665916,3.295347285576176,2.0700165504349157,1.3980775606310736,1.8356687244285748
12,4.66235159195729,3.668194119701711,1.748000487307119,3.6584992034422146,2.306083309133689,1.5543356421598669,1.9834327998573544
13,5.497627946502966,4.072730374486926,2.190571424833691,4.428467477294693,2.5721998644166946,2.1236266700413013,2.429988530507405
14,6.360700642723358,4.353528357126003,2.4266361581883924,5.183895099467595,2.6257002593646903,2.790957081941721,3.334435753974565
15,7.21751103132334,4.844292037171024,2.698378804932448,6.356624359248529,3.0722114355448817,2.871138423880496,3.936871080203668
16,7.026605231866813,5.151130285266984,2.277976613228662,5.0359975969641395,2.336613437488928,1.7685377725705622,3.153681617937226
17,7.942993212445489,5.941532700943005,2.5716135501388595,5.572527786974757,2.601220816948312,2.150630208647401,3.6950796341593866
18,8.282370937376127,6.5740419643424595,2.8396407272862483,6.508201633285332,3.0350242675452574,2.402034796828305,4.109917507230976
19,9.442058065794674,6.660264337222304,3.068159839317591,7.943730907925063,3.486644967584226,2.929789070245296,5.019905852702524
20,10.126405816488298,7.228679685417952,3.106697155978605,8.518455587235751,3.9854302608247125,3.204617094125646,6.236583465648603
21,11.124103236937309,8.033910937038774,3.2578660073634835,10.638453027515697,4.864763874059963,3.0944207835206377,7.212623252531503
22,11.90321704326616,7.913728808040671,2.583362767928061,8.833602267667056,3.1886103205640066,1.9418668100410095,6.9003380607421
23,12.67175775283881,8.516424489795906,2.9212985530965407,9.874047756991876,3.748270654512336,2.3111884051006033,7.668959970071081
24,14.546764544307509,9.322726530612231,2.9027571558030307,10.222816484637201,3.8611084569961336,2.5123405060553616,8.031118933442167
25,16.58118068928876,10.267953061224476,2.8407127593773756,11.92294911634719,4.35340280289708,3.1326748325964364,9.054240723735672
26,16.99972041513689,10.931111032331245,2.983771470410319,12.764876665096907,5.372388504537333,3.6544870848972644,10.825579202981677
27,18.58329841632907,12.187506633277124,3.505974768839348,14.7071808483035,6.154123127939709,4.2119031448752,12.155882903767344
28,17.49442312695106,11.018868200446727,2.8607007475112405,11.865271545198937,4.221560315302592,3.6582438151041665,11.103772874205566
29,18.971644120707555,11.96007735925622,2.6739203599390575,12.464985498563443,4.549752253842713,4.083730061848958,11.332007280024106
30,21.03448556191463,12.143096344446091,3.2874552733198628,14.223458286243355,5.095158651695974,3.710646311442057,12.200255451457371
31,23.83220603537977,12.691835235020754,3.0883196939100768,15.293909396658515,6.190099569239458,3.992109934488932,12.313783249780846
32,25.85717709011031,13.244791032695495,3.294991049005335,15.967236183253439,7.118026026393502,5.046747662841029,15.179516261536842
33,26.738020478797285,14.15842768829348,3.845627248783058,18.99580017012936,7.281625636829855,5.514417603976394,17.800272917879848
34,28.73650416171218,12.846540773542786,2.2064517258279004,17.535473672324855,6.655492109055582,5.48578292516763,16.50520587192817
35,28.959239001188994,12.586024424225343,2.6025869915283804,17.280740712860815,7.069878223811074,5.739180321990751,17.720057006143666
36,31.167895362663415,13.900124933771986,2.7797206469229074,18.28205803756254,7.883280942275914,5.259492990067771,17.21842263311279
37,32.12447086801418,15.751937781673291,2.930476790590203,21.21995558733858,8.49000167299175,5.40497448217338,18.975649318683047
38,36.85612417839205,17.082449113229757,2.7584955055458926,22.329949812071433,9.62252669925771,6.896937942611101,21.228185445273652
39,37.47462562874467,18.26524073314081,3.0738195950427794,20.847336357044735,8.839739351834373,6.068321285154046,22.67132294261039
40,41.06867819719721,14.162824008742762,2.384649287825843,15.96599999999996,7.90483069067455,6.9518488903852065,17.45861070019724
41,41.46256785759363,14.777790745790368,2.3960010749798353,15.327299999999964,9.070327196990053,6.933275818533793,17.01695019723866
42,42.374952657492614,15.848698659932674,2.5413490997043717,17.717999999999954,10.136224301263098,7.6116137811070885,19.11541543392505
43,46.03774775912118,16.196033910174062,3.0083203439935384,19.65839999999996,10.668406510346687,8.099900401200797,19.26756656804734
44,51.98850622064882,16.589442713930453,3.0034534145243232,18.24321390060109,11.95921678286249,10.22315470631762,20.749973219792732
45,58.337113823376306,17.815247662882815,2.9187490100777382,19.87015597618655,11.419833627120875,10.893412910043837,28.465651158983633
46,56.317636195752385,16.500732421874947,1.3203434054372447,17.49492151431205,11.154653031409792,7.413883735312306,29.32214243722181
47,56.209602954755134,16.60597229003901,1.2455390960356805,19.61495844875342,12.07670805941076,9.69252825096981,32.26343747375493
48,57.68790397045229,18.13201904296869,1.0516160255870644,19.597414589104293,12.509043097151208,12.500140552088602,32.64623750734862
49,62.53739612188349,17.969741821289002,1.0359607777123054,20.6722068328716,11.288753347942537,14.250000000000005,35.58652473335012
50,69.46999076638947,18.863513710710723,1.63193681337072,16.974348737776577,13.279618775839007,15.342710000629353,38.584516771367284
