,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
34,2,1,10,0,2,0,1.0999999999999996,10,0,0.0,7,2
35,3,1,10,0,0,0,0.0,0,4,-1.1,6,0
92,0,2,15,0,4,0,1.6999999999999995,16,1,0.7333333333333334,6,4
93,1,2,15,0,1,0,0.0,0,0,-1.0,10,1
152,2,3,15,1,2,0,0.5000000000000002,11,0,0.8,10,3
153,3,3,15,1,1,0,0.0,5,0,-1.0,10,2
186,0,4,9,1,1,0,0.5000000000000001,11,0,0.8,6,2
187,1,4,9,1,0,0,0.0,5,2,-1.1,6,1
244,0,5,15,0,4,0,1.6999999999999995,16,0,0.0,8,4
245,1,5,15,0,1,0,0.0,0,2,-1.1,6,1
328,2,6,21,0,5,0,1.6999999999999993,16,1,0.6533333333333333,9,5
329,3,6,21,0,2,0,0.0,0,2,-1.1,10,2
388,2,7,15,0,3,0,1.1,10,0,0.0,6,3
389,3,7,15,1,1,0,0.0,5,0,-1.0,9,2
496,2,8,27,0,4,0,0.5000000000000004,5,0,0.0,11,4
497,3,8,27,1,3,0,0.0,5,0,-1.0,10,4
626,0,9,33,0,6,0,1.0999999999999992,10,2,-0.1,15,6
627,1,9,33,1,4,0,0.0,5,0,-0.1999999999999999,15,5
686,2,10,15,0,4,0,1.6999999999999993,16,0,0.0,7,4
687,3,10,15,0,1,0,0.0,0,3,-1.1,8,1
722,2,11,9,0,3,0,1.6999999999999995,16,1,0.68,6,3
723,3,11,9,0,0,0,0.0,0,4,-1.1,8,0
758,2,12,9,0,1,0,0.5000000000000002,5,0,0.0,4,1
759,3,12,9,0,0,0,0.0,0,4,-1.1,4,0
816,0,13,15,1,2,0,0.5000000000000001,11,0,-0.16,6,3
817,1,13,15,1,1,0,0.0,5,0,-0.1999999999999999,7,2
852,2,14,9,0,2,0,1.1,11,1,1.2000000000000002,5,2
853,3,14,9,0,0,0,0.0,0,4,-1.1,6,0
912,2,15,15,0,2,0,0.5000000000000003,5,0,0.0,7,2
913,3,15,15,1,1,0,0.0,5,0,-1.0,10,2
996,2,16,21,0,3,0,0.5000000000000001,5,0,0.0,10,3
997,3,16,21,1,2,0,0.0,5,0,-1.0,12,3
1056,2,17,15,0,3,0,1.1,10,0,0.0,6,3
1057,3,17,15,0,1,0,0.0,0,4,-1.1,9,1
1256,2,18,50,0,8,0,0.6000000000000004,6,0,1.0,19,8
1257,3,18,50,0,8,0,0.6000000000000001,6,0,1.0,22,8
1363,1,19,27,1,4,0,0.5000000000000006,11,0,0.8,12,5
1364,2,19,27,1,3,0,0.0,5,0,-0.1999999999999999,14,4
1446,1,20,21,1,3,0,0.5000000000000006,11,0,0.8,9,4
1447,2,20,21,1,2,0,0.0,5,0,-0.1999999999999999,9,3
1481,1,21,9,1,1,0,0.5000000000000001,11,0,0.8,6,2
1482,2,21,9,0,0,0,0.0,0,0,-1.0,6,0
1539,0,22,15,1,3,0,1.0999999999999994,16,0,0.8,8,4
1540,1,22,15,0,1,0,0.0,0,0,-1.0,7,1
1574,1,23,9,0,2,0,1.1,11,1,1.2000000000000002,4,2
1575,2,23,9,1,0,0,0.0,5,0,-0.1999999999999999,4,1
1609,1,24,9,0,1,0,0.5000000000000001,5,0,0.0,6,1
1610,2,24,9,1,0,0,0.0,5,0,-0.1999999999999999,5,1
1643,0,25,9,0,1,0,0.5000000000000002,5,0,0.0,5,1
