day,baseline,egalitarian,maximin,utilitarian,deon_egalitarian,deon_egalitarian_2,deon_egalitarian_loss
1,7.417208604302151,7.3721860930465235,7.40520260130065,7.432216108054027,7.369184592296148,7.384192096048024,7.429214607303652
2,7.758500000000001,7.656500000000001,7.725500000000001,7.797500000000001,7.587,7.573,7.651
3,8.6155,8.3305,8.3335,8.8645,8.342,8.232,8.229
4,9.0105,8.7225,8.6475,9.3075,8.698,8.549,8.684
5,9.0995,8.8745,8.7305,9.4295,8.8095,8.698,8.851
6,9.2245,8.9965,8.7625,9.5815,8.8,8.5445,8.643
7,9.3855,9.2565,9.0105,9.7905,9.0175,8.721,8.6085
8,9.8195,9.5675,9.1295,10.1765,9.1465,8.748,8.7125
9,10.147,9.777,9.212,10.336999999999998,9.3785,8.9285,9.062
10,10.701739850869926,10.415135929463629,9.429028132992327,10.288560885608854,9.627972027972028,9.127591706539075,9.340425531914894
11,10.875621890547263,10.561351947097723,9.641304347826088,10.466420664206643,9.959412176347096,9.160287081339712,9.6106463878327
12,11.144278606965173,10.826598089639969,9.71547314578005,10.72841328413284,10.071378586424073,9.222488038277511,9.587832699619772
13,11.373134328358207,11.043350477590007,10.050511508951406,11.043542435424353,10.238628411476556,9.419457735247208,9.73916349809886
14,11.641791044776118,11.202792064658338,10.101662404092071,11.314391143911438,10.286214135759272,9.511961722488039,10.004562737642585
15,12.004975124378108,11.47685525349008,10.119565217391303,11.576383763837637,10.502449265220434,9.68421052631579,10.23726235741445
16,12.284482758620687,12.085533262935584,10.306948109058926,11.60954712362301,10.643298969072164,10.018105849582172,10.530359355638167
17,12.612068965517238,12.314677930306228,10.56338028169014,11.88004895960832,10.850515463917526,10.239888423988843,10.821561338289962
18,12.715517241379308,12.556494192185848,10.72007042253521,12.194614443084452,10.984536082474227,10.237099023709902,10.892193308550185
19,12.93965517241379,12.79197465681098,10.860915492957744,12.634026927784575,11.248453608247422,10.435146443514645,11.138785625774473
20,13.232758620689653,13.071805702217524,10.70070422535211,12.816401468788245,11.417525773195877,10.389121338912133,11.40272614622057
21,13.433093525179851,13.469904963041179,10.82874889086069,13.208899876390602,11.727272727272727,10.540197461212976,11.669576059850375
22,14.171990171990167,14.007132667617684,10.879898862199745,13.271334792122534,11.552036199095022,10.95343137254902,12.258585858585858
23,14.321867321867318,14.211428571428566,11.18457648546144,13.518599562363235,11.858220211161388,11.14950980392157,12.507070707070707
24,14.707616707616701,14.38571428571428,11.117572692793928,13.66083150984682,11.871794871794872,11.245098039215685,12.591919191919192
25,15.181818181818175,14.71428571428571,11.285714285714281,14.183807439824939,12.054298642533936,11.357843137254902,12.868686868686869
26,15.213759213759207,15.025714285714281,11.203539823008844,14.444201312910279,12.544494720965309,11.477941176470589,13.105050505050505
27,15.641089108910885,15.389367816091946,11.31096774193548,14.736607142857137,12.821100917431192,11.682619647355164,13.37396694214876
28,16.09677419354838,15.460803059273415,11.525773195876283,14.547794117647053,12.623949579831933,12.16015625,13.567307692307692
29,16.28225806451612,15.791586998087947,11.55670103092783,14.734317343173425,12.922268907563025,12.2421875,13.75
30,16.685483870967733,15.720841300191198,11.773195876288655,15.217712177121765,13.073529411764707,12.22265625,13.967948717948717
31,17.23387096774193,15.91395793499043,11.721649484536076,15.546125461254606,13.434873949579831,12.34765625,13.961538461538462
32,17.419354838709666,16.187380497131922,11.752577319587623,15.564575645756447,13.737394957983193,12.5078125,14.461538461538462
33,17.5673469387755,16.466150870406178,11.961130742049464,16.11153846153845,13.685714285714285,12.692307692307692,14.878688524590164
34,18.813793103448265,16.81329923273656,12.014492753623182,16.478527607361954,14.367952522255193,13.48502994011976,15.23913043478261
35,18.848275862068956,16.74936061381073,12.057971014492747,16.21472392638036,14.347181008902076,13.610778443113773,15.326086956521738
36,19.25517241379309,17.099744245524285,12.130434782608688,16.61349693251533,14.513353115727003,13.263473053892216,15.076086956521738
37,19.331034482758607,17.465473145780038,12.130434782608688,17.233128834355817,14.71513353115727,13.275449101796408,15.543478260869565
38,19.903448275862058,17.723785166240397,12.144927536231878,17.190184049079743,15.094955489614243,13.760479041916168,15.869565217391305
39,19.937062937062926,17.930232558139522,12.289672544080595,17.1139240506329,15.125,13.532467532467532,16.113636363636363
40,20.71910112359549,17.817589576547217,12.616393442622941,16.47999999999999,15.364754098360656,14.36697247706422,15.64423076923077
41,20.932584269662907,17.775244299674252,12.59999999999999,16.49999999999999,15.692622950819672,14.486238532110091,15.913461538461538
42,21.213483146067396,18.221498371335485,12.662295081967205,17.059999999999988,15.96311475409836,14.706422018348624,16.298076923076923
43,21.56179775280897,18.29641693811073,12.488524590163925,17.13999999999999,16.118852459016395,14.79816513761468,16.096153846153847
44,22.17977528089886,18.44951140065145,12.629508196721302,17.099999999999987,16.41393442622951,15.220183486238533,16.173076923076923
45,22.655172413793085,18.84768211920528,13.072916666666655,17.136363636363622,16.32300884955752,15.398058252427184,17.425742574257427
46,22.947368421052612,18.835937499999982,13.137614678899071,17.052631578947356,16.454054054054055,14.779220779220779,18.61904761904762
47,22.99999999999998,19.007812499999982,12.935779816513751,17.736842105263147,16.88108108108108,15.415584415584416,19.047619047619047
48,23.157894736842085,19.32031249999998,12.706422018348613,17.684210526315777,16.83783783783784,15.974025974025974,19.0
49,23.421052631578927,19.21093749999998,12.724770642201824,18.157894736842092,16.57837837837838,16.376623376623378,19.428571428571427
50,23.99999999999998,19.57031249999998,12.743119266055036,17.578947368421037,17.17297297297297,16.545454545454547,19.555555555555557
