episode,total_norms,cooperative_norms,proportion,reward,numerosity,fitness
1,17,1,5.88235294117647,13379.9,38705,7979148.930000002
2,14,1,7.142857142857142,4666.799999999996,22596,251217.5700000001
3,14,4,28.57142857142857,9260.199999999997,36707,3233058.5099999974
4,16,2,12.5,605.6000000000001,2363,5436.240000000001
5,30,2,6.666666666666667,8481.700000000003,29676,1439574.539999999
6,7,0,0.0,161.90000000000003,952,2356.080000000001
7,7,1,14.285714285714285,1665.799999999999,8859,9119.519999999993
8,11,3,27.27272727272727,4597.9,19989,992685.8999999996
9,16,1,6.25,4228.399999999995,16361,65819.99999999999
10,24,3,12.5,372.7000000000001,2331,3544.7100000000005
11,14,2,14.285714285714285,99.39999999999998,549,734.04
12,25,1,4.0,13199.799999999996,45553,1952449.6200000003
13,8,0,0.0,8506.400000000003,28886,5776209.359999998
14,14,1,7.142857142857142,236.20000000000002,1373,2172.4800000000005
15,18,5,27.77777777777778,4528.499999999994,16678,442502.4899999999
16,8,1,12.5,36.8,433,131.76
17,8,0,0.0,2389.5999999999967,10298,51143.99999999998
18,11,2,18.181818181818183,8324.200000000006,27532,2033832.8100000015
19,8,1,12.5,2737.899999999997,10582,484791.3599999999
20,11,1,9.090909090909092,184.79999999999995,988,1283.0399999999995
21,20,1,5.0,8491.599999999995,24819,635866.9500000002
22,10,2,20.0,5043.199999999999,20185,1646318.1300000004
23,24,3,12.5,8673.899999999992,32958,1362492.0000000012
24,4,0,0.0,102.4,316,349.20000000000005
25,16,0,0.0,11849.399999999985,38124,4219309.199999996
26,9,0,0.0,62.4,424,221.76
27,34,7,20.588235294117645,3560.0,15854,104245.77000000003
28,28,1,3.571428571428571,9880.899999999996,36810,1507608.3900000018
29,15,2,13.333333333333334,1465.7999999999993,5323,8265.12
30,10,0,0.0,433.60000000000014,2038,3074.8799999999987
31,22,1,4.545454545454546,1313.1999999999991,5846,144738.2400000001
32,8,0,0.0,4097.599999999993,18217,485135.75999999995
33,8,0,0.0,89.60000000000002,725,720.24
34,18,2,11.11111111111111,3293.7999999999956,13647,23787.59999999996
35,21,3,14.285714285714285,11464.399999999996,41092,3494959.140000003
36,17,2,11.76470588235294,8502.200000000006,29964,1556903.3100000003
37,22,5,22.727272727272727,10965.999999999995,43025,3072543.8699999996
38,11,3,27.27272727272727,1133.9999999999977,5118,6309.119999999997
39,11,0,0.0,110.4,610,1980.0000000000005
40,21,2,9.523809523809524,599.6,2765,12472.56
41,33,8,24.242424242424242,6015.699999999992,25894,151496.0400000001
42,17,2,11.76470588235294,4641.099999999995,20109,926962.0800000003
43,17,2,11.76470588235294,5946.299999999994,23244,520640.30999999994
44,8,0,0.0,2215.9999999999964,10261,88801.44000000006
45,11,2,18.181818181818183,3986.099999999999,13599,282409.4999999996
46,16,2,12.5,8217.999999999995,24946,781470.2399999985
47,19,3,15.789473684210526,13966.599999999991,44719,3098827.1400000006
48,19,2,10.526315789473683,653.3000000000002,3000,4647.0
49,10,0,0.0,3634.3999999999955,14817,196011.11999999988
50,35,9,25.71428571428571,1052.1999999999994,5028,10529.760000000002
51,11,1,9.090909090909092,1939.3999999999978,7319,17905.67999999999
52,17,2,11.76470588235294,6332.699999999992,22815,683678.8200000001
53,24,1,4.166666666666666,8516.19999999999,30460,1588113.0599999991
54,33,4,12.121212121212121,11149.700000000019,39083,6143352.959999998
55,18,1,5.555555555555555,95.99999999999999,550,388.80000000000007
56,16,1,6.25,5818.0999999999985,20797,872593.3199999998
57,18,2,11.11111111111111,10848.899999999998,31306,5265377.100000001
58,10,1,10.0,6126.900000000005,27006,1487278.4400000013
59,27,4,14.814814814814813,7008.3,24486,929697.1500000001
60,19,0,0.0,998.9999999999994,4576,27455.700000000004
61,15,2,13.333333333333334,7376.300000000007,25085,1750033.049999998
62,21,0,0.0,4939.599999999999,20845,1296947.0399999986
63,47,11,23.404255319148938,3730.1999999999975,16909,158206.74000000002
64,38,3,7.894736842105263,8305.499999999993,30597,581485.0200000001
65,27,1,3.7037037037037033,9897.399999999994,37871,4260125.609999999
66,32,8,25.0,2641.1000000000026,8950,200090.93999999994
67,21,1,4.761904761904762,9993.7,32703,2277145.32
68,12,2,16.666666666666664,3182.399999999995,14054,186496.7099999999
69,11,2,18.181818181818183,3675.5999999999995,14429,245078.9099999995
70,8,2,25.0,41.400000000000006,382,74.88000000000001
71,11,1,9.090909090909092,104.60000000000002,783,777.8400000000001
72,9,0,0.0,2552.1999999999957,12460,118519.92
73,7,0,0.0,7385.200000000004,24209,1567664.2800000014
74,10,1,10.0,112.40000000000002,677,435.35999999999996
75,14,1,7.142857142857142,6288.999999999991,19585,2823523.3799999994
76,17,1,5.88235294117647,1132.3999999999996,5078,61112.58000000001
77,26,3,11.538461538461538,11959.899999999998,37602,3956302.8000000003
78,22,2,9.090909090909092,11420.29999999999,39586,6101502.360000003
79,12,1,8.333333333333332,56.900000000000006,495,419.52000000000004
80,8,1,12.5,1143.5999999999995,7082,6127.679999999997
81,12,1,8.333333333333332,2661.999999999997,12984,149551.67999999964
