reward,numerosity,fitness
-382.0,1910,-1260.5999999999992
584.0999999999988,649,19837.980000000032
255.40000000000015,442,14626.079999999998
-7.599999999999997,76,-5.760000000000003
287.1000000000001,693,11583.0
83.30000000000007,147,47.040000000000035
-34.29999999999999,343,-1033.4100000000005
112.6999999999999,343,15329.160000000005
-44.09999999999996,441,-3751.439999999998
-29.400000000000027,294,-955.5
-9.799999999999997,98,0.0
63.69999999999994,147,1358.2800000000009
83.30000000000007,147,317.52000000000004
234.59999999999943,690,3415.5
345.0,690,993.6000000000024
-110.39999999999974,1104,-1767.7799999999947
-36.30000000000001,363,-333.9599999999994
-48.39999999999989,484,-261.35999999999973
278.30000000000064,363,914.7599999999971
169.40000000000038,242,0.0
-14.199999999999996,142,-191.57999999999996
8.000000000000002,136,260.28000000000003
216.0,432,0.0
55.09999999999998,247,14446.079999999996
-5.699999999999998,57,-2.280000000000001
-5.699999999999998,57,-2.280000000000001
-3.800000000000001,38,0.0
19.0,38,0.0
53.19999999999998,76,209.76
3.8000000000000007,38,0.0
-24.700000000000006,247,-5336.91
26.59999999999999,114,866.4000000000002
19.0,38,0.0
235.20000000000064,336,0.0
235.20000000000064,336,0.0
102.49999999999994,367,9874.38
-38.099999999999994,381,-15.23999999999996
-25.39999999999994,254,0.0
-38.099999999999994,381,-15.23999999999996
-25.39999999999994,254,0.0
50.79999999999988,508,-377.190000000001
127.0,254,0.0
100.60000000000005,326,4667.79
-345.6000000000012,1536,-1013.7599999999961
-35.99999999999997,360,0.0
460.79999999999905,632,7804.439999999981
343.3999999999998,1378,69492.15000000002
-24.0,120,-115.91999999999997
-384.0,1920,-1854.720000000006
-37.19999999999999,372,0.0
196.49999999999997,411,9801.120000000004
-50.39999999999988,504,0.0
-100.79999999999976,1008,-332.6400000000001
-50.39999999999988,504,0.0
7.0,14,0.0
-2.1000000000000005,21,-0.84
-2.1000000000000005,21,-0.84
26.6,42,272.79
-4.2,42,-257.25
19.6,56,1161.72
25.200000000000003,112,7781.760000000001
-5.6,56,-129.36
281.5000000000001,629,10526.939999999995
24.199999999999992,504,1920.8399999999988
123.2000000000002,528,3400.319999999998
5.099999999999996,153,0.0
34.2,38,0.0
